DeltaOmega,ITERATIONS,Traj,RewardStd,NormDeltaVar,ReturnsStd,Wins,ConfortViolation,TimestepsStd,Omega,OmegaBefore,NormDeltaOmega,TimestepsMean,ReturnsMean,RewardMean
-0.10000000142077603,0,250,1.4055938409111248,0.3162277672238027,74.71567704197595,0.0,0,11.105372393576003,7.899999998579224,8.0,0.10000000142077603,21.948,140.52711075230565,6.4027296679563355
-0.0895573325494583,1,250,1.304759755286646,0.2956373336416748,91.18618331921809,0.0,0,13.361634031809134,7.810442666029766,7.899999998579224,0.0895573325494583,26.356,172.24504525140563,6.535325741819912
0.013676021395164994,2,250,1.197488562905952,0.29614986098454277,122.7608534082309,0.0,0,17.812535361368408,7.824118687424931,7.810442666029766,0.013676021395164994,32.172,213.73138544454991,6.643397533400159
-0.015189969288419647,3,250,1.1149563247895677,0.27877020102981054,152.34379074568363,0.0,0,22.11362258880259,7.808928718136511,7.824118687424931,0.015189969288419647,37.236,248.08525909141184,6.662510986448915
-0.015852023690982264,4,250,1.1071039164707928,0.2732574247187396,137.49508792962084,0.0,0,19.87312114389685,7.793076694445529,7.808928718136511,0.015852023690982264,37.916,253.06109930907172,6.674256232436746
0.0032394060403122538,5,250,1.0357577264642785,0.2707032862039757,133.62970196546985,0.0,0,19.290838862009085,7.796316100485841,7.793076694445529,0.0032394060403122538,43.756,293.81033495643226,6.714743919838016
-0.015242697171396813,6,250,1.000948626869286,0.23003156601371524,154.28960198509222,0.0,0,22.249423902654197,7.781073403314444,7.796316100485841,0.015242697171396813,46.944,315.6589969134631,6.724160636363819
0.013899925092355936,7,250,0.9937265108463647,0.22301518011039326,138.74557571456918,0.0,0,19.982710927199044,7.7949733284068,7.781073403314444,0.013899925092355936,47.792,321.8472981510539,6.734334159504809
0.0075627061858440925,8,250,0.9629762646254273,0.2140533855817469,141.56130524316313,0.0,0,20.395250035241048,7.802536034592644,7.7949733284068,0.0075627061858440925,50.924,343.08551358282125,6.7372066919884785
0.04139571140654219,9,250,0.9436447642174429,0.20480903916122378,141.93407943857812,0.0,0,20.465277911623872,7.843931745999186,7.802536034592644,0.04139571140654219,52.98,356.9057036305954,6.736611997557482
0.01876378976786164,10,250,0.8955575433675109,0.20164325299184058,171.94837886685718,0.0,0,24.88012347236243,7.862695535767048,7.843931745999186,0.01876378976786164,58.616,394.0832696835884,6.723134804210257
0.04214370548389468,11,250,0.895309636676834,0.21073712170155973,154.558776377149,0.0,0,22.424486616197036,7.904839241250943,7.862695535767048,0.04214370548389468,58.32,391.0178249529298,6.704695215242281
0.05261526251795168,12,250,0.87106794644177,0.21688690496169122,161.11745042642104,0.0,0,23.45403163637331,7.957454503768894,7.904839241250943,0.05261526251795168,61.22,408.7552281934202,6.676825027661225
0.062179822537529184,13,250,0.8247019595002909,0.23596877575073769,186.19712797172568,0.0,0,27.28934766534371,8.019634326306424,7.957454503768894,0.062179822537529184,67.748,450.72230002282527,6.652924071896222
0.05017334605152968,14,250,0.794449319952612,0.24843965405588694,173.82605781850327,0.4,0,25.639520744350897,8.069807672357953,8.019634326306424,0.05017334605152968,71.824,474.5284260419608,6.606822594703175
0.002175374239161698,15,250,0.757856759382706,0.25627719236610996,206.76588132181766,0.4,0,30.695335150475227,8.071983046597115,8.069807672357953,0.002175374239161698,78.42,515.7664432299587,6.576975812674811
-0.02600927737590375,16,250,0.7429660294612829,0.26565190746798495,224.1403823876041,1.2,0,33.263664500472586,8.045973769221211,8.071983046597115,0.02600927737590375,80.932,531.9013207959625,6.572200375574094
0.0026333076835012292,17,250,0.704996828163369,0.27179836306238764,224.72840929071992,1.2,0,33.22222003418796,8.048607076904712,8.045973769221211,0.0026333076835012292,90.936,600.6727302693092,6.605444821295299
-0.02198855453100812,18,250,0.6552437231774919,0.27283542892899093,283.13725864525577,4.0,0,41.81244140205161,8.026618522373704,8.048607076904712,0.02198855453100812,102.912,680.6813800439206,6.614208061682997
-0.0013297693510665454,19,250,0.5798728545240907,0.27506227095918506,295.5113467511265,10.8,0,43.293141073384824,8.025288753022638,8.026618522373704,0.0013297693510665454,124.456,827.4938633630671,6.6488868625302695
-0.02605947896249816,20,250,0.5156379143169042,0.2775249767699184,292.0266800518663,18.8,0,42.699167392350866,7.99922927406014,8.025288753022638,0.02605947896249816,144.652,964.4229806687687,6.66719423629655
-0.030676944994445954,21,250,0.40710010679137787,0.276597636009158,265.0609074599549,42.8,0,38.39924499257766,7.968552329065694,7.99922927406014,0.030676944994445954,167.728,1128.505647900191,6.728188781242195
0.011028504755521418,22,250,0.32004463718750853,0.2566171076690261,222.39487757546578,64.0,0,32.08585981394297,7.979580833821215,7.968552329065694,0.011028504755521418,181.16,1224.4714476833828,6.759060762217834
0.004527479229941456,23,250,0.32338279530912983,0.23692875415864495,217.4501848726697,63.6,0,31.481962073543002,7.9841083130511565,7.979580833821215,0.004527479229941456,181.508,1224.3805764163183,6.74560116587874
0.018277939233857232,24,250,0.29732199097569917,0.2152070897542498,203.4717910501017,69.19999999999999,0,29.423349639359554,8.002386252285014,7.9841083130511565,0.018277939233857232,184.864,1246.85914794507,6.744737471574077
0.02902691791475398,25,250,0.2852858653241074,0.21458163094232036,212.178661457227,71.6,0,30.871550398384592,8.031413170199768,8.002386252285014,0.02902691791475398,186.124,1253.029433903053,6.732229233753052
0.047992830039842005,26,250,0.25640705632511557,0.21517132457255853,207.61019669982795,77.60000000000001,0,30.278020807179587,8.07940600023961,8.031413170199768,0.047992830039842005,188.116,1262.986159289401,6.713868885631212
0.042750118580093144,27,250,0.2156806918493161,0.21543556930430932,168.27530928768766,84.8,0,24.588963052556732,8.122156118819703,8.07940600023961,0.042750118580093144,192.164,1284.351303601597,6.683620780175253
0.05614498641908128,28,250,0.20913330992464,0.2119979878366925,143.33440920618614,85.6,0,20.92586112923432,8.178301105238784,8.122156118819703,0.05614498641908128,193.844,1289.5310630454248,6.65241670129292
0.06397527778652545,29,250,0.1612298857333257,0.20902473574808694,106.92533343370359,92.80000000000001,0,15.762139956236906,8.24227638302531,8.178301105238784,0.06397527778652545,197.288,1304.6063990468024,6.6127002100827355
0.05978797109027667,30,250,0.1453961354367656,0.19542476739482073,101.48767637022851,94.8,0,15.113933174392429,8.302064354115586,8.24227638302531,0.05978797109027667,197.968,1299.2857641088526,6.563110018330502
0.04901559826536861,31,250,0.1267500662615521,0.19293127454038786,86.1804976201398,96.8,0,12.986242566654914,8.351079952380955,8.302064354115586,0.04901559826536861,199.248,1299.4068399223447,6.521555247341729
0.04890909947418365,32,250,0.11120216042210092,0.17694223180666616,54.48373102950223,98.4,0,8.149983067467073,8.399989051855139,8.351079952380955,0.04890909947418365,200.076,1296.969979056097,6.482386588376902
