ITERATIONS,DeltaOmega,RewardMean,Wins,RewardStd,NormDeltaVar,NormDeltaOmega,TimestepsMean,Omega,TimestepsStd,ConfortViolation,Traj,ReturnsStd,OmegaBefore,ReturnsMean
72,-0.012068563822266398,8.711973218980184,99.6,0.06844234029862162,0.05719139001539916,0.012068563822266398,200.916,5.028751146385901,1.3254976423969977,0,250,12.379954490970663,5.040819710208168,1750.3748112646228
73,-0.01765125226850195,8.719587496202118,100.0,0.05556586504503943,0.06709327760118391,0.01765125226850195,201.0,5.011099894117399,0.0,0,250,2.242118726624661,5.028751146385901,1752.637086736626
74,-0.016693045955203267,8.728252205801434,100.0,0.055384585080392755,0.06750944747515113,0.016693045955203267,201.0,4.994406848162196,0.0,0,250,2.1507025573162135,5.011099894117399,1754.3786933660883
75,-0.01723761796042922,8.734429488730308,100.0,0.056773544948712305,0.06403210557351713,0.01723761796042922,201.0,4.977169230201767,0.0,0,250,2.6892370770059473,4.994406848162196,1755.620327234792
76,-0.022738871572569153,8.744456775231722,100.0,0.055632711238233726,0.06710209030581489,0.022738871572569153,201.0,4.954430358629198,0.0,0,250,2.3525867718442104,4.977169230201767,1757.6358118215762
77,-0.027009894988783145,8.754868699172055,100.0,0.05633091152276347,0.06864250984950131,0.027009894988783145,201.0,4.927420463640415,0.0,0,250,2.651589905974938,4.954430358629198,1759.7286085335832
78,-0.02191122039480664,8.767677877648573,100.0,0.056471565956283686,0.04704246969224009,0.02191122039480664,201.0,4.905509243245608,0.0,0,250,2.6695690378434755,4.927420463640415,1762.3032534073632
79,-0.028632247401315425,8.777498346814776,99.6,0.06901693461731369,0.06602224799218004,0.028632247401315425,200.5,4.876876995844293,7.88986691902975,0,250,70.19476286404804,4.905509243245608,1759.8884185363625
80,-0.03539140909291394,8.79173488818414,100.0,0.05655659962904944,0.044096249668084515,0.03539140909291394,201.0,4.841485586751379,0.0,0,250,2.6338394032871477,4.876876995844293,1767.1387125250124
81,-0.03663523027684512,8.808017798498447,99.6,0.0690164311038473,0.03348458370360823,0.03663523027684512,200.648,4.8048503564745335,5.554466310996944,0,250,50.291173320899354,4.841485586751379,1767.3111552331163
82,-0.019853399770883406,8.826801809346382,100.0,0.055535227444961206,0.05610896134704655,0.019853399770883406,201.0,4.78499695670365,0.0,0,250,2.5903641863546496,4.8048503564745335,1774.1871636786227
83,-0.020503108417615934,8.834721606032577,99.2,0.07958320190790796,0.03903372027384678,0.020503108417615934,200.492,4.764493848286034,7.23891815121569,0,250,64.82638091993346,4.78499695670365,1771.2910042366834
84,-0.02102267402248703,8.843827415627011,99.2,0.07994620310445012,0.03569158616372015,0.02102267402248703,200.908,4.743471174263547,1.0485876215176297,0,250,11.286778348224097,4.764493848286034,1776.7956784187918
85,-0.020507785249235688,8.854358033566058,99.6,0.06886811407034796,0.04808322116335944,0.020507785249235688,200.892,4.7229633890143115,1.704211254510426,0,250,16.352528554643058,4.743471174263547,1778.7696940791527
86,-0.012845383988241643,8.864431606881402,99.6,0.06798571763461432,0.04326285868829502,0.012845383988241643,200.996,4.71011800502607,0.063118935352238,0,250,2.814479894814381,4.7229633890143115,1781.7152952567344
87,-0.009967730007203635,8.871039633548161,99.6,0.06822931032968696,0.034917298795962476,0.009967730007203635,200.996,4.700150275018866,0.063118935352238,0,250,3.181739478700075,4.71011800502607,1783.043482184646
88,0.006157445383771609,8.876114357653263,98.0,0.10363618073778495,0.05900067739179958,0.006157445383771609,200.852,4.706307720402638,1.2578139767072078,0,250,12.888326650142371,4.700150275018866,1782.785320963373
89,0.004285609601026863,8.872140426612978,98.8,0.08858181805523427,0.043698593239077266,0.004285609601026863,200.808,4.710593330003665,2.4370342631977913,0,250,23.25251130138053,4.706307720402638,1781.596774787299
90,0.004488290333775957,8.870784509648015,97.6,0.11111075249423158,0.028001695743839122,0.004488290333775957,200.876,4.715081620337441,0.8274200867757561,0,250,9.689041161115103,4.710593330003665,1781.9277091600547
91,0.00047403807220280925,8.868679964271257,98.0,0.10371532449573795,0.029929904985133624,0.00047403807220280925,200.888,4.715555658409643,1.0447277157230968,0,250,10.971142775097908,4.715081620337441,1781.6113806625244
92,-0.0074912447258137504,8.872114102044163,99.2,0.0767320131169173,0.03771030917075911,0.0074912447258137504,200.936,4.70806441368383,0.9486327002586407,0,250,9.52308063565616,4.715555658409643,1782.7271192083458
93,-0.007189470933097297,8.873245002109904,98.8,0.08741596599267372,0.028738606717941872,0.007189470933097297,200.952,4.700874942750732,0.44463018341088817,0,250,6.335698149858648,4.70806441368383,1783.0963296639895
94,-0.002342272207359386,8.877794393681645,99.6,0.06617672812464583,0.025186413633846008,0.002342272207359386,200.868,4.698532670543373,2.082924866623854,0,250,19.406506444940266,4.700874942750732,1783.2648042700444
95,0.004124131662094577,8.878364545519432,99.2,0.07735803058090232,0.032911126632330374,0.004124131662094577,200.548,4.702656802205468,6.253934441613536,0,250,56.5057500240828,4.698532670543373,1780.5382528748307
96,0.009257932388568868,8.875917085349757,99.6,0.06695513437528865,0.051963440253802166,0.009257932388568868,200.488,4.711914734594036,8.079223725086464,0,250,72.83101110541263,4.702656802205468,1779.5148646076022
97,0.005848519506931993,8.871917881443126,99.6,0.06687995299314972,0.03747008907363251,0.005848519506931993,200.5,4.717763254100968,7.88986691902975,0,250,70.82854016548204,4.711914734594036,1778.8195352293467
98,0.009256657846127503,8.869713706402505,100.0,0.05410130265725123,0.017510703346055048,0.009256657846127503,201.0,4.727019911947096,0.0,0,250,2.551914720347725,4.717763254100968,1782.8124549869037
99,0.008544402789019578,8.862175816041225,99.6,0.06872173104595251,0.0339968980579437,0.008544402789019578,200.956,4.7355643147361155,0.6943082888746179,0,250,7.609358234995904,4.727019911947096,1780.9074032883807
100,0.020517655747990915,8.861447389234245,100.0,0.05311733589438424,0.04172967653562907,0.020517655747990915,201.0,4.756081970484106,0.0,0,250,2.5344354436288357,4.7355643147361155,1781.1509252360834
101,0.02488269447072966,8.849215446480185,99.6,0.0687871576231553,0.050094657920615564,0.02488269447072966,200.772,4.780964664954836,3.5977793150775663,0,250,33.28270338505755,4.756081970484106,1776.6746836207196
102,0.03612790461716564,8.837516519206726,100.0,0.05601199999706612,0.06219283022275466,0.03612790461716564,201.0,4.817092569572002,0.0,0,250,2.6747078500201993,4.780964664954836,1776.340820360552
103,0.04431534621867339,8.819662334011822,99.6,0.06934187319384683,0.05590106964579932,0.04431534621867339,200.704,4.861407915790675,4.670801216065612,0,250,42.21209258488984,4.817092569572002,1770.1415090855087
104,0.02184958365787626,8.797780946236882,100.0,0.05733518619186964,0.05446966548220689,0.02184958365787626,201.0,4.883257499448551,0.0,0,250,3.022083053934797,4.861407915790675,1768.3539701936133
105,0.02771213132667416,8.784228424355879,99.6,0.07244715728752578,0.05099079610365304,0.02771213132667416,200.904,4.9109696307752255,1.5148544484537125,0,250,15.033998498094274,4.883257499448551,1764.7866273667937
106,0.03326416027376311,8.771041823817372,99.6,0.07136423805028083,0.0672331318224491,0.03326416027376311,200.78,4.944233791048989,3.4715414443730905,0,250,31.953896459037328,4.9109696307752255,1761.049777386052
107,0.04014660612237275,8.753610075536681,98.8,0.09029611061572144,0.07966745851743345,0.04014660612237275,200.792,4.984380397171361,3.0352489189521177,0,250,27.876382367548743,4.944233791048989,1757.6548742871612
108,0.03954634447687155,8.730636308513734,94.8,0.15317873009097913,0.1071622297892268,0.03954634447687155,200.492,5.023926741648233,2.808902988712853,0,250,26.96571463303243,4.984380397171361,1750.422734766536
109,0.043041818381857944,8.706182829929809,87.2,0.22929307060286863,0.05633589058021593,0.043041818381857944,199.316,5.066968560030091,5.296805074759689,0,250,49.2558835747483,5.023926741648233,1735.2815369302896
110,0.042573747019011066,8.677431291923314,74.8,0.3172016312240826,0.044508099014317806,0.042573747019011066,196.532,5.109542307049102,9.839968292631841,0,250,89.60355136816379,5.066968560030091,1705.3929266642726
111,0.031072655437327512,8.650178111587199,63.6,0.3783842763272283,0.03789840538110645,0.031072655437327512,196.08,5.1406149624864295,8.630735773965045,0,250,78.776293340727,5.109542307049102,1696.1269241200177
112,0.033783856894824105,8.636299749463522,70.39999999999999,0.34173425902964155,0.0634067380632265,0.033783856894824105,196.252,5.174398819381254,9.827537636661587,0,250,88.38268865669579,5.1406149624864295,1694.891098431715
113,0.039396936897746926,8.624528536217086,80.0,0.2816888392162408,0.08569963436466423,0.039396936897746926,197.932,5.2137957562790005,12.158263691827052,0,250,107.3525540489897,5.174398819381254,1707.07018223052
114,0.04030567470152935,8.609323686611454,92.0,0.18359411572740103,0.09190506046914507,0.04030567470152935,199.888,5.25410143098053,5.1795227579382255,0,250,47.39086585611807,5.2137957562790005,1720.9004930693902
115,0.04032449161006202,8.586972427864755,96.8,0.1277757163357159,0.07556023329745476,0.04032449161006202,200.744,5.294425922590592,1.6918817925611709,0,250,16.515105647359125,5.25410143098053,1723.7831930592815
116,0.04020093263336921,8.565511478580945,98.4,0.10340708766559632,0.08363419405268852,0.04020093263336921,200.856,5.334626855223961,1.4626223025784886,0,250,15.456648043398543,5.294425922590592,1720.4343735418545
117,0.04384417192421708,8.546192472611729,98.8,0.09392406021674032,0.05006030737326936,0.04384417192421708,199.836,5.378471027148178,13.270158401466052,0,250,114.77167401208169,5.334626855223961,1707.836918956837
118,0.05979439505802997,8.518354099049558,97.6,0.11682835828092764,0.06580325207451032,0.05979439505802997,199.66,5.438265422206208,10.5709223817035,0,250,91.97552887493329,5.378471027148178,1700.7745794162352
119,0.05124640112603274,8.484485354012836,99.2,0.09055562045251099,0.08230224488479485,0.05124640112603274,200.62,5.489511823332241,5.184939729640066,0,250,45.45981856684606,5.438265422206208,1702.1574517220552
120,0.051490267195211104,8.455384699340362,99.2,0.09114075913328214,0.0796973926006804,0.051490267195211104,200.016,5.541002090527452,11.16565018259125,0,250,95.83118615383427,5.489511823332241,1691.2122260232618
121,0.044091963648269505,8.421552550525501,98.0,0.11427813745903993,0.08984970941148253,0.044091963648269505,199.292,5.5850940541757215,13.97364433496144,0,250,119.57615610363568,5.541002090527452,1678.3480508993277
122,0.048980270261690606,8.39800226722438,98.4,0.10767709948188312,0.06737750782666528,0.048980270261690606,199.68,5.634074324437412,10.790069508580562,0,250,92.66222413806226,5.5850940541757215,1676.913092719364
123,0.050233250440379074,8.365065159901878,97.2,0.12757056720280413,0.07944182026137878,0.050233250440379074,198.972,5.684307574877791,13.873543743398802,0,250,118.30775883766528,5.634074324437412,1664.4137449959965
124,0.03861438643986226,8.334873454108198,97.2,0.1290251290590284,0.07119755255320936,0.03861438643986226,198.872,5.722921961317653,15.199724208024305,0,250,128.90196400156884,5.684307574877791,1657.5729535654057
125,0.059405955145209965,8.310058853427131,95.19999999999999,0.15522404542250556,0.10256159429681921,0.059405955145209965,196.148,5.782327916462863,22.599249899056385,0,250,191.18207374725952,5.722921961317653,1630.001423982025
126,0.04856096661912801,8.276989765892086,94.8,0.1581571291711982,0.1106317418735691,0.04856096661912801,195.74,5.830888883081991,28.074337035805495,0,250,234.74366555469348,5.782327916462863,1620.1379767757169
127,0.0560526763594984,8.242843361352381,82.39999999999999,0.2600623308899371,0.10024894273350957,0.0560526763594984,196.948,5.88694155944149,18.989504890860108,0,250,158.9700007463448,5.830888883081991,1623.4115143316287
128,0.0571834631127377,8.19830687300494,59.199999999999996,0.39078817739437455,0.09193331714754181,0.0571834631127377,189.112,5.9441250225542275,32.14447784612467,0,250,266.61212984507836,5.88694155944149,1550.3982093677103
129,0.054960761451482654,8.160074313736478,42.8,0.46041603177993246,0.10955567729151526,0.054960761451482654,186.48,5.99908578400571,29.975349872853858,0,250,248.12564722709857,5.9441250225542275,1521.6906580255786
130,0.03555167626338207,8.120685790162236,28.799999999999997,0.5102721024122175,0.10958273783485532,0.03555167626338207,186.044,6.034637460269092,22.38039463459034,0,250,184.7104097297525,5.99908578400571,1510.804867144943
131,0.02330564132544133,8.10640814493213,42.8,0.45560304646034044,0.11622041274367698,0.02330564132544133,188.028,6.0579431015945335,23.587013715178106,0,250,194.20553678038414,6.034637460269092,1524.2317106752987
132,0.013939211386077233,8.103317821865364,63.6,0.36232598229880475,0.14286593754393667,0.013939211386077233,192.396,6.071882312980611,24.94568467691356,0,250,204.9783114162117,6.0579431015945335,1559.0459356556082
133,0.020686985858786144,8.106318415163932,89.2,0.20613903693228605,0.12123085926743406,0.020686985858786144,198.668,6.092569298839397,14.642328230168864,0,250,120.46437940509323,6.071882312980611,1610.4660669037878
