ITERATIONS,DeltaOmega,OmegaBefore,RewardMean,ReturnsMean,Traj,NormDeltaVar,ConfortViolation,RewardStd,TimestepsMean,NormDeltaOmega,TimestepsStd,Wins,ReturnsStd,Omega
30,0.05952328258878126,8.796748679198613,6.089048201263023,1198.324686008563,250,0.20565973417321678,0,0.15182474367957682,196.8,0.05952328258878126,18.04837942863569,93.60000000000001,112.40767351831279,8.856271961787394
31,0.05259334181112152,8.856271961787394,6.041395692701744,1201.3436162851272,250,0.1936174180543776,0,0.1367758336207874,198.852,0.05259334181112152,11.390087620382909,95.6,71.417612619685,8.908865303598516
32,0.027080334643402537,8.908865303598516,5.996619947735892,1202.058448243346,250,0.18696717496052637,0,0.12513242782064912,200.456,0.027080334643402537,3.4117538011996116,97.2,23.464092833798457,8.935945638241918
33,0.017841632116084583,8.935945638241918,5.975210599364264,1192.6759364755044,250,0.1781003764151216,0,0.12354425876752441,199.604,0.017841632116084583,9.999159164649797,97.2,61.357029607643426,8.953787270358003
34,0.009976188742573555,8.953787270358003,5.962733048411016,1195.5279762064088,250,0.17706804673591303,0,0.1102077756436039,200.5,0.009976188742573555,5.974780330689991,98.8,37.20942980730656,8.963763459100576
35,-0.005200097545568383,8.963763459100576,5.952068657346787,1191.8184196724912,250,0.15221979767568114,0,0.11089072264214936,200.236,0.005200097545568383,8.850553880972647,98.8,53.80928492177748,8.958563361555008
36,0.012398489443905092,8.958563361555008,5.961324663056747,1198.2262572744062,250,0.14677427751665695,0,0.09625412668968361,201.0,0.012398489443905092,0.0,100.0,3.2620709559615855,8.970961850998913
37,-0.001372890370644697,8.970961850998913,5.952156378364677,1196.1929630471925,250,0.1436917718265925,0,0.09977715944152607,200.968,0.001372890370644697,0.504951482817904,99.6,5.055411683944622,8.969588960628268
38,0.0015383448528503152,8.969588960628268,5.955877890250103,1197.1314559402708,250,0.1374584171314554,0,0.09496755662097126,201.0,0.0015383448528503152,0.0,100.0,3.1723356372389455,8.971127305481119
39,0.009067912264155709,8.971127305481119,5.955548479030734,1197.0652442851779,250,0.13095561327109873,0,0.0939576968045758,201.0,0.009067912264155709,0.0,100.0,2.792428262081363,8.980195217745274
40,-0.007972750612040613,8.980195217745274,5.9474417716587515,1195.435796103409,250,0.12143048756320404,0,0.0949975461802043,201.0,0.007972750612040613,0.0,100.0,3.013231804399931,8.972222467133234
41,0.01255669656687175,8.972222467133234,5.954467347733407,1196.705029678069,250,0.11374517453885954,0,0.09776094105136324,200.976,0.01255669656687175,0.3787136121134281,99.6,4.791722996663959,8.984779163700106
42,-0.000458092726443482,8.984779163700106,5.9440038408746005,1194.7447720157948,250,0.11027548923471461,0,0.09375482049032295,201.0,0.000458092726443482,0.0,100.0,2.909758879028905,8.984321070973662
43,0.007070201490867234,8.984321070973662,5.9427802276567645,1194.4988257590094,250,0.09185531484537765,0,0.09456580231426291,201.0,0.007070201490867234,0.0,100.0,2.88055074687137,8.99139127246453
44,0.006602842967140532,8.99139127246453,5.937302480950449,1192.851566842793,250,0.07887095816920432,0,0.11116217505845938,200.908,0.006602842967140532,0.6953675287213231,98.0,5.725987767579183,8.99799411543167
45,0.030634921505479085,8.99799411543167,5.92905663840766,1189.7007888363273,250,0.07064566189984084,0,0.12068049361837727,200.656,0.030634921505479085,2.888886290597122,96.8,18.083303936162977,9.028629036937149
46,0.02807002384355073,9.028629036937149,5.90338572334165,1184.030267759188,250,0.08736003370353435,0,0.12022652074076036,200.568,0.02807002384355073,3.3878276225333543,96.8,21.232536023912555,9.0566990607807
47,0.02811918768934163,9.0566990607807,5.872597677289652,1172.2879483405602,250,0.06439225202532238,0,0.15195087031538476,199.62,0.02811918768934163,6.461238271415162,92.0,39.995246055511615,9.084818248470041
48,0.01933722175633612,9.084818248470041,5.844444035334511,1161.8988520006421,250,0.07371395137076502,0,0.1769205305610245,198.804,0.01933722175633612,8.058137750125645,87.2,49.31355154001046,9.104155470226377
49,0.020606345677775195,9.104155470226377,5.823862773952366,1150.1197160512093,250,0.062280742880346,0,0.217086663751173,197.484,0.020606345677775195,8.81962266766555,78.0,53.6636354603396,9.124761815904153
50,0.025631389828246753,9.124761815904153,5.803247924169532,1138.9454375975122,250,0.07569225677725228,0,0.22216730517694708,196.26,0.025631389828246753,13.604131725325214,76.8,81.29029059102412,9.1503932057324
51,0.020874298192675056,9.1503932057324,5.779576375002154,1141.7437537289256,250,0.07189851573384828,0,0.22109261390413582,197.548,0.020874298192675056,8.824494093147777,76.8,53.604029053683064,9.171267503925074
52,0.0408771854157326,9.171267503925074,5.7600885690709545,1139.7832856934842,250,0.06266237991727008,0,0.203055754674521,197.876,0.0408771854157326,12.394701448602945,81.2,72.91762138561133,9.212144689340807
53,0.023387446313217097,9.212144689340807,5.721633617672685,1136.4537556766193,250,0.052719458672523596,0,0.18213018200582418,198.624,0.023387446313217097,7.17681154831308,86.0,43.394058217287544,9.235532135654024
54,0.042982436704603444,9.235532135654024,5.702428531788341,1137.8397795189187,250,0.058159920596959215,0,0.14128021954943643,199.536,0.042982436704603444,10.322824419702197,94.0,60.23286203573684,9.278514572358628
55,0.04248444224462489,9.278514572358628,5.664561436714474,1135.0195041973525,250,0.059102213239260286,0,0.13316371720052866,200.372,0.04248444224462489,3.170112931742338,95.19999999999999,19.59043660875671,9.320999014603252
56,0.046645977032683916,9.320999014603252,5.626936464144739,1130.1364272046862,250,0.07289992680424094,0,0.11712129638136703,200.844,0.046645977032683916,1.2472626026623264,97.6,8.214393057869342,9.367644991635936
57,0.03755136414230087,9.367644991635936,5.583481360486144,1121.2300589619438,250,0.055284877125136515,0,0.11274680136638757,200.812,0.03755136414230087,1.577547463628274,98.4,10.234810967750608,9.405196355778237
58,0.03161717409797049,9.405196355778237,5.547477251019737,1114.5325595478735,250,0.0639510150283803,0,0.10773564329868462,200.908,0.03161717409797049,1.1779371799888143,99.2,7.894554178973483,9.436813529876208
59,0.023474259041517342,9.436813529876208,5.5199482962098925,1109.5096075381884,250,0.061554440421797085,0,0.10108979656356434,201.0,0.023474259041517342,0.0,100.0,3.4476224001608156,9.460287788917725
60,0.03023768699812379,9.460287788917725,5.495975757021236,1101.2836221919154,250,0.0716011398813451,0,0.10677349297350444,200.38,0.03023768699812379,7.491034641489787,99.2,42.4329177790694,9.490525475915849
61,0.030060395618546565,9.490525475915849,5.469352331864516,1097.2614648186593,250,0.09897564508086212,0,0.10497809799420586,200.62,0.030060395618546565,5.996298858462609,99.6,33.805648664738285,9.520585871534395
62,0.019515238074312435,9.520585871534395,5.439650309451614,1093.369712199774,250,0.09693834953674751,0,0.10210108094772793,201.0,0.019515238074312435,0.0,100.0,3.4600451193324697,9.540101109608708
63,0.030461437572389727,9.540101109608708,5.420575900352603,1089.5357559708732,250,0.10341588492884474,0,0.10303146456848093,201.0,0.030461437572389727,0.0,100.0,3.5078387424459665,9.570562547181098
64,0.012732402030099621,9.570562547181098,5.392630911202311,1083.9188131516646,250,0.10724917324368112,0,0.1025407304059468,201.0,0.012732402030099621,0.0,100.0,3.706390687549819,9.583294949211197
65,0.015447684446895593,9.583294949211197,5.377367129403587,1079.5387154305465,250,0.11004586231236692,0,0.1073568751333874,200.756,0.015447684446895593,3.8502550564865183,99.6,22.415716897609713,9.598742633658093
66,-0.008887368432604958,9.598742633658093,5.365137778451122,1078.3926934686756,250,0.10775307155944285,0,0.10469740135204772,201.0,0.008887368432604958,0.0,100.0,3.851362240584344,9.589855265225488
67,-0.0019883271291956106,9.589855265225488,5.371107564352,1079.5496515742373,250,0.08487350403830139,0,0.1069983395979712,200.992,0.0019883271291956106,0.126237870704476,99.6,4.251208420840631,9.587866938096292
68,0.008997708550449346,9.587866938096292,5.374496981027169,1075.157372060523,250,0.05107345445086676,0,0.11137425059215696,200.048,0.008997708550449346,10.179474249685,98.8,55.639277747631986,9.596864646646742
69,0.0006245864456513317,9.596864646646742,5.3633477315924125,1070.5885673986247,250,0.057603368838186564,0,0.11804803450187251,199.612,0.0006245864456513317,12.450439992225176,98.0,68.14661049269073,9.597489233092393
70,-0.01422207673938125,9.597489233092393,5.364219066903892,1075.3113541515543,250,0.03931902678266207,0,0.10740121751855412,200.46,0.01422207673938125,8.521056272552132,99.6,46.47133713025303,9.583267156353012
71,-0.021363185364586812,9.583267156353012,5.376936078218063,1075.774355041244,250,0.04994873012423315,0,0.1162535536677823,200.072,0.021363185364586812,8.818322743016385,98.4,48.70347183023323,9.561903970988425
72,-0.009410339698609604,9.561903970988425,5.396504036180428,1074.5518836842466,250,0.047812638607745976,0,0.12289744791755393,199.12,0.009410339698609604,12.679495258092885,97.2,70.06080707567001,9.552493631289815
73,0.0001432386232487204,9.552493631289815,5.404131999780797,1079.5726413322104,250,0.03973777667019076,0,0.12397516168850806,199.768,0.0001432386232487204,10.075821356097974,97.2,55.80564498733032,9.552636869913064
74,-0.015214409446812738,9.552636869913064,5.405685244225148,1080.2721392059536,250,0.03857991313783239,0,0.11560536463789492,199.84,0.015214409446812738,10.86749281113174,98.4,60.254615825107,9.537422460466251
75,-0.010729573083171573,9.537422460466251,5.418990517952615,1078.075649603565,250,0.035483847707871365,0,0.12323784336845021,198.944,0.010729573083171573,13.139743680909456,97.2,73.05916072309893,9.52669288738308
76,-0.01200546384690604,9.52669288738308,5.430167593441206,1085.6425466215135,250,0.04156560554044369,0,0.1154600721059222,199.928,0.01200546384690604,9.90408077511487,98.4,55.23444332010572,9.514687423536174
77,-0.018994305893803798,9.514687423536174,5.4407102165616275,1088.990794106109,250,0.051696156271471894,0,0.11278907890905937,200.156,0.018994305893803798,8.90638332882658,98.8,49.41928700404966,9.49569311764237
78,-0.0011277527433293244,9.49569311764237,5.459838518953097,1094.9815346530816,250,0.05015154375178724,0,0.10643843479897473,200.552,0.0011277527433293244,7.069320759450656,99.6,39.188052567736506,9.49456536489904
79,0.002964649753334214,9.49456536489904,5.461150349816592,1088.1232849002563,250,0.040178456894807535,0,0.11433374278573023,199.248,0.002964649753334214,14.200651252671475,98.4,78.83496591583577,9.497530014652375
80,0.0026610704250717987,9.497530014652375,5.456674445390456,1096.7915635234815,250,0.01905366110037103,0,0.10651605076495901,201.0,0.0026610704250717987,0.0,100.0,4.704562636501089,9.500191085077446
81,0.016200018956277873,9.500191085077446,5.455080483370351,1093.1108475796846,250,0.023542108771717054,0,0.11544640097673013,200.384,0.016200018956277873,7.7260950032988855,98.4,43.33459624047858,9.516391104033724
82,0.00905303268001667,9.516391104033724,5.4407895665919135,1090.0513080875567,250,0.02761872650610893,0,0.11422393949944813,200.348,0.00905303268001667,6.120367309238882,98.4,35.04759710719238,9.525444136713741
83,0.00041012427023012776,9.525444136713741,5.431407373663924,1086.7594385816672,250,0.044137977549248746,0,0.11054536902652533,200.088,0.00041012427023012776,10.361865469113173,99.2,57.202771902376426,9.525854260983971
84,0.012839623231267083,9.525854260983971,5.43274344895648,1087.417928743129,250,0.03284879755449446,0,0.11244233212496267,200.16,0.012839623231267083,9.311841923056898,98.8,51.896167404550276,9.538693884215238
85,0.01550830146715576,9.538693884215238,5.417311447680322,1084.9574674956245,250,0.045621140853034876,0,0.11374279126342907,200.276,0.01550830146715576,6.841624368525357,98.8,38.37589211761773,9.554202185682394
86,0.014175458473022928,9.554202185682394,5.4062561882114455,1084.4084912562041,250,0.028411501358444287,0,0.11001259685958029,200.584,0.014175458473022928,5.224073506374119,99.2,29.949716088371847,9.568377644155417
87,0.004525868058413707,9.568377644155417,5.391641142528588,1082.6415414197409,250,0.02726325988039981,0,0.1159485274718784,200.8,0.004525868058413707,1.9204166214652483,98.4,12.492701742700211,9.57290351221383
88,0.004222770500206252,9.57290351221383,5.384400000486713,1070.3756448967547,250,0.03317755515251865,0,0.1267188132155437,198.792,0.004222770500206252,14.383210211910274,96.8,79.17895568545109,9.577126282714037
89,0.0043687607196183365,9.577126282714037,5.38454092501279,1077.7697115505598,250,0.052934442146307055,0,0.11301471965692762,200.16,0.0043687607196183365,9.161135300823801,98.8,50.859655280995625,9.581495043433655
90,0.02330948191143456,9.581495043433655,5.3768068392658055,1068.522069553615,250,0.05526845608617571,0,0.12355376710116144,198.728,0.02330948191143456,13.917399757138545,97.2,77.04047942734255,9.60480452534509
91,0.023252642790723144,9.60480452534509,5.356203707488597,1075.9970503899694,250,0.04837156136830339,0,0.10670177541261017,200.888,0.023252642790723144,1.7673301898626645,99.6,10.70428336872576,9.628057168135813
92,0.004310034670872653,9.628057168135813,5.337772121173407,1070.0097994104217,250,0.06117897694996234,0,0.10595069125021707,200.46,0.004310034670872653,8.52105627255213,99.6,46.13859711348971,9.632367202806686
93,-0.007062598356112559,9.632367202806686,5.328953095831434,1069.0519384609354,250,0.07598940491032503,0,0.10894241661024764,200.612,0.007062598356112559,6.122536729167086,99.6,33.660188737783926,9.625304604450573
94,-0.0014309871482609537,9.625304604450573,5.337270947509167,1071.7667044274206,250,0.10000955601085433,0,0.10654405132196867,200.808,0.0014309871482609537,3.029708896907424,99.6,17.49644482987612,9.623873617302312
95,0.015760322355591327,9.623873617302312,5.335053182184973,1067.7788840952292,250,0.09021985022660885,0,0.11307303208574845,200.144,0.015760322355591327,9.51563261165541,98.8,51.916890196346834,9.639633939657903
96,0.01808108237748307,9.639633939657903,5.319774032281034,1064.508062955564,250,0.06317432815819168,0,0.1112533033924908,200.104,0.01808108237748307,9.97783463482934,99.2,54.3015647559633,9.657715022035386
97,0.013457820771343165,9.657715022035386,5.30400767686506,1061.3531521714058,250,0.08861198285614981,0,0.10997904503402557,200.104,0.013457820771343165,9.97783463482934,99.2,53.84878968109347,9.67117284280673
98,0.007604523057674228,9.67117284280673,5.289028509531531,1063.0947304158374,250,0.05906963997226281,0,0.10596358464744579,201.0,0.007604523057674228,0.0,100.0,3.9986343277847385,9.678777365864404
99,0.004616108539922337,9.678777365864404,5.2810632425601725,1061.4937117545949,250,0.0770061177946633,0,0.10668438691622907,201.0,0.004616108539922337,0.0,100.0,4.048906368093609,9.683393474404326
100,0.00035471274406084774,9.683393474404326,5.275440013215737,1056.396311766425,250,0.0670731262995948,0,0.11214556451469108,200.248,0.00035471274406084774,8.971649569616503,99.2,48.66503778057798,9.683748187148387
101,-0.009549118634003761,9.683748187148387,5.2765764470445875,1053.310190359041,250,0.06040467146222631,0,0.11111242099118418,199.62,0.009549118634003761,15.372299762885188,99.2,81.7217532356892,9.674199068514383
102,-0.01876934172771172,9.674199068514383,5.285241400298452,1055.906667917226,250,0.05683745454728431,0,0.11179145007741531,199.784,0.01876934172771172,13.739044508261845,99.2,73.46547096003607,9.655429726786672
103,-0.038856769201537134,9.655429726786672,5.305767256652177,1062.9149660596438,250,0.06367202359150605,0,0.10841009955565611,200.332,0.038856769201537134,10.540862203823746,99.6,56.53322617748402,9.616572957585134
104,-0.034225192237803626,9.616572957585134,5.342178463318198,1073.7778711269577,250,0.06614015803566252,0,0.10591071589344103,201.0,0.034225192237803626,0.0,100.0,3.372826847554359,9.58234776534733
105,-0.02463023125203634,9.58234776534733,5.373853297044783,1072.1912098263754,250,0.06664010794572722,0,0.11388763552430108,199.52,0.02463023125203634,14.737489609835183,98.8,80.11438682942435,9.557717534095294
106,-0.038662487756784714,9.557717534095294,5.3995536894653045,1085.3102915825261,250,0.08499461890890662,0,0.10422589466970901,201.0,0.038662487756784714,0.0,100.0,3.6261855794867155,9.51905504633851
107,-0.029356981188723097,9.51905504633851,5.435517230376014,1090.0168833106845,250,0.06906817958346528,0,0.10792570199555858,200.536,0.029356981188723097,7.321796500859608,99.6,40.888343450809224,9.489698065149787
108,-0.023089437609318253,9.489698065149787,5.464730864987212,1086.0387531840986,250,0.07737000202025612,0,0.11748998275487343,198.736,0.023089437609318253,19.528909442157797,98.0,107.68973778955635,9.466608627540468
109,-0.03331236267636939,9.466608627540468,5.486144389058016,1102.5614101577676,250,0.09758121989302314,0,0.10978189371903707,200.972,0.03331236267636939,0.3149857139617605,99.2,4.188533823927517,9.433296264864099
110,-0.02472447975115699,9.433296264864099,5.5196370347793735,1105.4066696811954,250,0.12151479343326453,0,0.1088023723657754,200.268,0.02472447975115699,10.471875476723353,99.2,58.40216545044004,9.408571785112942
111,-0.025955152036132745,9.408571785112942,5.542284922465058,1108.9668747058784,250,0.10684896923201467,0,0.10924979823722046,200.092,0.025955152036132745,11.186220809549576,99.2,62.769280095594375,9.38261663307681
112,-0.019874977082057654,9.38261663307681,5.566696388608067,1115.1428873515224,250,0.11385890961679314,0,0.10583021292315992,200.324,0.019874977082057654,10.667100074528221,99.6,59.88832363134842,9.362741655994752
113,-0.024376513127412736,9.362741655994752,5.585084703913297,1114.8275875787253,250,0.0992422634831507,0,0.10855142390783318,199.608,0.024376513127412736,15.507105984031964,99.2,87.4176626009606,9.338365142867339
114,-0.018907233412086555,9.338365142867339,5.6076718427708645,1124.15875897659,250,0.05973950590911961,0,0.10633941804444337,200.468,0.018907233412086555,8.394818401847656,99.6,47.881059942969706,9.319457909455252
115,-0.023516226803643292,9.319457909455252,5.626604079270924,1126.8062393311125,250,0.06847009614801587,0,0.10468925687706614,200.264,0.023516226803643292,11.613884104811792,99.6,65.87654326126575,9.295941682651609
116,-0.025052824144458086,9.295941682651609,5.648405438791085,1127.9865661265794,250,0.10742135070444546,0,0.11086272847040908,199.7,0.025052824144458086,11.975725447754721,98.8,68.79167289740101,9.270888858507151
117,-0.03260125449648754,9.270888858507151,5.671002731982825,1130.6845247027356,250,0.1457047342312679,0,0.11160353099068848,199.38,0.03260125449648754,15.437214774693006,98.8,88.60254320582283,9.238287604010663
118,-0.030274698188678784,9.238287604010663,5.702313630845317,1143.1770274573457,250,0.10736816110717405,0,0.10441398930439208,200.476,0.030274698188678784,8.268580531143177,99.6,47.92928309628226,9.208012905821985
119,-0.034821922558490925,9.208012905821985,5.729410455658152,1148.7467963594595,250,0.09979207187917823,0,0.10851356697885212,200.5,0.034821922558490925,6.691636571123689,99.2,38.9749615874172,9.173190983263494
120,-0.032942841655282606,9.173190983263494,5.761278147123103,1147.4392008936256,250,0.09028433833288332,0,0.11086100113506361,199.164,0.032942841655282606,17.112133239312975,98.8,99.69722059356559,9.140248141608211
121,-0.020839795596190314,9.140248141608211,5.78951059738316,1148.4304801393127,250,0.07277591108657613,0,0.1205027987768029,198.364,0.020839795596190314,18.46747151074018,97.6,108.31503806612008,9.11940834601202
122,-0.008582846694899615,9.11940834601202,5.8112281751551205,1162.9429824120425,250,0.06976878613970794,0,0.10965738930019081,200.12,0.008582846694899615,9.587992490610326,98.8,56.85834086413949,9.110825499317121
123,0.003209846915934733,9.110825499317121,5.820817444240823,1168.3079108684642,250,0.07791883544092294,0,0.10251875311271229,200.712,0.003209846915934733,4.5445633453611345,99.6,27.611753818879702,9.114035346233056
124,0.017937214536727808,9.114035346233056,5.816029052886825,1162.0426047667875,250,0.06191491884809799,0,0.10748556578739928,199.8,0.017937214536727808,13.367423087491469,99.2,78.76164678003987,9.131972560769784
125,0.014312231795441832,9.131972560769784,5.802166651694414,1160.6189996717371,250,0.0650034927118286,0,0.10586848044849043,200.032,0.014312231795441832,10.941616699555876,99.2,64.51037627058784,9.146284792565226
126,-0.011559240592960762,9.146284792565226,5.7897996157708596,1156.9640776202596,250,0.07729293755891625,0,0.1058361939769951,199.828,0.011559240592960762,13.474955139071891,99.2,78.68475288937903,9.134725551972265
127,-0.011061992688542688,9.134725551972265,5.801045448333152,1165.1515803886102,250,0.052338241481264106,0,0.10215527090766464,200.852,0.011061992688542688,2.3354006080328054,99.6,14.345964098822344,9.123663559283722
128,-0.003093618534935061,9.123663559283722,5.812206850055414,1166.2076800499185,250,0.05942589199891113,0,0.10152222761898293,200.648,0.003093618534935061,5.554466310996943,99.6,32.900333957701285,9.120569940748787
129,0.017019962663523458,9.120569940748787,5.817306953190858,1167.7661977835328,250,0.09998094007114688,0,0.09997010251911212,200.74,0.017019962663523458,4.102730797895471,99.6,24.462188451684334,9.13758990341231
130,0.010342153595845005,9.13758990341231,5.801242020946437,1161.0141681360521,250,0.10222989130601483,0,0.10416317984927438,200.132,0.010342153595845005,9.70291585040291,99.2,57.07212508502056,9.147932057008155
131,0.004989211947624028,9.147932057008155,5.793719646218286,1164.5376488898753,250,0.1013498817509853,0,0.09670907612431284,201.0,0.004989211947624028,0.0,100.0,2.649347863105204,9.15292126895578
132,0.013419520805955543,9.15292126895578,5.789612514880623,1163.712115491005,250,0.08022108191833824,0,0.09635177018530658,201.0,0.013419520805955543,0.0,100.0,2.3036385982591248,9.166340789761735
133,0.00936390551610522,9.166340789761735,5.779274253948376,1161.148666006292,250,0.08602214789042364,0,0.09982759002759047,200.916,0.00936390551610522,1.3254976423969977,99.6,8.714210483661695,9.17570469527784
134,0.016718029818608926,9.17570469527784,5.771065272870741,1159.9841198470192,250,0.09814862340400786,0,0.095283945755254,201.0,0.016718029818608926,0.0,100.0,2.2996244921096753,9.19242272509645
135,0.018090386329333796,9.19242272509645,5.7554326978319414,1156.8419722642202,250,0.08065905539366874,0,0.09618717596658005,201.0,0.018090386329333796,0.0,100.0,2.4313188527047807,9.210513111425783
136,0.03266229867783288,9.210513111425783,5.739607840242852,1153.661175888813,250,0.08262686966312456,0,0.09584168800513031,201.0,0.03266229867783288,0.0,100.0,2.153401583422547,9.243175410103616
137,0.03512523619960817,9.243175410103616,5.711200587261734,1147.9513180396089,250,0.08939263053198998,0,0.09575222135082659,201.0,0.03512523619960817,0.0,100.0,2.0248368737622537,9.278300646303224
138,0.05002490805054727,9.278300646303224,5.677945183705941,1138.4507211137761,250,0.07768334708192769,0,0.09962440069409081,200.504,0.05002490805054727,7.826747983677512,99.6,45.26437786874694,9.328325554353771
