NormDeltaOmega,ConfortViolation,ITERATIONS,TimestepsStd,OmegaBefore,RewardMean,TimestepsMean,NormDeltaVar,DeltaOmega,Traj,Omega,RewardStd,Wins,ReturnsMean,ReturnsStd
0.021885960689605355,0,27,29.205561388201396,8.024116112172385,6.714380129974097,185.428,0.2323976565425659,-0.021885960689605355,250,8.00223015148278,0.29921961091111565,68.4,1245.0340787408365,200.7845640260106
0.016856132002589064,0,28,25.738049343336023,8.00223015148278,6.736703554841825,188.396,0.2254954552164082,-0.016856132002589064,250,7.98537401948019,0.2755314468758308,73.6,1269.1680029179804,178.06534707003027
0.03451157464039056,0,29,21.12045605568213,7.98537401948019,6.758224073619605,193.656,0.21986546389419623,-0.03451157464039056,250,7.9508624448397995,0.23190078907316003,82.0,1308.7706412008783,146.12066298516248
0.05054578313469005,0,30,24.779099580089667,7.9508624448397995,6.789735038600333,192.168,0.2105517524557757,-0.05054578313469005,250,7.9003166617051095,0.22365359431312792,83.6,1304.769802897749,172.34933036325916
0.04481176261374209,0,31,16.83772146105286,7.9003166617051095,6.83613472682851,196.944,0.20791432260676254,-0.04481176261374209,250,7.855504899091367,0.16382851705501694,92.80000000000001,1346.335717640514,117.80539588301399
0.03260003605400108,0,32,7.445885843873783,7.855504899091367,6.87645634114976,199.528,0.20093505369584674,-0.03260003605400108,250,7.822904863037366,0.14325139023319253,95.19999999999999,1372.0455808369288,53.568062921371784
0.02241807581489752,0,33,10.992629530735583,7.822904863037366,6.902079889425846,199.436,0.17120453446788328,-0.02241807581489752,250,7.800486787222469,0.12637133307070356,97.2,1376.5232048275332,77.60060666610391
0.027757548147544497,0,34,1.669917363224899,7.800486787222469,6.927819939461676,200.876,0.16526715182508664,-0.027757548147544497,250,7.772729239074924,0.10075921518128642,99.2,1391.6327581593036,13.431223346637314
0.0063490302012603195,0,35,6.817337896862677,7.772729239074924,6.9508073593729165,200.352,0.15629359528948408,-0.0063490302012603195,250,7.766380208873664,0.10360272020165154,98.8,1392.6081560650823,48.86462325864123
0.013848014695001076,0,36,1.451735513101474,7.766380208873664,6.957230754658199,200.908,0.13417262013717793,-0.013848014695001076,250,7.752532194178663,0.09205568147965058,99.6,1397.7633164568692,11.292862602836175
0.018506493086796638,0,37,0.0,7.752532194178663,6.969961335127748,201.0,0.11962752782507799,-0.018506493086796638,250,7.734025701091866,0.08658535920758101,100.0,1400.9622283606775,4.148768048776586
0.0007778636299340391,0,38,2.8403520908507103,7.734025701091866,6.985937476644723,200.82,0.099038579932537,0.0007778636299340391,250,7.7348035647218,0.09071033815457777,99.6,1402.915964059793,20.806942289212007
0.01485064406890313,0,39,5.444411446612021,7.7348035647218,6.987859451314233,200.628,0.1069923286359025,0.01485064406890313,250,7.749654208790703,0.09357759207861083,99.2,1401.9602659982722,38.84604142373878
0.015950590407749488,0,40,0.0,7.749654208790703,6.977143251126221,201.0,0.09919451309974445,0.015950590407749488,250,7.765604799198453,0.08271980205226427,100.0,1402.4057934763707,3.0822046352504606
0.04297619848342826,0,41,0.0,7.765604799198453,6.966191312047397,201.0,0.09650551620182288,0.04297619848342826,250,7.808580997681881,0.08204808383459526,100.0,1400.2044537215268,2.579577490708157
0.014566312867044573,0,42,0.0,7.808580997681881,6.9353687369059,201.0,0.0999690624649348,0.014566312867044573,250,7.823147310548926,0.08147381438968607,100.0,1394.009116118086,2.287927379036967
0.018168365164941136,0,43,0.0,7.823147310548926,6.922870616465491,201.0,0.08830742814077797,0.018168365164941136,250,7.841315675713867,0.0818283595660125,100.0,1391.4969939095633,2.43320829749795
0.03150878654250633,0,44,0.0,7.841315675713867,6.908957521377732,201.0,0.08258658051695769,0.03150878654250633,250,7.872824462256373,0.0820648925788654,100.0,1388.7004617969242,2.611912677876741
0.03035380422423195,0,45,0.0,7.872824462256373,6.8857641194407595,201.0,0.06919736242243338,0.03035380422423195,250,7.903178266480605,0.08238027799909478,100.0,1384.0385880075926,2.43874442344161
0.04725541310221182,0,46,0.0,7.903178266480605,6.860868123744115,201.0,0.06461991841861779,0.04725541310221182,250,7.950433679582817,0.08178042576005429,100.0,1379.0344928725674,2.1616308604894274
0.03970448879304822,0,47,0.504951482817904,7.950433679582817,6.824198542776755,200.968,0.05839413244298975,0.03970448879304822,250,7.990138168375865,0.08812463432147213,99.6,1371.4455327447592,4.7266753796205405
0.051817235049694155,0,48,8.710413078608843,7.990138168375865,6.79219562392857,200.448,0.058475516425411475,0.051817235049694155,250,8.04195540342556,0.08774332829261136,99.6,1361.4820284252337,59.860644898735515
0.06535727966666194,0,49,0.0,8.04195540342556,6.750245833494399,201.0,0.050048397768880114,0.06535727966666194,250,8.107312683092221,0.08355945368364275,100.0,1356.7994125323742,2.2321299582567735
0.07364440700463248,0,50,0.0,8.107312683092221,6.697132112517184,201.0,0.048274091304767966,0.07364440700463248,250,8.180957090096854,0.08444694782458385,100.0,1346.123554615954,2.23517711356113
0.05735892191797376,0,51,0.0,8.180957090096854,6.638665744916603,201.0,0.052059171028113874,0.05735892191797376,250,8.238316012014828,0.08489391238543119,100.0,1334.3718147282373,2.180617643265523
0.05672931126197156,0,52,0.0,8.238316012014828,6.590439248104788,201.0,0.0641407300397905,0.05672931126197156,250,8.295045323276799,0.08541811989841062,100.0,1324.6782888690623,2.087231488564101
0.04265226152562107,0,53,0.0,8.295045323276799,6.545168761908001,201.0,0.06857302182499969,0.04265226152562107,250,8.33769758480242,0.08542077241287005,100.0,1315.5789211435083,2.2032483178408175
0.03368490369824073,0,54,0.0,8.33769758480242,6.508963482451952,201.0,0.0804592259142367,0.03368490369824073,250,8.371382488500661,0.08586869568126827,100.0,1308.3016599728423,2.1923900080879895
0.023148012106215532,0,55,1.3254976423969977,8.371382488500661,6.480272399468223,200.916,0.054066146580633,0.023148012106215532,250,8.394530500606876,0.09098314058801077,99.6,1301.9904094115575,9.911109032398684
0.0009828894722954118,0,56,0.0,8.394530500606876,6.461048702628158,201.0,0.042834330305769344,-0.0009828894722954118,250,8.393547611134581,0.08719518691994277,100.0,1298.6707892282598,2.226341993812573
0.007592654247163821,0,57,0.0,8.393547611134581,6.46107273214483,201.0,0.03952503773846221,-0.007592654247163821,250,8.385954956887417,0.08722337363691883,100.0,1298.675619161111,2.2686402467676636
0.033475207237943394,0,58,0.0,8.385954956887417,6.468334195222811,201.0,0.05279648479369157,-0.033475207237943394,250,8.352479749649474,0.08652522797886399,100.0,1300.1351732397848,2.099086352246331
0.023768121480575388,0,59,0.0,8.352479749649474,6.495051852663667,201.0,0.061964616604751846,-0.023768121480575388,250,8.328711628168898,0.08705095217916994,100.0,1305.5054223853974,2.3485784668991423
0.02089448070049471,0,60,0.0,8.328711628168898,6.514171419361716,201.0,0.06566060346087337,-0.02089448070049471,250,8.307817147468404,0.086978201177967,100.0,1309.3484552917052,2.522142257415415
0.03376108628645369,0,61,0.0,8.307817147468404,6.532257627321498,201.0,0.06781210788406852,-0.03376108628645369,250,8.27405606118195,0.0868132262181429,100.0,1312.9837830916215,2.4377994370004687
0.020536562113377954,0,62,0.0,8.27405606118195,6.558660245228395,201.0,0.04565677902075764,-0.020536562113377954,250,8.253519499068572,0.08652092915292588,100.0,1318.2907092909072,2.5406898510512224
0.014098889204703369,0,63,0.0,8.253519499068572,6.5753379195022665,201.0,0.044989628573018414,-0.014098889204703369,250,8.239420609863869,0.08656982699592691,100.0,1321.6429218199555,2.694880745118905
0.007789516954039399,0,64,0.0,8.239420609863869,6.585771160028185,201.0,0.0401340647884029,-0.007789516954039399,250,8.23163109290983,0.08680057876390038,100.0,1323.740003165665,2.8888587776216093
0.0013208522606547035,0,65,0.0,8.23163109290983,6.5905342520439545,201.0,0.0420237758615523,-0.0013208522606547035,250,8.230310240649175,0.08698039891087922,100.0,1324.6973846608348,2.7450333427350193
0.0008793725960227761,0,66,0.0,8.230310240649175,6.591882858005687,201.0,0.06255550949985424,-0.0008793725960227761,250,8.229430868053152,0.08717270981735925,100.0,1324.9684544591428,2.866421886280201
0.0025855209033025517,0,67,0.0,8.229430868053152,6.591860699658559,201.0,0.05573464494307193,0.0025855209033025517,250,8.232016388956454,0.08785895252792167,100.0,1324.9640006313703,3.016388451108584
0.007334952004136142,0,68,0.0,8.232016388956454,6.587440069227227,201.0,0.06071650279712706,-0.007334952004136142,250,8.224681436952318,0.08910824910157822,100.0,1324.0754539146724,3.2870024290716975
0.001717898506869986,0,69,3.47154144437309,8.224681436952318,6.594543124326057,200.78,0.028907812710158402,-0.001717898506869986,250,8.222963538445448,0.09298788580503423,99.6,1324.0523685021858,23.908672983438052
0.014857511480684593,0,70,0.0,8.222963538445448,6.5936584199704775,201.0,0.043725398530813045,0.014857511480684593,250,8.237821049926133,0.0892727127007343,100.0,1325.325342414066,3.527039340534719
0.01472262296618787,0,71,0.0,8.237821049926133,6.580134048604424,201.0,0.033759223489528825,0.01472262296618787,250,8.25254367289232,0.0897612953272956,100.0,1322.606943769489,3.5026499429713396
0.009900452059167009,0,72,0.0,8.25254367289232,6.567263044008762,201.0,0.0649854787813367,0.009900452059167009,250,8.262444124951488,0.0908197329369882,100.0,1320.019871845761,3.9193483668993356
0.013969851882993822,0,73,0.0,8.262444124951488,6.557634795002978,201.0,0.05976015864886074,0.013969851882993822,250,8.276413976834482,0.09187274672037603,100.0,1318.0845937955987,4.046003478836566
0.010602434198474953,0,74,0.0,8.276413976834482,6.547619450071559,201.0,0.05934426146242968,0.010602434198474953,250,8.287016411032956,0.0905030277219441,100.0,1316.0715094643829,3.528711420177469
0.0045820125712481286,0,75,0.0,8.287016411032956,6.535539476705021,201.0,0.061001735950455056,0.0045820125712481286,250,8.291598423604205,0.09269154583102338,100.0,1313.6434348177095,4.2238010885955415
0.014100229843089451,0,76,0.0,8.291598423604205,6.532598004273978,201.0,0.06267728348906443,-0.014100229843089451,250,8.277498193761115,0.092316157937015,100.0,1313.0521988590694,3.9474413393237358
0.008179585502711362,0,77,7.729930400721602,8.277498193761115,6.543525941760441,200.276,0.07163845143389151,-0.008179585502711362,250,8.269318608258404,0.10519218250968661,98.8,1310.511201512014,52.10088081352725
0.017973293041439575,0,78,0.0,8.269318608258404,6.551039084747098,201.0,0.08279713326162058,-0.017973293041439575,250,8.251345315216964,0.09082639934995507,100.0,1316.758856034167,3.7559122986211095
0.018233018158301917,0,79,1.5779733838059498,8.251345315216964,6.564552509679876,200.9,0.06808162382777178,-0.018233018158301917,250,8.233112297058662,0.09647391399288362,99.6,1318.818599194687,12.392965591378818
0.01898445639840496,0,80,0.0,8.233112297058662,6.578477833922805,201.0,0.06409211060342285,-0.01898445639840496,250,8.214127840660257,0.09217968227728486,100.0,1322.274044618484,3.8994020812166794
0.017217208077635604,0,81,4.167255211767093,8.214127840660257,6.595053042750907,200.728,0.053451240989099424,-0.017217208077635604,250,8.196910632582622,0.10063269554469313,99.2,1323.8118071653037,28.829425154343067
0.02564437645586537,0,82,4.481444410008899,8.196910632582622,6.60943818608988,200.716,0.05580773811126944,-0.02564437645586537,250,8.171266256126756,0.09577674416196834,99.6,1326.6199949592162,31.06339628070175
0.023823004189747365,0,83,1.5148544484537125,8.171266256126756,6.630581244204487,200.904,0.06560809376892503,-0.023823004189747365,250,8.147443251937009,0.09512186491229187,99.6,1332.1102942856583,11.230976762512983
0.0027508811075289685,0,84,0.3155946767611899,8.147443251937009,6.651357979327513,200.98,0.0743015457035226,0.0027508811075289685,250,8.150194133044538,0.0945771373196196,99.6,1336.7899266852437,4.4561023853412385
0.020869453443456365,0,85,5.795783294775608,8.150194133044538,6.649948133757336,200.336,0.09215288829767014,0.020869453443456365,250,8.171063586487994,0.11063050612672784,98.0,1332.2240093244097,40.320031624053335
0.013016747335402812,0,86,13.14886398134835,8.171063586487994,6.62815525830282,196.124,0.0886416772096818,0.013016747335402812,250,8.184080333823397,0.21337342552516347,83.2,1299.9403218793825,90.50782113521218
0.025886127313755836,0,87,17.046055731458818,8.184080333823397,6.612015099670388,191.772,0.057772705688480155,0.025886127313755836,250,8.209966461137153,0.29062328266753074,66.4,1267.9993596939896,116.37405407262418
0.016634698214378574,0,88,20.154243622622012,8.209966461137153,6.584168343600727,186.592,0.0637088669963557,0.016634698214378574,250,8.226601159351532,0.35012269494744935,50.8,1228.553139569147,136.9053334360115
0.00910167229616654,0,89,15.271935568224482,8.226601159351532,6.577867579724757,193.228,0.11631179621765918,0.00910167229616654,250,8.235702831647698,0.28214364470729414,68.0,1271.0281966950554,103.63555771155616
0.016518802778689334,0,90,7.351064140653379,8.235702831647698,6.5792582396556245,199.184,0.14456138308796984,0.016518802778689334,250,8.252221634426387,0.16421407674526423,91.2,1310.482973207566,50.77377190379498
0.008120376967928777,0,91,3.215485033396984,8.252221634426387,6.567859915603168,200.716,0.08969293706754225,0.008120376967928777,250,8.260342011394316,0.10268541511279915,98.8,1318.2745708202053,22.100992189408277
0.007794103653901985,0,92,0.0,8.260342011394316,6.563122890037067,201.0,0.10894299845200173,-0.007794103653901985,250,8.252547907740414,0.0888384909878549,100.0,1319.1877008974502,3.279332760937949
0.025489496525541,0,93,0.0,8.252547907740414,6.569336605865179,201.0,0.12341633898892622,-0.025489496525541,250,8.227058411214873,0.08912647218334578,100.0,1320.436657778901,3.776689641573694
0.02021117174290943,0,94,0.0,8.227058411214873,6.588657514142116,201.0,0.11010502110508791,-0.02021117174290943,250,8.206847239471964,0.08880475586975842,100.0,1324.320160342565,3.4109211689054604
0.013325582468764807,0,95,0.0,8.206847239471964,6.607106881451513,201.0,0.1350427503517513,-0.013325582468764807,250,8.193521657003199,0.08832643577179486,100.0,1328.028483171754,3.26050242418797
0.01227313406812236,0,96,0.0,8.193521657003199,6.617565033842012,201.0,0.12418268617551517,-0.01227313406812236,250,8.181248522935077,0.08970348992481096,100.0,1330.1305718022443,3.785721440250571
0.023195460474779495,0,97,10.711342772967354,8.181248522935077,6.629542320278713,200.056,0.12319482296935756,-0.023195460474779495,250,8.158053062460297,0.09789777547112795,99.2,1326.2797184256783,72.10833065578394
0.015217927783771401,0,98,0.0,8.158053062460297,6.647690710311043,201.0,0.10720255292262888,-0.015217927783771401,250,8.142835134676526,0.08878698850323598,100.0,1336.1858327725197,3.3216984010813233
0.029883275624710492,0,99,4.9782390460884836,8.142835134676526,6.661617717197741,200.556,0.10777616455286938,-0.029883275624710492,250,8.112951859051815,0.0981918100397724,99.2,1336.0274028903107,34.67186310879088
0.030297942415684176,0,100,6.591680817515363,8.112951859051815,6.684655572188311,200.412,0.1311698468229196,-0.030297942415684176,250,8.082653916636131,0.09911149732980719,99.2,1339.6851925334038,45.33341508007144
0.02647226045788642,0,101,6.540508848705887,8.082653916636131,6.7090800632620855,200.412,0.11817517376470582,-0.02647226045788642,250,8.056181656178245,0.10213156913105031,98.8,1344.580153638481,44.893232945968464
0.017411440019712288,0,102,2.3733217228180417,8.056181656178245,6.728979763534401,200.812,0.11699073363058365,-0.017411440019712288,250,8.038770216158532,0.09947900040781371,99.2,1351.25988427487,17.977273957512363
0.01680052454049452,0,103,3.408422509020852,8.038770216158532,6.741381963430662,200.784,0.09496277765960862,-0.01680052454049452,250,8.021969691618038,0.09473943065874386,99.6,1353.5616361454618,24.428091779726373
0.022075609672672414,0,104,9.18266279463642,8.021969691618038,6.755913613882941,200.052,0.09247125430083779,-0.022075609672672414,250,7.999894081945365,0.10852679836413429,98.4,1351.5340302845104,63.42959227424408
0.011677927653798825,0,105,10.85986445587605,7.999894081945365,6.770985980235406,199.812,0.06496995721211055,-0.011677927653798825,250,7.988216154291567,0.1060027475893542,98.8,1352.9242506827973,75.35162004433337
0.006512207358705169,0,106,10.422971553256776,7.988216154291567,6.7809223024133605,199.608,0.08070692118976737,-0.006512207358705169,250,7.9817039469328614,0.11678667745613616,97.6,1353.5263389401264,72.52212043096783
