ReturnsStd,RewardStd,Wins,NormDeltaVar,ITERATIONS,ReturnsMean,OmegaBefore,TimestepsStd,ConfortViolation,DeltaOmega,Traj,TimestepsMean,Omega,RewardMean,NormDeltaOmega
67.78866917914068,1.390543961889523,0.0,0.3162277676099739,0,144.27425278795766,8.0,10.051161922882349,0,-0.1000000014584046,250,22.488,7.899999998541595,6.4156106718230905,0.1000000014584046
88.7627019740333,1.3089161136161995,0.0,0.29318505873955036,1,170.68216464421056,7.899999998541595,13.004432475121705,0,-0.01782795442858287,250,26.144,7.8821720441130125,6.5285405693165,0.01782795442858287
114.84308813831129,1.2062231070986709,0.0,0.3010445735366474,2,204.84525157764764,7.8821720441130125,16.793495883823596,0,0.028144332886497203,250,31.136,7.91031637699951,6.579048419117665,0.028144332886497203
127.82401917235829,1.107987884787462,0.0,0.2675780756662753,3,243.96306200395114,7.91031637699951,18.774443906544874,0,-0.04792246054032212,250,36.984,7.862393916459188,6.596448788772203,0.04792246054032212
133.5748626468966,1.095200322577245,0.0,0.26232921274697524,4,253.98329291734717,7.862393916459188,19.482751345741697,0,-0.022271238308987584,250,38.28,7.8401226781502,6.634882260118789,0.022271238308987584
139.74419618131853,1.0525488190606604,0.0,0.25608958676865573,5,279.1812843738834,7.8401226781502,20.276569335072438,0,-0.04585717142470713,250,41.856,7.794265506725493,6.6700421534280245,0.04585717142470713
162.15758426212534,0.9787037319373336,0.0,0.24615856710473255,6,331.6716368765229,7.794265506725493,23.378034476833164,0,-0.017211009635784258,250,49.252,7.777054497089709,6.734176010649778,0.017211009635784258
141.73735851901753,0.986274132521592,0.0,0.22448345153476199,7,327.8238928588981,7.777054497089709,20.371093637799614,0,-0.03822590126913372,250,48.612,7.738828595820575,6.743682482903359,0.03822590126913372
172.9805267352352,0.9510095529726429,0.0,0.20638121662291134,8,359.31645612913115,7.738828595820575,24.73476096508717,0,-0.027623857638745974,250,52.94,7.711204738181829,6.787239443315662,0.027623857638745974
150.93297248949796,0.9443485642162952,0.0,0.20167015475213462,9,367.8607631715242,7.711204738181829,21.515278664242302,0,-0.03919363004116061,250,54.028,7.672011108140668,6.80870591492419,0.03919363004116061
150.1250766064388,0.9433215100456962,0.0,0.2063515304170213,10,373.4201029043293,7.672011108140668,21.318664498509282,0,-0.026543595394011632,250,54.612,7.645467512746657,6.83769323416702,0.026543595394011632
160.45080785355555,0.8929560781330745,0.0,0.22116519880856178,11,423.7728355526776,7.645467512746657,22.704968619225173,0,-0.03392450001819913,250,61.62,7.611543012728458,6.877196292643257,0.03392450001819913
186.4667634936587,0.8801144099702958,0.4,0.23025063433185033,12,440.34885689183113,7.611543012728458,26.282473247394357,0,-0.0418358313292968,250,63.74,7.569707181399161,6.908516738183732,0.0418358313292968
191.95209342664876,0.8640479279361806,0.4,0.24277539042359267,13,463.9710779360655,7.569707181399161,26.931390160925595,0,-0.037917291961507615,250,66.832,7.531789889437653,6.942349143165932,0.037917291961507615
200.5617814496844,0.8117769128451641,0.0,0.25593423189592535,14,538.6277664528172,7.531789889437653,28.04428640561211,0,0.0030668742590949094,250,77.1,7.534856763696748,6.986092950101391,0.0030668742590949094
249.353974396943,0.768517901591574,2.4,0.2622678641308843,15,589.5592407885059,7.534856763696748,34.77807033174785,0,0.030611384124100027,250,84.232,7.565468147820848,6.999231180412502,0.030611384124100027
270.0591857153222,0.7379380429100927,2.8000000000000003,0.2721861505137206,16,633.124295939569,7.565468147820848,37.74779972395742,0,0.005554748327599945,250,90.704,7.571022896148448,6.980114393406786,0.005554748327599945
257.35744092537055,0.6867195045126708,2.4,0.26436787712819965,17,737.9450610594363,7.571022896148448,35.98751361236283,0,0.002871866222559305,250,105.692,7.573894762371007,6.9820332764962,0.002871866222559305
327.67493708614916,0.6045750259983147,11.600000000000001,0.270436609388821,18,874.005569037,7.573894762371007,45.712990538795424,0,-0.022094708403493257,250,124.864,7.551800053967514,6.999660182574641,0.022094708403493257
302.08157289098597,0.5123534522237155,24.0,0.28096993787935026,19,1072.3198656301574,7.551800053967514,41.75998563218144,0,0.021150169303937538,250,152.26,7.572950223271452,7.042689252792313,0.021150169303937538
257.8268937236905,0.42337742161029335,42.8,0.2786688419073499,20,1196.4485893051335,7.572950223271452,35.52894234282805,0,0.00462370934252565,250,169.516,7.577573932613977,7.058027497729616,0.00462370934252565
197.1458604566378,0.28657872797530787,73.2,0.2661103775745044,21,1323.661432403314,7.577573932613977,27.280808199171812,0,0.02461262953768717,250,187.248,7.602186562151664,7.069028413672318,0.02461262953768717
220.87944116045216,0.2808401942594477,74.8,0.24844241044280804,22,1310.0308169079772,7.602186562151664,30.70239313148081,0,-0.020710731069486066,250,185.916,7.581475831082178,7.046358661481407,0.020710731069486066
244.11906669811324,0.3212420360633376,66.8,0.23243369064717387,23,1281.6505464052977,7.581475831082178,33.89174861230975,0,-0.03385878239123308,250,181.624,7.547617048690945,7.056614469482545,0.03385878239123308
216.99691190152043,0.2916613142702156,72.8,0.22348310651564468,24,1322.4912103166016,7.547617048690945,29.997566834661775,0,-0.038451312091710044,250,186.728,7.509165736599235,7.082447251170696,0.038451312091710044
170.68597177290815,0.23724820747343328,82.8,0.22746422334197255,25,1366.091457048374,7.509165736599235,23.281013380005604,0,-0.014726293884809394,250,191.804,7.494439442714426,7.122330384394351,0.014726293884809394
164.4385800397189,0.21208581354303338,86.8,0.21629328343682802,26,1387.0558753559392,7.494439442714426,22.58569494171034,0,-0.02433520919151988,250,194.372,7.470104233522906,7.136088918959208,0.02433520919151988
99.61352199365821,0.15752767393881856,94.0,0.20408810070775005,27,1418.9959661249122,7.470104233522906,13.553357665169175,0,-0.008744672824634314,250,198.136,7.461359560698272,7.1617271274524175,0.008744672824634314
117.20256060194917,0.1942802792875978,88.8,0.19813634443306122,28,1409.471275040469,7.461359560698272,15.904215290293326,0,-0.022441749324779714,250,196.544,7.438917811373492,7.171276024912837,0.022441749324779714
160.45740155707048,0.21612002167198033,85.6,0.1996325616621136,29,1401.6584998034928,7.438917811373492,21.944383882898148,0,-0.027419374326611567,250,195.004,7.41149843704688,7.187844863713015,0.027419374326611567
168.99799104212843,0.29529399274870627,70.8,0.1782798152114125,30,1380.2124729736838,7.41149843704688,23.02619065325396,0,0.012572977250343342,250,191.612,7.424071414297224,7.203163022011585,0.012572977250343342
114.71994288411092,0.29125646330298516,71.2,0.17559337862738067,31,1393.004273811806,7.424071414297224,15.468396684853928,0,0.03714801461896222,250,193.552,7.461219428916186,7.1970544030121415,0.03714801461896222
96.29216529463613,0.2271077368112358,83.2,0.17636333576734672,32,1410.6167660776116,7.461219428916186,12.943468468691073,0,0.05341428609811327,250,196.568,7.514633715014299,7.176227901172172,0.05341428609811327
46.4369779125699,0.15405436234689357,93.60000000000001,0.1599639556827725,33,1426.1459439863418,7.514633715014299,6.229839163252932,0,0.045970931757688405,250,199.652,7.560604646771988,7.143158816272022,0.045970931757688405
19.93702625809851,0.10224869496675142,98.8,0.13983658322087314,34,1427.7144752418483,7.560604646771988,2.649667148907575,0,0.05786668733107092,250,200.792,7.6184713341030585,7.110415132285394,0.05786668733107092
34.081032049988046,0.11244122907989995,98.0,0.13265527871097377,35,1416.8063254285078,7.6184713341030585,4.56606789261833,0,0.057738608831787275,250,200.468,7.676209942934846,7.067493691903484,0.057738608831787275
38.263121903387734,0.10105505551233132,98.8,0.12375571895175015,36,1409.4351006519612,7.676209942934846,5.28908309634099,0,0.036766822414714184,250,200.56,7.71297676534956,7.027498507438979,0.036766822414714184
43.242720376445014,0.09570517203551968,99.2,0.11694849150127602,37,1403.7801860272925,7.71297676534956,6.0364969974315414,0,0.02612270392269167,250,200.552,7.739099469272252,6.999582083585766,0.02612270392269167
3.848049323825776,0.08577773825562292,100.0,0.1140193533480265,38,1402.7475069818963,7.739099469272252,0.0,0,0.0022575326704359355,250,201.0,7.741357001942688,6.9788433183178915,0.0022575326704359355
5.8224392845766895,0.08902488965287043,99.6,0.12194719241955386,39,1403.0323800221481,7.741357001942688,0.6311893535223799,0,-0.02733618391126491,250,200.96,7.714020818031423,6.981649980205753,0.02733618391126491
3.279897127273735,0.0837624919081486,100.0,0.1315449113809287,40,1407.4883906733312,7.714020818031423,0.0,0,-0.04476480977209185,250,201.0,7.669256008259331,7.0024298043449305,0.04476480977209185
14.046150043733231,0.09091020696888062,99.6,0.10431275216230566,41,1413.1131491112758,7.669256008259331,1.704211254510426,0,-0.04556242120849596,250,200.892,7.623693587050835,7.034193243689524,0.04556242120849596
