RewardStd,WeightMedian,WeightMin,Epsilon,OmegaBefore,ConfortViolation,DeltaOmega,NormDeltaOmega,ITERATIONS,RewardMean,TimestepsStd,Omega,Traj,Primal,DualBefore,NormDeltaVar,WeightMax,WeightMean,TimestepsMean,Eta,Wins,DualAfter,ReturnsStd,DualReg,ReturnsMean,LossReg
2.4329982290170293,0.0032559486650295833,0.0007777623862676037,1.9201,[[0.8]],0,[[0.18408567]],0.18408567261448716,0,2.35276,0.0,[[0.98408567]],100,8.335530953483538,8.427507078821773,39.117125727089544,1.0,0.0007777623862676037,500.0,1.3968256724305967,0.0,8.335530746227395,64.60906114913918,0.0,1176.949494949495,0.0
2.948808787561513,4.7512074986695e-10,2.2182219432039295e-12,1.9201,[[0.98408567]],0,[[0.01591304]],0.01591304321434961,1,2.92812,0.0,[[0.99999872]],100,8.224175280632851,8.49269249331607,134.8700372965855,1.0,2.2182219432039295e-12,500.0,0.37265717189358166,0.0,8.224177089843781,72.66876434407541,0.0,1462.2424242424242,0.0
3.0033271872375145,0.0,0.0,1.9201,[[0.99999872]],0,[[1.27734972e-06]],1.2773497151119528e-06,2,3.00508,0.0,[[0.99999999]],100,8.000000000000142,8.542413296311905,74.82568981668831,1.0,0.0,500.0,0.004267845420433707,0.0,8.002292515874604,84.14147477170503,0.0,1500.989898989899,0.0
2.9934638020861386,0.0,0.0,1.9201,[[0.99999999]],0,[[0.]],0.0,3,2.98284,0.0,[[0.99999999]],100,8.000000000000378,8.530138152391888,0.0,1.0,0.0,500.0,0.004296712020069223,0.0,8.002254937054584,78.78358962684017,0.0,1492.5454545454545,0.0
3.0059456293153404,0.0,0.0,1.9201,[[0.99999999]],0,[[0.]],0.0,4,3.01144,0.0,[[0.99999999]],100,7.999999999999653,8.545814667797421,0.0,1.0,0.0,500.0,0.004259944070911927,0.0,8.002302851740366,85.8269745728589,0.0,1505.2525252525252,0.0
3.000661876586564,0.0,0.0,1.9201,[[0.99999999]],0,[[0.]],0.0,5,2.99468,0.0,[[0.99999999]],100,7.999999999999735,8.53764126424938,0.0,1.0,0.0,500.0,0.004279009555445365,0.0,8.002277993215017,84.17049468969834,0.0,1497.2121212121212,0.0
2.9999702801194545,0.0,0.0,1.9201,[[0.99999999]],0,[[0.]],0.0,6,2.99572,0.0,[[0.99999999]],100,7.999999999999735,8.537645705215152,0.0,1.0,0.0,500.0,0.004278993810832819,0.0,8.002277984833144,73.9843435705277,0.0,1497.5353535353536,0.0
2.992335201544105,0.0,0.0,1.9201,[[0.99999999]],0,[[0.]],0.0,7,2.98696,0.0,[[0.99999999]],100,7.999999999999798,8.530951333559155,0.0,1.0,0.0,500.0,0.00429477048253178,0.0,8.002257383606569,75.23645140514517,0.0,1493.959595959596,0.0
2.9942584460263277,0.0,0.0,1.9201,[[0.99999999]],0,[[0.]],0.0,8,2.98672,0.0,[[0.99999999]],100,7.999999999999918,8.531824573836172,0.0,1.0,0.0,500.0,0.004292708797883739,0.0,8.002260106933868,75.75234460053576,0.0,1492.8080808080808,0.0
2.999993510392981,0.0,0.0,1.9201,[[0.99999999]],0,[[0.]],0.0,9,2.99376,0.0,[[0.99999999]],100,8.000000000000396,8.537005263276992,0.0,1.0,0.0,500.0,0.004280501331643095,0.0,8.002276043032854,71.64277831666014,0.0,1497.171717171717,0.0
2.9981207596759676,0.0,0.0,1.9201,[[0.99999999]],0,[[0.]],0.0,10,2.99152,0.0,[[0.99999999]],100,8.000000000000492,8.535334582654267,0.0,1.0,0.0,500.0,0.004284426509980385,0.0,8.002270911224832,76.8127618805335,0.0,1495.959595959596,0.0
3.010776811655092,0.0,0.0,1.9201,[[0.99999999]],0,[[0.]],0.0,11,3.01852,0.0,[[0.99999999]],100,7.999999999999809,8.55053395160874,0.0,1.0,0.0,500.0,0.004249061348944106,0.0,8.002317178334538,76.86239770393505,0.0,1510.1010101010102,0.0
2.994820655465032,0.0,0.0,1.9201,[[0.99999999]],0,[[0.]],0.0,12,2.99696,0.0,[[0.99999999]],100,8.0000000000002,8.535516181882478,0.0,1.0,0.0,500.0,0.0042839736504218994,0.0,8.002271359159314,78.41993337419525,0.0,1499.030303030303,0.0
3.0058376227600854,0.0,0.0,1.9201,[[0.99999999]],0,[[0.]],0.0,13,3.01184,0.0,[[0.99999999]],100,7.999999999999702,8.545894699599708,0.0,1.0,0.0,500.0,0.004259757136592269,0.0,8.002303089152388,72.16998605412323,0.0,1505.7575757575758,0.0
2.9926968811424923,0.0,0.0,1.9201,[[0.99999999]],0,[[0.]],0.0,14,2.99076,0.0,[[0.99999999]],100,7.999999999999439,8.532397873365193,0.0,1.0,0.0,500.0,0.004291337837789064,0.0,8.002261805214617,74.81643011042368,0.0,1496.3434343434344,0.0
3.0039963781602665,0.0,0.0,1.9201,[[0.99999999]],0,[[0.]],0.0,15,3.0024,0.0,[[0.99999999]],100,8.000000000000313,8.541851494631276,0.0,1.0,0.0,500.0,0.004269163700078236,0.0,8.002290840610815,88.64364239589035,0.0,1501.5959595959596,0.0
2.995856188537761,0.0,0.0,1.9201,[[0.99999999]],0,[[0.]],0.0,16,2.99324,0.0,[[0.99999999]],100,8.000000000000616,8.534787631515794,0.0,1.0,0.0,500.0,0.004285701992868335,0.0,8.002269177551453,86.46067677095208,0.0,1497.6161616161617,0.0
3.005029541551963,0.0,0.0,1.9201,[[0.99999999]],0,[[0.]],0.0,17,3.00612,0.0,[[0.99999999]],100,7.999999999999683,8.543596132736447,0.0,1.0,0.0,500.0,0.004265099786957762,0.0,8.002296138962649,71.55351365086206,0.0,1503.5353535353536,0.0
3.004688363208404,0.0,0.0,1.9201,[[0.99999999]],0,[[0.]],0.0,18,3.0028,0.0,[[0.99999999]],100,7.999999999999621,8.542324995016989,0.0,1.0,0.0,500.0,0.004268063126417702,0.0,8.002292292502348,75.02130024370476,0.0,1502.8080808080808,0.0
2.987347981069497,0.0,0.0,1.9201,[[0.99999999]],0,[[0.]],0.0,19,2.9802,0.0,[[0.99999999]],100,8.000000000000352,8.52621977458007,0.0,1.0,0.0,500.0,0.004306030170953192,0.0,8.002242761247834,82.35187454885303,0.0,1491.1313131313132,0.0
