Primal,TimestepsStd,RewardStd,ReturnsMean,DualReg,TimestepsMean,Eta,DualAfter,WeightMax,WeightMin,Traj,DualBefore,RewardMean,Wins,WeightMedian,LossReg,OmegaBefore,DeltaOmega,NormDeltaOmega,NormDeltaVar,Epsilon,Omega,ITERATIONS,ReturnsStd,ConfortViolation,WeightMean
7.8991241164787676,0.0,2.421203162396745,1170.3434343434344,0.0,500.0,1.6573831918250064,7.8991213607307245,1.0,0.002396831296249576,100,8.149497180996848,2.33908,0.0,0.008011428727980097,0.0,[[0.8]],[[0.16562734]],0.1656273382404453,27.84602983299263,1.6401,[[0.96562734]],0,69.31179176081204,0,0.002396831296249576
8.107357315500387,0.0,2.8600055135611195,1400.7676767676767,0.0,500.0,0.6523804206026408,8.107357425106796,1.0,2.2025504908445273e-07,100,8.134347783997672,2.80068,0.0,4.724335138029526e-06,0.0,[[0.96562734]],[[0.03430982]],0.034309815862599624,90.56065158415726,1.6401,[[0.99993715]],1,68.2252401949095,0,2.2025504908445273e-07
7.99999999999957,0.0,2.9810094266204525,1481.7777777777778,0.0,500.0,0.005256214736854689,8.00121755918043,1.0,0.0,100,8.237072979675588,2.96228,0.0,0.0,0.0,[[0.99993715]],[[6.28354648e-05]],6.283546480623237e-05,124.33730723372713,1.6401,[[0.99999999]],2,80.86846228933456,0,0.0
7.999999999999445,0.0,2.978710612597337,1482.3232323232323,0.0,500.0,0.005261104504918083,8.001213956193563,1.0,0.0,100,8.2361891996287,2.96308,0.0,0.0,0.0,[[0.99999999]],[[0.]],0.0,0.0,1.6401,[[0.99999999]],3,85.67248279782724,0,0.0
8.000000000000163,0.0,2.9999364217263,1495.7171717171718,0.0,500.0,0.005160321223888325,8.001296077362625,1.0,0.0,100,8.256445031576586,2.99216,0.0,0.0,0.0,[[0.99999999]],[[0.]],0.0,0.0,1.6401,[[0.99999999]],4,82.16121629277336,0,0.0
7.999999999999385,0.0,3.008846135248527,1508.0,0.0,500.0,0.00510303832716654,8.001346361007617,1.0,0.0,100,8.26904446150947,3.01688,0.0,0.0,0.0,[[0.99999999]],[[0.]],0.0,0.0,1.6401,[[0.99999999]],5,73.47259504211229,0,0.0
8.000000000000242,0.0,3.003004212850858,1502.5656565656566,0.0,500.0,0.0051311908917942685,8.001321582279564,1.0,0.0,100,8.26281339479903,3.00676,0.0,0.0,0.0,[[0.99999999]],[[0.]],0.0,0.0,1.6401,[[0.99999999]],6,89.40704349540435,0,0.0
8.000000000000153,0.0,2.998768292215989,1498.4646464646464,0.0,500.0,0.005159382276485363,8.001297082914608,1.0,0.0,100,8.256692838512187,2.99464,0.0,0.0,0.0,[[0.99999999]],[[0.]],0.0,0.0,1.6401,[[0.99999999]],7,73.08764810611362,0,0.0
8.000000000000485,0.0,2.987985323658736,1488.3636363636363,0.0,500.0,0.005215595647105001,8.001250213296732,1.0,0.0,100,8.245081820713452,2.97584,0.0,0.0,0.0,[[0.99999999]],[[0.]],0.0,0.0,1.6401,[[0.99999999]],8,83.08124957667225,0,0.0
7.999999999999464,0.0,2.9861820373178856,1490.8080808080808,0.0,500.0,0.005210034870001422,8.001255217298972,1.0,0.0,100,8.246308300162065,2.9822,0.0,0.0,0.0,[[0.99999999]],[[0.]],0.0,0.0,1.6401,[[0.99999999]],9,79.58017071522389,0,0.0
7.999999999999865,0.0,3.0080025148925653,1507.6161616161617,0.0,500.0,0.005106905412823889,8.001342930113045,1.0,0.0,100,8.268179375377104,3.01552,0.0,0.0,0.0,[[0.99999999]],[[0.]],0.0,0.0,1.6401,[[0.99999999]],10,81.55690918476412,0,0.0
7.999999999999977,0.0,2.9951393840020204,1497.4545454545455,0.0,500.0,0.005166835697999441,8.001291078237502,1.0,0.0,100,8.255193360449304,2.99552,0.0,0.0,0.0,[[0.99999999]],[[0.]],0.0,0.0,1.6401,[[0.99999999]],11,76.4055200194322,0,0.0
7.999999999999767,0.0,2.995157097716245,1495.979797979798,0.0,500.0,0.005173117120379883,8.001285579873395,1.0,0.0,100,8.253828778531158,2.9914,0.0,0.0,0.0,[[0.99999999]],[[0.]],0.0,0.0,1.6401,[[0.99999999]],12,75.0409961756232,0,0.0
8.000000000000247,0.0,3.003247862165226,1501.7575757575758,0.0,500.0,0.005133636239859805,8.001319347233323,1.0,0.0,100,8.262254538245724,3.00472,0.0,0.0,0.0,[[0.99999999]],[[0.]],0.0,0.0,1.6401,[[0.99999999]],13,82.46616580885738,0,0.0
8.000000000000517,0.0,3.002459981015567,1504.5656565656566,0.0,500.0,0.005126677904062306,8.001325728943696,1.0,0.0,100,8.263851001124454,3.01068,0.0,0.0,0.0,[[0.99999999]],[[0.]],0.0,0.0,1.6401,[[0.99999999]],14,80.89601276413183,0,0.0
7.999999999999918,0.0,2.9926380493470974,1494.1010101010102,0.0,500.0,0.005182793753343106,8.001277553531121,1.0,0.0,100,8.251835053775258,2.98916,0.0,0.0,0.0,[[0.99999999]],[[0.]],0.0,0.0,1.6401,[[0.99999999]],15,75.12272718953858,0,0.0
8.0000000000002,0.0,2.995576812835885,1491.4747474747476,0.0,500.0,0.005184632665636996,8.001275499341205,1.0,0.0,100,8.251333010729269,2.98328,0.0,0.0,0.0,[[0.99999999]],[[0.]],0.0,0.0,1.6401,[[0.99999999]],16,78.63357591576177,0,0.0
8.000000000000187,0.0,2.991245954180298,1491.4545454545455,0.0,500.0,0.005195846379469308,8.001266515108707,1.0,0.0,100,8.249103956079413,2.98304,0.0,0.0,0.0,[[0.99999999]],[[0.]],0.0,0.0,1.6401,[[0.99999999]],17,78.09852269419449,0,0.0
7.999999999999565,0.0,3.0027715368305996,1498.4040404040404,0.0,500.0,0.005144387224516006,8.001309788350618,1.0,0.0,100,8.259865536261957,2.99824,0.0,0.0,0.0,[[0.99999999]],[[0.]],0.0,0.0,1.6401,[[0.99999999]],18,77.1450056897208,0,0.0
8.000000000000147,0.0,2.994202726870711,1497.1919191919192,0.0,500.0,0.005170654315727868,8.001287877954827,1.0,0.0,100,8.254396989215923,2.99452,0.0,0.0,0.0,[[0.99999999]],[[0.]],0.0,0.0,1.6401,[[0.99999999]],19,73.04511913639429,0,0.0
