ReturnsStd,LossReg,Traj,TimestepsStd,Eta,WeightMean,NormDeltaVar,DualReg,WeightMin,RewardMean,DualBefore,NormDeltaOmega,RewardStd,OmegaBefore,ITERATIONS,Primal,ConfortViolation,Wins,Epsilon,ReturnsMean,DualAfter,Omega,TimestepsMean,WeightMax,WeightMedian,DeltaOmega
53.805007942626986,0.0,100,0.0,1.76366737188177,0.0034478535436821014,23.826399685949614,0.0,0.0034478535436821014,2.35,7.999441247432824,0.1549610265927044,2.417250504188592,[[0.8]],0,7.667425845821758,0,0.0,1.5101,1175.6363636363637,7.667425022511036,[[0.95496103]],500.0,1.0,0.010716156508851504,[[0.15496103]]
71.19144910930689,0.0,100,0.0,1.0764899363885145,9.239381483286564e-05,41.495393391913694,0.0,9.239381483286564e-05,2.78472,7.998115871704234,0.042462669509239714,2.8380370895391764,[[0.95496103]],1,7.996979865899783,0,0.0,1.5101,1392.5858585858587,7.996980202660217,[[0.9974237]],500.0,1.0,0.0005922626141407839,[[0.04246267]]
69.3818847689248,0.0,100,0.0,0.0080546115818176,0.0,183.8958447796286,0.0,0.0,2.99184,8.122561294052336,0.0025762972671804496,2.9922990182132536,[[0.9974237]],2,7.999999999999955,0,0.0,1.5101,1497.050505050505,8.000944194009685,[[0.99999999]],500.0,1.0,0.0,[[0.0025763]]
79.29504725988217,0.0,100,0.0,0.008670587108035628,0.0,0.0,0.0,0.0,2.94056,8.091457610979289,0.0,2.964426906907978,[[0.99999999]],3,8.000000000000187,0,0.0,1.5101,1471.050505050505,8.000744769320816,[[0.99999999]],500.0,1.0,2.9548575219342902e-301,[[0.]]
84.77928394980779,0.0,100,0.0,0.007863174630798773,0.0,0.0,0.0,0.0,3.00724,8.135326715001556,0.0,3.0077944714358393,[[0.99999999]],4,7.999999999999677,0,0.0,1.5101,1503.7373737373737,8.001023044243954,[[0.99999999]],500.0,1.0,0.0,[[0.]]
80.19232061032335,0.0,100,0.0,0.007966005022921456,0.0,0.0,0.0,0.0,2.99772,8.128206971954844,0.0,2.9997591239297865,[[0.99999999]],5,7.999999999999709,0,0.0,1.5101,1498.5858585858587,8.000979223170518,[[0.99999999]],500.0,1.0,0.0,[[0.]]
80.4991366977355,0.0,100,0.0,0.007874814820571835,0.0,0.0,0.0,0.0,3.00492,8.134454333793533,0.0,3.007586373423048,[[0.99999999]],6,8.000000000000309,0,0.0,1.5101,1502.989898989899,8.001017669371357,[[0.99999999]],500.0,1.0,0.0,[[0.]]
70.87804437029693,0.0,100,0.0,0.007941109282833161,0.0,0.0,0.0,0.0,2.99972,8.129871842050568,0.0,3.001786121894763,[[0.99999999]],7,7.999999999999566,0,0.0,1.5101,1499.4141414141413,8.000989504455804,[[0.99999999]],500.0,1.0,0.0,[[0.]]
81.15520393544391,0.0,100,0.0,0.007927646949537206,0.0,0.0,0.0,0.0,3.00216,8.130827474804745,0.0,3.0020785023713152,[[0.99999999]],8,7.999999999999697,0,0.0,1.5101,1500.121212121212,8.000995427790082,[[0.99999999]],500.0,1.0,0.0,[[0.]]
85.95733358843151,0.0,100,0.0,0.007947272157921651,0.0,0.0,0.0,0.0,2.99992,8.129478577896787,0.0,3.0008532109385158,[[0.99999999]],9,8.000000000000417,0,0.0,1.5101,1499.6767676767677,8.000987095380117,[[0.99999999]],500.0,1.0,0.0,[[0.]]
73.16072850015925,0.0,100,0.0,0.007954978943052386,0.0,0.0,0.0,0.0,2.99788,8.128917854024744,0.0,3.001092385382363,[[0.99999999]],10,8.000000000000322,0,0.0,1.5101,1499.8181818181818,8.000983598351857,[[0.99999999]],500.0,1.0,0.0,[[0.]]
72.69784477573762,0.0,100,0.0,0.007980972951115979,0.0,0.0,0.0,0.0,2.99776,8.127259424595996,0.0,2.997811698956424,[[0.99999999]],11,7.999999999999585,0,0.0,1.5101,1499.2525252525252,8.000973390938082,[[0.99999999]],500.0,1.0,0.0,[[0.]]
86.54609587705296,0.0,100,0.0,0.007900056328957482,0.0,0.0,0.0,0.0,3.00136,8.132633285991021,0.0,3.0062864385151324,[[0.99999999]],12,8.00000000000044,0,0.0,1.5101,1500.4444444444443,8.001006460653945,[[0.99999999]],500.0,1.0,0.0,[[0.]]
84.09517446033107,0.0,100,0.0,0.008215431750900988,0.0,0.0,0.0,0.0,2.97144,8.112900903378161,0.0,2.986553921562442,[[0.99999999]],13,8.000000000000117,0,0.0,1.5101,1484.040404040404,8.00088327098899,[[0.99999999]],500.0,1.0,0.0,[[0.]]
86.31170273832407,0.0,100,0.0,0.007871892517195781,0.0,0.0,0.0,0.0,3.00912,8.134785881693311,0.0,3.005421239294086,[[0.99999999]],14,8.000000000000435,0,0.0,1.5101,1504.6868686868686,8.001019796697227,[[0.99999999]],500.0,1.0,0.0,[[0.]]
86.7607080843584,0.0,100,0.0,0.007951353019056275,0.0,0.0,0.0,0.0,3.00092,8.129246296877078,0.0,2.9997065112440584,[[0.99999999]],15,7.999999999999702,0,0.0,1.5101,1500.4646464646464,8.000985694455203,[[0.99999999]],500.0,1.0,0.0,[[0.]]
85.96083750839317,0.0,100,0.0,0.008325266545921532,0.0,0.0,0.0,0.0,2.9634,8.107077861641091,0.0,2.980271873504161,[[0.99999999]],16,7.99999999999957,0,0.0,1.5101,1480.6868686868686,8.00084619529515,[[0.99999999]],500.0,1.0,0.0,[[0.]]
88.6892616045874,0.0,100,0.0,0.007919838435347885,0.0,0.0,0.0,0.0,3.00352,8.131384236365406,0.0,3.0022903939492593,[[0.99999999]],17,8.000000000000377,0,0.0,1.5101,1501.1515151515152,8.000998873401524,[[0.99999999]],500.0,1.0,0.0,[[0.]]
73.65239880277575,0.0,100,0.0,0.007956406166346732,0.0,0.0,0.0,0.0,3.00128,8.128932353971367,0.0,2.9988261639514886,[[0.99999999]],18,8.000000000000322,0,0.0,1.5101,1501.6363636363637,8.000983774821774,[[0.99999999]],500.0,1.0,0.0,[[0.]]
79.09810460450556,0.0,100,0.0,0.007937888717709797,0.0,0.0,0.0,0.0,2.9978,8.130021266016112,0.0,3.0033839514787313,[[0.99999999]],19,8.000000000000437,0,0.0,1.5101,1499.0707070707072,8.000990372101784,[[0.99999999]],500.0,1.0,0.0,[[0.]]
