RewardStd,WeightMax,TimestepsStd,DualAfter,Eta,NormDeltaOmega,DualBefore,WeightMean,ReturnsStd,Epsilon,Primal,OmegaBefore,ReturnsMean,WeightMedian,NormDeltaVar,ConfortViolation,Omega,LossReg,DeltaOmega,DualReg,WeightMin,ITERATIONS,RewardMean,Wins,Traj,TimestepsMean
2.4162191105940702,1.0,0.0,5.097352717505328,3.4137250359340188,0.5606765053890521,6.92367315005008,0.05343168603560623,55.42522821662545,0.4501,5.097352966403192,[[0.8]],1169.939393939394,0.095992897941178,36.324090949581304,0,[[0.23932349]],0.0,[[-0.56067651]],0.0,0.05343168603560623,0,2.33936,0.0,100,500.0
4.2583991807250765,1.0,0.0,8.470747327041803,4.084594997460386,0.17336196992273037,9.41192685393159,0.08644705422154583,123.11327251602543,0.4501,8.47074896328716,[[0.23932349]],2219.6969696969695,0.14105879158709328,21.343628762723352,0,[[0.06596152]],0.0,[[-0.17336197]],0.0,0.08644705422154583,1,4.44276,0.0,100,500.0
3.8277433694541223,1.0,0.0,10.001225752012346,0.006909596657046031,0.06596152221915129,10.177847855931956,0.0,125.52543744342306,0.4501,9.999999999999364,[[0.06596152]],3941.030303030303,1.0,245.27113948416576,0,[[2.46906627e-09]],0.0,[[-0.06596152]],0.0,0.0,2,7.88176,0.0,100,500.0
0.4467661580737735,1.0,0.0,10.002006942338053,0.004478802293278517,0.0,10.448098088311145,0.0,0.0,0.4501,9.999999999997792,[[2.46906627e-09]],4990.0,1.0,0.0,0,[[2.46906627e-09]],0.0,[[0.]],0.0,0.0,3,9.98,0.0,100,500.0
0.4467661580737735,1.0,0.0,10.002006942338053,0.004478802293278517,0.0,10.448098088311145,0.0,0.0,0.4501,9.999999999997792,[[2.46906627e-09]],4990.0,1.0,0.0,0,[[2.46906627e-09]],0.0,[[0.]],0.0,0.0,4,9.98,0.0,100,500.0
0.4467661580737735,1.0,0.0,10.002006942338053,0.004478802293278517,0.0,10.448098088311145,0.0,0.0,0.4501,9.999999999997792,[[2.46906627e-09]],4990.0,1.0,0.0,0,[[2.46906627e-09]],0.0,[[0.]],0.0,0.0,5,9.98,0.0,100,500.0
0.4467661580737735,1.0,0.0,10.002006942338053,0.004478802293278517,0.0,10.448098088311145,0.0,0.0,0.4501,9.999999999997792,[[2.46906627e-09]],4990.0,1.0,0.0,0,[[2.46906627e-09]],0.0,[[0.]],0.0,0.0,6,9.98,0.0,100,500.0
0.4467661580737735,1.0,0.0,10.002006942338053,0.004478802293278517,0.0,10.448098088311145,0.0,0.0,0.4501,9.999999999997792,[[2.46906627e-09]],4990.0,1.0,0.0,0,[[2.46906627e-09]],0.0,[[0.]],0.0,0.0,7,9.98,0.0,100,500.0
0.4467661580737735,1.0,0.0,10.002006942338053,0.004478802293278517,0.0,10.448098088311145,0.0,0.0,0.4501,9.999999999997792,[[2.46906627e-09]],4990.0,1.0,0.0,0,[[2.46906627e-09]],0.0,[[0.]],0.0,0.0,8,9.98,0.0,100,500.0
0.4467661580737735,1.0,0.0,10.002006942338053,0.004478802293278517,0.0,10.448098088311145,0.0,0.0,0.4501,9.999999999997792,[[2.46906627e-09]],4990.0,1.0,0.0,0,[[2.46906627e-09]],0.0,[[0.]],0.0,0.0,9,9.98,0.0,100,500.0
0.4467661580737735,1.0,0.0,10.002006942338053,0.004478802293278517,0.0,10.448098088311145,0.0,0.0,0.4501,9.999999999997792,[[2.46906627e-09]],4990.0,1.0,0.0,0,[[2.46906627e-09]],0.0,[[0.]],0.0,0.0,10,9.98,0.0,100,500.0
0.4467661580737735,1.0,0.0,10.002006942338053,0.004478802293278517,0.0,10.448098088311145,0.0,0.0,0.4501,9.999999999997792,[[2.46906627e-09]],4990.0,1.0,0.0,0,[[2.46906627e-09]],0.0,[[0.]],0.0,0.0,11,9.98,0.0,100,500.0
0.4467661580737735,1.0,0.0,10.002006942338053,0.004478802293278517,0.0,10.448098088311145,0.0,0.0,0.4501,9.999999999997792,[[2.46906627e-09]],4990.0,1.0,0.0,0,[[2.46906627e-09]],0.0,[[0.]],0.0,0.0,12,9.98,0.0,100,500.0
0.4467661580737735,1.0,0.0,10.002006942338053,0.004478802293278517,0.0,10.448098088311145,0.0,0.0,0.4501,9.999999999997792,[[2.46906627e-09]],4990.0,1.0,0.0,0,[[2.46906627e-09]],0.0,[[0.]],0.0,0.0,13,9.98,0.0,100,500.0
0.4467661580737735,1.0,0.0,10.002006942338053,0.004478802293278517,0.0,10.448098088311145,0.0,0.0,0.4501,9.999999999997792,[[2.46906627e-09]],4990.0,1.0,0.0,0,[[2.46906627e-09]],0.0,[[0.]],0.0,0.0,14,9.98,0.0,100,500.0
0.4467661580737735,1.0,0.0,10.002006942338053,0.004478802293278517,0.0,10.448098088311145,0.0,0.0,0.4501,9.999999999997792,[[2.46906627e-09]],4990.0,1.0,0.0,0,[[2.46906627e-09]],0.0,[[0.]],0.0,0.0,15,9.98,0.0,100,500.0
0.4467661580737735,1.0,0.0,10.002006942338053,0.004478802293278517,0.0,10.448098088311145,0.0,0.0,0.4501,9.999999999997792,[[2.46906627e-09]],4990.0,1.0,0.0,0,[[2.46906627e-09]],0.0,[[0.]],0.0,0.0,16,9.98,0.0,100,500.0
0.4467661580737735,1.0,0.0,10.002006942338053,0.004478802293278517,0.0,10.448098088311145,0.0,0.0,0.4501,9.999999999997792,[[2.46906627e-09]],4990.0,1.0,0.0,0,[[2.46906627e-09]],0.0,[[0.]],0.0,0.0,17,9.98,0.0,100,500.0
0.4467661580737735,1.0,0.0,10.002006942338053,0.004478802293278517,0.0,10.448098088311145,0.0,0.0,0.4501,9.999999999997792,[[2.46906627e-09]],4990.0,1.0,0.0,0,[[2.46906627e-09]],0.0,[[0.]],0.0,0.0,18,9.98,0.0,100,500.0
0.4467661580737735,1.0,0.0,10.002006942338053,0.004478802293278517,0.0,10.448098088311145,0.0,0.0,0.4501,9.999999999997792,[[2.46906627e-09]],4990.0,1.0,0.0,0,[[2.46906627e-09]],0.0,[[0.]],0.0,0.0,19,9.98,0.0,100,500.0
