NormDeltaOmega,ITERATIONS,ReturnsMean,ReturnsStd,RewardMean,Eta,ConfortViolation,DualAfter,DeltaOmega,DualReg,TimestepsStd,WeightMin,RewardStd,WeightMax,WeightMean,Primal,WeightMedian,LossReg,NormDeltaVar,Wins,Epsilon,Traj,TimestepsMean,Omega,DualBefore,OmegaBefore
0.003854610429148586,524,1518.3941773105541,52.09175839124831,7.573178126162655,1.7486105024306262,0,7.576853152468866,-0.003854610429148586,0.0,6.756507478387564,0.011076636631530606,0.09075440561686966,1.0,0.011076636631530606,7.576854494434386,0.8435010149596259,0.0,0.11178260157056992,99.20159680638723,0.001,501,200.4969818913481,6.930561939690008,7.577390534141757,6.934416550119157
0.0039295831646875,525,1520.5191285985486,33.120049777010806,7.575473551149883,1.7433519770733763,0,7.5790958100283055,-0.0039295831646875,0.0,4.257934687659082,0.010834864858779906,0.08765989533957408,1.0,0.010834864858779906,7.5790970026964475,0.8370252607637465,0.0,0.021556863001678372,99.4,0.001,500,200.71774193548387,6.926632356525321,7.579630595374695,6.930561939690008
0.003561624984992129,526,1521.3145700230118,46.01077781145303,7.578864069636381,1.715029374921913,0,7.582344450954816,-0.003561624984992129,0.0,6.004671425506824,0.010160225734740739,0.08032808209439152,1.0,0.010160225734740739,7.582344528723825,0.8447669638830941,0.0,0.1204458993447495,99.8003992015968,0.001,501,200.73038229376257,6.923070731540329,7.582847516022293,6.926632356525321
0.0036674820219770865,527,1523.2326291881752,17.515909160064307,7.581997177782056,1.7076736383505962,0,7.585462120819159,-0.0036674820219770865,0.0,2.2428019618232855,0.00976086302902174,0.07998170852491941,1.0,0.00976086302902174,7.585462194022032,0.8286914020747826,0.0,0.14106233652033368,99.8,0.001,500,200.8991935483871,6.919403249518352,7.585955305372165,6.923070731540329
0.004883855398880144,528,1522.7608960163136,41.68526641959,7.585121398556437,1.7057991653093731,0,7.588583621562106,-0.004883855398880144,0.0,5.42758074761235,0.009656829946855487,0.07994817999457636,1.0,0.009656829946855487,7.588583693004877,0.8253871064472403,0.0,0.13636648224431214,99.8,0.001,500,200.75604838709677,6.914519394119472,7.589073754329239,6.919403249518352
0.0035280348856430166,529,1521.351213781986,56.92808012010341,7.587384913472314,1.7342741167567457,0,7.590989811540876,-0.0035280348856430166,0.0,7.404217332926918,0.010323357497940045,0.08734628079862712,1.0,0.010323357497940045,7.5909907910414,0.8213652876164309,0.0,0.34142692110954403,99.4,0.001,500,200.51209677419354,6.910991359233829,7.591511388217761,6.914519394119472
0.004120168791833301,530,1519.51101047023,82.52311615156489,7.591056962832234,1.7194799925442037,0,7.594630700702337,-0.004120168791833301,0.0,10.770934782091256,0.009976095261794956,0.08669307331419862,1.0,0.009976095261794956,7.594630781762018,0.825839440593445,0.0,0.004527998402602652,99.40239043824701,0.001,502,200.1706827309237,6.906871190441995,7.5951314014828935,6.910991359233829
0.003456371113414569,531,1524.4097362115472,37.733052740017236,7.592410660195399,1.7186341834786125,0,7.5959408132132875,-0.003456371113414569,0.0,4.889308276774762,0.010127234807257652,0.08365275805315682,1.0,0.010127234807257652,7.595940893518076,0.8409065924695408,0.0,0.004294319161405093,99.6,0.001,500,200.78024193548387,6.903414819328581,7.596444592702873,6.906871190441995
0.004015997913183078,532,1525.009926705257,33.38820287293318,7.596444497582991,1.7026607487181418,0,7.599942956937926,-0.004015997913183078,0.0,4.297058723959822,0.009546240847616027,0.08299510222261773,1.0,0.009546240847616027,7.599943026706742,0.828312583877462,0.0,0.2923474305521612,99.6,0.001,500,200.75201612903226,6.899398821415398,7.6004246747529525,6.903414819328581
0.004331343459749171,533,1526.2148422724904,32.808258456554235,7.600344690116457,1.677020893827355,0,7.603742334568925,-0.004331343459749171,0.0,4.26132372746424,0.009097342577253155,0.0785178654326606,1.0,0.009097342577253155,7.6037374221039435,0.8465808785875457,0.0,0.22493863528998406,99.8,0.001,500,200.8084677419355,6.8950674779556484,7.60419104547304,6.899398821415398
0.004559390204453173,534,1527.2699947547535,23.436356984848377,7.603580088415131,1.697570149253733,0,7.607062596852523,-0.004559390204453173,0.0,3.0065121556533865,0.009512650987333598,0.0826684931654009,1.0,0.009512650987333598,7.607056960732198,0.8397919504755782,0.0,0.03138179766667715,99.6,0.001,500,200.8608870967742,6.890508087751195,7.6075335354569775,6.8950674779556484
0.0038477234838758534,535,1527.0159077997412,41.42292095826389,7.606254410450238,1.67279873036154,0,7.609644308187204,-0.0038477234838758534,0.0,5.382724708375884,0.008900573613593227,0.07836652266582636,1.0,0.008900573613593227,7.609639555443136,0.840732590600155,0.0,0.09492832895504864,99.8,0.001,500,200.75806451612902,6.886660364267319,7.610087363126734,6.890508087751195
0.003916932665011252,536,1528.0537041565024,22.41382599172824,7.608912064196369,1.6967048842328185,0,7.612393054009578,-0.003916932665011252,0.0,2.851760887590262,0.009522810690225607,0.08264659701892281,1.0,0.009522810690225607,7.612387447930405,0.8453371208316716,0.0,0.0320937021175819,99.6,0.001,500,200.82459677419354,6.882743431602308,7.612862822401188,6.886660364267319
