NormDeltaOmega,ReturnsMean,Traj,RewardStd,DeltaOmega,OmegaBefore,RewardMean,WeightMin,NormDeltaVar,WeightMax,ITERATIONS,LossReg,DualAfter,DualReg,TimestepsMean,ConfortViolation,Epsilon,ReturnsStd,WeightMedian,WeightMean,DualBefore,Wins,Omega,Eta,TimestepsStd,Primal
0.04412189556634871,-21.305685645308202,2965,0.3659284955429281,-0.04412189556634871,15.0,-1.2631231783040318,0.6861340505723119,0.2830428562116904,1.0,0,0.0,-1.2418502128309008,0.0001,16.86740890688259,0,0.001,13.014250834517608,0.7977737256912403,0.6861340505723119,-1.172409862603044,0.0,14.955878104433651,5.829731680906204,9.821498831905947,-1.2384604567833082
0.044712372234830156,-20.061289375634967,2996,0.3538198319096848,-0.044712372234830156,14.955878104433651,-1.2017767058753148,0.6900949069527487,0.08399357188334186,1.0,1,0.0,-1.1813423292470302,0.0001,16.69315525876461,0,0.001,11.884653693196274,0.8017358223286842,0.6900949069527487,-1.1187783353223189,0.0,14.911165732198821,5.66649903868197,9.383981123728121,-1.1781420415942734
0.04452233781918302,-19.191168317586573,2970,0.3396601454002869,-0.04452233781918302,14.911165732198821,-1.1396270548267016,0.6903816234369503,0.09358175617299916,1.0,2,0.0,-1.1201633992149072,0.0001,16.84001347254968,0,0.001,11.22203810412497,0.8052405775382497,0.6903816234369503,-1.0649306118906376,0.0,14.866643394379638,5.473941443988224,9.355862753791737,-1.1171781741203224
0.045809681293627946,-17.477678810093902,3074,0.3289512300674348,-0.045809681293627946,14.866643394379638,-1.0742253910208133,0.6866635676675729,0.017383151956706352,1.0,3,0.0,-1.055491829047662,0.0001,16.269768955418158,0,0.001,10.323010597525709,0.8105086542073257,0.6866635676675729,-1.0055669620874728,0.0,14.82083371308601,5.32574236916072,9.15924420933061,-1.0526661194254883
0.04540389523420707,-16.302066366864327,3102,0.31755404922789376,-0.04540389523420707,14.82083371308601,-1.0112019606281877,0.6909348940902195,0.054000951591988595,1.0,4,0.0,-0.9932467538770882,0.0001,16.121573685907773,0,0.001,9.473819655159733,0.8157665388353837,0.6909348940902195,-0.9487455522461019,0.0,14.775429817851803,5.1639709965384,8.913015580231246,-0.9905912749562046
0.04536427933374121,-15.416636132967557,3075,0.30266206888676034,-0.04536427933374121,14.775429817851803,-0.9481232543664867,0.6805765802327793,0.004474814556271295,1.0,5,0.0,-0.9311549483113337,0.0001,16.26024723487313,0,0.001,9.029087557210843,0.8199771803412166,0.6805765802327793,-0.8925343946328272,0.0,14.730065538518062,4.958394151243522,9.06460945138917,-0.9287086208985934
0.04585709797649962,-14.207303647741659,3110,0.2907048279127862,-0.04585709797649962,14.730065538518062,-0.8835554428223635,0.6965143831659052,0.33425449506436145,1.0,6,0.0,-0.8673831136007315,0.0001,16.07976841428112,0,0.001,8.189315929440088,0.8260854403686565,0.6965143831659052,-0.8334018325124287,0.0,14.684208440541562,4.786727318667037,8.878259166417262,-0.8651049414443399
0.04639192886404686,-13.103451176660473,3126,0.2775231063143228,-0.04639192886404686,14.684208440541562,-0.8190389009696815,0.6946636120644313,0.11791489544630596,1.0,7,0.0,-0.8037268070171786,0.0001,15.9984,0,0.001,7.841263507163436,0.8316779215683692,0.6946636120644313,-0.7742127279896066,0.0,14.637816511677515,4.5987926856299675,9.171311653193342,-0.8016253608128475
0.04583674650436187,-12.055148584300776,3140,0.2653756212109207,-0.04583674650436187,14.637816511677515,-0.7575033789637984,0.6933813238281331,0.21028181041588637,1.0,8,0.0,-0.7429795637019836,0.0001,15.916533928002549,0,0.001,7.101107686916051,0.8381381707752609,0.6933813238281331,-0.7172912757884049,0.0,14.591979765173154,4.422393177810724,8.905795813551876,-0.7410391099032693
0.04662808528968654,-11.084785911394077,3128,0.2536718500352668,-0.04662808528968654,14.591979765173154,-0.6937472348970577,0.692758239377947,0.18402896746822858,1.0,9,0.0,-0.6799793207415024,0.0001,15.97921330348577,0,0.001,6.363047415219217,0.8393097076125592,0.692758239377947,-0.6577332776473096,0.0,14.545351679883467,4.24889787686414,8.783499969762193,-0.6781918351929204
