DualReg,Primal,Traj,OmegaBefore,DualBefore,ReturnsStd,DeltaOmega,Eta,NormDeltaOmega,TimestepsMean,ReturnsMean,WeightMean,Epsilon,LossReg,WeightMin,ConfortViolation,DualAfter,ITERATIONS,WeightMax,TimestepsStd,WeightMedian,NormDeltaVar,RewardStd,RewardMean,Omega,Wins
0.0001,8.951046130255442,1655,4.0,9.091907398637055,128.3168864626176,-0.018085590348114522,15.150775789619036,0.018085590348114522,30.20918984280532,266.32851954608316,0.539468569496021,0.001,0.0,0.539468569496021,0,8.92809283326519,0,1.0,13.997443632438124,0.9868561671477898,0.06101686819874898,1.6350067617419666,8.816242932835141,3.9819144096518855,0.0
0.0001,8.958817586546315,1650,3.9819144096518855,9.09913800755598,125.2537285930817,-0.018910731206249753,15.138180679731311,0.018910731206249753,30.27774408732565,267.1631353529782,0.5390454860344226,0.001,0.0,0.5390454860344226,0,8.935902427609337,1,1.0,13.655352194154302,0.9870571295240816,0.019349296090534703,1.6336924196663412,8.824184456847517,3.9630036784456357,0.0
0.0001,8.96872966068158,1636,3.9630036784456357,9.107718884607342,125.65227973492524,-0.017867282295717324,15.096041933553416,0.017867282295717324,30.57675840978593,270.1390298687291,0.5384833770023133,0.001,0.0,0.5384833770023133,0,8.945941432389988,2,1.0,13.685392932106852,0.9882598780740199,0.12508323639309213,1.6286644546037512,8.834694066333578,3.9451363961499184,0.0
0.0001,8.976959544961028,1616,3.9451363961499184,9.113921148469718,126.20849418903474,-0.017815755825300705,15.026101327628254,0.017815755825300705,30.95294117647059,273.7472514131213,0.536383726425674,0.001,0.0,0.536383726425674,0,8.954382189943791,3,1.0,13.739379203045699,0.9875883292028093,0.022948104609345873,1.6200226478027209,8.843928808941298,3.9273206403246177,0.0
0.0001,8.98696710547623,1597,3.9273206403246177,9.121960782253074,135.74424514558189,-0.018067381446026598,14.961792616953096,0.018067381446026598,31.31077694235589,277.2502907485529,0.5343427181889185,0.001,0.0,0.5343427181889185,0,8.964582867616198,4,1.0,14.77415304317739,0.9869130276813911,0.07460266548891395,1.6122064177018165,8.854851557714978,3.909253258878591,0.0
0.0001,8.989326471093591,1624,3.909253258878591,9.127361857190644,130.4889277366249,-0.017956537436627062,15.071406953485935,0.017956537436627062,30.79482439926063,272.7049098328232,0.5362218714573388,0.001,0.0,0.5362218714573388,0,8.966613026238335,5,1.0,14.187692559512609,0.986413806454693,0.10009890685193616,1.6262064411697414,8.855618335446332,3.891296721441964,0.0
0.0001,8.996447206413155,1617,3.891296721441964,9.133837582891838,127.02779297560913,-0.01781873988944227,15.053708791800904,0.01781873988944227,30.923886138613863,274.0784730369676,0.5359709874259565,0.001,0.0,0.5359709874259565,0,8.973786828588716,6,1.0,13.80023761263745,0.9870573839029132,0.04283645564673475,1.624219773587761,8.862983429716115,3.8734779815525218,0.0
0.0001,9.005052962948428,1596,3.8734779815525218,9.140441793704731,133.2064318493002,-0.018012541184840636,14.980673653510328,0.018012541184840636,31.32539184952978,277.9369368292502,0.5347223912844958,0.001,0.0,0.5347223912844958,0,8.982611284864051,7,1.0,14.468084465700427,0.9881753544738432,0.08171771866071507,1.6151750701501522,8.872636294178166,3.855465440367681,0.0
0.0001,9.013867847896343,1579,3.855465440367681,9.147456667496968,132.19699586747524,-0.017617594754041566,14.920481539796274,0.017617594754041566,31.681875792141952,281.41060969152477,0.5328982320283392,0.001,0.0,0.5328982320283392,0,8.99160702811983,8,1.0,14.349704042726804,0.9876631183409504,0.09486435178730553,1.6078315706741397,8.882308506715589,3.8378478456136396,0.0
0.0001,9.026333246727889,1542,3.8378478456136396,9.155975670165494,141.28110076084613,-0.016808119915528774,14.78317266190386,0.016808119915528774,32.44321868916288,288.64123269539823,0.5298150446912766,0.001,0.0,0.5298150446912766,0,9.004480424900896,9,1.0,15.318853809850385,0.9880649116514758,0.2635501706756163,1.590893396039902,8.896726895272822,3.821039725698111,0.0
0.0001,9.033263686413756,1532,3.821039725698111,9.161933201917964,136.78519596999553,-0.016722273228295226,14.749223230829593,0.016722273228295226,32.653821032005226,290.7557332003748,0.5282295121328049,0.001,0.0,0.5282295121328049,0,9.01151109396001,10,1.0,14.819367990354667,0.9869669126733056,0.6415595182102336,1.5868279704010677,8.904132635726532,3.8043174524698156,0.0
0.0001,9.042045401786696,1518,3.8043174524698156,9.16923131361546,142.5312707239101,-0.01708161537688424,14.696746762064574,0.01708161537688424,32.95319709953856,293.7256922481744,0.5266329744776732,0.001,0.0,0.5266329744776732,0,9.020447351428455,11,1.0,15.433009101816843,0.9866476052985781,0.027022722216864428,1.5804899265213657,8.913650231758124,3.7872358370929313,0.0
0.0001,9.0498076388851,1503,3.7872358370929313,9.175548461771841,138.99089948155205,-0.016708016275661652,14.64721973254785,0.016708016275661652,33.27097203728362,296.84516738010547,0.5257744584168206,0.001,0.0,0.5257744584168206,0,9.028354818750788,12,1.0,15.045795922912987,0.987536866433316,0.04821160480293605,1.574529996130267,8.922104106298441,3.7705278208172697,0.0
0.0001,9.059223535933867,1472,3.7705278208172697,9.18179404468606,147.78106723383237,-0.015308027072275632,14.527500850293077,0.015308027072275632,33.98028552005439,303.55502191655495,0.5222084423709553,0.001,0.0,0.5222084423709553,0,9.038120126816565,13,1.0,15.989511098848675,0.986388288723866,0.1191822957150521,1.5597612692931258,8.933203209410221,3.755219793744994,0.0
0.0001,9.068482616519827,1462,3.755219793744994,9.18999378370947,148.3747675381441,-0.015774788523724492,14.494275412094925,0.015774788523724492,34.210130047912386,305.93786035908477,0.5216131340600131,0.001,0.0,0.5216131340600131,0,9.04747562567913,14,1.0,16.02416232711152,0.9871987809896063,0.06885496844901187,1.5559426882382787,8.942914608989026,3.7394450052212695,0.0
0.0001,9.06814765820324,1485,3.7394450052212695,9.192225709611822,146.70124355434024,-0.015064705894547004,14.59107668408884,0.015064705894547004,33.69204851752021,301.248967173372,0.5239101557073816,0.001,0.0,0.5239101557073816,0,9.046859186090133,15,1.0,15.843793290450686,0.9875739782123965,0.02830069193868536,1.5680591135209598,8.941213699006221,3.7243802993267225,0.0
0.0001,9.07462071285254,1485,3.7243802993267225,9.198838805549252,137.40787778321445,-0.01631253849138714,14.59977416126765,0.01631253849138714,33.67385444743935,301.2971111792377,0.523935702711866,0.001,0.0,0.523935702711866,0,9.053306796660442,16,1.0,14.826311243506478,0.9877446136505265,0.537193764011093,1.5693718515201238,8.947553217751645,3.7080677608353354,0.0
0.0001,9.085463852512317,1455,3.7080677608353354,9.206393714242052,152.2636725603144,-0.01671168210595253,14.476771690723721,0.01671168210595253,34.38651994497937,308.0982049206447,0.5207350522704508,0.001,0.0,0.5207350522704508,0,9.064507575570676,17,1.0,16.412847146002665,0.9874601254419104,0.014528901785875858,1.5542804625669304,8.960117892558321,3.691356078729383,0.0
0.0001,9.093798509078743,1434,3.691356078729383,9.212779233842195,160.01249368546752,-0.014912437588234795,14.404035627749346,0.014912437588234795,34.87857641311933,312.84495866625684,0.5188842589939554,0.001,0.0,0.5188842589939554,0,9.07305222016608,18,1.0,17.24238906494834,0.9875399670912497,0.14450656179143298,1.5454484890066877,8.96946170030419,3.676443641141148,0.0
0.0001,9.097104334148687,1437,3.676443641141148,9.21640026618348,149.012843446434,-0.015587887201712558,14.415508126402123,0.015587887201712558,34.80571030640669,312.2909970168601,0.5186763856901314,0.001,0.0,0.5186763856901314,0,9.076325083865143,19,1.0,16.057365676288207,0.9868993076542114,0.04637706082690821,1.5469644944295542,8.972603134432115,3.6608557539394355,0.0
0.0001,9.106979181399252,1409,3.6608557539394355,9.223470272587313,158.8845263524846,-0.015607968850752663,14.309660278224777,0.015607968850752663,35.48934659090909,318.8345081960458,0.5158664176602646,0.001,0.0,0.5158664176602646,0,9.086503982511992,20,1.0,17.09743634837378,0.9867389480783326,0.04795997121449221,1.5340758687220126,8.983943191865844,3.645247785088683,0.0
0.0001,9.113715418481497,1403,3.645247785088683,9.229645417167347,152.92715872426822,-0.01507743668722794,14.289678473305349,0.01507743668722794,35.64265335235378,320.4605671044592,0.5153920140801019,0.001,0.0,0.5153920140801019,0,9.093297378348774,21,1.0,16.452585428500832,0.987089568425813,0.18802427229277896,1.5317981277278474,8.990948133187892,3.630170348401455,0.0
0.0001,9.122542326670736,1387,3.630170348401455,9.236593442101972,166.06415218323872,-0.015524145325099159,14.220826353758437,0.015524145325099159,36.06277056277056,324.58111978075635,0.5137497670423592,0.001,0.0,0.5137497670423592,0,9.102320617350221,22,1.0,17.85300607993555,0.987503673960963,0.5230479571709097,1.5235452302170436,9.000717431828704,3.6146462030763558,0.0
0.0001,9.132959054037634,1356,3.6146462030763558,9.243876243601987,167.28858427843588,-0.015293192565207114,14.097022595659016,0.015293192565207114,36.88487084870849,332.4339974545028,0.5103752379593716,0.001,0.0,0.5103752379593716,0,9.113087770589601,23,1.0,17.96910098744434,0.9871344307694232,0.02143220969858127,1.5085026593524216,9.012830455234806,3.5993530105111486,0.0
0.0001,9.12958361563423,1399,3.5993530105111486,9.245317615033894,155.12837323204621,-0.015692417125233504,14.28877595762223,0.015692417125233504,35.74320457796853,321.9284857912642,0.5143651024869288,0.001,0.0,0.5143651024869288,0,9.109168156628066,24,1.0,16.662062535235695,0.9863092486303319,0.04071386714155491,1.5322078948145794,9.006804841141802,3.583660593385915,0.0
0.0001,9.13927335923452,1374,3.583660593385915,9.25229389503938,156.9072047735651,-0.015071187198852254,14.186358956033855,0.015071187198852254,36.39839766933722,328.23399318111285,0.5125196388054043,0.001,0.0,0.5125196388054043,0,9.11914855630628,25,1.0,16.84008753099635,0.9878043113702155,0.019252197605817926,1.5198234629273177,9.017898715158683,3.568589406187063,0.0
0.0001,9.143835034542786,1378,3.568589406187063,9.257425628032507,163.52212998130315,-0.01407161775489607,14.211615668878602,0.01407161775489607,36.294843863471314,327.4584739617696,0.513367987678168,0.001,0.0,0.513367987678168,0,9.123638014970238,26,1.0,17.55096931472153,0.9886833000742442,0.022739150426848292,1.5231235909064877,9.02210220943109,3.554517788432167,0.0
0.0001,9.147692784166495,1385,3.554517788432167,9.261948523200626,160.9533479519158,-0.014935337448409136,14.240081448052836,0.014935337448409136,36.1242774566474,326.0360487390529,0.5131757098756013,0.001,0.0,0.5131757098756013,0,9.127416268152542,27,1.0,17.257875480383678,0.987352870610698,0.028375515819795367,1.5267697963756224,9.025562419805539,3.5395824509837577,0.0
0.0001,9.152170037913331,1384,3.5395824509837577,9.266497318321324,153.54270502564972,-0.014071794197485055,14.245786845125961,0.014071794197485055,36.14895155459147,326.4262656174208,0.5129972822964673,0.001,0.0,0.5129972822964673,0,9.131877268408855,28,1.0,16.455934189538947,0.9870840244997063,0.21715876441855891,1.5276388749958503,9.029953046771661,3.5255106567862726,0.0
0.0001,9.162720575977435,1354,3.5255106567862726,9.273925393966877,163.4703238257078,-0.014262591026257265,14.122462151447408,0.014262591026257265,36.92609016999261,333.8891708042027,0.5101825204230377,0.001,0.0,0.5101825204230377,0,9.142777434764358,29,1.0,17.506932615146436,0.9877711131327311,0.21629602083844368,1.5126460840029499,9.042195693463063,3.5112480657600154,0.0
0.0001,9.17179634436282,1329,3.5112480657600154,9.280356728290212,177.33309081005163,-0.01412266872308754,14.017879334573141,0.01412266872308754,37.623493975903614,340.59173487681073,0.5075831538074345,0.001,0.0,0.5075831538074345,0,9.152147764851113,30,1.0,18.984690784357657,0.9879655616551377,0.07319284973454145,1.4999913584060263,9.052696847113763,3.497125397036928,0.0
0.0001,9.170829884959037,1356,3.497125397036928,9.282393787776916,165.4144160183832,-0.01381437614900527,14.14111608712084,0.01381437614900527,36.881180811808115,333.7765009965603,0.5104879982439007,0.001,0.0,0.5104879982439007,0,9.1508339261052,31,1.0,17.703083520487574,0.9880618269615059,0.06463641174544212,1.5152357356188213,9.050034663936591,3.4833110208879225,0.0
0.0001,9.17685541445778,1341,3.4833110208879225,9.28692768896372,170.3423914446618,-0.014480507211731997,14.07986873173072,0.014480507211731997,37.267910447761196,337.5246599736674,0.5084562393845152,0.001,0.0,0.5084562393845152,0,9.157032543355456,32,1.0,18.237627581812166,0.9873051621562599,0.036065073543943976,1.5078017472878538,9.056897843521428,3.4688305136761906,0.0
0.0001,9.180594577164378,1353,3.4688305136761906,9.291904681177956,171.35042887304613,-0.013540041568463668,14.13629917326974,0.013540041568463668,36.97707100591716,335.00899873162376,0.5101015571651312,0.001,0.0,0.5101015571651312,0,9.160612337866647,33,1.0,18.324456795899316,0.9882114915508879,0.11690125486847235,1.514973560959988,9.05985056446727,3.455290472107727,0.0
0.0001,9.189072669075804,1322,3.455290472107727,9.297230006340063,175.88370565721593,-0.01297372810611952,14.006064213429552,0.01297372810611952,37.82286146858441,343.0575247757467,0.5067829457217577,0.001,0.0,0.5067829457217577,0,9.169457203531481,34,1.0,18.81111638391302,0.988217418580371,0.07390285900323709,1.4990682074646928,9.070110640461317,3.4423167440016074,0.0
0.0001,9.19778288585085,1289,3.4423167440016074,9.302377470176937,184.12064548280088,-0.012610915235075293,13.853566351201264,0.012610915235075293,38.81055900621118,352.42400584080093,0.5025935542000506,0.001,0.0,0.5025935542000506,0,9.178592377467107,35,1.0,19.67728331273145,0.987625565179951,0.0273660535893353,1.4804569835023824,9.080893056692986,3.429705828766532,0.0
0.0001,9.20176389522039,1289,3.429705828766532,9.306432083998555,188.05952872254008,-0.012434295366033243,13.862951860444015,0.012434295366033243,38.79891304347826,352.4738958179537,0.5023050253695145,0.001,0.0,0.5023050253695145,0,9.182547347200302,36,1.0,20.092621681191694,0.9868128302172633,0.02937160387249097,1.4818012960899707,9.084737648412835,3.417271533400499,0.0
0.0001,9.20590245036472,1285,3.417271533400499,9.310290678568629,180.2318999417869,-0.012841339183407463,13.84951281368628,0.012841339183407463,38.9392523364486,353.9240185083666,0.5023711852305569,0.001,0.0,0.5023711852305569,0,9.186723160026935,37,1.0,19.245205368066816,0.9879225769893502,0.04522628220744613,1.480241769480862,9.089054650820811,3.4044301942170914,0.0
0.0001,9.210643387885018,1277,3.4044301942170914,9.31438302879938,182.7030529826655,-0.012050039098251641,13.820317629523643,0.012050039098251641,39.17398119122257,356.26021064302813,0.5016460112803721,0.001,0.0,0.5016460112803721,0,9.19154486740426,38,1.0,19.493857568377738,0.9882407818761715,0.05276371119204338,1.4767612772205339,9.094186852995607,3.3923801551188397,0.0
0.0001,9.218884130754695,1260,3.3923801551188397,9.320734587218771,192.8049130428761,-0.012527116810264527,13.74490332350825,0.012527116810264527,39.71247021445592,361.5235378649386,0.49953626307729015,0.001,0.0,0.49953626307729015,0,9.199993339443209,39,1.0,20.563737182437585,0.9881680482512499,0.1013961224957112,1.4677934454615154,9.103434068951124,3.379853038308575,0.0
0.0001,9.222275370919949,1259,3.379853038308575,9.323955390391976,179.23425654027892,-0.012281997847895187,13.74080744924382,0.012281997847895187,39.72178060413354,361.7333795349207,0.4989907221962864,0.001,0.0,0.4989907221962864,0,9.203395918245636,40,1.0,19.108564058004482,0.9874755934525198,0.04769788897427981,1.4674245529375414,9.106874548810012,3.36757104046068,0.0
0.0001,9.223571979027824,1265,3.36757104046068,9.3260347789316,182.11736519672158,-0.011693665659640029,13.773062655346402,0.011693665659640029,39.534018987341774,360.06186272041873,0.499098032877747,0.001,0.0,0.499098032877747,0,9.204603275272152,41,1.0,19.42570513324266,0.9863233575265059,0.022225017189939154,1.4714098056442015,9.107733517683512,3.35587737480104,0.0
0.0001,9.228264130665233,1278,3.35587737480104,9.332113729844346,186.10082987255623,-0.012623670456990865,13.840025211045297,0.012623670456990865,39.151135473766644,356.7299871948775,0.5010651084498793,0.001,0.0,0.5010651084498793,0,9.209111070884878,42,1.0,19.82527102129467,0.9874153608263815,0.4802439201536472,1.4798544055853102,9.111509307492677,3.343253704344049,0.0
0.0001,9.232669167830236,1266,3.343253704344049,9.335300558258421,182.43640705391326,-0.012781282525913262,13.786086741565688,0.012781282525913262,39.49407114624506,360.04488468766397,0.4997135680431689,0.001,0.0,0.4997135680431689,0,9.213664601429665,43,1.0,19.432953665587,0.9875860838279075,0.23657995805840296,1.473330921230746,9.11663983527539,3.330472421818136,0.0
0.0001,9.240648190896293,1238,3.330472421818136,9.34051975041165,193.6064157382757,-0.013321820025098852,13.664789811503718,0.013321820025098852,40.334680679062245,368.0860676654966,0.4963793044341385,0.001,0.0,0.4963793044341385,0,9.221977146688692,44,1.0,20.614909372559918,0.987295476305937,0.07282141636443752,1.4586429192309587,9.12624708563589,3.317150601793037,0.0
0.0001,9.25238988219829,1190,3.317150601793037,9.34722381592776,201.17909584298792,-0.011687743649199778,13.441565788029822,0.011687743649199778,42.01766190075694,384.0793217490825,0.49074671751896776,0.001,0.0,0.49074671751896776,0,9.234323905282842,45,1.0,21.406526698225008,0.9876695639780996,0.027678247119060084,1.4317277969964062,9.140953915712982,3.3054628581438372,0.0
0.0001,9.255429416191367,1193,3.3054628581438372,9.350575460756826,199.88087996338228,-0.012532468038165767,13.457335617244262,0.012532468038165767,41.93791946308725,383.4723440054639,0.4909544135269885,0.001,0.0,0.4909544135269885,0,9.2373205970393,46,1.0,21.25416275927002,0.9875623355259733,0.02750943795147531,1.4337599647968502,9.143778399153968,3.2929303901056715,0.0
0.0001,9.256330820575789,1215,3.2929303901056715,9.353920496805248,196.76199765047,-0.012270653873809323,13.5681626183403,0.012270653873809323,41.14827018121911,376.22421146905975,0.4935798151289014,0.001,0.0,0.4935798151289014,0,9.237922933846136,47,1.0,20.91973582744532,0.9875246234589803,0.02669868517898626,1.4473050444013633,9.14320296075658,3.280659736231862,0.0
0.0001,9.26490814398204,1164,3.280659736231862,9.357219026387625,212.96739850367547,-0.010873293452546395,13.325890001255749,0.010873293452546395,42.936371453138435,393.0763687419941,0.48699487395724084,0.001,0.0,0.48699487395724084,0,9.247151492551408,48,1.0,22.6377752061316,0.9868314117655762,0.07394014729838391,1.4180221646433069,9.154985146921005,3.2697864427793157,0.0
0.0001,9.272706286645574,1135,3.2697864427793157,9.362103388010707,221.02474568708485,-0.01104375593526008,13.186781906891861,0.01104375593526008,44.07495590828924,403.9344049927662,0.4836208637213957,0.001,0.0,0.4836208637213957,0,9.25531857796548,49,1.0,23.48331669328094,0.9876936642943448,0.03673574946505459,1.4013560591314917,9.164600732861187,3.2587426868440557,0.0
0.0001,9.27440959481642,1144,3.2587426868440557,9.36475250512632,210.8674138957726,-0.010940544269835595,13.232165735092575,0.010940544269835595,43.729658792650916,400.8138010855834,0.48468143484944404,0.001,0.0,0.48468143484944404,0,9.256902257959405,50,1.0,22.400776931730956,0.9877010553918123,0.029023746439217103,1.4068975093052696,9.165708337813133,3.24780214257422,0.0
0.0001,9.274308446634365,1152,3.24780214257422,9.365583223434225,212.77257875115765,-0.010506449880031798,13.274374544136963,0.010506449880031798,43.39443961772372,397.7078393958195,0.4856518815340705,0.001,0.0,0.4856518815340705,0,9.25668887827248,51,1.0,22.617449504299607,0.9874742039413614,0.0423624304911736,1.4119945072650322,9.165053651729455,3.2372956926941883,0.0
0.0001,9.282598189966297,1131,3.2372956926941883,9.371764621130986,217.97735336940852,-0.012196286039694026,13.17742343041042,0.012196286039694026,44.23185840707965,405.8160060186104,0.48288768348851013,0.001,0.0,0.48288768348851013,0,9.26523519110997,52,1.0,23.146995697512438,0.9874754710179066,0.06610398122009913,1.40051386239424,9.174602068851446,3.2250994066544942,0.0
0.0001,9.288482096489599,1135,3.2250994066544942,9.377838570224158,218.9522335967464,-0.009973392036134232,13.195843222277583,0.009973392036134232,44.02557319223986,404.1563383556871,0.4834914631338184,0.001,0.0,0.4834914631338184,0,9.271070191872994,53,1.0,23.2144032248877,0.9881273558195603,0.08950758173520175,1.4030204758101303,9.180231849120638,3.21512601461836,0.0881057268722467
0.0001,9.288081780170865,1136,3.21512601461836,9.377606255447688,211.08879354198677,-0.01069280664057315,13.199393354248139,0.01069280664057315,44.048458149779734,404.3457884455751,0.48314709023592534,0.001,0.0,0.48314709023592534,0,9.270660842190647,54,1.0,22.404851873880787,0.987211064636225,0.12878837162670526,1.4033827937631005,9.17978886000839,3.204433207977787,0.0
0.0001,9.29675077080084,1116,3.204433207977787,9.38426081620837,217.35211562604488,-0.011093285402962394,13.106263197181779,0.011093285402962394,44.83677130044843,412.0309406970241,0.48048622607154406,0.001,0.0,0.48048622607154406,0,9.279575102326897,55,1.0,23.02453930490905,0.9872687261861275,0.019631456845172514,1.392404890126011,9.189660673348579,3.1933399225748245,0.0
