ITERATIONS,WeightMax,WeightMedian,Omega,OmegaBefore,ConfortViolation,Primal,ReturnsMean,ReturnsStd,RewardMean,Wins,DualReg,DualBefore,NormDeltaOmega,DeltaOmega,RewardStd,Eta,TimestepsMean,DualAfter,WeightMin,TimestepsStd,NormDeltaVar,WeightMean,Traj,LossReg,Epsilon
291,1.0,0.8526971533011982,5.398159178003905,5.40699926792714,0,8.508292896568015,1684.5452557193175,129.2604761071368,8.502763792092923,94.86166007905138,0.0001,8.508599070170051,0.008840089923235261,-0.008840089923235261,0.15576413185600996,1.6151514088760133,198.11904761904762,8.508146936596793,0.004383954933355497,14.944398081341566,0.2639690939318224,0.004383954933355497,253,0.0,0.001
292,1.0,0.8647005227303725,5.388053598234424,5.398159178003905,0,8.514730406565526,1686.3951142153248,132.22198771931104,8.509482182204955,95.25691699604744,0.0001,8.514991570059152,0.010105579769480677,-0.010105579769480677,0.149862137673838,1.5611393431724838,198.17857142857142,8.51461339258193,0.003691226676012086,15.31740428890156,0.03403658549913843,0.003691226676012086,253,0.0,0.001
293,1.0,0.8397894166797403,5.377750864016451,5.388053598234424,0,8.520704559255336,1704.3807310464986,63.9763736461218,8.51627956806686,97.6,0.0001,8.520942258912148,0.010302734217972898,-0.010302734217972898,0.11805604634415803,1.5033299206477748,200.13253012048193,8.520611172481836,0.00289475828898832,7.345907394316914,0.05043802924552525,0.00289475828898832,250,0.0,0.001
294,1.0,0.8519480085355507,5.366179255326641,5.377750864016451,0,8.527360227083408,1703.993285779073,67.58983491816798,8.522584294528347,96.41434262948208,0.0001,8.527591769946714,0.011571608689809665,-0.011571608689809665,0.13435313835229928,1.5115034516063504,199.94,8.527264466644809,0.003016467587204396,7.758891673428624,0.0587884592879316,0.003016467587204396,251,0.0,0.001
295,1.0,0.8635169464745707,5.355910330623366,5.366179255326641,0,8.532150993471081,1687.7282802735124,161.04983848204628,8.527180704261333,96.04743083003953,0.0001,8.532400920344259,0.010268924703275673,-0.010268924703275673,0.1402468144949439,1.5381661372720017,197.92460317460316,8.53204363345437,0.0033592706100949777,18.6795839086758,0.07646133555571609,0.0033592706100949777,253,0.0,0.001
296,1.0,0.8613681624293261,5.345257119270131,5.355910330623366,0,8.53779432021871,1696.008200635339,108.3454228420262,8.532851833596647,96.03174603174604,0.0001,8.53803691044709,0.010653211353234937,-0.010653211353234937,0.1399992799233934,1.529430371374103,198.76494023904382,8.537690687756742,0.0032350148399056438,12.429743833616884,0.006741057399053175,0.0032350148399056438,252,0.0,0.001
297,1.0,0.8639721573033627,5.336153740606638,5.345257119270131,0,8.541791787116876,1690.585308663302,149.5182245012537,8.536619491930722,95.65217391304348,0.0001,8.542065852661041,0.009103378663493089,-0.009103378663493089,0.14594542955508605,1.5690547292486041,198.03968253968253,8.541671504496986,0.0037251257035694537,17.30510558373737,0.27476382600708404,0.0037251257035694537,253,0.0,0.001
298,1.0,0.8584223647638093,5.3252319355083735,5.336153740606638,0,8.548095313408183,1698.9052870034898,108.12480600669555,8.543184506097115,96.42857142857143,0.0001,8.548363951920201,0.010921805098264237,-0.010921805098264237,0.13598594541891781,1.5528744517620896,198.8605577689243,8.547981746987176,0.0034838224920015295,12.445277752397178,0.3477292928278051,0.0034838224920015295,252,0.0,0.001
299,1.0,0.8523141913102602,5.314075364472802,5.3252319355083735,0,8.554954066823758,1705.4742241628198,106.28710938589215,8.550324079688638,96.81274900398407,0.0001,8.555184729042553,0.011156571035571439,-0.011156571035571439,0.12919315230347006,1.5016378736174938,199.464,8.554867848822836,0.0028544023410927897,12.246497621769253,0.06044556687861447,0.0028544023410927897,251,0.0,0.001
300,1.0,0.8637143439015379,5.304211712896526,5.314075364472802,0,8.560282844454552,1700.1695706244573,150.82849700592988,8.555788250912114,97.22222222222221,0.0001,8.560510470951172,0.009863651576275778,-0.009863651576275778,0.12355722724017269,1.4931188672989886,198.71713147410358,8.56019964355189,0.0027899315392192043,17.461958234890414,0.60263977450339,0.0027899315392192043,252,0.0,0.001
301,1.0,0.8740030801326067,5.2933839925934825,5.304211712896526,0,8.566102402086488,1703.2413816516478,119.44135051921535,8.561186872686715,96.03174603174604,0.0001,8.566335108737311,0.010827720303043797,-0.010827720303043797,0.14001781845918862,1.5185776048173723,198.94820717131475,8.566003521589089,0.003096204828556521,13.753134621794683,0.01692746176388579,0.003096204828556521,252,0.0,0.001
