WeightMin,DualReg,Primal,NormDeltaOmega,Epsilon,Eta,LossReg,OmegaBefore,ConfortViolation,RewardStd,ReturnsMean,WeightMax,ReturnsStd,WeightMean,DeltaOmega,Traj,Omega,TimestepsStd,DualAfter,Wins,WeightMedian,RewardMean,DualBefore,NormDeltaVar,ITERATIONS,TimestepsMean
0.596456810932325,0.0001,6.527636240196875,0.03355486751921255,0.001,13.776184477107437,0.0,8.0,0,1.3810216366837946,146.23495426767798,1.0,79.44737993371392,0.596456810932325,-0.03355486751921255,2194,7.9664451324807874,11.79534786905965,6.508659326048802,0.0,0.9719583512155948,6.415873918507743,6.675844862890748,0.3654049853809139,0,22.792521659826722
0.5963242840228461,0.0001,6.554149688484128,0.03433495315378998,0.001,13.808669169833326,0.0,7.9664451324807874,0,1.3858186934428438,146.9633239966249,1.0,80.66693024540102,0.5963242840228461,-0.03433495315378998,2192,7.9321101793269975,11.930883101462546,6.5350831585668505,0.0,0.9725889845454057,6.441914478473889,6.702854090095301,0.07125710503524571,1,22.813783660429028
0.5896264622950678,0.0001,6.588077253822598,0.03396931741008036,0.001,13.682624605102035,0.0,7.9321101793269975,0,1.371667612868444,152.3104315181293,1.0,89.15538223277812,0.5896264622950678,-0.03396931741008036,2127,7.898140861916917,13.118625794729645,6.569357227223275,0.0,0.9679583553583633,6.477472739430721,6.732063826403801,0.11597696241761149,2,23.514111006585136
0.5896738411487878,0.0001,6.617433060829083,0.03230977153136205,0.001,13.640499249125815,0.0,7.898140861916917,0,1.3675462827669713,155.20325047554354,1.0,86.12038132899417,0.5896738411487878,-0.03230977153136205,2097,7.865831090385555,12.638197078952553,6.5988285074333835,0.0,0.9714224454378234,6.50734465757415,6.75946282755051,0.13831124960832647,3,23.85114503816794
0.5899499411470168,0.0001,6.6397248938390385,0.03207015981810457,0.001,13.681470839001069,0.0,7.865831090385555,0,1.373221916078765,155.51213070511122,1.0,94.49310635806177,0.5899499411470168,-0.03207015981810457,2099,7.8337609305674505,13.816017916541682,6.621008385946227,0.0,0.972133268656675,6.529060250530633,6.782590511105084,0.1243951642040351,4,23.818875119161106
0.5870334000745087,0.0001,6.6717182997824045,0.033284064228494614,0.001,13.59183399741582,0.0,7.8337609305674505,0,1.3634422224142064,160.1017108909614,1.0,93.18463270716477,0.5870334000745087,-0.033284064228494614,2050,7.800476866338956,13.582469120019297,6.653246275944129,0.0,0.9724991691170488,6.562194788122863,6.81115877521034,0.1129821437802384,5,24.397266959492434
0.5870462114401713,0.0001,6.696411444322203,0.032846480482732865,0.001,13.622768045373638,0.0,7.800476866338956,0,1.3679799856456032,160.77329561218977,1.0,94.52874225692362,0.5870462114401713,-0.032846480482732865,2049,7.767630385856223,13.714358789208129,6.6778552240395666,0.0,0.973200972957746,6.586442553762153,6.836314216242924,0.04041662274478967,6,24.40966796875
0.583798869093151,0.0001,6.724534958862348,0.030672524451702543,0.001,13.530573293949502,0.0,7.767630385856223,0,1.3577561716762354,165.136549456886,1.0,91.8957247656784,0.583798869093151,-0.030672524451702543,2003,7.7369578614045205,13.302503555410754,6.706229089134268,0.0,0.9728686633442647,6.615743947365561,6.861135622918604,0.7188815145518267,7,24.96203796203796
0.581313030279991,0.0001,6.751480358517213,0.03042551705634544,0.001,13.458572410077668,0.0,7.7369578614045205,0,1.349970846553313,169.17057845893555,1.0,99.92869884172042,0.581313030279991,-0.03042551705634544,1964,7.706532344348175,14.418427702414807,6.733368816802006,0.0,0.9730845486176231,6.643596654069772,6.885402595160517,0.05761318397484136,8,25.4635761589404
0.5768381763740585,0.0001,6.7797972215105755,0.03125332136058656,0.001,13.371872333540084,0.0,7.706532344348175,0,1.3404573925425431,173.75309145925343,1.0,107.70436656021359,0.5768381763740585,-0.03125332136058656,1921,7.6752790229875885,15.475690353461866,6.761918307774601,0.0,0.9706187494162822,6.673008129148415,6.9106791048976515,0.14742211266909394,9,26.038020833333334
0.576856735376465,0.0001,6.806170590865847,0.029253192564858033,0.001,13.301276778931877,0.0,7.6752790229875885,0,1.3328576804131704,177.70814622054914,1.0,112.76183892648321,0.576856735376465,-0.029253192564858033,1885,7.64602583042273,16.161308980086915,6.788479981950031,0.0,0.9750385151221141,6.700262804047589,6.934508910309083,0.056988056663318035,10,26.522823779193207
0.5774695458147733,0.0001,6.825360076348273,0.030298138095282923,0.001,13.387904917169191,0.0,7.64602583042273,0,1.3438302439290444,176.39571783591236,1.0,109.1005274689287,0.5774695458147733,-0.030298138095282923,1905,7.6157276923274475,15.589441664555997,6.807438248199861,0.0,0.9743859284759949,6.718297029029355,6.95594227162239,0.3048333954529525,11,26.25577731092437
0.5709442244772246,0.0001,6.857298707613295,0.029766654623230693,0.001,13.171977297841943,0.0,7.6157276923274475,0,1.3189812766977758,185.54421622392496,1.0,114.14485164071812,0.5709442244772246,-0.029766654623230693,1820,7.585961037704217,16.25416184721102,6.83995041447054,0.0,0.9734913623473317,6.752995574110832,6.98120461572912,0.4671409635132118,12,27.476635514018692
0.5661063838364834,0.0001,6.882543271525344,0.028075295926561772,0.001,13.04771598985102,0.0,7.585961037704217,0,1.3049837578127044,191.75363592626906,1.0,117.23115103760149,0.5661063838364834,-0.028075295926561772,1768,7.557885741777655,16.651059765646306,6.865520809263202,0.0,0.9716492766098462,6.779801826212362,7.002586910745516,0.09380105908101206,13,28.282965478211658
0.5625917037553112,0.0001,6.911027738020841,0.028156844051252072,0.001,12.919976557303581,0.0,7.557885741777655,0,1.290710080080963,198.31966997991668,1.0,130.46808321353822,0.5625917037553112,-0.028156844051252072,1717,7.529728897726403,18.4532903579748,6.894336952263889,0.0,0.9725749047142045,6.80987658872177,7.027180775001875,0.2072845796962619,14,29.122960372960375
0.5617199396663446,0.0001,6.931909470119602,0.02751015164178039,0.001,12.9015869280609,0.0,7.529728897726403,0,1.2891999242661298,200.5642502814607,1.0,123.31458010535862,0.5617199396663446,-0.02751015164178039,1702,7.502218746084623,17.4137147496435,6.915266176368234,0.0,0.9733081663362839,6.830962428289427,7.047241189307558,0.19861855636363368,15,29.362139917695472
0.558580299596445,0.0001,6.95432937663383,0.02669895055534255,0.001,12.833727721980976,0.0,7.502218746084623,0,1.2818923856357922,204.80729365637234,1.0,132.2294270342301,0.558580299596445,-0.02669895055534255,1674,7.47551979552928,18.627383557517938,6.937860607647686,0.0,0.9721578937101583,6.854210011694301,7.067500326036338,0.02495771643573404,16,29.881649731022115
