ReturnsMean,WeightMean,WeightMax,Eta,DualReg,OmegaBefore,Traj,Wins,ReturnsStd,TimestepsMean,NormDeltaOmega,WeightMin,ITERATIONS,DualBefore,DualAfter,ConfortViolation,LossReg,TimestepsStd,Omega,Epsilon,WeightMedian,RewardStd,DeltaOmega,NormDeltaVar,Primal,RewardMean
-90.85602104372119,0.6676657228872385,1.0,17.995145753493535,0.0001,18.0,3241,0.0,58.07759266783998,15.430555555555555,0.034531982855522614,0.6676657228872385,0,-2.7083164979238052,-5.762536946313972,0,0.0,9.24579275357042,17.965468017144477,0.001,0.705859103565062,1.5636848850290812,-0.034531982855522614,0.14862311254198607,-5.730155335519599,-5.888040081456966
-43.69751038768838,0.7066482985646088,1.0,14.70790515299414,0.0001,16.811587618596654,4403,0.0,20.161105293308403,11.35552021808269,0.047697380043416615,0.7066482985646088,28,-2.284139652016764,-3.7579590545494157,0,0.0,4.831147306096945,16.763890238553238,0.001,0.7522199324030829,1.211210881202688,-0.047697380043416615,0.274313933555467,-3.7363281590630812,-3.8481376242296483
-17.277361340969495,0.7098094337237841,1.0,7.929651509053568,0.0001,15.282987513376844,4633,0.0,7.212078762870217,10.793825561312607,0.053877608976723224,0.7098094337237841,58,-1.3817992287680538,-1.566954602045863,0,0.0,4.216765396397876,15.22910990440012,0.001,0.8039987336810557,0.5418514413773645,-0.053877608976723224,0.3258970402805908,-1.560671431075798,-1.6006666978498985
6.940607015470055,0.7070975679023339,1.0,4.0042210503501305,0.0001,13.616230975121281,4249,0.0,3.309536283554087,11.768596986817325,0.05474843461113288,0.7070975679023339,88,0.6187008388389891,0.6027458553133193,0,0.0,4.634156605872299,13.561482540510148,0.001,0.8543204612159363,0.24497964875407877,-0.05474843461113288,0.3273732163422873,0.6043305486813806,0.5897865850382281
34.1867918516676,0.6916981036429997,1.0,8.776585932737216,0.0001,12.044633186232936,3612,0.0,15.468463483265928,13.839933536416504,0.050267583142799666,0.6916981036429997,118,2.606946568598525,2.5129498421327776,0,0.0,5.677658157695746,11.994365603090136,0.001,0.9368253982643249,0.7067755335120294,-0.050267583142799666,0.3589149958545389,2.520648441736067,2.4702081744832185
65.989269717706,0.6564338913097687,1.0,11.487262082941395,0.0001,10.606456040554841,3053,0.0,29.267766868152105,16.38040629095675,0.04566989396678167,0.6564338913097687,148,4.240849391525076,4.095392357614497,0,0.0,6.7274049838387935,10.56078614658806,0.001,0.9542356339287412,1.0378569495352568,-0.04566989396678167,0.016428861152113974,4.108585804497625,4.028489606566953
110.22325445278737,0.6184402356037915,1.0,12.539493049782568,0.0001,9.329508374491159,2402,0.0,52.30613756940513,20.821324448146605,0.038943282466401996,0.6184402356037915,178,5.523086750824036,5.372361631873711,0,0.0,9.314316751013747,9.290565092024757,0.001,0.9645034714235359,1.197227953312812,-0.038943282466401996,0.13341274855556876,5.388083801784282,5.293827642046312
172.7474001720982,0.5741398007408223,1.0,12.518687490458973,0.0001,8.241464435858642,1817,0.0,89.28387483896043,27.526431718061673,0.03333532880025025,0.5741398007408223,208,6.485951673086042,6.355428759907159,0,0.0,13.611319694696787,8.208129107058392,0.001,0.967226725095051,1.2259972260594774,-0.03333532880025025,0.14072994860988663,6.371098419256509,6.275745420250719
302.4132453947917,0.5080722631241954,1.0,11.158900018610014,0.0001,7.355219097339415,1163,0.0,167.4405934749529,43.006024096385545,0.02414085779731412,0.5080722631241954,238,7.185818606238228,7.099682674564893,0,0.0,23.128819781865246,7.331078239542101,0.001,0.9704982444058906,1.0931960236018594,-0.02414085779731412,0.13909803165669954,7.112131899454971,7.031906281531711
557.0338572287666,0.4168357378361606,1.0,9.132144000659078,0.0001,6.75543248361069,676,0.591715976331361,253.34160775581685,74.0237037037037,0.01635514157090956,0.4168357378361606,268,7.6229536694872335,7.576140806501298,0,0.0,33.00948507324974,6.7390773420397805,0.001,0.9633040589657049,0.8869797247857907,-0.01635514157090956,0.15881207987866985,7.584476847529608,7.525067909168538
742.1170869140418,0.37274225473860345,1.0,8.349592992489322,0.0001,6.295433151067523,530,1.3207547169811322,273.42371338120756,94.51417769376181,0.014222584952989337,0.37274225473860345,298,7.932560636391264,7.897296892623171,0,0.0,34.2206822257925,6.281210566114534,0.001,0.9668681910042902,0.8156617863239846,-0.014222584952989337,0.08243293834060876,7.9042644757251,7.851888317186706
957.5126764643448,0.3267484661195475,1.0,7.616466792123087,0.0001,5.865924347598179,426,2.8169014084507045,284.1480447328928,117.58588235294117,0.015198279364044609,0.3267484661195475,328,8.209682526161417,8.18347065956543,0,0.0,34.36547909797298,5.850726068234135,0.001,0.9629650035988977,0.7513429107041111,-0.015198279364044609,0.09822055545694426,8.189267043875383,8.143045895657574
1196.358563944087,0.27447551857543395,1.0,6.733738704833808,0.0001,5.4749455238061655,351,11.11111111111111,302.9216213880879,142.67142857142858,0.013228787518362317,0.27447551857543395,358,8.438311269773319,8.419936944359366,0,0.0,35.45513117350735,5.461716736287803,0.001,0.9640421733359085,0.6725260821463043,-0.013228787518362317,0.084019693660091,8.424465776353657,8.385284422762329
1271.7592246411436,0.25860669031160205,1.0,6.564467179596309,0.0001,5.14392219010258,337,14.243323442136498,282.0812606733193,148.48809523809524,0.011278886656936216,0.25860669031160205,388,8.615227748944312,8.598353187326163,0,0.0,32.233059060099805,5.132643303445644,0.001,0.9640977072454191,0.6615925288215988,-0.011278886656936216,0.23255872498541968,8.602655482818667,8.564616763496238
