DeltaOmega,ReturnsMean,RewardStd,ITERATIONS,NormDeltaOmega,Omega,ConfortViolation,TimestepsMean,RewardMean,Eta,DualAfter,DualBefore,WeightMin,DualReg,OmegaBefore,Traj,WeightMean,TimestepsStd,ReturnsStd,LossReg,Primal,WeightMedian,Wins,WeightMax,Epsilon,NormDeltaVar
-0.0399745030142693,94.8528830303329,1.0719601405943835,0,0.0399745030142693,9.96002549698573,0,20.320325203252033,4.667941594120554,11.617990134421916,4.73685725959344,4.8716193957238,0.6275028743848318,0.0001,10.0,2461,0.6275028743848318,11.274036359228322,55.63872574344412,0.0,4.750352912892374,0.9583570074667032,0.0,1.0,0.001,0.09568329338259757
-0.0386057025208455,98.21690678137627,1.067581982842787,1,0.0386057025208455,9.921419794464885,0,20.849874895746456,4.710651394794102,11.567878506190771,4.779158001322129,4.9114767476123875,0.6234880793916971,0.0001,9.96002549698573,2399,0.6234880793916971,11.846740858079661,58.833389084105015,0.0,4.7925374555023685,0.9571885723052158,0.0,1.0,0.001,0.027110379442509547
-0.037792200855562896,102.08371104885572,1.0604002827235193,2,0.037792200855562896,9.883627593609322,0,21.473774720550303,4.754141293221037,11.491892814630434,4.822006889148209,4.95096446314391,0.6227168357505763,0.0001,9.921419794464885,2327,0.6227168357505763,11.930255551804596,59.72260095979963,0.0,4.835211102088761,0.9618804325419034,0.0,1.0,0.001,0.13678543752601094
-0.03914390194764472,102.17300532115169,1.0718605018120075,3,0.03914390194764472,9.844483691661678,0,21.336891545687447,4.788606274465041,11.584517343286306,4.8573673036759155,4.9885222655252655,0.622841071462326,0.0001,9.883627593609322,2343,0.622841071462326,11.983285979092969,60.48587037085526,0.0,4.870785302246297,0.9619210644437908,0.0,1.0,0.001,0.1487291429674808
-0.03912159591886599,104.70103535053788,1.0722111476545968,4,0.03912159591886599,9.805362095742812,0,21.679098005203816,4.829526434579554,11.57653060089298,4.898266361997648,5.02832066534802,0.6213192760196908,0.0001,9.844483691661678,2307,0.6213192760196908,12.29759868612005,62.570324781629324,0.0,4.911665866326885,0.9631111080012265,0.0,1.0,0.001,0.14982395053144146
-0.037994900219088024,107.63155082979277,1.070310985049942,5,0.037994900219088024,9.767367195523724,0,22.103006189213087,4.869466380837336,11.549075630545033,4.938003332999976,5.066451678870687,0.6178023728239633,0.0001,9.805362095742812,2263,0.6178023728239633,12.274617076902118,62.79571126997529,0.0,4.95133934078805,0.96180050962836,0.0,1.0,0.001,0.21644142588888937
-0.03579748979510278,114.4145388889842,1.052053638205209,6,0.03579748979510278,9.73156970572862,0,23.273743016759777,4.915998173124845,11.373981243731015,4.982990326067859,5.105235415280639,0.6117806366592109,0.0001,9.767367195523724,2149,0.6117806366592109,13.777242170278615,71.06662425549378,0.0,4.995924899197329,0.9620613440092652,0.0,1.0,0.001,0.46353348838532504
-0.03685375070883978,116.47900377777307,1.053806205320355,7,0.03685375070883978,9.694715955019781,0,23.519058823529413,4.952630278302837,11.379664917911144,5.019720902052106,5.141433924967143,0.6110622973589792,0.0001,9.73156970572862,2126,0.6110622973589792,13.858554005169042,71.97596652035935,0.0,5.032668414208548,0.9637690932301889,0.0,1.0,0.001,0.10497578541566065
-0.03557907457469511,119.18187389099934,1.0522533059678112,8,0.03557907457469511,9.659136880445086,0,23.89674952198853,4.987508009236662,11.356422097738578,5.054430826481894,5.174824293857498,0.6065923011003416,0.0001,9.694715955019781,2093,0.6065923011003416,15.061151606485854,78.56877572286095,0.0,5.06732548719821,0.9603532937532929,0.0,1.0,0.001,0.14067574489133178
-0.03458503059284723,124.70263276151626,1.0410820302208978,9,0.03458503059284723,9.624551849852239,0,24.794146825396826,5.029580531710405,11.244671189119492,5.095544804372078,5.21184851020798,0.6009333419340744,0.0001,9.659136880445086,2017,0.6009333419340744,15.4959283395809,81.37269560207034,0.0,5.108186851938349,0.9587119166910596,0.0,1.0,0.001,0.05781004645400285
-0.03376143890417538,127.16573071108307,1.0414361168115254,10,0.03376143890417538,9.590790410948063,0,25.111557788944722,5.0640669786230665,11.238437631837598,5.130018689196763,5.245521671588019,0.5956887693131486,0.0001,9.624551849852239,1991,0.5956887693131486,15.726641515345483,83.10381567878336,0.0,5.1426467216367096,0.9534514123145276,0.0,1.0,0.001,0.20579766727293985
-0.03245072663615467,131.12457585387165,1.035762590688578,11,0.03245072663615467,9.558339684311909,0,25.717447246525992,5.098734230040966,11.178568778928971,5.16418740040088,5.277467241001036,0.5958884502426895,0.0001,9.590790410948063,1944,0.5958884502426895,16.00385759174814,85.08970161768818,0.0,5.176681200309001,0.9589308650907503,0.0,1.0,0.001,0.15452454788638145
-0.03287859485231337,133.90433136275993,1.0349259650059988,12,0.03287859485231337,9.525461089459595,0,26.090292275574114,5.132314592204693,11.161600985432289,5.1976589562060305,5.309822462786006,0.5949255248788835,0.0001,9.558339684311909,1917,0.5949255248788835,16.726358685092908,89.48264536277662,0.0,5.210114844227661,0.9607803746541353,0.0,1.0,0.001,0.3048931157823349
-0.03268514293559832,135.1705611122905,1.038969607167885,13,0.03268514293559832,9.492775946523997,0,26.185437401781037,5.162059207899303,11.190341347016613,5.227697361498669,5.340265132572393,0.5930235704263266,0.0001,9.525461089459595,1910,0.5930235704263266,16.651613940087827,89.51815391040283,0.0,5.240217503838806,0.9591123594858056,0.0,1.0,0.001,0.07092673959235636
-0.033069158359191775,139.20012228090684,1.033868337242033,14,0.033069158359191775,9.459706788164805,0,26.77611140867702,5.1987016773878265,11.134339511206656,5.26388313397301,5.374230449868101,0.5904202085550634,0.0001,9.492775946523997,1868,0.5904202085550634,16.62395478902172,89.91125871149818,0.0,5.276278230499975,0.960095584869337,0.0,1.0,0.001,0.02289346394225038
