ITERATIONS,WeightMax,WeightMedian,Omega,OmegaBefore,ConfortViolation,Primal,ReturnsMean,ReturnsStd,RewardMean,Wins,DualReg,DualBefore,NormDeltaOmega,DeltaOmega,RewardStd,Eta,TimestepsMean,DualAfter,WeightMin,TimestepsStd,NormDeltaVar,WeightMean,Traj,LossReg,Epsilon
358,1.0,0.8749985518270686,4.974249262995402,4.976742430440549,0,8.728723096566748,1696.8011753039561,215.35517510369408,8.721852816150356,91.47286821705426,0.0001,8.729072408155561,0.0024931674451469377,-0.0024931674451469377,0.19689792246962284,1.7215198763018402,194.54474708171207,8.728526350799113,0.005476594801179704,24.363471365925857,0.07776269970445761,0.005476594801179704,258,0.0,0.001
388,1.0,0.9055627971024094,5.045568210089174,5.035284151849118,0,8.687079061906573,1668.2062864973823,240.10185196087593,8.67761113709001,85.82375478927203,0.0001,8.68785069832591,0.010284058240055849,0.010284058240055849,0.2500479627521564,2.1443923588827802,192.2423076923077,8.686686184393608,0.015689775584628987,27.270280711044606,0.30842607950877815,0.015689775584628987,261,0.0,0.001
418,1.0,0.9299743125512286,5.421374238092018,5.406351972678906,0,8.477136433539256,1526.5729247630377,284.991550913084,8.459013380997295,63.30935251798561,0.0001,8.480024249380957,0.015022265413112024,0.015022265413112024,0.39404234158957463,3.6473215305103968,180.4693140794224,8.475830871411333,0.09060085507589716,33.133957908428734,0.03421583528441547,0.09060085507589716,278,0.0,0.001
448,1.0,0.9350935499577446,5.9239558170642965,5.906668168532241,0,8.186877290034769,1434.0214765200114,281.7332180760961,8.16674502213776,56.84210526315789,0.0001,8.190909123413018,0.017287648532055222,0.017287648532055222,0.418597012935428,4.045480063108423,175.5950704225352,8.185258720599117,0.12302505131413906,33.947164472150924,0.04400900004389485,0.12302505131413906,285,0.0,0.001
478,1.0,0.9269192253558308,6.479638040524078,6.459182971432298,0,7.842199971598509,1306.925538833315,298.7306661248392,7.820195441998813,50.33333333333333,0.0001,7.847375575976462,0.02045506909177952,0.02045506909177952,0.4405015038777411,4.402113953085278,167.12040133779263,7.840277759236675,0.15545498840178834,37.536589309135074,0.14748995713690657,0.15545498840178834,300,0.0,0.001
508,1.0,0.9394344403214742,7.153704380056475,7.130175353990832,0,7.367824239332808,1113.2416325116185,283.82811765718526,7.339241192476412,27.878787878787882,0.0001,7.377904050177069,0.02352902606564289,0.02352902606564289,0.5216952110693436,5.480628773096621,151.68085106382978,7.364830468049424,0.24378485817900472,38.125273006614414,0.03607149305603673,0.24378485817900472,330,0.0,0.001
538,1.0,0.9408192714524766,7.785955547886626,7.765355069801479,0,6.889599040680043,913.6410447147289,232.4603835815339,6.8561963672777,11.170212765957446,0.0001,6.904628162700327,0.020600478085147422,0.020600478085147422,0.57594364894321,6.212792467195871,133.256,6.885746926396301,0.3088001622627465,33.53085838447921,0.05960454608889633,0.3088001622627465,376,0.0,0.001
568,1.0,0.9380166523157383,8.350650920102513,8.331031839220687,0,6.440145588875879,894.3134438365048,212.58175508358627,6.410700722846088,14.763231197771587,0.0001,6.453274281119542,0.01961908088182618,0.01961908088182618,0.5188225369672675,5.732411340098056,139.50558659217876,6.43686868571837,0.30354894115934056,32.7067334920099,0.021751175971532647,0.30354894115934056,359,0.0,0.001
598,1.0,0.9290393017269232,8.846062798735117,8.828664932621667,0,6.016611963653251,850.3141846075443,201.58351672071228,5.989548366087458,15.864022662889518,0.0001,6.0291062455568625,0.017397866113450178,0.017397866113450178,0.4811618377509456,5.4494435124499345,141.9659090909091,6.013644189930277,0.30651411058932404,33.26117340070455,0.008564518469191418,0.30651411058932404,353,0.0,0.001
628,1.0,0.9253247234528558,9.337125404063226,9.320669134834176,0,5.5755860528216035,800.8835183298924,186.73410274371327,5.551460308181216,19.88472622478386,0.0001,5.586807769211615,0.016456269229049525,0.016456269229049525,0.43563069257340237,5.075234212137046,144.26878612716763,5.5730221311304025,0.3070796678160076,33.2215371195301,0.6123225364387899,0.3070796678160076,347,0.0,0.001
658,1.0,0.9148660191115296,9.802420060207886,9.78639077211001,0,5.130941715180695,746.7613186758033,161.6775769631801,5.10845680103851,18.658892128279884,0.0001,5.1421074471506225,0.01602928809787585,0.01602928809787585,0.4065510365682837,4.886357054134068,146.1812865497076,5.128566963745265,0.31865335059143396,31.28293633831596,0.0451732875237724,0.31865335059143396,343,0.0,0.001
688,1.0,0.9140272506732231,10.244515571971538,10.231357979181604,0,4.6907029746031315,668.405336605009,141.65114780685937,4.669391092642027,16.28571428571429,0.0001,4.701829216829869,0.013157592789934114,0.013157592789934114,0.3846058120187018,4.7549716614060955,143.1432664756447,4.68845555086413,0.33938375964124,29.888083349269614,0.9675660177165708,0.33938375964124,350,0.0,0.001
718,1.0,0.9009095031525707,10.676141944590109,10.661406436854735,0,4.2410407080748795,610.3648245845416,125.08451762789781,4.221706542498411,17.91907514450867,0.0001,4.251653230186865,0.014735507735373687,0.014735507735373687,0.3503284350057042,4.496754709159282,144.5768115942029,4.239033569576964,0.349373054409741,29.17971374400192,0.039628636680648456,0.349373054409741,346,0.0,0.001
748,1.0,0.8942460158172911,11.08137646892822,11.068153962312124,0,3.803343090583176,562.0680098601716,118.90384118985699,3.786313033362207,22.255192878338278,0.0001,3.8127889772538817,0.013222506616095586,0.013222506616095586,0.3112705313720141,4.1640462037086925,148.44940476190476,3.8016270825946448,0.3573668795316217,30.924309471875976,0.022309894513466252,0.3573668795316217,337,0.0,0.001
778,1.0,0.8844278782935252,11.44666073082001,11.436054459830652,0,3.393040729765542,528.9422799725597,109.33633371280199,3.3782767124335837,29.6875,0.0001,3.4012924874223422,0.01060627098935818,0.01060627098935818,0.27172062057405033,3.81941748130079,156.56739811912226,3.3916024251494368,0.3624533117019251,31.76630482241114,0.050781543249810504,0.3624533117019251,320,0.0,0.001
808,1.0,0.8639040849709625,11.78987986198913,11.77803632571321,0,2.9964909692651767,457.2003101787874,89.26653002089607,2.982224089426412,24.159021406727827,0.0001,3.004981001536456,0.011843536275920385,0.011843536275920385,0.25992655391131303,3.769597461282981,153.30981595092024,2.9950910236256303,0.38876178356323393,29.504169851335128,0.02005540377252695,0.38876178356323393,327,0.0,0.001
838,1.0,0.864661040971971,12.124907556172237,12.111672154287104,0,2.5977733914671646,407.6852116942955,81.00015218778206,2.5849779774799804,29.96845425867508,0.0001,2.605488244869534,0.013235401885133058,0.013235401885133058,0.23259252357643503,3.538722114667828,157.70569620253164,2.5965442738422055,0.4136686452985717,30.916160092984523,0.02699787715966891,0.4136686452985717,317,0.0,0.001
868,1.0,0.8397567764250963,12.412676177903787,12.40226659772085,0,2.246744316491296,355.64498077913447,70.59408714289218,2.234864346809047,31.746031746031743,0.0001,2.253975631019068,0.010409580182937361,0.010409580182937361,0.21501684474923238,3.3927024057146093,159.13375796178343,2.245619290650732,0.4318583039452245,30.994882573585187,0.06947467361239809,0.4318583039452245,315,0.0,0.001
898,1.0,0.8506371654586177,12.740456265070952,12.729778345094717,0,1.8362037855161328,278.56735388913216,53.77271336457632,1.8247616177117636,21.341463414634145,0.0001,1.8433353972815727,0.010677919976235017,0.010677919976235017,0.2055550124559113,3.329632597048265,152.65749235474007,1.8351213385184382,0.4887145445095376,28.99908461825002,0.032953360974250764,0.4887145445095376,328,0.0,0.001
928,1.0,0.8309354462110139,13.07797777782756,13.065361518216177,0,1.4036370096342032,218.18799493635314,41.76988535949454,1.3931301058517311,26.01880877742947,0.0001,1.4101586669447013,0.012616259611382574,0.012616259611382574,0.1877297063804778,3.167426548070203,156.61006289308176,1.40266137379234,0.5323691291983933,29.549108884111906,0.009163777641365094,0.5323691291983933,319,0.0,0.001
958,1.0,0.8048703012913139,13.389303650433256,13.380428022654312,0,0.9918301972785528,156.26024488824805,29.590233543177483,0.9819136241649166,28.888888888888886,0.0001,0.9979114392923522,0.00887562777894324,0.00887562777894324,0.17663601192247325,3.060109808796127,159.13694267515925,0.9909240613505903,0.5812009732376542,29.334937728662123,0.058904508291029126,0.5812009732376542,315,0.0,0.001
988,1.0,0.7979589262981333,13.707450010354222,13.699017842936893,0,0.5620103520990727,86.7375246700577,17.200257762498563,0.5524480208132865,26.959247648902824,0.0001,0.5677624066529516,0.008432167417328884,0.008432167417328884,0.17030454592417216,2.9913043850798844,156.97798742138366,0.5611484775182188,0.6140837475079272,30.051049119493843,0.01640977552878537,0.6140837475079272,319,0.0,0.001
1018,1.0,0.8157133566275652,13.987851729970775,13.977229959019468,0,0.17729794638915308,26.210861041372823,6.17128161375389,0.16785736899525203,28.037383177570092,0.0001,0.18292400892390007,0.010621770951306786,0.010621770951306786,0.16821406626007857,2.9664446757062355,156.20625,0.17645164570067132,0.6116959666952736,30.628335915251743,0.030914707947014893,0.6116959666952736,321,0.0,0.001
1048,1.0,0.8152042571208935,14.28453211916671,14.274271859574071,0,-0.2397782676031592,-38.66410507405123,8.84009409484037,-0.2495124884262974,26.006191950464398,0.0001,-0.23369659272028462,0.010260259592639542,0.010260259592639542,0.1726635488744318,3.032571217112201,155.01242236024845,-0.24066630257682864,0.6363479792087421,30.12922222727247,0.03894017656160178,0.6363479792087421,323,0.0,0.001
1078,1.0,0.8073170488839609,14.587651521680021,14.577654226736623,0,-0.6718133091991683,-103.53766730310956,20.925342915814014,-0.6820497990668324,22.424242424242426,0.0001,-0.6647334768606981,0.00999729494339796,0.00999729494339796,0.17975656910304746,3.150470097304481,151.80851063829786,-0.6727756018084751,0.6242942032567201,30.173204973779377,0.04958182806211944,0.6242942032567201,330,0.0,0.001
1108,1.0,0.7142806986568518,14.910656272975878,14.900036495105914,0,-1.1428780854548304,-170.6798160786913,35.61619870430041,-1.1542547748405003,19.76401179941003,0.0001,-1.1326694075290529,0.010619777869964153,0.010619777869964153,0.19467698509220802,3.420032695752317,147.89644970414201,-1.144020682473528,0.5641642082965719,30.144002305091536,0.049449561882918484,0.5641642082965719,339,0.0,0.001
1138,1.0,0.6552770152637681,15.209632768435778,15.19891397119773,0,-1.5890815790130517,-233.04955355166913,53.505187780433985,-1.6020674947559472,18.313953488372093,0.0001,-1.572511981724715,0.010718797238048694,0.010718797238048694,0.2145803312622274,3.7866962829885904,145.48104956268222,-1.5904948321098507,0.5191733031835197,32.588593168919125,0.08146712600476164,0.5191733031835197,344,0.0,0.001
1168,1.0,0.6319848366567844,15.475750698866412,15.465191060578597,0,-1.9871034097503582,-257.626442875977,53.20148282264776,-2.002864469840214,5.3984575835475574,0.0001,-1.9547794951016975,0.010559638287814366,0.010559638287814366,0.2479012137631208,4.372880649374048,128.6237113402062,-1.9889999167409531,0.5151150126141375,25.9387195083163,0.011016933473036417,0.5151150126141375,389,0.0,0.001
1198,1.0,0.6129824224940251,15.68461486347849,15.681171327019257,0,-2.31242967225703,-291.0270751189651,60.6968917923745,-2.3302372295012685,4.0,0.0001,-2.2624389895977073,0.003443536459233343,0.003443536459233343,0.2711996335698973,4.779412921749554,124.89473684210526,-2.3147010872059797,0.5107386718698296,26.021948464192757,0.06653457098138119,0.5107386718698296,400,0.0,0.001
1228,1.0,0.6035483550762782,15.892466953324833,15.886979475133217,0,-2.6325187559711893,-308.9387509268756,63.70068985310303,-2.653054402251116,2.097902097902098,0.0001,-2.5527335540972858,0.005487478191616546,0.005487478191616546,0.30215611579858576,5.281642728873965,116.44392523364486,-2.635298242911603,0.5023540716119468,23.875047301690554,0.1369326230251427,0.5023540716119468,429,0.0,0.001
1258,1.0,0.5965230703790869,16.110860193054464,16.101217534615753,0,-2.972583041651325,-329.4279990161694,72.49616578354451,-2.996370029674943,0.6593406593406593,0.0001,-2.8459488111967217,0.009642658438711038,0.009642658438711038,0.33843012374432374,5.837006282113694,109.94052863436123,-2.9759822152549726,0.51255838049178,24.19849060867572,0.13135345452889374,0.51255838049178,455,0.0,0.001
1288,1.0,0.5857717543015928,16.418688031809555,16.407997060442515,0,-3.4665716290339104,-367.20853262061706,77.2227645032696,-3.495057720124148,0.42016806722689076,0.0001,-3.2416691354835496,0.010690971367040447,0.010690971367040447,0.3888751575090353,6.581842707578246,105.06315789473685,-3.470896921108034,0.5163432268351472,22.319408842537303,0.08525906502411676,0.5163432268351472,476,0.0,0.001
1318,1.0,0.5869542718752252,16.62086750536129,16.616045833960445,0,-3.802077642268334,-364.7685135470519,78.67474540163113,-3.8352300635112697,0.0,0.0001,-3.4596312456101894,0.0048216714008439965,0.0048216714008439965,0.43850479775876483,7.255505787068418,95.10857142857142,-3.8073364123117432,0.5114638759048732,20.693537589285782,0.07246389985973918,0.5114638759048732,526,0.0,0.001
1348,1.0,0.5955152758987801,16.74204582835009,16.742697360116683,0,-4.005306272930635,-333.840530844819,100.96334830784619,-4.043098337819103,0.0,0.0001,-3.5422654306360415,0.0006515317665929388,-0.0006515317665929388,0.48770617530650556,7.872359489596905,82.5702479338843,-4.01149922071815,0.5307772857771255,25.099875356537837,0.08842415290860983,0.5307772857771255,606,0.0,0.001
1378,1.0,0.6151651906965288,16.70338074751158,16.70855504064283,0,-3.944377845569168,-268.7607986142445,105.48877751464556,-3.985713433290632,0.0,0.0001,-3.4284487160553665,0.005174293131247509,-0.005174293131247509,0.5269753817730485,8.301711693365748,67.43184885290148,-3.951265726694813,0.553215290188078,26.506430059581213,0.08006985815671754,0.553215290188078,742,0.0,0.001
1408,1.0,0.6490039883961357,16.388171917134247,16.40507814930276,0,-3.4401740791457813,-180.86502429190872,87.9464278063118,-3.4808288316046894,0.0,0.0001,-3.035360105346261,0.016906232168512503,-0.016906232168512503,0.525643559811912,8.17729598359298,51.95945945945946,-3.4468564067869623,0.5825936563639903,25.211979030018703,0.19625956763761165,0.5825936563639903,963,0.0,0.001
1438,1.0,0.7014208130313803,15.69672370464296,15.726721975036924,0,-2.368089929573714,-92.97260783837585,48.943112508668285,-2.399511855189845,0.0,0.0001,-2.2031401675762163,0.029998270393964077,-0.029998270393964077,0.434549264747005,6.901409869425173,38.746511627906976,-2.37284658067658,0.6155361476964873,20.318588680584952,0.1257168306024179,0.6155361476964873,1291,0.0,0.001
1468,1.0,0.8007219580936135,14.696800168777854,14.734399212065911,0,-0.9065296913437846,-29.06571224435885,15.726562908218934,-0.9217623821179087,0.0,0.0001,-0.8858017694747494,0.03759904328805774,-0.03759904328805774,0.24794850246522443,4.201182110919104,31.533123028391167,-0.9082770967279361,0.6439364418881476,17.605715143217186,0.052472457321492146,0.6439364418881476,1586,0.0,0.001
1498,1.0,0.8417815152900052,13.525288485229428,13.563668552625813,0,0.6915553421913915,21.541210792527654,13.069183368478686,0.6791343142900104,0.0,0.0001,0.7017939790928971,0.03838006739638544,-0.03838006739638544,0.21423694212496588,3.5892899586478877,31.72017766497462,0.6902902434713546,0.6790441310059852,17.11059869746509,0.024058295268592347,0.6790441310059852,1577,0.0,0.001
1528,1.0,0.901144181787772,12.413116541164296,12.44742188609479,0,2.1226759820368035,79.72928354535073,45.99439019272065,2.0991490823139136,0.0,0.0001,2.1473148680409975,0.03430534493049464,-0.03430534493049464,0.3829622993858097,5.386303004909114,37.98252279635258,2.119785041117483,0.6028055062063581,20.752716122528305,0.05011789712908816,0.6028055062063581,1317,0.0,0.001
1558,1.0,0.9201302482832586,11.438506190694945,11.467102708682948,0,3.289368243505636,151.74823446954906,83.3773732992126,3.257235351739147,0.0,0.0001,3.3213008519918983,0.028596517988003,-0.028596517988003,0.5073559840615424,6.488524074116658,46.58900279589935,3.2851637433867955,0.550007867413916,24.635000942142806,0.13692268397132049,0.550007867413916,1074,0.0,0.001
1588,1.0,0.935710570562941,10.595109526181039,10.620149380954329,0,4.228279566092088,235.16346173686227,114.0814773021575,4.190898130844031,0.0,0.0001,4.261733003782736,0.02503985477328996,-0.02503985477328996,0.5842232702429918,7.061575158381536,56.113355780022445,4.223298997830766,0.5104232109921213,26.381717283155112,0.12965722326083015,0.5104232109921213,892,0.0,0.001
1618,1.0,0.9346922813212436,9.875882591649559,9.898442542190447,0,4.977535570590328,325.2447172479332,139.67635691317255,4.937284973143738,0.0,0.0001,5.00958956754677,0.022559950540887996,-0.022559950540887996,0.6295471472715908,7.3257072931437754,65.87598944591029,4.972174366474063,0.47055363112461945,27.51546322287309,0.1491996773003841,0.47055363112461945,759,0.0,0.001
1648,1.0,0.9410171554185724,9.230649419795,9.251414016998247,0,5.602520544158227,408.38729176824916,146.4821911811247,5.55985452485813,0.0,0.0001,5.633502439856651,0.020764597203246637,-0.020764597203246637,0.6675091681736813,7.539274927757693,73.45441176470588,5.596841754911037,0.4446639335024475,25.67868728218661,0.029885137480926336,0.4446639335024475,681,0.0,0.001
1678,1.0,0.9506102831427922,8.662875177016154,8.68058729813104,0,6.120018125016345,494.696898097343,155.32366705809102,6.076098388827843,0.0,0.0001,6.149027560094092,0.017712121114886514,-0.017712121114886514,0.69042473819452,7.620855899574275,81.41530944625407,6.114214069689571,0.42323392847190555,24.97696320016284,0.03849136619895794,0.42323392847190555,615,0.0,0.001
1708,1.0,0.9505390252605274,8.141016095852258,8.157308880858992,0,6.566160600319238,569.6615339313854,163.27296873020532,6.520937329798807,0.0,0.0001,6.593893878822918,0.016292785006733368,-0.016292785006733368,0.7127762518209069,7.715931222648708,87.36013986013987,6.560212079777408,0.403459893815417,24.45846383416776,0.0477212529491199,0.403459893815417,573,0.0,0.001
1738,1.0,0.956674960303757,7.659194068643729,7.674561955013387,0,6.950354904075669,625.071021103233,149.0422246789689,6.9033848217794604,0.0,0.0001,6.977671322477822,0.015367886369658024,-0.015367886369658024,0.7392034708972158,7.86643781476995,90.54627949183303,6.944171374634263,0.39314051686938967,21.081579072165535,0.052677467028483915,0.39314051686938967,552,0.0,0.001
1768,1.0,0.9552007301434182,7.202513588038196,7.218238000022783,0,7.301727702442706,708.6976227469648,168.72699187853905,7.254665183495679,0.0,0.0001,7.326848763621954,0.015724411984587405,-0.015724411984587405,0.7464002380024028,7.828694136851912,97.68884540117416,7.295603740270818,0.37379237736003434,22.810352578874724,0.00782950655712589,0.37379237736003434,512,0.0,0.001
1798,1.0,0.9626875060232601,6.775175719248236,6.7891756126468765,0,7.605690266645603,768.0447524559693,170.2741671818292,7.557906102346969,0.4056795131845842,0.0001,7.629830611370817,0.013999893398640495,-0.013999893398640495,0.7598288524048034,7.869796521078842,101.619918699187,7.599501306412856,0.3642954640883429,22.110583346631756,0.03145763644022499,0.3642954640883429,493,0.0,0.001
1828,1.0,0.9668860909727259,6.3595315247139235,6.37297036214739,0,7.884483954808608,834.651463111938,187.1291710094328,7.8364284542685025,0.6382978723404255,0.0001,7.907434766723758,0.01343883743346641,-0.01343883743346641,0.7676795276328723,7.863267297796515,106.50959488272922,7.878305878529539,0.35286042772352016,23.5026291149655,0.9670764789233302,0.35286042772352016,470,0.0,0.001
1858,1.0,0.9685348778031666,5.974318721906304,5.986527392069943,0,8.124949721530786,874.8833231476273,205.5646363109105,8.076017664563993,1.0822510822510822,0.0001,8.147491246860616,0.012208670163639468,-0.012208670163639468,0.7817885527248607,7.92954326271513,108.33188720173536,8.11866672666191,0.3458041342876885,25.057081093462777,0.0038921052598208453,0.3458041342876885,462,0.0,0.001
1888,1.0,0.9676329315107056,5.629871235554029,5.640705444059876,0,8.324502375665563,902.6456441953271,219.33115532942693,8.274616833712688,1.5250544662309369,0.0001,8.34699339438404,0.010834208505846377,-0.010834208505846377,0.7959723769589725,8.00991404879601,109.08515283842794,8.318091178669095,0.34046318145716126,26.098975160964134,0.015104789287948471,0.34046318145716126,459,0.0,0.001
1918,1.0,0.9726312763906042,5.316306609857764,5.325216352935865,0,8.498603667299548,941.5669287085735,219.31760611236888,8.448131773219103,1.1135857461024499,0.0001,8.520811053468853,0.00890974307810044,-0.00890974307810044,0.805573199997767,8.05188286543866,111.45089285714286,8.49212501273018,0.33669962414964644,25.621773300455786,0.05344717094543086,0.33669962414964644,449,0.0,0.001
1948,1.0,0.9702355633805075,5.041431000440344,5.049952225338215,0,8.644621603333492,984.7270496476625,241.3451329554561,8.594289619243456,1.3729977116704806,0.0001,8.665995413990903,0.008521224897870994,-0.008521224897870994,0.8065581466282001,8.016095280674662,114.5802752293578,8.638200493292754,0.32825684848168546,27.70785461315434,0.036891894183009186,0.32825684848168546,437,0.0,0.001
1978,1.0,0.9750469224637236,4.811730638995569,4.818183105992692,0,8.75827964517786,996.9952608768319,234.17765653475584,8.707342480543563,1.8306636155606408,0.0001,8.779735376047613,0.006452466997123096,-0.006452466997123096,0.8152783393590373,8.068555764153976,114.50229357798165,8.75177407259209,0.32752058823463115,26.544103757346647,0.14156603718083946,0.32752058823463115,437,0.0,0.001
