Omega,WeightMin,Eta,WeightMean,NormDeltaVar,DualAfter,RewardMean,LossReg,Primal,WeightMedian,DualBefore,ITERATIONS,TimestepsMean,TimestepsStd,DualReg,Epsilon,Wins,Traj,WeightMax,ReturnsMean,DeltaOmega,NormDeltaOmega,OmegaBefore,RewardStd,ConfortViolation,ReturnsStd
30.0,0.6429599833642798,82.62103913949372,0.6429599833642798,0.739972563150336,-25.5620811613022,-27.676566155752976,0.0,-24.879457190658968,0.6545666569987086,-1.5494231265132106,748,4.714474304573314,0.6758045265178725,0.0001,0.001,0.0,10606,1.0,-130.48095069120578,0.0,0.0,30.0,14.363323848893017,0,23.734161701340753
30.0,0.6424478321559053,82.6248552819778,0.6424478321559053,0.8590591129115625,-25.560373487475513,-27.675068769393892,0.0,-24.877686457579323,0.6545803348219392,-1.5492003047511824,778,4.713329562594269,0.6788967183111099,0.0001,0.001,0.0,10609,1.0,-130.44157141003373,0.0,0.0,30.0,14.364539642112623,0,23.83644509640091
30.0,0.6431952849078825,82.57024939134722,0.6431952849078825,1.278350715564779,-25.585996976628085,-27.697663833703235,0.0,-24.904211995851504,0.6544058338266319,-1.5524248476148876,808,4.728553863614868,0.7012270924738973,0.0001,0.001,0.0,10574,1.0,-130.96969915897188,0.0,0.0,30.0,14.346917821681478,0,24.61537560204678
30.0,0.6425672300228705,82.5502031833236,0.6425672300228705,0.0494993955205,-25.59584134886159,-27.70639457141234,0.0,-24.91438736697033,0.6543659740296994,-1.5536403479435754,838,4.734305463497775,0.7107105400198913,0.0001,0.001,0.0,10562,1.0,-131.17035208058905,0.0,0.0,30.0,14.340424619416211,0,24.95523310820568
30.0,0.6427137259716545,82.5156592191871,0.6427137259716545,0.6266713024852104,-25.614216399547438,-27.722838902150468,0.0,-24.933332611890634,0.6542082242067255,-1.5558203402765172,868,4.744638451319036,0.7307874527202051,0.0001,0.001,0.0,10539,1.0,-131.53470709552533,0.0,0.0,30.0,14.329102121432229,0,25.65501374090728
30.0,0.6433500534329477,82.54484207706771,0.6433500534329477,0.582124898393808,-25.597283878510623,-27.70754714665476,0.0,-24.915918404456185,0.6543267796844361,-1.5538844278037902,898,4.735555976510703,0.7276161742742746,0.0001,0.001,0.0,10559,1.0,-131.211105507733,0.0,0.0,30.0,14.338772493595753,0,25.551848571437194
30.0,0.6436308471979548,82.62228333900694,0.6436308471979548,1.6870368815068422,-25.560915116949182,-27.675472637103276,0.0,-24.878270587032922,0.6545846812246623,-1.5493088449048131,928,4.713935508202904,0.6899018623407877,0.0001,0.001,0.0,10607,1.0,-130.46083151012215,0.0,0.0,30.0,14.363762882725352,0,24.22373261896908
30.0,0.6434868816018806,82.63157876335383,0.6434868816018806,1.1622889140062245,-25.560032490424906,-27.675081370170897,0.0,-24.877234352367026,0.6546035509601705,-1.5489918047367648,958,4.7123468426013195,0.6971114877509262,0.0001,0.001,0.0,10611,1.0,-130.41425517228785,0.0,0.0,30.0,14.3665000635399,0,24.480675821808596
30.0,0.6431892812158975,82.6090807757948,0.6431892812158975,0.05363922280200118,-25.56789143280115,-27.68171192779243,0.0,-24.88546504742114,0.6545255169081555,-1.550143345183199,988,4.717776939045103,0.7112228706652393,0.0001,0.001,0.0,10599,1.0,-130.59601648509314,0.0,0.0,30.0,14.359452150558099,0,24.97598482863485
30.0,0.6441000041849623,82.73018304011096,0.6441000041849623,1.4913483518813462,-25.50385183160766,-27.624449746282938,0.0,-24.819423179141868,0.6549497244675935,-1.542530168696268,1018,4.681992695945313,0.6395556910235561,0.0001,0.001,0.0,10680,1.0,-129.33725769718095,0.0,0.0,30.0,14.399146328809714,0,22.456107195880886
30.0,0.643106339696659,82.76588181481584,0.643106339696659,1.3796809704456847,-25.485993958841185,-27.608585745056295,0.0,-24.800974513946848,0.6550752298136999,-1.5403589276259797,1048,4.671930480284059,0.6327766362446257,0.0001,0.001,0.0,10703,1.0,-128.98593397164987,0.0,0.0,30.0,14.410789145722836,0,22.229680356240774
30.0,0.642647129816975,82.8827603888859,0.642647129816975,0.04909586967036282,-25.42804174496702,-27.55716301304986,0.0,-24.741086248506143,0.6554478888957244,-1.5332832068287268,1078,4.638986825013918,0.5538624089256193,0.0001,0.001,0.0,10779,1.0,-127.83769047935236,0.0,0.0,30.0,14.448872759680034,0,19.479898098936484
30.0,0.6446116056922512,82.91589752221641,0.6446116056922512,2.880075070756256,-25.414395763034552,-27.545349951579905,0.0,-24.72689086457252,0.6555409351395272,-1.531462073632051,1108,4.630545521904232,0.5364586769675073,0.0001,0.001,0.0,10798,1.0,-127.55050441035843,0.0,0.0,30.0,14.459458470317532,0,18.876882599513753
30.0,0.6440509725420348,82.86806100564638,0.6440509725420348,5.786826202442038,-25.437067009907928,-27.56535308309294,0.0,-24.750355153749354,0.6553796735317498,-1.5342842317257956,1138,4.6436333240456955,0.5353329050692367,0.0001,0.001,0.0,10768,1.0,-128.00388361310573,0.0,0.0,30.0,14.443935569726314,0,18.835047886531594
30.0,0.6433848081582813,82.8200946330106,0.6433848081582813,2.552185842635669,-25.45596626094548,-27.581607985743126,0.0,-24.770049140039212,0.6552745951466521,-1.5368679161474303,1168,4.655554520905112,0.5986681817546546,0.0001,0.001,0.0,10740,1.0,-128.40756154165646,0.0,0.0,30.0,14.428693571816662,0,21.033125302964056
30.0,0.643658929460991,82.73031252881268,0.643658929460991,1.3557026320278405,-25.505504996432,-27.626098265925403,0.0,-24.821074201502455,0.6549404753519948,-1.5426374553501516,1198,4.682588742156036,0.6066421743123972,0.0001,0.001,0.0,10678,1.0,-129.36212626402366,0.0,0.0,30.0,14.399060477215194,0,21.318531140696447
30.0,0.6436602563815573,82.83588977377309,0.6436602563815573,0.6435765194191909,-25.455964690886464,-27.58243062002325,0.0,-24.769785917697853,0.6552812036376159,-1.5364224745336936,1228,4.6534810126582276,0.6007030667765193,0.0001,0.001,0.0,10745,1.0,-128.3540380742961,0.0,0.0,30.0,14.433210178623098,0,21.112714540377674
30.0,0.6438541033430832,82.80696748435051,0.6438541033430832,0.8507836163685678,-25.46550059181428,-27.590386392965996,0.0,-24.779800889123337,0.6551977467266202,-1.5378594455857098,1258,4.660173361916302,0.5814249722649277,0.0001,0.001,0.0,10730,1.0,-128.57561009699853,0.0,0.0,30.0,14.424171100208723,0,20.443331944654275
30.0,0.6443621366616166,82.84413204445858,0.6443621366616166,1.2225630878841478,-25.449182184960108,-27.57612969672015,0.0,-24.76286685558981,0.6553117423109005,-1.535751221447355,1288,4.650358106222677,0.5693220769630806,0.0001,0.001,0.0,10752,1.0,-128.23862029628856,0.0,0.0,30.0,14.436124249563825,0,20.020365352236333
30.0,0.6444922818777906,82.77663765442561,0.6444922818777906,2.0420461420821887,-25.482081785922645,-27.605262990854627,0.0,-24.796884288639408,0.6550697761539073,-1.5397984942094802,1318,4.669312663429212,0.602729761974331,0.0001,0.001,0.0,10709,1.0,-128.8980606087307,0.0,0.0,30.0,14.414172700253456,0,21.179387137766156
30.0,0.6432661073217913,82.85270353681646,0.6432661073217913,3.2103337467278354,-25.44211555901044,-27.569562687444442,0.0,-24.755658204569304,0.6553561637588112,-1.5350474488945798,1348,4.647179105864858,0.5578939363285087,0.0001,0.001,0.0,10760,1.0,-128.12122384261176,0.0,0.0,30.0,14.439140459775505,0,19.614203189634964
30.0,0.6442649722677892,82.82076634853605,0.6442649722677892,0.9443227938799577,-25.460567167028376,-27.586209213029647,0.0,-24.774638920014308,0.6552264368094317,-1.5371472847761505,1378,4.6568554396423245,0.5671929534686138,0.0001,0.001,0.0,10737,1.0,-128.46474646878298,0.0,0.0,30.0,14.428509555515847,0,19.941108878814365
30.0,0.6443234081711768,82.74928335321248,0.6443234081711768,1.0628824737643592,-25.493158365408995,-27.614831290476562,0.0,-24.80841364638543,0.6550335666068988,-1.5412936818536986,1408,4.676206509539843,0.6178104580432535,0.0001,0.001,0.0,10693,1.0,-129.13244953166185,0.0,0.0,30.0,14.405465395069733,0,21.707497305196487
30.0,0.643386376459886,82.79280602872343,0.643386376459886,0.026282963929049715,-25.472223663731096,-27.596321123599694,0.0,-24.78675847121705,0.655156246732596,-1.5386985673542142,1438,4.664085820895522,0.6081975021241026,0.0001,0.001,0.0,10721,1.0,-128.71140396252198,0.0,0.0,30.0,14.419585229864358,0,21.381501898618886
30.0,0.6407308573123431,82.69344229613236,0.6407308573123431,1.293790977843116,-25.52032913112294,-27.638891378234163,0.0,-24.836508248705375,0.65484369892581,-1.5446460513893485,1468,4.692004504504505,0.6281944477977928,0.0001,0.001,0.0,10657,1.0,-129.68232008335949,0.0,0.0,30.0,14.387334534778994,0,22.057420138892635
30.0,0.6421719731946048,82.60648643998209,0.6421719731946048,0.6628145313134313,-25.56850864908433,-27.682188191144675,0.0,-24.886125125523872,0.6545112389553083,-1.5502520632354473,1498,4.718289920724802,0.6761380388225487,0.0001,0.001,0.0,10597,1.0,-130.6123005126235,0.0,0.0,30.0,14.358645924079651,0,23.740549513254532
30.0,0.6422523075474249,82.54622719650555,0.6422523075474249,0.5082137579477508,-25.598713973480937,-27.709038924102792,0.0,-24.91732563273652,0.6543459716377376,-1.5539391390267219,1528,4.735720375106564,0.7083220814877726,0.0001,0.001,0.0,10558,1.0,-131.22211297182153,0.0,0.0,30.0,14.33905594106222,0,24.867641934883817
30.0,0.6434235964174928,82.70471198593661,0.6434235964174928,0.7390613421326339,-25.518652743926147,-27.637814176919413,0.0,-24.834645465658948,0.6548490744067712,-1.5442169838277475,1558,4.689897758184035,0.641906601342625,0.0001,0.001,0.0,10662,1.0,-129.61828984451466,0.0,0.0,30.0,14.390685182975515,0,22.534536380154414
30.0,0.6398790260262652,82.71394075794157,0.6398790260262652,1.8229097011917192,-25.514837552537966,-27.63450833754994,0.0,-24.830677615349913,0.6548877432381683,-1.5437081409848217,1588,4.687605475342209,0.6107897157490674,0.0001,0.001,0.0,10667,1.0,-129.5401606733374,0.0,0.0,30.0,14.393631123688936,0,21.45807828360691
30.0,0.6434805692005405,82.77165747504877,0.6434805692005405,1.12690693714582,-25.48535146421957,-27.608248630140146,0.0,-24.80023641183504,0.6550650855963613,-1.5401520825865214,1618,4.670870702541106,0.5758497235038379,0.0001,0.001,0.0,10705,1.0,-128.9542069024966,0.0,0.0,30.0,14.412485512354118,0,20.235615600102175
30.0,0.6430124281471903,82.75765980539735,0.6430124281471903,0.7179326231431036,-25.485309473723074,-27.6074775115118,0.0,-24.800426120457093,0.6550601526445087,-1.540545808583354,1648,4.672803738317757,0.5957392241271302,0.0001,0.001,0.0,10701,1.0,-129.00486465924376,0.0,0.0,30.0,14.408492254331911,0,20.93471980548282
30.0,0.6431222716031237,82.80701602024894,0.6431222716031237,0.44381346812994354,-25.46143027980602,-27.58634901522923,0.0,-24.775729773224594,0.6552111058949716,-1.5375930728647684,1678,4.658745690056844,0.5862658466905794,0.0001,0.001,0.0,10732,1.0,-128.51615671365994,0.0,0.0,30.0,14.424514082364732,0,20.59183998949548
30.0,0.643112890816119,82.64550480909338,0.643112890816119,1.9256230730140536,-25.544489422230285,-27.660376829119304,0.0,-24.861461121735644,0.6546636691237142,-1.5475791755994668,1708,4.705694117647059,0.6445942093063513,0.0001,0.001,0.0,10626,1.0,-130.1610260278664,0.0,0.0,30.0,14.371707600058082,0,22.636407390938782
30.0,0.6424235374018841,82.64610299004477,0.6424235374018841,1.5350000302675835,-25.545553921349544,-27.66146504686657,0.0,-24.862515733597856,0.6546791484420893,-1.5476332904176684,1738,4.705948795180723,0.6695974135054937,0.0001,0.001,0.0,10625,1.0,-130.17322694995255,0.0,0.0,30.0,14.37179830257558,0,23.50529189520862
30.0,0.642796202110125,82.61828669964285,0.642796202110125,8.441300633805987,-25.55941522953289,-27.673777148210434,0.0,-24.876836739261,0.6545711764639006,-1.5493288447048157,1768,4.714029794455969,0.685485162655139,0.0001,0.001,0.0,10607,1.0,-130.45557598568988,0.0,0.0,30.0,14.362756665727854,0,24.06755847104865
30.0,0.6432635460840371,82.59733854173501,0.6432635460840371,1.459283884487853,-25.5723551785317,-27.68553090418415,0.0,-24.890122779487726,0.6545089370080699,-1.5507640054335152,1798,4.720706260032102,0.7056597821768952,0.0001,0.001,0.0,10592,1.0,-130.69506441120254,0.0,0.0,30.0,14.355732392886866,0,24.781610360237465
30.0,0.6424898238642555,82.49112572519309,0.6424898238642555,0.02601675037850725,-25.627937578630938,-27.73518507011738,0.0,-24.94745860404197,0.6541414317709601,-1.5574147003196026,1828,4.752209865982321,0.7477756592180261,0.0001,0.001,0.0,10522,1.0,-131.80324063986455,0.0,0.0,30.0,14.321015844612797,0,26.245715887547348
30.0,0.6427817658039918,82.59322576153463,0.6427817658039918,1.3001046096638103,-25.571357469797185,-27.684327404507894,0.0,-24.88919300892079,0.6545062425415435,-1.5508184215666139,1858,4.721057601510859,0.6905543854674288,0.0001,0.001,0.0,10591,1.0,-130.6997994018109,0.0,0.0,30.0,14.354647239882288,0,24.241531615193516
30.0,0.6426944617078523,82.68250508283082,0.6426944617078523,1.1524829260001774,-25.527898374817653,-27.64583540774601,0.0,-24.844258365053125,0.654785093318742,-1.5454509243353356,1888,4.695688926458157,0.6538664165304189,0.0001,0.001,0.0,10648,1.0,-129.8160350137006,0.0,0.0,30.0,14.383608822299143,0,22.96225680813122
30.0,0.6434864601812351,82.71757921668136,0.6434864601812351,1.1734685966244238,-25.506110664342685,-27.626034606015757,0.0,-24.82189053629225,0.6549358629428448,-1.5430321273163958,1918,4.684437365314345,0.6357052392142921,0.0001,0.001,0.0,10674,1.0,-129.41297940665265,0.0,0.0,30.0,14.39535853253073,0,22.324138538878845
30.0,0.6427998282787453,82.62488817335343,0.6427998282787453,2.0813707522545597,-25.55192825072093,-27.666687819091813,0.0,-24.869240677121287,0.6546301333499438,-1.548649121022443,1948,4.7107321209837,0.6810036055773718,0.0001,0.001,0.0,10614,1.0,-130.33024497407092,0.0,0.0,30.0,14.365227193407442,0,23.918186951110837
30.0,0.6419635904912595,82.62436736391271,0.6419635904912595,2.4188037539451157,-25.55944672493623,-27.67412530431392,0.0,-24.87676775769956,0.6545988194052618,-1.5491603071510331,1978,4.713235294117647,0.6653216374718787,0.0001,0.001,0.0,10609,1.0,-130.43516050255397,0.0,0.0,30.0,14.364495588645992,0,23.364095503383115
