ConfortViolation,Traj,WeightMedian,OmegaBefore,Wins,DualBefore,NormDeltaOmega,RewardMean,NormDeltaVar,ReturnsMean,DeltaOmega,Epsilon,DualAfter,Omega,WeightMax,ITERATIONS,TimestepsStd,WeightMean,Primal,LossReg,DualReg,RewardStd,TimestepsMean,Eta,WeightMin,ReturnsStd
0,100,0.07891603121127812,[[0.8]],0.0,7.03576040415212,0.5839093040384334,2.34472,38.21270689746686,1171.4141414141413,[[-0.5839093]],0.5401,5.404317531296917,[[0.2160907]],1.0,0,0.0,0.0418269834846185,5.404317533792489,0.0,0.0,2.4216457465120698,500.0,3.1503865931041433,0.0418269834846185,55.5241343650678
0,100,0.09166354196490281,[[0.2160907]],0.0,9.61228043660504,0.1781753365351363,4.778,27.78787167262672,2385.89898989899,[[-0.17817534]],0.5401,9.108793094952643,[[0.03791536]],1.0,1,0.0,0.05043659895101942,9.108793263481195,0.0,0.0,4.351808359751151,500.0,3.347797831125054,0.05043659895101942,121.6341172690795
0,100,1.0,[[0.03791536]],0.0,10.382530527391303,0.037915356480199454,8.69488,234.41418616805223,4345.878787878788,[[-0.03791536]],0.5401,10.001773322160824,[[2.94623081e-09]],1.0,2,0.0,0.0,10.000000000001142,0.0,0.0,3.1856713241638723,500.0,0.004637433589041258,0.0,92.84975076279193
0,100,1.0,[[2.94623081e-09]],0.0,10.538098088311147,6.459314092785578e-10,9.98,3.5355339059327093,4990.0,[[-6.45931409e-10]],0.5401,10.002302042773591,[[2.30029941e-09]],1.0,3,0.0,0.0,9.999999999997792,0.0,0.0,0.4467661580737735,500.0,0.004278110650880199,0.0,0.0
0,100,1.0,[[2.30029941e-09]],0.0,10.538098088311147,0.0,9.98,0.0,4990.0,[[0.]],0.5401,10.002302042773591,[[2.30029941e-09]],1.0,4,0.0,0.0,9.999999999997792,0.0,0.0,0.4467661580737735,500.0,0.004278110650880199,0.0,0.0
0,100,1.0,[[2.30029941e-09]],0.0,10.538098088311147,0.0,9.98,0.0,4990.0,[[0.]],0.5401,10.002302042773591,[[2.30029941e-09]],1.0,5,0.0,0.0,9.999999999997792,0.0,0.0,0.4467661580737735,500.0,0.004278110650880199,0.0,0.0
0,100,1.0,[[2.30029941e-09]],0.0,10.538098088311147,0.0,9.98,0.0,4990.0,[[0.]],0.5401,10.002302042773591,[[2.30029941e-09]],1.0,6,0.0,0.0,9.999999999997792,0.0,0.0,0.4467661580737735,500.0,0.004278110650880199,0.0,0.0
0,100,1.0,[[2.30029941e-09]],0.0,10.538098088311147,0.0,9.98,0.0,4990.0,[[0.]],0.5401,10.002302042773591,[[2.30029941e-09]],1.0,7,0.0,0.0,9.999999999997792,0.0,0.0,0.4467661580737735,500.0,0.004278110650880199,0.0,0.0
0,100,1.0,[[2.30029941e-09]],0.0,10.538098088311147,0.0,9.98,0.0,4990.0,[[0.]],0.5401,10.002302042773591,[[2.30029941e-09]],1.0,8,0.0,0.0,9.999999999997792,0.0,0.0,0.4467661580737735,500.0,0.004278110650880199,0.0,0.0
0,100,1.0,[[2.30029941e-09]],0.0,10.538098088311147,0.0,9.98,0.0,4990.0,[[0.]],0.5401,10.002302042773591,[[2.30029941e-09]],1.0,9,0.0,0.0,9.999999999997792,0.0,0.0,0.4467661580737735,500.0,0.004278110650880199,0.0,0.0
0,100,1.0,[[2.30029941e-09]],0.0,10.538098088311147,0.0,9.98,0.0,4990.0,[[0.]],0.5401,10.002302042773591,[[2.30029941e-09]],1.0,10,0.0,0.0,9.999999999997792,0.0,0.0,0.4467661580737735,500.0,0.004278110650880199,0.0,0.0
0,100,1.0,[[2.30029941e-09]],0.0,10.538098088311147,0.0,9.98,0.0,4990.0,[[0.]],0.5401,10.002302042773591,[[2.30029941e-09]],1.0,11,0.0,0.0,9.999999999997792,0.0,0.0,0.4467661580737735,500.0,0.004278110650880199,0.0,0.0
0,100,1.0,[[2.30029941e-09]],0.0,10.538098088311147,0.0,9.98,0.0,4990.0,[[0.]],0.5401,10.002302042773591,[[2.30029941e-09]],1.0,12,0.0,0.0,9.999999999997792,0.0,0.0,0.4467661580737735,500.0,0.004278110650880199,0.0,0.0
0,100,1.0,[[2.30029941e-09]],0.0,10.538098088311147,0.0,9.98,0.0,4990.0,[[0.]],0.5401,10.002302042773591,[[2.30029941e-09]],1.0,13,0.0,0.0,9.999999999997792,0.0,0.0,0.4467661580737735,500.0,0.004278110650880199,0.0,0.0
0,100,1.0,[[2.30029941e-09]],0.0,10.538098088311147,0.0,9.98,0.0,4990.0,[[0.]],0.5401,10.002302042773591,[[2.30029941e-09]],1.0,14,0.0,0.0,9.999999999997792,0.0,0.0,0.4467661580737735,500.0,0.004278110650880199,0.0,0.0
0,100,1.0,[[2.30029941e-09]],0.0,10.538098088311147,0.0,9.98,0.0,4990.0,[[0.]],0.5401,10.002302042773591,[[2.30029941e-09]],1.0,15,0.0,0.0,9.999999999997792,0.0,0.0,0.4467661580737735,500.0,0.004278110650880199,0.0,0.0
0,100,1.0,[[2.30029941e-09]],0.0,10.538098088311147,0.0,9.98,0.0,4990.0,[[0.]],0.5401,10.002302042773591,[[2.30029941e-09]],1.0,16,0.0,0.0,9.999999999997792,0.0,0.0,0.4467661580737735,500.0,0.004278110650880199,0.0,0.0
0,100,1.0,[[2.30029941e-09]],0.0,10.538098088311147,0.0,9.98,0.0,4990.0,[[0.]],0.5401,10.002302042773591,[[2.30029941e-09]],1.0,17,0.0,0.0,9.999999999997792,0.0,0.0,0.4467661580737735,500.0,0.004278110650880199,0.0,0.0
0,100,1.0,[[2.30029941e-09]],0.0,10.538098088311147,0.0,9.98,0.0,4990.0,[[0.]],0.5401,10.002302042773591,[[2.30029941e-09]],1.0,18,0.0,0.0,9.999999999997792,0.0,0.0,0.4467661580737735,500.0,0.004278110650880199,0.0,0.0
0,100,1.0,[[2.30029941e-09]],0.0,10.538098088311147,0.0,9.98,0.0,4990.0,[[0.]],0.5401,10.002302042773591,[[2.30029941e-09]],1.0,19,0.0,0.0,9.999999999997792,0.0,0.0,0.4467661580737735,500.0,0.004278110650880199,0.0,0.0
