ITERATIONS,Theta,Epsilon,OmegaBefore,WeightMedian,LossReg,ReturnsStd,NormDeltaVar,TimestepsMean,WeightMean,DualReg,Omega,ConfortViolation,NormDeltaOmega,ThetaBefore,DualBefore,TimestepsStd,Eta,ReturnsMean,DeltaOmega,Primal,DualAfter,Wins,Traj,RewardMean,WeightMin,WeightMax,RewardStd
68,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
69,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
70,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
71,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
72,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
73,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
74,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
75,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
76,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
77,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
78,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
79,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
80,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
81,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
82,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
83,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
84,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
85,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
86,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
87,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
88,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
89,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
90,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
91,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
92,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
93,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
94,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
95,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
96,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
97,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
98,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
99,0.9999999897391637,0.01,5.323315896228526e-09,1.0,0.0,0.0,0.0,500.0,1.7154523370568488e-140,0.0,5.323315896228526e-09,0,0.0,0.9999999897391637,10.007998088311146,0.0,0.03107305485617784,4990.0,[[0.]],9.999999999999508,10.000248522209754,0.0,20,9.98,1.7154523370568488e-140,1.0,0.44676615807377346
