Traj,LossReg,ThetaBefore,WeightMean,Omega,Primal,TimestepsStd,Epsilon,OmegaBefore,Eta,ITERATIONS,Wins,NormDeltaOmega,NormDeltaVar,ReturnsMean,TimestepsMean,DualBefore,WeightMedian,DualAfter,RewardMean,ReturnsStd,RewardStd,WeightMin,DeltaOmega,ConfortViolation,WeightMax,Theta,DualReg
20,0.0,0.9999999184243216,0.6856489708586209,0.11322859675099976,8.171087828195922,0.0,0.01,0.14127112671346442,26.497823488661805,15,0.0,0.02804252996246466,2.3359380350029824e-06,3813.2631578947367,500.0,9.700962332391258,1.0,8.171087931394908,7.624,88.85993834489916,3.9812842149236216,0.6856489708586209,[[-0.02804253]],0,1.0,0.9999999184243349,0.0
20,0.0,0.9999999184243349,0.6628021959393797,0.08819963669865327,8.567262646010786,0.0,0.01,0.11322859675099976,24.314413750943764,16,0.0,0.02502896005234649,3.3358748510181613e-06,4024.315789473684,500.0,9.765687746728098,1.0,8.567261053179152,8.0608,89.61734596639727,3.7149836284969004,0.6628021959393797,[[-0.02502896]],0,1.0,0.9999999184243538,0.0
20,0.0,0.9999999184243538,0.627505981112523,0.06263327443635162,8.968238662273144,0.0,0.01,0.08819963669865327,21.459131851804727,17,0.0,0.025566362262301648,6.159216042078697e-06,4253.684210526316,500.0,9.828996460968348,1.0,8.968238488959038,8.5156,105.83256519595317,3.3567479261928503,0.627505981112523,[[-0.02556636]],0,1.0,0.9999999184243891,0.0
20,0.0,0.9999999184243891,0.579604944015446,0.04143937838433865,9.302387732035248,0.0,0.01,0.06263327443635162,18.334879807805365,18,0.0,0.021193896052012974,1.081700000327146e-05,4456.210526315789,500.0,9.880714699772401,1.0,9.302387038532164,8.9092,85.51735985497388,2.9564430249879665,0.579604944015446,[[-0.0211939]],0,1.0,0.9999999184244508,0.0
20,0.0,0.9999999184244508,0.5077789256211239,0.02495009447604255,9.584105699051824,0.0,0.01,0.04143937838433865,14.755593254194025,19,0.0,0.0164892839082961,2.1481000061385203e-05,4626.421052631579,500.0,9.924132386122423,1.0,9.584105610176088,9.2596,70.31232263751099,2.4889772678753013,0.5077789256211239,[[-0.01648928]],0,1.0,0.9999999184245734,0.0
20,0.0,0.9999999184245734,0.38450706774119237,0.011053515185101196,9.816316076225808,0.0,0.01,0.02495009447604255,10.462515277000072,20,0.0,0.013896579290941355,7.142875020349493e-05,4788.736842105263,500.0,9.961659020423324,1.0,9.816315357613664,9.5742,36.0070784053755,1.9253816141222497,0.38450706774119237,[[-0.01389658]],0,1.0,0.9999999184249813,0.0
20,0.0,0.9999999184249813,0.2487830298662036,0.004391930515682323,9.927295910435836,0.0,0.01,0.011053515185101196,7.188172778679371,21,0.0,0.0066615846694188735,0.00019675045507483446,4874.105263157895,500.0,9.981708612722453,1.0,9.927295910390281,9.7472,39.91819890573867,1.5014966400228806,0.2487830298662036,[[-0.00666158]],0,1.0,0.9999999184261048,0.0
20,0.0,0.9999999184261048,0.04451674731430564,0.0004617427593235341,9.992970786615283,0.0,0.01,0.004391930515682323,3.2134813858384677,22,0.0,0.003930187756358789,0.002990232714182639,4941.263157894737,500.0,9.997018281945833,1.0,9.992967857112838,9.882,34.96290079688704,1.0383043869694475,0.04451674731430564,[[-0.00393019]],0,1.0,0.9999999184431778,0.0
20,0.0,0.9999999184431778,2.4755137434180214e-140,7.935117353301228e-09,9.999999999999908,0.0,0.01,0.0004617427593235341,0.03110850828985909,23,0.0,0.0004617348242061808,42.731449199645624,4985.263157894737,500.0,10.00679518939349,1.0,10.000211378240204,9.9692,7.926252882954399,0.5453910156942449,2.4755137434180214e-140,[[-0.00046173]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,24,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,25,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,26,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,27,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,28,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,29,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,30,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,31,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,32,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,33,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,34,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,35,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,36,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,37,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,38,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,39,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,40,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,41,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,42,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,43,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,44,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,45,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,46,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,47,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,48,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,49,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,50,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,51,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,52,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,53,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,54,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,55,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,56,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,57,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,58,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,59,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,60,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,61,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,62,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,63,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,64,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,65,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,66,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,67,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,68,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,69,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,70,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,71,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,72,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,73,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,74,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,75,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
20,0.0,0.9999999959036405,1.7154523370568488e-140,7.935117353301228e-09,9.999999999999508,0.0,0.01,7.935117353301228e-09,0.03107305485617784,76,0.0,0.0,0.0,4990.0,500.0,10.007998088311146,1.0,10.000248522209754,9.98,0.0,0.44676615807377346,1.7154523370568488e-140,[[0.]],0,1.0,0.9999999959036405,0.0
