WeightMin,WeightMedian,RewardStd,ReturnsMean,Epsilon,NormDeltaVar,Wins,ReturnsStd,RewardMean,DeltaOmega,OmegaBefore,Omega,TimestepsStd,Traj,ConfortViolation,WeightMax,Eta,Theta,ITERATIONS,DualBefore,DualAfter,WeightMean,ThetaBefore,Primal,TimestepsMean,LossReg,NormDeltaOmega,DualReg
0.6899898877744166,0.7431460619613337,3.6355306572768713,1634.2105263157894,0.01,224.0830622682567,0.0,88.08822069969844,3.2678,[[0.0771035]],0.41702200470257395,0.494125508529002,0.0,20,0,1.0,26.94848770640847,0.9999999401776314,0,8.425769041688014,3.794787886621255,0.6899898877744166,0.7203244934421581,3.7947882154092354,500.0,0.0,0.07710350382642805,0.0
0.7031762957147895,0.7544863337885583,3.8571891112570564,1757.0526315789473,0.01,2.486687833425094e-07,0.0,91.02080368575696,3.5096,[[-0.03037357]],0.494125508529002,0.4637519434725512,0.0,20,0,1.0,28.397180039065447,0.9999999401776323,1,8.633169447550344,4.066771385488133,0.7031762957147895,0.9999999401776314,4.066771273550613,500.0,0.0,0.03037356505645078,0.0
0.7128348705744716,0.7627656888723555,4.0520441804106735,1942.1052631578948,0.01,3.960710728279082e-07,0.0,137.0431721207983,3.8714,[[-0.03922984]],0.4637519434725512,0.42452210120139494,0.0,20,0,1.0,29.541618935370963,0.999999940177634,2,8.792484040642206,4.453804027525306,0.7128348705744716,0.9999999401776323,4.45380403752385,500.0,0.0,0.03922984227115628,0.0
0.7201690427622305,0.7690375736001888,4.217432010121799,2115.684210526316,0.01,4.1857848032123e-07,0.0,93.58871537439416,4.2418,[[-0.04281984]],0.42452210120139494,0.38170226570521826,0.0,20,0,1.0,30.462792611376248,0.9999999401776358,3,8.935153816272502,4.845120580460882,0.7201690427622305,0.999999940177634,4.845120629433131,500.0,0.0,0.042819835496176684,0.0
0.7249765513133044,0.7731418246989809,4.348442001452934,2349.3684210526317,0.01,5.01771694416675e-07,0.0,111.36105835775608,4.6904,[[-0.04144793]],0.38170226570521826,0.34025433557316764,0.0,20,0,1.0,31.092983574637483,0.9999999401776378,4,9.079194928645958,5.3092964308081445,0.7249765513133044,0.9999999401776358,5.309296493813369,500.0,0.0,0.041447930132050614,0.0
0.7274034153374344,0.7752116106195253,4.430264276541525,2523.7894736842104,0.01,4.815093177512608e-07,0.0,106.56926531720723,5.0562,[[-0.03878667]],0.34025433557316764,0.3014676611362062,0.0,20,0,1.0,31.419463707914268,0.9999999401776398,5,9.185884623822307,5.684156949952858,0.7274034153374344,0.9999999401776378,5.684156993339292,500.0,0.0,0.03878667443696143,0.0
0.7269382295053265,0.774814977314273,4.465719341830607,2753.157894736842,0.01,5.963228488781169e-07,0.0,163.76789196198726,5.5274,[[-0.03722722]],0.3014676611362062,0.2642404367202506,0.0,20,0,1.0,31.356438317598073,0.9999999401776425,6,9.302976303373308,6.157244385783745,0.7269382295053265,0.9999999401776398,6.157244202196485,500.0,0.0,0.037227224415955606,0.0
0.7236199101332923,1.0,4.450118038883913,3015.157894736842,0.01,8.065935048762185e-07,0.0,98.3234528738772,6.0212,[[-0.03861769]],0.2642404367202506,0.22562274998135026,0.0,20,0,1.0,30.912951218896296,0.9999999401776458,7,9.412700529594227,6.645519752507381,0.7236199101332923,0.9999999401776425,6.645520165829121,500.0,0.0,0.03861768673890034,0.0
0.71822649040407,1.0,4.393390945499843,3225.684210526316,0.01,8.760256662299071e-07,0.0,113.77033774535664,6.454,[[-0.03430568]],0.22562274998135026,0.1913170662968786,0.0,20,0,1.0,30.214190198278313,0.9999999401776494,8,9.50031223991541,7.067335125446999,0.71822649040407,0.9999999401776458,7.067335137550124,500.0,0.0,0.03430568368447165,0.0
0.7093809317813304,1.0,4.282158035383561,3445.3684210526317,0.01,1.0624302433370758e-06,0.0,100.66944894126767,6.8984,[[-0.03139106]],0.1913170662968786,0.15992600333255502,0.0,20,0,1.0,29.123729618178782,0.9999999401776538,9,9.581784979920787,7.492982718705457,0.7093809317813304,0.9999999401776494,7.492983470071805,500.0,0.0,0.03139106296432359,0.0
