NormDeltaVar,ThetaBefore,WeightMax,TimestepsStd,Wins,Traj,DeltaOmega,WeightMedian,ITERATIONS,RewardStd,Eta,DualAfter,OmegaBefore,ConfortViolation,WeightMean,Primal,Omega,WeightMin,LossReg,TimestepsMean,NormDeltaOmega,RewardMean,Epsilon,DualReg,ReturnsStd,DualBefore,ReturnsMean,Theta
235.5362439788207,0.6348337060527302,1.0,0.0,0.0,20,[[-0.0742634]],0.623211536243437,0,2.1538072708578175,16.917994997342948,2.4585319810655246,0.7838323508057506,0,0.5537252844764005,2.4585321603684367,0.7095689494057112,0.5537252844764005,0.0,500.0,0.0742634014000394,2.1368,0.01,0.0,50.875547462802686,6.8875279900395,1066.3157894736842,0.9999999602456813
2.847157531959965e-07,0.9999999602456813,1.0,0.0,0.0,20,[[-0.01545001]],0.6628349985314247,1,2.4860860081662497,19.45387190329134,2.6400969947270836,0.7095689494057112,0,0.5980765707752292,2.640097001978779,0.6941189381809352,0.5980765707752292,0.0,500.0,0.015450011224776072,2.2694,0.01,0.0,56.001780739395954,7.546630331516347,1132.1052631578948,0.9999999602456819
2.540316472732229e-07,0.9999999602456819,1.0,0.0,0.0,20,[[-0.01656794]],0.6724312514850443,2,2.589313391615623,20.158475806814575,2.7054522871760156,0.6941189381809352,0,0.6089194711730231,2.7054522896119133,0.6775510024643918,0.6089194711730231,0.0,500.0,0.01656793571654336,2.3204,0.01,0.0,68.61737017916607,7.638522170712806,1161.157894736842,0.9999999602456826
3.021000338776503e-07,0.9999999602456826,1.0,0.0,0.0,20,[[-0.02825514]],0.6885307917872988,3,2.778218249166181,21.436500705344024,2.8456068541307626,0.6775510024643918,0,0.6271973415760138,2.8456068542929045,0.6492958595634741,0.6271973415760138,0.0,500.0,0.028255142900917685,2.4344,0.01,0.0,79.57323844740962,7.80212840413707,1219.6842105263158,0.9999999602456835
2.4915240715017717e-07,0.9999999602456835,1.0,0.0,0.0,20,[[-0.02342384]],0.6987163987222517,4,2.90896676502156,22.314558416653714,2.9398421826127326,0.6492958595634741,0,0.638816566492854,2.939842311679768,0.6258720181676037,0.638816566492854,0.0,500.0,0.023423841395870393,2.5106,0.01,0.0,62.80886011214706,7.906489820486085,1256.3157894736842,0.9999999602456842
2.453973309002322e-07,0.9999999602456842,1.0,0.0,0.0,20,[[-0.02353418]],0.7098720705048394,5,3.0643837814477477,23.346041819447382,3.0807574105309525,0.6258720181676037,0,0.6515910521552538,3.080757418865824,0.6023378422767457,0.6515910521552538,0.0,500.0,0.023534175890858045,2.6302,0.01,0.0,82.47326436597533,8.031816755570958,1314.9473684210527,0.9999999602456848
1.9247201521466195e-07,0.9999999602456848,1.0,0.0,0.0,20,[[-0.01648401]],0.7174789905743741,6,3.178597671930186,24.095542691224882,3.1983357635272336,0.6023378422767457,0,0.6603306949394973,3.1983357639554497,0.5858538367588806,0.6603306949394973,0.0,500.0,0.016484005517865108,2.7322,0.01,0.0,77.23346625815333,8.122931681698503,1368.2105263157894,0.9999999602456855
2.449528437864501e-07,0.9999999602456855,1.0,0.0,0.0,20,[[-0.02835632]],0.7282405864633844,7,3.3526432795631567,25.226740349098044,3.384964467300529,0.5858538367588806,0,0.6727343436336679,3.3849644631692763,0.5574975146294215,0.6727343436336679,0.0,500.0,0.028356322129459044,2.8952,0.01,0.0,87.2877243053365,8.25615280660892,1444.1052631578948,0.9999999602456862
2.048893179562583e-07,0.9999999602456862,1.0,0.0,0.0,20,[[-0.02690318]],0.737481642766511,8,3.5160381112837786,26.271363022358333,3.5857728897629224,0.5574975146294215,0,0.6834220991203355,3.585772736278041,0.5305943355476804,0.6834220991203355,0.0,500.0,0.026903179081741113,3.074,0.01,0.0,98.21881840100014,8.380351041484424,1538.1052631578948,0.9999999602456866
1.527592701222602e-07,0.9999999602456866,1.0,0.0,0.0,20,[[-0.02577529]],0.7439904175189189,9,3.638812641508216,27.051965657405763,3.72986686383381,0.5305943355476804,0,0.6909699769274413,3.7298668517553297,0.5048190493592457,0.6909699769274413,0.0,500.0,0.02577528618843472,3.2016,0.01,0.0,128.2676391675536,8.467240105426947,1593.7894736842106,0.999999960245687
2.679264241578494e-07,0.999999960245687,1.0,0.0,0.0,20,[[-0.03983963]],0.7549690730798442,10,3.869397012455558,28.461800487798218,4.111281004271106,0.5048190493592457,0,0.7037387279878186,4.111280872226802,0.46497941757238537,0.7037387279878186,0.0,500.0,0.03983963178686034,3.5526,0.01,0.0,90.18712464384008,8.648505898724085,1780.421052631579,0.9999999602456879
2.606465443477646e-07,0.9999999602456879,1.0,0.0,0.0,20,[[-0.04648141]],0.7635741219844508,11,4.071288616642156,29.657631135133723,4.481926237905814,0.46497941757238537,0,0.7137793867750584,4.481926250640269,0.41849800657483377,0.7137793867750584,0.0,500.0,0.0464814109975516,3.897,0.01,0.0,116.1838260707712,8.805235119919281,1953.0526315789473,0.9999999602456886
2.2670931798529637e-07,0.9999999602456886,1.0,0.0,0.0,20,[[-0.03099976]],0.7682457561546109,12,4.194555323273255,30.34376427459328,4.776311249685987,0.41849800657483377,0,0.7192422853761442,4.7763112910854595,0.38749824579971276,0.7192422853761442,0.0,500.0,0.03099976077512101,4.1758,0.01,0.0,99.50258560930105,8.912343858312116,2096.842105263158,0.9999999602456893
3.1288024615605536e-07,0.9999999602456893,1.0,0.0,0.0,20,[[-0.03756309]],0.7723953802941377,13,4.322922696509851,30.976690071420798,5.211526594359912,0.38749824579971276,0,0.7241017290154896,5.211526594731943,0.34993515472547626,0.7241017290154896,0.0,500.0,0.0375630910742365,4.5956,0.01,0.0,92.12408830175397,9.049860553099546,2310.315789473684,0.9999999602456902
