Primal,NormDeltaOmega,DualReg,ReturnsStd,OmegaBefore,LossReg,NormDeltaVar,ThetaBefore,TimestepsStd,RewardStd,RewardMean,Eta,WeightMin,DeltaOmega,DualBefore,ITERATIONS,WeightMax,WeightMedian,WeightMean,Wins,Theta,DualAfter,Omega,TimestepsMean,ReturnsMean,ConfortViolation,Epsilon,Traj
9.999999999999508,0.0,0.0,0.0,6.316046939167466e-09,0.0,0.0,0.999999985691066,0.0,0.44676615807377346,9.98,0.03107305485617784,1.7154523370568488e-140,[[0.]],10.007998088311146,53,1.0,1.0,1.7154523370568488e-140,0.0,0.999999985691066,10.000248522209754,6.316046939167466e-09,500.0,4990.0,0,0.01,20
9.999999999999508,0.0,0.0,0.0,6.316046939167466e-09,0.0,0.0,0.999999985691066,0.0,0.44676615807377346,9.98,0.03107305485617784,1.7154523370568488e-140,[[0.]],10.007998088311146,54,1.0,1.0,1.7154523370568488e-140,0.0,0.999999985691066,10.000248522209754,6.316046939167466e-09,500.0,4990.0,0,0.01,20
9.999999999999508,0.0,0.0,0.0,6.316046939167466e-09,0.0,0.0,0.999999985691066,0.0,0.44676615807377346,9.98,0.03107305485617784,1.7154523370568488e-140,[[0.]],10.007998088311146,55,1.0,1.0,1.7154523370568488e-140,0.0,0.999999985691066,10.000248522209754,6.316046939167466e-09,500.0,4990.0,0,0.01,20
9.999999999999508,0.0,0.0,0.0,6.316046939167466e-09,0.0,0.0,0.999999985691066,0.0,0.44676615807377346,9.98,0.03107305485617784,1.7154523370568488e-140,[[0.]],10.007998088311146,56,1.0,1.0,1.7154523370568488e-140,0.0,0.999999985691066,10.000248522209754,6.316046939167466e-09,500.0,4990.0,0,0.01,20
9.999999999999508,0.0,0.0,0.0,6.316046939167466e-09,0.0,0.0,0.999999985691066,0.0,0.44676615807377346,9.98,0.03107305485617784,1.7154523370568488e-140,[[0.]],10.007998088311146,57,1.0,1.0,1.7154523370568488e-140,0.0,0.999999985691066,10.000248522209754,6.316046939167466e-09,500.0,4990.0,0,0.01,20
9.999999999999508,0.0,0.0,0.0,6.316046939167466e-09,0.0,0.0,0.999999985691066,0.0,0.44676615807377346,9.98,0.03107305485617784,1.7154523370568488e-140,[[0.]],10.007998088311146,58,1.0,1.0,1.7154523370568488e-140,0.0,0.999999985691066,10.000248522209754,6.316046939167466e-09,500.0,4990.0,0,0.01,20
9.999999999999508,0.0,0.0,0.0,6.316046939167466e-09,0.0,0.0,0.999999985691066,0.0,0.44676615807377346,9.98,0.03107305485617784,1.7154523370568488e-140,[[0.]],10.007998088311146,59,1.0,1.0,1.7154523370568488e-140,0.0,0.999999985691066,10.000248522209754,6.316046939167466e-09,500.0,4990.0,0,0.01,20
9.999999999999508,0.0,0.0,0.0,6.316046939167466e-09,0.0,0.0,0.999999985691066,0.0,0.44676615807377346,9.98,0.03107305485617784,1.7154523370568488e-140,[[0.]],10.007998088311146,60,1.0,1.0,1.7154523370568488e-140,0.0,0.999999985691066,10.000248522209754,6.316046939167466e-09,500.0,4990.0,0,0.01,20
9.999999999999508,0.0,0.0,0.0,6.316046939167466e-09,0.0,0.0,0.999999985691066,0.0,0.44676615807377346,9.98,0.03107305485617784,1.7154523370568488e-140,[[0.]],10.007998088311146,61,1.0,1.0,1.7154523370568488e-140,0.0,0.999999985691066,10.000248522209754,6.316046939167466e-09,500.0,4990.0,0,0.01,20
9.999999999999508,0.0,0.0,0.0,6.316046939167466e-09,0.0,0.0,0.999999985691066,0.0,0.44676615807377346,9.98,0.03107305485617784,1.7154523370568488e-140,[[0.]],10.007998088311146,62,1.0,1.0,1.7154523370568488e-140,0.0,0.999999985691066,10.000248522209754,6.316046939167466e-09,500.0,4990.0,0,0.01,20
9.999999999999508,0.0,0.0,0.0,6.316046939167466e-09,0.0,0.0,0.999999985691066,0.0,0.44676615807377346,9.98,0.03107305485617784,1.7154523370568488e-140,[[0.]],10.007998088311146,63,1.0,1.0,1.7154523370568488e-140,0.0,0.999999985691066,10.000248522209754,6.316046939167466e-09,500.0,4990.0,0,0.01,20
9.999999999999508,0.0,0.0,0.0,6.316046939167466e-09,0.0,0.0,0.999999985691066,0.0,0.44676615807377346,9.98,0.03107305485617784,1.7154523370568488e-140,[[0.]],10.007998088311146,64,1.0,1.0,1.7154523370568488e-140,0.0,0.999999985691066,10.000248522209754,6.316046939167466e-09,500.0,4990.0,0,0.01,20
9.999999999999508,0.0,0.0,0.0,6.316046939167466e-09,0.0,0.0,0.999999985691066,0.0,0.44676615807377346,9.98,0.03107305485617784,1.7154523370568488e-140,[[0.]],10.007998088311146,65,1.0,1.0,1.7154523370568488e-140,0.0,0.999999985691066,10.000248522209754,6.316046939167466e-09,500.0,4990.0,0,0.01,20
9.999999999999508,0.0,0.0,0.0,6.316046939167466e-09,0.0,0.0,0.999999985691066,0.0,0.44676615807377346,9.98,0.03107305485617784,1.7154523370568488e-140,[[0.]],10.007998088311146,66,1.0,1.0,1.7154523370568488e-140,0.0,0.999999985691066,10.000248522209754,6.316046939167466e-09,500.0,4990.0,0,0.01,20
9.999999999999508,0.0,0.0,0.0,6.316046939167466e-09,0.0,0.0,0.999999985691066,0.0,0.44676615807377346,9.98,0.03107305485617784,1.7154523370568488e-140,[[0.]],10.007998088311146,67,1.0,1.0,1.7154523370568488e-140,0.0,0.999999985691066,10.000248522209754,6.316046939167466e-09,500.0,4990.0,0,0.01,20
9.999999999999508,0.0,0.0,0.0,6.316046939167466e-09,0.0,0.0,0.999999985691066,0.0,0.44676615807377346,9.98,0.03107305485617784,1.7154523370568488e-140,[[0.]],10.007998088311146,68,1.0,1.0,1.7154523370568488e-140,0.0,0.999999985691066,10.000248522209754,6.316046939167466e-09,500.0,4990.0,0,0.01,20
9.999999999999508,0.0,0.0,0.0,6.316046939167466e-09,0.0,0.0,0.999999985691066,0.0,0.44676615807377346,9.98,0.03107305485617784,1.7154523370568488e-140,[[0.]],10.007998088311146,69,1.0,1.0,1.7154523370568488e-140,0.0,0.999999985691066,10.000248522209754,6.316046939167466e-09,500.0,4990.0,0,0.01,20
9.999999999999508,0.0,0.0,0.0,6.316046939167466e-09,0.0,0.0,0.999999985691066,0.0,0.44676615807377346,9.98,0.03107305485617784,1.7154523370568488e-140,[[0.]],10.007998088311146,70,1.0,1.0,1.7154523370568488e-140,0.0,0.999999985691066,10.000248522209754,6.316046939167466e-09,500.0,4990.0,0,0.01,20
9.999999999999508,0.0,0.0,0.0,6.316046939167466e-09,0.0,0.0,0.999999985691066,0.0,0.44676615807377346,9.98,0.03107305485617784,1.7154523370568488e-140,[[0.]],10.007998088311146,71,1.0,1.0,1.7154523370568488e-140,0.0,0.999999985691066,10.000248522209754,6.316046939167466e-09,500.0,4990.0,0,0.01,20
9.999999999999508,0.0,0.0,0.0,6.316046939167466e-09,0.0,0.0,0.999999985691066,0.0,0.44676615807377346,9.98,0.03107305485617784,1.7154523370568488e-140,[[0.]],10.007998088311146,72,1.0,1.0,1.7154523370568488e-140,0.0,0.999999985691066,10.000248522209754,6.316046939167466e-09,500.0,4990.0,0,0.01,20
9.999999999999508,0.0,0.0,0.0,6.316046939167466e-09,0.0,0.0,0.999999985691066,0.0,0.44676615807377346,9.98,0.03107305485617784,1.7154523370568488e-140,[[0.]],10.007998088311146,73,1.0,1.0,1.7154523370568488e-140,0.0,0.999999985691066,10.000248522209754,6.316046939167466e-09,500.0,4990.0,0,0.01,20
