RewardStd,OmegaBefore,Wins,Omega,ReturnsMean,NormDeltaVar,ReturnsStd,TimestepsMean,Traj,TimestepsStd,DeltaOmega,ITERATIONS,NormDeltaOmega,RewardMean,ConfortViolation
1.3932262801735202,8.0,0.0,7.8999999985107845,143.7674979963636,0.3162277657768188,73.52895377282054,22.404,250,10.888194708031262,-0.1000000014892155,0,0.1000000014892155,6.417045973770916,0
1.3482354636071858,7.8999999985107845,0.0,7.799968820619832,159.90558539078944,0.298823925900432,92.26204916587422,24.56,250,13.539807975004669,-0.10003117789095217,1,0.10003117789095217,6.510813737409993,0
1.1918235284857857,7.799968820619832,0.0,7.7018794796000005,216.65606300706887,0.298624841390065,111.78612646324936,32.568,250,16.176692368960968,-0.0980893410198318,2,0.0980893410198318,6.6524214875665955,0
1.1018924035256359,7.7018794796000005,0.0,7.6052123742576105,265.4932328035915,0.26645967025052747,140.01917858146257,39.252,250,20.042267735962415,-0.09666710534238998,3,0.09666710534238998,6.76381414459369,0
1.1132134651460825,7.6052123742576105,0.0,7.5074380388671225,268.10362460008173,0.26217223390149286,147.87253596254007,39.24,250,20.97995233550353,-0.09777433539048808,4,0.09777433539048808,6.832406335374151,0
1.0867735259326075,7.5074380388671225,0.0,7.4088588952279295,291.7130516220705,0.25917020362921805,138.6296847846557,42.168,250,19.397004304788922,-0.09857914363919296,5,0.09857914363919296,6.9178773387893795,0
1.0570156278067553,7.4088588952279295,0.0,7.309376916358802,319.7140494496964,0.23168857465317425,156.03829907673642,45.636,250,21.584427349364635,-0.09948197886912791,6,0.09948197886912791,7.005742165169963,0
1.0157644358920057,7.309376916358802,0.0,7.20956635850372,359.97885107720646,0.20472840096100262,173.6908437631033,50.692,250,23.787667729308815,-0.09981055785508186,7,0.09981055785508186,7.101295097396166,0
1.015503463412951,7.20956635850372,0.0,7.108670073956807,370.86721770120647,0.20202439068667785,160.38529427748114,51.704,250,21.724096851192687,-0.1008962845469128,8,0.1008962845469128,7.172892188248616,0
0.990269153700174,7.108670073956807,0.0,7.0069217076638335,403.4184651419279,0.20108563709676872,175.06767162136936,55.612,250,23.473846212327455,-0.10174836629297346,9,0.10174836629297346,7.254162143816585,0
0.9723016084967924,7.0069217076638335,0.4,6.904118940284899,429.5913411021839,0.20539434273411705,185.8926269612585,58.596,250,24.646638391472376,-0.10280276737893423,10,0.10280276737893423,7.3314106953065705,0
0.9582821259551358,6.904118940284899,0.4,6.800312417144636,456.69494048304324,0.21495238901036115,208.8693782540436,61.628,250,27.44568483386778,-0.10380652314026317,11,0.10380652314026317,7.410510490086377,0
0.9579765193207346,6.800312417144636,0.4,6.695450489534969,470.5398710597703,0.23085908966461408,211.175964949915,62.872,250,27.474199096606984,-0.10486192760966695,12,0.10486192760966695,7.484092617695798,0
