LossReg,Eta,NormDeltaVar,TimestepsStd,RewardStd,DualBefore,WeightMax,ReturnsMean,NormDeltaOmega,DualAfter,TimestepsMean,WeightMin,WeightMedian,Traj,DeltaOmega,Wins,Omega,Primal,ThetaBefore,ReturnsStd,Epsilon,Theta,OmegaBefore,RewardMean,DualReg,WeightMean,ConfortViolation,ITERATIONS
0.0,30.514203049099812,1.5943379295184492,0.0,4.22859329328324,8.94940445265846,1.0,2147.7894736842104,2.748924929289173e-14,4.892024472915003,500.0,0.7205674563190781,0.7693779137482946,20,[[-2.74892493e-14]],0.0,2.508020426148702e-07,4.89202452551587,0.5937725061858409,105.06317846012486,0.01,0.6203859210123432,2.508020701041195e-07,4.2874,0.0,0.7205674563190781,0,10
0.0,31.090764142352175,2.3962759070000867,0.0,4.344743835947063,9.068484973740706,1.0,2325.157894736842,3.252509193370874e-14,5.267612725814001,500.0,0.7249599069540844,0.7731276245378538,20,[[-3.25250919e-14]],0.0,2.508020100897783e-07,5.26761320301994,0.6203859210123432,104.28163443185187,0.01,0.6590190646456159,2.508020426148702e-07,4.649,0.0,0.7249599069540844,0,11
0.0,31.40282956069437,2.572411733878834,0.0,4.429129390749384,9.189298758995376,1.0,2535.7894736842104,3.725847467329164e-14,5.699910274804699,500.0,0.7272807923991871,0.7751070630454824,20,[[-3.72584747e-14]],0.0,2.508019728313036e-07,5.699910284442348,0.6590190646456159,116.05605675814299,0.01,0.6982534496451637,2.508020100897783e-07,5.0722,0.0,0.7272807923991871,0,12
0.0,31.416469191169497,2.233220261788949,0.0,4.465885081369649,9.282078519258127,1.0,2717.157894736842,3.6372798335978146e-14,6.066654781607143,500.0,0.7273813485377814,0.775192796859969,20,[[-3.63727983e-14]],0.0,2.5080193645850526e-07,6.066654780180733,0.6982534496451637,131.93988390168047,0.01,0.730137467138984,2.508019728313036e-07,5.4362,0.0,0.7273813485377814,0,13
0.0,31.07587484365674,2.779249303264807,0.0,4.462115444494908,9.388053847953575,1.0,2946.4210526315787,4.985398880074567e-14,6.529194287263211,500.0,0.7248481949074577,1.0,20,[[-4.98539888e-14]],0.0,2.5080188660451646e-07,6.529194294980817,0.730137467138984,108.91151202477884,0.01,0.7667173814323474,2.5080193645850526e-07,5.9024,0.0,0.7248481949074577,0,14
0.0,30.59616479978092,2.0784367102544934,0.0,4.426534518107817,9.45798664008903,1.0,3129.5789473684213,4.484986362627595e-14,6.859890949629089,500.0,0.721200316094769,1.0,20,[[-4.48498636e-14]],0.0,2.5080184175465284e-07,6.859890960266639,0.7667173814323474,84.84680671314793,0.01,0.7917255555823578,2.5080188660451646e-07,6.2404,0.0,0.721200316094769,0,15
0.0,29.583563111277243,3.478429582573522,0.0,4.331172363229153,9.552202334989254,1.0,3354.6315789473683,8.042211132440892e-14,7.33404046207915,500.0,0.7131770706115892,1.0,20,[[-8.04221113e-14]],0.0,2.508017613325415e-07,7.334041652232873,0.7917255555823578,130.81131873057942,0.01,0.829041337049892,2.5080184175465284e-07,6.7314,0.0,0.7131770706115892,0,16
0.0,27.654584320287835,4.1246799456797625,0.0,4.115552939763988,9.653983656424218,1.0,3668.0,1.254673651228257e-13,7.900130060436815,500.0,0.6965583595349666,1.0,20,[[-1.25467365e-13]],0.0,2.508016358651764e-07,7.900130394468151,0.829041337049892,118.31269896694144,0.01,0.8661775308063696,2.508017613325415e-07,7.332,0.0,0.6965583595349666,0,17
0.0,26.163004571538156,3.1782482431297012,0.0,3.9403465380598193,9.711394264911116,1.0,3850.5263157894738,1.181520028727092e-13,8.235449267313513,500.0,0.682345536500802,1.0,20,[[-1.18152003e-13]],0.0,2.508015177131735e-07,8.235449271257536,0.8661775308063696,93.73836400549453,0.01,0.889932636890649,2.508016358651764e-07,7.6946,0.0,0.682345536500802,0,18
0.0,23.789578768095122,4.630797851261072,0.0,3.6504759963599263,9.779379231497963,1.0,4087.7894736842104,2.2142006985120794e-13,8.651661628587851,500.0,0.6568154976024693,1.0,20,[[-2.2142007e-13]],0.0,2.5080129629310367e-07,8.65166165618163,0.889932636890649,88.65045429715185,0.01,0.9179044170592139,2.508015177131735e-07,8.155,0.0,0.6568154976024693,0,19
0.0,21.22782196062345,4.5801074017427155,0.0,3.3272684231964216,9.833300638265785,1.0,4271.368421052632,2.9939854866808905e-13,8.99604654787576,500.0,0.6243276998835183,1.0,20,[[-2.99398549e-13]],0.0,2.50800996894555e-07,8.996046582441783,0.9179044170592139,107.02494078549404,0.01,0.939050097209455,2.5080129629310367e-07,8.5478,0.0,0.6243276998835183,0,20
0.0,17.662476164466938,6.958633704970566,0.0,2.868526897206997,9.889663294461302,1.0,4482.736842105263,7.033241073724777e-13,9.361469663837596,500.0,0.5676944013409332,1.0,20,[[-7.03324107e-13]],0.0,2.508002935704476e-07,9.361469700829081,0.939050097209455,98.46016672813916,0.01,0.9616509181538122,2.50800996894555e-07,8.9812,0.0,0.5676944013409332,0,21
0.0,15.145020776500216,5.425616199313204,0.0,2.5399812282770906,9.919983897320527,1.0,4611.894736842105,8.120694829935454e-13,9.557583270559283,500.0,0.5167050778448204,1.0,20,[[-8.12069483e-13]],0.0,2.5079948150096463e-07,9.55758318736588,0.9616509181538122,81.6242319134279,0.01,0.9734473467939416,2.508002935704476e-07,9.2256,0.0,0.5167050778448204,0,22
0.0,11.532560584337956,9.318641764610348,0.0,2.065471093963796,9.953546448210396,1.0,4747.789473684211,2.505352552352211e-12,9.767989861437504,500.0,0.42016401977007944,1.0,20,[[-2.50535255e-12]],0.0,2.507969761484123e-07,9.767989939608388,0.9734473467939416,46.66067762651007,0.01,0.9859919908738863,2.5079948150096463e-07,9.5054,0.0,0.42016401977007944,0,23
0.0,7.331690546870331,16.066642353561292,0.0,1.520005052623181,9.980988388858586,1.0,4867.894736842105,1.0396932338818501e-11,9.92359575119796,500.0,0.25565103501415853,1.0,20,[[-1.03969323e-11]],0.0,2.5078657921607346e-07,9.92359575120276,0.9859919908738863,65.09741262288316,0.01,0.9954073001658942,2.507969761484123e-07,9.7408,0.0,0.25565103501415853,0,24
0.0,1.0000351118067798,118.12973811404414,0.0,0.920617184284543,9.999951294700816,1.0,4954.0,6.157652733401733e-08,9.99995129346809,500.0,4.541587273708405e-05,1.0,20,[[-6.15765273e-08]],0.0,1.8921005188205613e-07,9.99998640126209,0.9954073001658942,25.45584412271571,0.01,0.9999988173664693,2.5078657921607346e-07,9.908,0.0,4.541587273708405e-05,0,25
0.0,0.03107305485617784,67.27851731013001,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,1.8317876283220663e-07,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[-1.83178763e-07]],0.0,6.031289049849498e-09,9.999999999999508,0.9999988173664693,0.0,0.01,0.9999999893452692,1.8921005188205613e-07,9.98,0.0,1.7154523370568488e-140,0,26
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,27
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,28
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,29
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,30
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,31
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,32
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,33
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,34
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,35
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,36
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,37
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,38
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,39
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,40
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,41
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,42
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,43
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,44
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,45
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,46
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,47
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,48
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,49
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,50
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,51
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,52
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,53
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,54
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,55
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,56
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,57
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,58
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,59
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,60
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,61
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,62
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,63
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,64
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,65
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,66
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,67
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,68
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,69
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,70
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,71
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,72
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,73
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,74
0.0,0.03107305485617784,0.0,0.0,0.44676615807377346,10.007998088311146,1.0,4990.0,0.0,10.000248522209754,500.0,1.7154523370568488e-140,1.0,20,[[0.]],0.0,6.031289049849498e-09,9.999999999999508,0.9999999893452692,0.0,0.01,0.9999999893452692,6.031289049849498e-09,9.98,0.0,1.7154523370568488e-140,0,75
