NormDeltaOmega,DualBefore,ReturnsStd,Theta,Epsilon,LossReg,OmegaBefore,NormDeltaVar,ConfortViolation,ITERATIONS,RewardMean,Wins,DualReg,RewardStd,Eta,WeightMedian,DeltaOmega,TimestepsMean,WeightMax,TimestepsStd,WeightMin,ThetaBefore,Omega,ReturnsMean,WeightMean,Primal,DualAfter,Traj
6.520508756066451e-12,9.99873867135995,26.15148708980639,0.9998326650989969,0.01,0.0,2.8509916761398884e-08,44.953645745148336,0,35,9.8972,0.0,0.0,0.9715102469866181,2.406253057026887,1.0,[[-6.52050876e-12]],500.0,1.0,0.0,0.015672638212764232,0.9961221569263621,2.8503396252642818e-08,4948.315789473684,0.015672638212764232,9.997615314649401,9.997614885203301,20
2.2865699032138747e-08,10.007797705615081,4.019343808849849,0.9999999882275835,0.01,0.0,2.8503396252642818e-08,136.60229435679244,0,36,9.9782,0.0,0.0,0.4646770491427353,0.03107868587288044,1.0,[[-2.2865699e-08]],500.0,1.0,0.0,1.8184535098357333e-140,0.9998326650989969,5.6376972205040695e-09,4989.0526315789475,1.8184535098357333e-140,10.000000000000007,10.000242338428897,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,37,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,38,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,39,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,40,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,41,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,42,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,43,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,44,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,45,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,46,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,47,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,48,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,49,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,50,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,51,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,52,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,53,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,54,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,55,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,56,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,57,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,58,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,59,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,60,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,61,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,62,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,63,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,64,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,65,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,66,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,67,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,68,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,69,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,70,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
