NormDeltaOmega,DualBefore,ReturnsStd,Theta,Epsilon,LossReg,OmegaBefore,NormDeltaVar,ConfortViolation,ITERATIONS,RewardMean,Wins,DualReg,RewardStd,Eta,WeightMedian,DeltaOmega,TimestepsMean,WeightMax,TimestepsStd,WeightMin,ThetaBefore,Omega,ReturnsMean,WeightMean,Primal,DualAfter,Traj
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,71,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,72,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,73,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,74,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,75,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,76,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,77,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,78,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,79,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,80,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,81,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,82,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,83,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,84,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,85,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,86,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,87,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,88,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,89,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,90,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,91,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,92,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,93,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,94,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,95,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,96,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,97,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,98,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
0.0,10.007998088311146,0.0,0.9999999882275835,0.01,0.0,5.6376972205040695e-09,0.0,0,99,9.98,0.0,0.0,0.44676615807377346,0.03107305485617784,1.0,[[0.]],500.0,1.0,0.0,1.7154523370568488e-140,0.9999999882275835,5.6376972205040695e-09,4990.0,1.7154523370568488e-140,9.999999999999508,10.000248522209754,20
