WeightMax,NormDeltaVar,OmegaBefore,Omega,DualReg,Traj,ReturnsMean,RewardStd,ThetaBefore,WeightMean,DualBefore,WeightMedian,NormDeltaOmega,LossReg,ITERATIONS,Wins,Theta,ReturnsStd,Epsilon,WeightMin,DualAfter,ConfortViolation,TimestepsStd,DeltaOmega,Eta,RewardMean,Primal,TimestepsMean
1.0,2.8768326987501034,6.868141289605758e-08,6.868140887343871e-08,0.0,20,3018.5263157894738,4.4548841690890235,0.7429420561906588,0.7237131186734159,9.41903733297216,1.0,4.0226188646960985e-15,0.0,22,0.0,0.7794896576355755,128.37091342178095,0.01,0.7237131186734159,6.6695816171519695,0,0.0,[[-4.02261886e-15]],30.925264424163398,6.0448,6.669581709058272,500.0
1.0,3.444607154080696,6.868140887343871e-08,6.868140302317049e-08,0.0,20,3296.1052631578946,4.361063429944581,0.7794896576355755,0.7156465341896971,9.527080605232007,1.0,5.8502682209686966e-15,0.0,23,0.0,0.8181431263661615,141.51432686884135,0.01,0.7156465341896971,7.205405047450213,0,0.0,[[-5.85026822e-15]],29.8892095550235,6.5976,7.205406782523712,500.0
1.0,3.0613630890871804,6.868140302317049e-08,6.86813969277438e-08,0.0,20,3502.5263157894738,4.243078010124254,0.8181431263661615,0.7063634175531409,9.602284791178208,1.0,6.095426687428183e-15,0.0,24,0.0,0.8478855855366852,136.8761900870359,0.01,0.7063634175531409,7.605253089517188,0,0.0,[[-6.09542669e-15]],28.76659610246806,7.017,7.605253638954673,500.0
1.0,3.667240517127155,6.86813969277438e-08,6.868138801767998e-08,0.0,20,3736.5263157894738,4.052028015697818,0.8478855855366852,0.6913745417668009,9.6790715175551,1.0,8.910063821313436e-15,0.0,25,0.0,0.8781278416643253,95.5820773890458,0.01,0.6913745417668009,8.041651438117178,0,0.0,[[-8.91006382e-15]],27.09486866384379,7.4836,8.04165144007865,500.0
1.0,4.311012426428157,6.868138801767998e-08,6.868137427723887e-08,0.0,20,3987.157894736842,3.775656504503554,0.8781278416643253,0.668212494597909,9.752840688603714,1.0,1.3740441111014707e-14,0.0,26,0.0,0.9069196235604678,117.82112363458106,0.01,0.668212494597909,8.487045362170122,0,0.0,[[-1.37404411e-14]],24.804721706389294,7.9714,8.48704626749843,500.0
1.0,4.514554289730754,6.868137427723887e-08,6.868135490909355e-08,0.0,20,4188.631578947368,3.4669216085743852,0.9069196235604678,0.6390049919838945,9.811714104146303,1.0,1.9368145323808137e-14,0.0,27,0.0,0.9303844059558739,92.8225304582073,0.01,0.6390049919838945,8.857509245161578,0,0.0,[[-1.93681453e-14]],22.32925315772959,8.3884,8.85750936389672,500.0
1.0,5.097105350824648,6.868135490909355e-08,6.868132452922238e-08,0.0,20,4375.1578947368425,3.1235338960862906,0.9303844059558739,0.6009108754338522,9.860834906154976,1.0,3.0379871171671655e-14,0.0,28,0.0,0.950235436173164,73.84853856508906,0.01,0.6009108754338522,9.173953048389759,0,0.0,[[-3.03798712e-14]],19.634459409049253,8.756,9.173954735222734,500.0
1.0,5.950225801531822,6.868132452922238e-08,6.868127188020735e-08,0.0,20,4540.105263157895,2.7434226725023616,0.950235436173164,0.5494669608269145,9.902102504091989,1.0,5.2649015030789395e-14,0.0,29,0.0,0.9666223841811623,78.5057119858449,0.01,0.5494669608269145,9.442038953350284,0,0.0,[[-5.2649015e-14]],16.699881817846606,9.0802,9.44203902081441,500.0
1.0,8.195000317948953,6.868127188020735e-08,6.868114871876591e-08,0.0,20,4687.473684210527,2.2859817672063794,0.9666223841811623,0.4689860837107872,9.939376764900567,1.0,1.231614414319175e-13,0.0,30,0.0,0.9809148001635828,69.38175736350043,0.01,0.4689860837107872,9.680373020424282,0,0.0,[[-1.23161441e-13]],13.206861203841214,9.3856,9.68037342979871,500.0
1.0,16.395840396905847,6.868114871876591e-08,6.868055626758979e-08,0.0,20,4845.578947368421,1.6398623234893837,0.9809148001635828,0.29814002055908034,9.975932335102362,1.0,5.924511761261856e-13,0.0,31,0.0,0.9938631093589094,38.77915309391685,0.01,0.29814002055908034,9.896933903805651,0,0.0,[[-5.92451176e-13]],8.26315139191583,9.6966,9.896934204480774,500.0
1.0,26.66430094241916,6.868055626758979e-08,6.867524376037853e-08,0.0,20,4930.8421052631575,1.126637403959233,0.9938631093589094,0.08599959631836138,9.994584426296164,1.0,5.312507211255762e-12,0.0,32,0.0,0.9990458950698917,36.645188034640825,0.01,0.08599959631836138,9.984866722439769,0,0.0,[[-5.31250721e-12]],4.07595513584815,9.8604,9.984868528930551,500.0
1.0,166.6387965156801,6.867524376037853e-08,4.2231092767849016e-09,0.0,20,4977.684210526316,0.6413395668442732,0.9990458950698917,6.004833797466129e-106,10.00538997607102,1.0,6.445213448359363e-08,0.0,33,0.0,0.9999999917948031,13.127121909995703,0.01,6.004833797466129e-106,10.00022244325058,0,0.0,[[-6.44521345e-08]],0.041274310477933535,9.9566,9.999999999999739,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,34,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,35,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,36,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,37,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,38,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,39,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,40,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,41,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,42,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,43,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,44,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,45,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,46,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,47,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,48,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,49,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,50,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,51,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,52,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,53,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,54,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,55,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,56,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,57,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,58,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,59,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,60,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,61,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,62,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,63,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,64,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,65,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,66,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,67,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,68,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,69,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,70,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,71,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,72,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,73,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,74,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,75,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,76,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,77,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,78,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,79,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,80,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
1.0,0.0,4.2231092767849016e-09,4.2231092767849016e-09,0.0,20,4990.0,0.44676615807377346,0.9999999917948031,1.7154523370568488e-140,10.007998088311146,1.0,0.0,0.0,81,0.0,0.9999999917948031,0.0,0.01,1.7154523370568488e-140,10.000248522209754,0,0.0,[[0.]],0.03107305485617784,9.98,9.999999999999508,500.0
