NormDeltaVar,WeightMedian,Epsilon,TimestepsMean,ReturnsMean,WeightMean,Traj,DualBefore,DualAfter,Eta,TimestepsStd,Wins,Omega,ConfortViolation,DeltaOmega,ITERATIONS,ReturnsStd,WeightMin,LossReg,WeightMax,OmegaBefore,RewardStd,NormDeltaOmega,Primal,RewardMean,DualReg
5.094091507022302,0.041786990983840186,0.8501,500.0,1170.060606060606,0.018893019562292324,100,7.320299742148656,6.262791615713398,2.5195499689761993,0.0,0.0,[[0.85105261]],0,[[0.05105261]],0,63.274584902488186,0.018893019562292324,0.0,1.0,[[0.8]],2.418399338405467,0.051052606819512736,6.262789076641506,2.3408,0.0
4.8743416809409155,0.03902104065925508,0.8501,500.0,1220.969696969697,0.0173429734548661,100,7.281254851140774,6.4101232126437475,2.466354094365421,0.0,0.0,[[0.88934664]],0,[[0.03829404]],1,62.67463755649063,0.0173429734548661,0.0,1.0,[[0.85105261]],2.5336587602911327,0.038294036679573984,6.4101232141140665,2.44192,0.0
3.242459300623331,0.03644640961305613,0.8501,500.0,1263.1515151515152,0.015924596603771157,100,7.245581076253979,6.517652263526745,2.4155228792112826,0.0,0.0,[[0.90978863]],0,[[0.02044199]],2,58.45284098242306,0.015924596603771157,0.0,1.0,[[0.88934664]],2.614345218520308,0.02044198730959934,6.517652266551906,2.52528,0.0
1.9613367662725167,0.03519878752877159,0.8501,500.0,1287.5757575757575,0.015246130394948564,100,7.248667049331807,6.590829881797658,2.390383266642103,0.0,0.0,[[0.92044074]],0,[[0.0106521]],3,69.06900237496227,0.015246130394948564,0.0,1.0,[[0.90978863]],2.666070599215257,0.010652104885427116,6.590829884089325,2.5766,0.0
1.4305503057366096,0.034189989108522466,0.8501,500.0,1311.1313131313132,0.014701908078528288,100,7.257580550210054,6.650669022409807,2.3697929175667762,0.0,0.0,[[0.92747193]],0,[[0.0070312]],4,65.46872897829361,0.014701908078528288,0.0,1.0,[[0.92044074]],2.705150216605355,0.00703119833061272,6.65066903074435,2.62084,0.0
0.46719127568899665,0.033750476017759067,0.8501,500.0,1323.3535353535353,0.014466047211872935,100,7.272222150661006,6.684658218753791,2.36074499570857,0.0,0.0,[[0.9296413]],0,[[0.00216936]],5,71.95668072974662,0.014466047211872935,0.0,1.0,[[0.92747193]],2.7224577131702157,0.002169362713358325,6.684656257050874,2.648,0.0
0.9530022838895107,0.03325387670798089,0.8501,500.0,1333.050505050505,0.014200474386338558,100,7.274049950769685,6.712109750782313,2.3504635625384958,0.0,0.0,[[0.93388159]],0,[[0.0042403]],6,62.15805427992527,0.014200474386338558,0.0,1.0,[[0.9296413]],2.7445635896440805,0.004240296480078953,6.712110490776787,2.66532,0.0
0.28185998083122143,0.0333649567702479,0.8501,500.0,1326.909090909091,0.01425979257033841,100,7.261521447614026,6.693639920052974,2.352768781981976,0.0,0.0,[[0.93265284]],0,[[-0.00122875]],7,79.18793537701664,0.01425979257033841,0.0,1.0,[[0.93388159]],2.73444528195391,0.0012287548834000184,6.693641461519753,2.653,0.0
0.497591550375148,0.033146179907095716,0.8501,500.0,1329.3939393939395,0.014143010182541911,100,7.263232920890103,6.7073104997080755,2.3482255213778465,0.0,0.0,[[0.93480796]],0,[[0.00215512]],8,74.96555682941201,0.014143010182541911,0.0,1.0,[[0.93265284]],2.7458788200501494,0.002155118445760218,6.707310633186048,2.66084,0.0
0.1784255951502658,0.032851588305739,0.8501,500.0,1341.8989898989898,0.013986062496420195,100,7.277806626838629,6.732199993589385,2.3420882255270072,0.0,0.0,[[0.93556499]],0,[[0.00075703]],9,80.85921109670633,0.013986062496420195,0.0,1.0,[[0.93480796]],2.7559111831842475,0.0007570323649159771,6.732200031712085,2.68252,0.0
0.5144244480234832,0.03282684726121801,0.8501,500.0,1349.5555555555557,0.013972897333350828,100,7.301435937592961,6.760247358203574,2.341571754478046,0.0,0.0,[[0.93770202]],0,[[0.00213703]],10,84.05508321684268,0.013972897333350828,0.0,1.0,[[0.93556499]],2.7727725607413243,0.0021370291782343287,6.760247391079448,2.69792,0.0
0.45784908297874694,0.03274881444209934,0.8501,500.0,1338.5050505050506,0.013931390895571109,100,7.2674533491970035,6.726126510932465,2.339941755443387,0.0,0.0,[[0.93580332]],0,[[-0.0018987]],11,74.08667783804493,0.013931390895571109,0.0,1.0,[[0.93770202]],2.7544243170579223,0.0018987027461361272,6.726126523076422,2.67896,0.0
0.32897464743699345,0.03304081912360845,0.8501,500.0,1335.3131313131314,0.014086837567318815,100,7.272894267950864,6.718970298576979,2.346033117210303,0.0,0.0,[[0.93440592]],0,[[-0.00139739]],12,65.33899889854118,0.014086837567318815,0.0,1.0,[[0.93580332]],2.7480628158759397,0.0013973936408272492,6.718970457487193,2.6726,0.0
0.4755378133350092,0.033435707075128114,0.8501,500.0,1319.2727272727273,0.014297599900434945,100,7.2453216667153555,6.67500646634753,2.354235399415409,0.0,0.0,[[0.93233593]],0,[[-0.00206999]],13,66.28890215660265,0.014297599900434945,0.0,1.0,[[0.93440592]],2.7273632028022963,0.0020699913086410504,6.675007720180885,2.6386,0.0
0.4671446868186564,0.033134610551784655,0.8501,500.0,1335.8989898989898,0.014136839849685438,100,7.277540741647093,6.720400256817598,2.347984920836422,0.0,0.0,[[0.9343699]],0,[[0.00203397]],14,64.53211477523058,0.014136839849685438,0.0,1.0,[[0.93233593]],2.748738062165982,0.0020339722077504785,6.720400597111179,2.67216,0.0
0.5460590798559579,0.03291437483507659,0.8501,500.0,1344.6464646464647,0.014019483483695026,100,7.28978109787203,6.7440552861126815,2.3433981756840248,0.0,0.0,[[0.93667535]],0,[[0.00230545]],15,67.3509297636382,0.014019483483695026,0.0,1.0,[[0.9343699]],2.763821849830412,0.0023054514808865667,6.744055338184184,2.68732,0.0
0.22520868533968041,0.03293549877678109,0.8501,500.0,1341.010101010101,0.014030731248057727,100,7.283479957840806,6.735444311675435,2.3438386634385635,0.0,0.0,[[0.93573382]],0,[[-0.00094153]],16,73.66776290826937,0.014030731248057727,0.0,1.0,[[0.93667535]],2.7579640386342965,0.00094153400241348,6.735444381457318,2.68296,0.0
0.5588715952295402,0.032567410668737334,0.8501,500.0,1354.7878787878788,0.013834996009311372,100,7.303720102119664,6.771055714990283,2.336146234112235,0.0,0.0,[[0.93804668]],0,[[0.00231286]],17,71.65338463634424,0.013834996009311372,0.0,1.0,[[0.93573382]],2.776754329500541,0.0023128618207008955,6.771055724529143,2.70956,0.0
0.16678175608637957,0.03251219468405965,0.8501,500.0,1351.7171717171718,0.013805681775098574,100,7.292026367294108,6.763283488042584,2.334989203298999,0.0,0.0,[[0.9387217]],0,[[0.00067502]],18,69.30128052864468,0.013805681775098574,0.0,1.0,[[0.93804668]],2.7765521514280977,0.0006750179815019353,6.763283491642622,2.70248,0.0
0.03941248767003458,0.0325684558405858,0.8501,500.0,1351.6767676767677,0.013835551012229256,100,7.295286370384028,6.764220659485524,2.336168127432811,0.0,0.0,[[0.93856281]],0,[[-0.00015889]],19,68.74030007352711,0.013835551012229256,0.0,1.0,[[0.9387217]],2.7763559137833895,0.00015889167964899809,6.764220664781024,2.7028,0.0
