ITERATIONS,OmegaBefore,ConfortViolation,Theta,DeltaOmega,NormDeltaVar,RewardMean,RewardStd,ReturnsMean,NormDeltaOmega,TimestepsMean,ReturnsStd,Omega,Wins,Traj,TimestepsStd
53,0.012781856355204723,0,0.9896655557106553,[[-0.00054754]],0.638077102358352,9.5916,1.888599862331881,4795.8,0.0005475363570845142,500.0,50.999607841629526,0.012234319998120208,0.0,40,0.0
54,0.012234319998120208,0,0.9901006068706708,[[-0.00051425]],0.6206923463433753,9.5776,1.9181184113604668,4788.8,0.0005142455479557849,500.0,47.96415328138296,0.011720074450164424,0.0,40,0.0
55,0.011720074450164424,0,0.9905212770497885,[[-0.00048832]],0.6264091979387132,9.5792,1.9155488404110195,4789.6,0.0004883217673350843,500.0,65.89415755588654,0.01123175268282934,0.0,40,0.0
56,0.01123175268282934,0,0.9909201269510841,[[-0.00046244]],0.6198853114214842,9.6084,1.8509050326799592,4804.2,0.0004624436433682457,500.0,56.91186168102393,0.010769309039461094,0.0,40,0.0
57,0.010769309039461094,0,0.9912940083296659,[[-0.00043615]],0.6060851554314723,9.6398,1.779285238515736,4819.9,0.0004361498064833387,500.0,49.24621812890813,0.010333159232977755,0.0,40,0.0
58,0.010333159232977755,0,0.9916472381449437,[[-0.00040703]],0.596792995236072,9.6526,1.7489749111979849,4826.3,0.00040703094520037723,500.0,46.048995645942156,0.009926128287777378,0.0,40,0.0
59,0.009926128287777378,0,0.9919709477476657,[[-0.00038935]],0.5693161872052315,9.6522,1.7498100354038433,4826.1,0.00038935416729404294,500.0,45.0109986558841,0.009536774120483335,0.0,40,0.0
60,0.009536774120483335,0,0.9922819926926438,[[-0.00036958]],0.5689114089642118,9.7051,1.6172921783029806,4852.55,0.00036957819467852565,500.0,52.81853367900324,0.009167195925804809,0.0,40,0.0
61,0.009167195925804809,0,0.9925831638298971,[[-0.00035561]],0.5729586205292492,9.6798,1.6819845302499068,4839.9,0.00035561433459708157,500.0,58.40710573209394,0.008811581591207727,0.0,40,0.0
62,0.008811581591207727,0,0.9928622488493638,[[-0.00033848]],0.5519420447072036,9.707,1.6124983720922013,4853.5,0.00033848100046595525,500.0,42.30780069916185,0.008473100590741772,0.0,40,0.0
63,0.008473100590741772,0,0.9931322233153915,[[-0.00031862]],0.5547030435592859,9.6993,1.6316186778778918,4849.65,0.0003186174035762022,500.0,49.288715747115994,0.00815448318716557,0.0,40,0.0
64,0.00815448318716557,0,0.9933868430552815,[[-0.00030127]],0.5433661948283373,9.7198,1.5771772126175296,4859.9,0.00030126522329781795,500.0,42.2609749059342,0.007853217963867752,0.0,40,0.0
65,0.007853217963867752,0,0.9936284591001688,[[-0.0002909]],0.5351856612329442,9.7212,1.5737441215140409,4860.6,0.00029090050787861955,500.0,49.88025661521801,0.0075623174559891326,0.0,40,0.0
66,0.0075623174559891326,0,0.993860323837867,[[-0.00027501]],0.5328952244787217,9.7305,1.5481504287374661,4865.25,0.00027500766986114297,500.0,45.44158337910333,0.00728730978612799,0.0,40,0.0
67,0.00728730978612799,0,0.9940819452067133,[[-0.00026073]],0.5283878765435759,9.7423,1.5153186826539162,4871.15,0.0002607333444828632,500.0,44.36189243032808,0.007026576441645126,0.0,40,0.0
68,0.007026576441645126,0,0.9942922005664108,[[-0.00025097]],0.5197962309672022,9.7693,1.4364461389136731,4884.65,0.0002509730551661232,500.0,45.00752714824488,0.006775603386479003,0.0,40,0.0
69,0.006775603386479003,0,0.9944919487154497,[[-0.00023533]],0.5117649159982136,9.7542,1.4818847323594369,4877.1,0.00023532959517138467,500.0,36.92411136371463,0.0065402737913076185,0.0,40,0.0
70,0.0065402737913076185,0,0.9946884672411417,[[-0.00022782]],0.5218290060527124,9.7593,1.4665140674402004,4879.65,0.00022782438835222338,500.0,53.49745321040993,0.006312449402955395,0.0,40,0.0
71,0.006312449402955395,0,0.9948726903456605,[[-0.00021755]],0.5069221524858705,9.7532,1.484550356168493,4876.6,0.0002175506524753311,500.0,38.81803704465232,0.006094898750480064,0.0,40,0.0
72,0.006094898750480064,0,0.9950495426710555,[[-0.0002041]],0.5039839106529911,9.7976,1.348419163316808,4898.8,0.00020410381750171971,500.0,37.09663057475706,0.005890794932978344,0.0,40,0.0
73,0.005890794932978344,0,0.9952194628754931,[[-0.00019178]],0.5013971951127445,9.818,1.2817472449746088,4909.0,0.0001917793363446713,500.0,36.44722211636986,0.005699015596633673,0.0,40,0.0
74,0.005699015596633673,0,0.9953847470708654,[[-0.00018407]],0.5050328764302918,9.7857,1.3868941956760799,4892.85,0.00018406507938880604,500.0,45.57386860910537,0.005514950517244867,0.0,40,0.0
75,0.005514950517244867,0,0.9955407080194099,[[-0.00018026]],0.49333342086804066,9.8137,1.295643589109289,4906.85,0.00018025755292232562,500.0,41.49912649683123,0.005334692964322541,0.0,40,0.0
76,0.005334692964322541,0,0.9956900865995103,[[-0.00017344]],0.4888889984852227,9.8042,1.3274269697425918,4902.1,0.00017344169395684672,500.0,41.11678489376328,0.005161251270365695,0.0,40,0.0
77,0.005161251270365695,0,0.995832353132568,[[-0.00016374]],0.48155867427979615,9.8185,1.279866301611227,4909.25,0.00016374462858300635,500.0,34.4896723672464,0.004997506641782688,0.0,40,0.0
78,0.004997506641782688,0,0.9959684866614876,[[-0.0001547]],0.4763778051937635,9.8103,1.3072925877553194,4905.15,0.00015469716818886266,500.0,35.75440532298083,0.004842809473593826,0.0,40,0.0
79,0.004842809473593826,0,0.996095569077743,[[-0.00014996]],0.45939100370488006,9.8272,1.2492158180234512,4913.6,0.00014995718004399364,500.0,34.540411115098216,0.004692852293549832,0.0,40,0.0
80,0.004692852293549832,0,0.9962170153588582,[[-0.0001408]],0.453152447822049,9.8307,1.2372297725160029,4915.35,0.00014080495437174875,500.0,30.487333435379355,0.004552047339178083,0.0,40,0.0
81,0.004552047339178083,0,0.9963340152171349,[[-0.00013535]],0.4504817771437075,9.8119,1.3016982714899794,4905.95,0.0001353542207124265,500.0,37.40718513868693,0.004416693118465657,0.0,40,0.0
82,0.004416693118465657,0,0.996446866776182,[[-0.00012979]],0.4482920917229194,9.841,1.200299545946761,4920.5,0.0001297921762544469,500.0,36.06036605471442,0.00428690094221121,0.0,40,0.0
83,0.00428690094221121,0,0.9965540801243342,[[-0.00012378]],0.43923594163300095,9.8513,1.161416510128903,4925.65,0.0001237769375587892,500.0,28.90981667185041,0.004163124004652421,0.0,40,0.0
84,0.004163124004652421,0,0.99665548028545,[[-0.00011898]],0.4281361695075816,9.8374,1.2134089335421923,4918.7,0.00011897715431037018,500.0,33.798076868366344,0.0040441468503420504,0.0,40,0.0
85,0.0040441468503420504,0,0.9967531572403815,[[-0.00011141]],0.42482906453555813,9.8581,1.1358100149232706,4929.05,0.00011140587507657996,500.0,26.750654197607954,0.0039327409752654705,0.0,40,0.0
86,0.0039327409752654705,0,0.9968472760314451,[[-0.00010949]],0.4215807918778296,9.8541,1.1510487348500933,4927.05,0.00010948879955825644,500.0,35.99440928811028,0.003823252175707214,0.0,40,0.0
87,0.003823252175707214,0,0.9969388307965776,[[-0.00010661]],0.42231050825014904,9.8442,1.1883292304744506,4922.1,0.00010660924198106336,500.0,38.26473572363985,0.0037166429337261507,0.0,40,0.0
88,0.0037166429337261507,0,0.9970282700124118,[[-0.00010317]],0.4248910684303837,9.8616,1.1218045462557191,4930.8,0.00010316713771841212,500.0,36.28443192334696,0.0036134757960077386,0.0,40,0.0
89,0.0036134757960077386,0,0.9971148140350695,[[-0.00010001]],0.4234530245007022,9.8648,1.1089278425578464,4932.4,0.00010001372613526859,500.0,35.0662230643678,0.00351346206987247,0.0,40,0.0
90,0.00351346206987247,0,0.9971987702207346,[[-9.65591101e-05]],0.42307178661904743,9.876,1.0634961212905294,4938.0,9.655911012827235e-05,500.0,34.10571799566753,0.0034169029597441976,0.0,40,0.0
91,0.0034169029597441976,0,0.9972793301607226,[[-9.30681865e-05]],0.4180170883756915,9.8824,1.0368077160206706,4941.2,9.306818648417356e-05,500.0,30.175486740067676,0.003323834773260024,0.0,40,0.0
92,0.003323834773260024,0,0.9973556094340356,[[-9.11948679e-05]],0.4073424279526989,9.8685,1.0943983506932016,4934.25,9.119486791087095e-05,500.0,32.1875364077464,0.003232639905349153,0.0,40,0.0
93,0.003232639905349153,0,0.9974285231839133,[[-8.71511873e-05]],0.40047661204991414,9.8635,1.1146155166693132,4931.75,8.71511873460711e-05,500.0,29.004094538530243,0.003145488718003082,0.0,40,0.0
94,0.003145488718003082,0,0.9974984309296221,[[-8.25436224e-05]],0.3947470406639013,9.891,0.9990590573134304,4945.5,8.254362236659405e-05,500.0,25.050948085850962,0.003062945095636488,0.0,40,0.0
95,0.003062945095636488,0,0.9975657781839892,[[-7.83095419e-05]],0.39083649015351796,9.8671,1.100244331955407,4933.55,7.8309541860866e-05,500.0,27.660395875692018,0.002984635553775622,0.0,40,0.0
96,0.002984635553775622,0,0.997633462183861,[[-7.50344021e-05]],0.4038131365135058,9.872,1.080562816313795,4936.0,7.503440209466255e-05,500.0,35.08845964131227,0.0029096011516809594,0.0,40,0.0
97,0.0029096011516809594,0,0.9976986116561842,[[-7.24467365e-05]],0.3997254760802065,9.8963,0.9756261117866823,4948.15,7.244673654199178e-05,500.0,28.570570522829954,0.0028371544151389676,0.0,40,0.0
98,0.0028371544151389676,0,0.9977594080762943,[[-6.97104539e-05]],0.38333458229439543,9.9067,0.9266580329334011,4953.35,6.971045394386444e-05,500.0,20.74795170613234,0.002767443961195103,0.0,40,0.0
99,0.002767443961195103,0,0.9978196754870248,[[-6.78847612e-05]],0.39038226645480734,9.8752,1.0671574204399275,4937.6,6.788476116361504e-05,500.0,33.607142098071954,0.002699559200031488,0.0,40,0.0
