RewardStd,TimestepsStd,ITERATIONS,OmegaBefore,ConfortViolation,ReturnsMean,Omega,ReturnsStd,RewardMean,Wins,DeltaOmega,Theta,Traj,NormDeltaVar,NormDeltaOmega,TimestepsMean
2.5561081667253442,0.0,53,0.0033096311302719876,0,4607.6,0.0031355154432411423,85.96185200424662,9.2152,0.0,[[-0.00017412]],0.9632307779423323,40,0.7638487080419694,0.00017411568703084527,500.0
2.4289416295991964,0.0,54,0.0031355154432411423,0,4649.2,0.0029762949784578395,78.03563288652178,9.2984,0.0,[[-0.00015922]],0.9650568490685574,40,0.7547519846221604,0.00015922046478330284,500.0
2.407694662950433,0.0,55,0.0029762949784578395,0,4656.05,0.0028354056522020936,65.306182708837,9.3121,0.0,[[-0.00014089]],0.9667613831889825,40,0.7396402781582339,0.0001408893262557459,500.0
2.357756085773081,0.0,56,0.0028354056522020936,0,4671.6,0.002706163831648877,71.55165965929791,9.3432,0.0,[[-0.00012924]],0.9683624414728332,40,0.7288873747035254,0.0001292418205532165,500.0
2.247974234727791,0.0,57,0.002706163831648877,0,4703.6,0.002581652388949802,73.18633752279177,9.4072,0.0,[[-0.00012451]],0.9698707543497588,40,0.7200719849415123,0.0001245114426990752,500.0
2.2357340718430714,0.0,58,0.002581652388949802,0,4707.3,0.0024695333037464164,65.23580305323144,9.4146,0.0,[[-0.00011212]],0.9712865127394124,40,0.7084005629188468,0.00011211908520338551,500.0
2.2532238925592813,0.0,59,0.0024695333037464164,0,4702.35,0.002366164662341797,80.71912722521223,9.4047,0.0,[[-0.00010337]],0.9726393038549433,40,0.7093032740925551,0.00010336864140461947,500.0
2.1754395969550613,0.0,60,0.002366164662341797,0,4724.2,0.002270754819208503,71.83286156070912,9.4484,0.0,[[-9.54098431e-05]],0.9739183891325011,40,0.7027319607662861,9.540984313329394e-05,500.0
2.0512735336858414,0.0,61,0.002270754819208503,0,4756.65,0.002183836677692728,58.1900120295571,9.5133,0.0,[[-8.69181415e-05]],0.9751135433574863,40,0.6876166312408216,8.691814151577486e-05,500.0
2.0590807439243366,0.0,62,0.002183836677692728,0,4754.65,0.0020992468012839913,64.49091021221518,9.5093,0.0,[[-8.45898764e-05]],0.976235977132451,40,0.6757338697649757,8.458987640873675e-05,500.0
1.9543712006678768,0.0,63,0.0020992468012839913,0,4780.55,0.0020183519763630406,64.07025440873478,9.5611,0.0,[[-8.08948249e-05]],0.9772962397703729,40,0.6675387978382119,8.089482492095075e-05,500.0
2.0963792381150888,0.0,64,0.0020183519763630406,0,4745.15,0.0019384830362461772,73.458678860976,9.4903,0.0,[[-7.98689401e-05]],0.9783046179509055,40,0.6637486088136697,7.986894011686335e-05,500.0
1.998099096641606,0.0,65,0.0019384830362461772,0,4770.0,0.0018599212516781842,73.00136985016103,9.54,0.0,[[-7.85617846e-05]],0.9792636339358417,40,0.6598608425582455,7.856178456799303e-05,500.0
1.9909859642900547,0.0,66,0.0018599212516781842,0,4771.65,0.0017896576725122584,55.18493906855384,9.5433,0.0,[[-7.02635792e-05]],0.9801624041594413,40,0.6461062518468665,7.026357916592582e-05,500.0
1.8504727612153606,0.0,67,0.0017896576725122584,0,4804.2,0.0017242071025090335,59.116495159980516,9.6084,0.0,[[-6.545057e-05]],0.9810082757495008,40,0.6348316815015522,6.545057000322484e-05,500.0
1.9155488404110195,0.0,68,0.0017242071025090335,0,4789.6,0.0016585387785434005,65.33176868874743,9.5792,0.0,[[-6.5668324e-05]],0.9818082999026515,40,0.6264720977716252,6.566832396563303e-05,500.0
1.7669878296128696,0.0,69,0.0016585387785434005,0,4822.55,0.001594239976103493,53.849767873223,9.6451,0.0,[[-6.42988024e-05]],0.9825585524565442,40,0.61256995815598,6.429880243990745e-05,500.0
1.7805885291105297,0.0,70,0.001594239976103493,0,4819.65,0.0015307010917762008,53.910829153334305,9.6393,0.0,[[-6.35388843e-05]],0.9832639029914473,40,0.5999877973973824,6.35388843272923e-05,500.0
1.7479478224477984,0.0,71,0.0015307010917762008,0,4826.45,0.0014746460717041641,53.2381207406873,9.6529,0.0,[[-5.60550201e-05]],0.9839344733803106,40,0.5939123338835088,5.605502007203665e-05,500.0
1.7868190479172756,0.0,72,0.0014746460717041641,0,4818.15,0.0014219188318914042,62.12952196822376,9.6363,0.0,[[-5.27272398e-05]],0.9845753932578019,40,0.5908981516269023,5.2727239812759953e-05,500.0
1.6655529982561348,0.0,73,0.0014219188318914042,0,4843.05,0.0013715614642735834,48.93053749960243,9.6861,0.0,[[-5.03573676e-05]],0.9851793343611446,40,0.5793536487737683,5.035736761782074e-05,500.0
1.6711284690292367,0.0,74,0.0013715614642735834,0,4842.1,0.001323964424579923,55.44537852697914,9.6842,0.0,[[-4.75970397e-05]],0.9857543443285834,40,0.5736289804068235,4.7597039693660385e-05,500.0
1.6196177048921143,0.0,75,0.001323964424579923,0,4852.15,0.0012792383571771304,47.796208008585786,9.7043,0.0,[[-4.47260674e-05]],0.9862974566296318,40,0.5631620196299849,4.472606740279269e-05,500.0
1.5184447010016533,0.0,76,0.0012792383571771304,0,4870.65,0.0012355740524591975,44.50030898769131,9.7413,0.0,[[-4.36643047e-05]],0.9868086627693582,40,0.5505613333603065,4.366430471793286e-05,500.0
1.6039195709261733,0.0,77,0.0012355740524591975,0,4855.05,0.00119382108968314,47.2228493422411,9.7101,0.0,[[-4.17529628e-05]],0.9872937217129583,40,0.5422220201458217,4.17529627760576e-05,500.0
1.5371281143743354,0.0,78,0.00119382108968314,0,4867.3,0.0011570545148196383,37.87756591968391,9.7346,0.0,[[-3.67665749e-05]],0.9877501661291509,40,0.5292294459694844,3.676657486350156e-05,500.0
1.4532066473836405,0.0,79,0.0011570545148196383,0,4881.9,0.001121510630777498,47.41929986830257,9.7638,0.0,[[-3.5543884e-05]],0.9881862487239723,40,0.5241364764489944,3.554388404214035e-05,500.0
1.5264708022101177,0.0,80,0.001121510630777498,0,4869.15,0.0010868173292494876,44.53512658565147,9.7383,0.0,[[-3.46933015e-05]],0.9886000038565502,40,0.5152830310058647,3.469330152801038e-05,500.0
1.513919086345106,0.0,81,0.0010868173292494876,0,4871.5,0.0010544865204924444,43.00406957486698,9.743,0.0,[[-3.23308088e-05]],0.988992473065826,40,0.5061518248189643,3.2330808757043226e-05,500.0
1.4729890393346448,0.0,82,0.0010544865204924444,0,4878.65,0.001023706258802028,41.637453092138095,9.7573,0.0,[[-3.07802617e-05]],0.9893645538962156,40,0.49661517653706255,3.07802616904163e-05,500.0
1.3966816351624305,0.0,83,0.001023706258802028,0,4891.05,0.0009937231384085261,42.374491147387246,9.7821,0.0,[[-2.99831204e-05]],0.9897193641740663,40,0.4898406537660236,2.9983120393501945e-05,500.0
1.4002750836889157,0.0,84,0.0009937231384085261,0,4890.65,0.0009637025434020092,38.3128894759975,9.7813,0.0,[[-3.0020595e-05]],0.9900547944988802,40,0.4787198599234017,3.002059500651689e-05,500.0
1.3929720169479356,0.0,85,0.0009637025434020092,0,4891.8,0.0009338863962832471,47.112206486217566,9.7836,0.0,[[-2.98161471e-05]],0.9903785541697544,40,0.477471238294612,2.981614711876216e-05,500.0
1.4030594570437847,0.0,86,0.0009338863962832471,0,4890.2,0.0009047242196418885,42.83176391417939,9.7804,0.0,[[-2.91621766e-05]],0.9906887670090129,40,0.4726600754967336,2.9162176641358553e-05,500.0
1.41199796033847,0.0,87,0.0009047242196418885,0,4888.8,0.000876052637980913,38.30352464199606,9.7776,0.0,[[-2.86715817e-05]],0.9909828202236847,40,0.462666726997071,2.867158166097554e-05,500.0
1.3674834953300168,0.0,88,0.000876052637980913,0,4895.85,0.0008476605097347467,35.47502642705147,9.7917,0.0,[[-2.83921282e-05]],0.991261160585365,40,0.45192949499889323,2.8392128246166313e-05,500.0
1.3303793105727402,0.0,89,0.0008476605097347467,0,4901.65,0.0008223123187636711,35.99135312821678,9.8033,0.0,[[-2.5348191e-05]],0.9915279640413219,40,0.44679510579220505,2.5348190971075557e-05,500.0
1.274205634895718,0.0,90,0.0008223123187636711,0,4910.0,0.0007977334628916963,39.73159951474393,9.82,0.0,[[-2.45788559e-05]],0.9917848245042926,40,0.44352514635754403,2.457885587197478e-05,500.0
1.2921060289310626,0.0,91,0.0007977334628916963,0,4907.45,0.0007747193010704792,36.386776444197416,9.8149,0.0,[[-2.30141618e-05]],0.9920308478535158,40,0.43790054321789285,2.3014161821217145e-05,500.0
1.269907992730182,0.0,92,0.0007747193010704792,0,4910.65,0.0007534139930131862,30.004624643544535,9.8213,0.0,[[-2.13053081e-05]],0.9922635345806008,40,0.42668165461599017,2.1305308057293e-05,500.0
1.254997812747098,0.0,93,0.0007534139930131862,0,4912.85,0.0007328111611399101,35.10523465239906,9.8257,0.0,[[-2.06028319e-05]],0.9924861501982686,40,0.42030410642969684,2.060283187327609e-05,500.0
1.2320753183145905,0.0,94,0.0007328111611399101,0,4916.05,0.000712324384579044,34.28552901735658,9.8321,0.0,[[-2.04867766e-05]],0.9926991618671032,40,0.41390578335690975,2.0486776560866074e-05,500.0
1.2048667602685368,0.0,95,0.000712324384579044,0,4919.85,0.0006919972656249864,34.995392553877714,9.8397,0.0,[[-2.0327119e-05]],0.992903487990523,40,0.40845092700745056,2.0327118954057647e-05,500.0
1.2186484316651784,0.0,96,0.0006919972656249864,0,4918.0,0.0006728656249145877,33.67491648096547,9.836,0.0,[[-1.91316407e-05]],0.9930995842464918,40,0.4031315921050833,1.913164071039872e-05,500.0
1.2296520483453846,0.0,97,0.0006728656249145877,0,4916.4,0.000653477572788767,38.861806442830215,9.8328,0.0,[[-1.93880521e-05]],0.9932894072471271,40,0.40122145432573575,1.9388052125820653e-05,500.0
1.1579225837680172,0.0,98,0.000653477572788767,0,4926.15,0.0006347863493998959,32.377113830605715,9.8523,0.0,[[-1.86912234e-05]],0.9934712976734387,40,0.3951741378256344,1.8691223388871137e-05,500.0
1.1406549697432613,0.0,99,0.0006347863493998959,0,4928.4,0.0006175276168286838,31.398089113829844,9.8568,0.0,[[-1.72587326e-05]],0.9936467132563079,40,0.3916067856258536,1.7258732571212056e-05,500.0
