RewardStd,TimestepsStd,ITERATIONS,OmegaBefore,ConfortViolation,ReturnsMean,Omega,ReturnsStd,RewardMean,Wins,DeltaOmega,Theta,Traj,NormDeltaVar,NormDeltaOmega,TimestepsMean
3.3963544441062097,0.0,0,0.07604877657154463,0,1482.85,0.07132020427853189,82.02668773027472,2.9657,0.0,[[-0.00472857]],0.45310505007664326,40,0.9900000026140159,0.004728572293012739,500.0
3.4921443211871988,0.0,1,0.07132020427853189,0,1535.1,0.06716379821772622,85.30527533511629,3.0702,0.0,[[-0.00415641]],0.47024334415442876,40,0.9852184589232666,0.0041564060608056674,500.0
3.55547008284418,0.0,2,0.06716379821772622,0,1559.65,0.06485162614654726,83.04443087889759,3.1193,0.0,[[-0.00231217]],0.48752544315368507,40,0.9894123216755154,0.0023121720711789667,500.0
3.701839854720892,0.0,3,0.06485162614654726,0,1661.85,0.06198281019411467,94.95829347666269,3.3237,0.0,[[-0.00286882]],0.5048476304897036,40,0.9899959141742455,0.002868815952432588,500.0
3.776841172196681,0.0,4,0.06198281019411467,0,1713.7,0.05885888466476957,111.9451204832082,3.4274,0.0,[[-0.00312393]],0.5222431940595677,40,0.9948630000557239,0.003123925529345095,500.0
3.8551082669621617,0.0,5,0.05885888466476957,0,1770.25,0.05597989712434377,82.82775802833251,3.5405,0.0,[[-0.00287899]],0.5393172759094494,40,0.9794703464035432,0.002878987540425801,500.0
3.9440096843187393,0.0,6,0.05597989712434377,0,1846.55,0.05299139840468609,99.8709041713351,3.6931,0.0,[[-0.0029885]],0.5564192755794533,40,0.9863976730480299,0.00298849871965768,500.0
4.046757709574419,0.0,7,0.05299139840468609,0,1934.9,0.05001567779242412,120.85772627349897,3.8698,0.0,[[-0.00297572]],0.5735457310454036,40,0.9955747940661057,0.0029757206122619714,500.0
4.070799803478428,0.0,8,0.05001567779242412,0,1958.2,0.0476277647315248,125.82193767384128,3.9164,0.0,[[-0.00238791]],0.5906580833867124,40,1.0050569376336957,0.0023879130608993188,500.0
4.129449958529586,0.0,9,0.0476277647315248,0,2022.6,0.04547823424835373,122.53913660541274,4.0452,0.0,[[-0.00214953]],0.6075837733834314,40,1.006863758230474,0.0021495304831710693,500.0
4.2249406137838195,0.0,10,0.04547823424835373,0,2152.05,0.04319141877886343,156.26611116937673,4.3041,0.0,[[-0.00228682]],0.6244239678723735,40,1.0171665009731417,0.0022868154694903053,500.0
4.27689952068084,0.0,11,0.04319141877886343,0,2225.35,0.04090388845667621,114.5664763357938,4.4507,0.0,[[-0.00228753]],0.6408302155269194,40,1.0085813320500785,0.0022875303221872173,500.0
4.325819042678507,0.0,12,0.04090388845667621,0,2298.45,0.03883344387928644,118.9449347387269,4.5969,0.0,[[-0.00207044]],0.6567842050090598,40,1.0003826666851179,0.0020704445773897726,500.0
4.369235168768099,0.0,13,0.03883344387928644,0,2394.9,0.036787919992194676,139.84702356503695,4.7898,0.0,[[-0.00204552]],0.6724758429613572,40,1.0058322155438102,0.0020455238870917616,500.0
4.410610801238305,0.0,14,0.036787919992194676,0,2505.3,0.034720925950169075,118.77503946536916,5.0106,0.0,[[-0.00206699]],0.6877036653389553,40,1.0000160465777892,0.002066994042025601,500.0
4.430970548311058,0.0,15,0.034720925950169075,0,2565.0,0.032691033614029884,132.36313686219438,5.13,0.0,[[-0.00202989]],0.7026211170833053,40,1.00578958032375,0.0020298923361391913,500.0
4.451426288281095,0.0,16,0.032691033614029884,0,2649.0,0.03078825919138222,151.68981508328105,5.298,0.0,[[-0.00190277]],0.7171787658260913,40,1.0099906914278396,0.0019027744226476628,500.0
4.462579541027812,0.0,17,0.03078825919138222,0,2768.6,0.028921354968532934,118.40118242652815,5.5372,0.0,[[-0.0018669]],0.7312323434837679,40,1.005340844010565,0.0018669042228492867,500.0
4.465822996940206,0.0,18,0.028921354968532934,0,2856.8,0.027161827564630696,102.71786602144732,5.7136,0.0,[[-0.00175953]],0.7446918819278807,40,0.9945064710667992,0.0017595274039022384,500.0
4.466412681336107,0.0,19,0.027161827564630696,0,2871.2,0.025513074136918036,118.71040392484561,5.7424,0.0,[[-0.00164875]],0.7576579093944849,40,0.9911745968069141,0.0016487534277126598,500.0
4.4494141176114415,0.0,20,0.025513074136918036,0,3035.05,0.02392154862956222,138.31701811418577,6.0701,0.0,[[-0.00159153]],0.7702757338282966,40,0.9998164032757657,0.001591525507355817,500.0
4.434287094900374,0.0,21,0.02392154862956222,0,3089.3,0.022403640636639546,120.02878821349485,6.1786,0.0,[[-0.00151791]],0.782315218733108,40,0.9905841974127902,0.0015179079929226735,500.0
4.412449105655497,0.0,22,0.022403640636639546,0,3175.85,0.020992662900667446,111.16958891711347,6.3517,0.0,[[-0.00141098]],0.7937768098563419,40,0.9804800401167633,0.0014109777359721,500.0
4.380128929609264,0.0,23,0.020992662900667446,0,3254.2,0.019664360543448365,123.34812523909716,6.5084,0.0,[[-0.0013283]],0.8047176871820119,40,0.974313584185797,0.0013283023572190807,500.0
4.347597111048815,0.0,24,0.019664360543448365,0,3322.8,0.018461490387624024,120.61077895445331,6.6456,0.0,[[-0.00120287]],0.8152156617069757,40,0.9745434366454653,0.0012028701558243413,500.0
4.329131874868217,0.0,25,0.018461490387624024,0,3359.45,0.017380139520349086,139.92068288855654,6.7189,0.0,[[-0.00108135]],0.8253143213206684,40,0.9787540639440522,0.0010813508672749376,500.0
4.272670302047655,0.0,26,0.017380139520349086,0,3460.35,0.016317632677470797,134.19157015252486,6.9207,0.0,[[-0.00106251]],0.8349892133088367,40,0.9804555534355508,0.0010625068428782893,500.0
4.2281285115284755,0.0,27,0.016317632677470797,0,3528.85,0.015303834772530119,130.48439561878652,7.0577,0.0,[[-0.0010138]],0.8442015997864716,40,0.9774357468042965,0.0010137979049406783,500.0
4.162383144305675,0.0,28,0.015303834772530119,0,3614.2,0.014328835273064607,117.9659272841103,7.2284,0.0,[[-0.000975]],0.8528806615521818,40,0.9649583786807234,0.0009749994994655113,500.0
4.062987323386575,0.0,29,0.014328835273064607,0,3727.45,0.013425773062707425,87.97725558347453,7.4549,0.0,[[-0.00090306]],0.8609527693584021,40,0.9407204777887159,0.0009030622103571827,500.0
4.070426354818374,0.0,30,0.013425773062707425,0,3716.35,0.012619998623182341,103.8401536015813,7.4327,0.0,[[-0.00080577]],0.8686010908956402,40,0.9345741278820014,0.0008057744395250834,500.0
3.9930895306767167,0.0,31,0.012619998623182341,0,3797.0,0.011869348450811293,102.84940447080868,7.594,0.0,[[-0.00075065]],0.8758270898106277,40,0.9263925999275457,0.0007506501723710483,500.0
3.9022900648209125,0.0,32,0.011869348450811293,0,3881.75,0.011185304343122393,111.38957536502238,7.7635,0.0,[[-0.00068404]],0.8826700641944468,40,0.9209699019371733,0.0006840441076888994,500.0
3.80446418697824,0.0,33,0.011185304343122393,0,3961.75,0.010547757635005067,98.44001980901874,7.9235,0.0,[[-0.00063755]],0.8891295831825031,40,0.9131333888925326,0.0006375467081173262,500.0
3.7808993639080106,0.0,34,0.010547757635005067,0,3980.0,0.009943338341221283,105.45994500283034,7.96,0.0,[[-0.00060442]],0.8952051276720365,40,0.9023879709072986,0.0006044192937837839,500.0
3.6930956337468435,0.0,35,0.009943338341221283,0,4045.4,0.009364135735644236,99.23628368696603,8.0908,0.0,[[-0.0005792]],0.9009282966373399,40,0.89333950967535,0.0005792026055770477,500.0
3.592704379711751,0.0,36,0.009364135735644236,0,4114.1,0.00878074969057598,133.82895800236957,8.2282,0.0,[[-0.00058339]],0.9064301604051631,40,0.9032010141958686,0.0005833860450682564,500.0
3.597044618850314,0.0,37,0.00878074969057598,0,4112.55,0.008230452725478262,110.37208659801627,8.2251,0.0,[[-0.0005503]],0.9116235725168681,40,0.8973714241408643,0.0005502969650977175,500.0
3.4890677479808274,0.0,38,0.008230452725478262,0,4181.25,0.007711053666730474,114.00849749031867,8.3625,0.0,[[-0.0005194]],0.9165377534347603,40,0.8940998290616022,0.0005193990587477881,500.0
3.4222308382106545,0.0,39,0.007711053666730474,0,4219.85,0.007236442907768949,88.1900079374075,8.4397,0.0,[[-0.00047461]],0.9211100512840175,40,0.8759546620272047,0.000474610758961525,500.0
3.376014204650211,0.0,40,0.007236442907768949,0,4247.35,0.006806637514572505,101.00236383372422,8.4947,0.0,[[-0.00042981]],0.9254320633611288,40,0.8717774253492436,0.0004298053931964434,500.0
3.2591703484169097,0.0,41,0.006806637514572505,0,4309.6,0.006399530874325697,108.80275731800182,8.6192,0.0,[[-0.00040711]],0.9295141562572473,40,0.8671433200214551,0.0004071066402468078,500.0
3.2042803310571943,0.0,42,0.006399530874325697,0,4338.3,0.006016613402697806,101.66862839637407,8.6766,0.0,[[-0.00038292]],0.9333668706851901,40,0.8620900480943874,0.00038291747162789123,500.0
3.134537284831686,0.0,43,0.006016613402697806,0,4372.45,0.005659299713649869,117.87746816079823,8.7449,0.0,[[-0.00035731]],0.9370454095737624,40,0.8674516496163847,0.00035731368904793736,500.0
3.0061156315085418,0.0,44,0.005659299713649869,0,4432.05,0.005318725259070626,85.01704240915466,8.8641,0.0,[[-0.00034057]],0.9404574551692932,40,0.8479607277462407,0.0003405744545792429,500.0
3.0678074515849265,0.0,45,0.005318725259070626,0,4404.4,0.0049925188913614435,104.2729111514587,8.8088,0.0,[[-0.00032621]],0.9436733085539439,40,0.8419457672186681,0.00032620636770918244,500.0
2.8987678744597676,0.0,46,0.0049925188913614435,0,4477.95,0.004695493347734474,86.4598027987573,8.9559,0.0,[[-0.00029703]],0.9466918796065521,40,0.8324783504620967,0.0002970255436269692,500.0
2.8907107620791113,0.0,47,0.004695493347734474,0,4481.35,0.004413752587451869,98.5275469094811,8.9627,0.0,[[-0.00028174]],0.9495298804859412,40,0.8242932533900245,0.00028174076028260504,500.0
2.8447847001135256,0.0,48,0.004413752587451869,0,4500.05,0.004153444748500567,84.30004448397403,9.0001,0.0,[[-0.00026031]],0.9521754530236097,40,0.8089249051199232,0.0002603078389513021,500.0
2.7769539409215995,0.0,49,0.004153444748500567,0,4527.05,0.003913318209789299,88.56182868482335,9.0541,0.0,[[-0.00024013]],0.9546627596536384,40,0.8002727849530515,0.00024012653871126853,500.0
2.6545645951831722,0.0,50,0.003913318209789299,0,4572.95,0.003694592766983319,88.91005286242945,9.1459,0.0,[[-0.00021873]],0.957008836986901,40,0.7941238973461395,0.00021872544280597973,500.0
2.608767201189098,0.0,51,0.003694592766983319,0,4589.35,0.0034969552628595,92.86483457154273,9.1787,0.0,[[-0.00019764]],0.9592353407401922,40,0.7928984766173386,0.00019763750412381872,500.0
2.502208862185569,0.0,52,0.0034969552628595,0,4625.45,0.0033096311302719876,64.47478189183737,9.2509,0.0,[[-0.00018732]],0.9612894162350463,40,0.7691649235094147,0.00018732413258751258,500.0
