NormDeltaOmega,TimestepsStd,Wins,RewardMean,TimestepsMean,Traj,OmegaBefore,ReturnsStd,ITERATIONS,NormDeltaVar,DeltaOmega,RewardStd,ConfortViolation,ReturnsMean,Omega,Theta
0.010857917842253095,0.0,0.0,2.365,500.0,20,0.8,54.10683875444952,0,0.989999862760996,0.01085792,2.4378627935140242,0,1182.5,0.81085792,0.18914208
0.010130338978380227,0.0,0.0,2.367,500.0,20,0.81085792,46.569840025492894,1,0.9710550794252093,0.01013034,2.458314666595796,0,1183.5,0.82098826,0.17893668
0.008407718114443408,0.0,0.0,2.3502,500.0,20,0.82098826,64.97838102015162,2,0.1684993975327167,0.00840772,2.4237491536873197,0,1175.1,0.82939597,0.17721035
0.00694752149676392,0.0,0.0,2.3694,500.0,20,0.82939597,70.2830705077688,3,0.4681706525808629,0.00694752,2.453720367116025,0,1184.7,0.8363435,0.18203937
0.007222297837472524,0.0,0.0,2.394,500.0,20,0.8363435,58.84725991921799,4,0.4192491949019832,0.0072223,2.483377538756441,0,1197.0,0.84356579,0.18645008
0.007220390549154243,0.0,0.0,2.381,500.0,20,0.84356579,44.957201870223194,5,0.48207495862222416,0.00722039,2.4550435841345055,0,1190.5,0.85078618,0.19162302
0.007174062281181115,0.0,0.0,2.3828,500.0,20,0.85078618,65.58993825275338,6,0.4782723992979996,0.00717406,2.47221846931051,0,1191.4,0.85796025,0.19686265
0.007285027119058873,0.0,0.0,2.3582,500.0,20,0.85796025,57.96369553436013,7,0.513198405104486,0.00728503,2.437066425028255,0,1179.1,0.86524527,0.20260441
0.007129509562157632,0.0,0.0,2.3956,500.0,20,0.86524527,64.22429446868217,8,0.5026903966594247,0.00712951,2.4679344885956755,0,1197.8,0.87237478,0.20834881
0.005992836631662168,0.0,0.0,2.4118,500.0,20,0.87237478,54.16077916721657,9,0.3845354118094839,0.00599284,2.471360103262979,0,1205.9,0.87836762,0.21282342
0.005713414199967293,0.0,0.0,2.4054,500.0,20,0.87836762,64.55470548302424,10,0.42859353392593746,0.00571341,2.481461432301538,0,1202.7,0.88408103,0.21789287
0.005440174490985883,0.0,0.0,2.3638,500.0,20,0.88408103,68.41483757197703,11,0.4373348329732174,0.00544017,2.4388623495392276,0,1181.9,0.88952121,0.22315491
0.003065261402033892,0.0,0.0,2.403,500.0,20,0.88952121,65.24683900389351,12,0.03155328972481897,0.00306526,2.472810344527052,0,1201.5,0.89258647,0.22277224
0.0030017467237708484,0.0,0.0,2.3792,500.0,20,0.89258647,61.956759114724505,13,0.07430748535299259,0.00300175,2.4400424914332945,0,1189.6,0.89558822,0.22367416
0.0031731446125347063,0.0,0.0,2.3228,500.0,20,0.89558822,48.07951746846052,14,0.18184680166532985,0.00317314,2.3994583055348144,0,1161.4,0.89876136,0.22589229
0.003004997215382166,0.0,0.0,2.3484,500.0,20,0.89876136,40.57536198236561,15,0.1398430503107484,0.003005,2.4008784725595755,0,1174.2,0.90176636,0.22760864
0.003438908653509598,0.0,0.0,2.3592,500.0,20,0.90176636,55.86984875583609,16,0.07764857567904926,0.00343891,2.4263089992826554,0,1179.6,0.90520527,0.22856561
0.004045936493013325,0.0,0.0,2.381,500.0,20,0.90520527,69.9081540308425,17,0.30819301254905085,0.00404594,2.456672342824741,0,1190.5,0.9092512,0.23239179
0.0039704953823831435,0.0,0.0,2.4016,500.0,20,0.9092512,58.15290190523599,18,0.32809306083924383,0.0039705,2.47457419367454,0,1200.8,0.9132217,0.23651384
0.0032386638745082186,0.0,0.0,2.3138,500.0,20,0.9132217,44.893095237463854,19,0.12969063546926307,0.00323866,2.390717373509466,0,1156.9,0.91646036,0.23815708
