Iterations, Omega_mean, Omega_std, Omega_low, Omega_sup, Ret_mean, Ret_std, Rets_low, Rets_sup, Ts_mean, Ts_std, Ts_low, Ts_sup
0.000000000000000000e+00,7.979999999713482950e+00,9.797959113748673510e-02,7.909909622550872044e+00,8.050090376876093856e+00,1.465036537202887814e+02,6.403964284494217729e+00,1.419225336439022271e+02,1.510847737966753357e+02,2.282880000000000464e+01,9.521357886352139754e-01,2.214768308819520470e+01,2.350991691180480458e+01
1.000000000000000000e+00,7.969308873206182753e+00,1.508039560127464318e-01,7.861430221827496290e+00,8.077187524584868328e+00,1.708238194603480622e+02,6.832478213923799615e+00,1.659361589852471752e+02,1.757114799354489492e+02,2.640040000000000120e+01,8.773568487223425416e-01,2.577277671928168701e+01,2.702802328071831539e+01
2.000000000000000000e+00,7.979140834534854676e+00,1.804927718636516187e-01,7.850024083707669575e+00,8.108257585362039777e+00,2.087040277156701507e+02,6.200813273815676929e+00,2.042682331177237245e+02,2.131398223136165768e+02,3.201719999999998834e+01,1.000818944664818577e+00,3.130125725632584377e+01,3.273314274367412935e+01
3.000000000000000000e+00,7.957826943873432590e+00,2.134965865050091338e-01,7.805100686319773828e+00,8.110553201427091352e+00,2.354798961089049101e+02,7.992875963260794414e+00,2.297621370901639750e+02,2.411976551276458451e+02,3.603959999999999297e+01,1.121927555593496439e+00,3.523702137512769639e+01,3.684217862487228956e+01
4.000000000000000000e+00,7.936847482846010493e+00,2.379374301277310255e-01,7.766637299019530261e+00,8.107057666672490726e+00,2.566460182130638259e+02,1.465672418841712954e+01,2.461612293462375192e+02,2.671308070798901326e+02,3.907520000000000238e+01,1.658423154686403223e+00,3.788883554330343628e+01,4.026156445669656847e+01
5.000000000000000000e+00,7.925720634387649177e+00,2.638837754445023109e-01,7.736949553254586220e+00,8.114491715520712134e+00,2.840849147625676210e+02,1.228638108507778526e+01,2.752957672041921455e+02,2.928740623209430964e+02,4.305519999999999214e+01,1.336415264803570091e+00,4.209918611110231979e+01,4.401121388889766450e+01
6.000000000000000000e+00,7.917308613377303850e+00,2.836072508455610430e-01,7.714428207906708579e+00,8.120189018847899121e+00,3.078588026593105269e+02,1.160547684042315630e+01,2.995567446546411929e+02,3.161608606639798609e+02,4.652720000000000056e+01,1.521655729789099798e+00,4.543867306521306659e+01,4.761572693478693452e+01
7.000000000000000000e+00,7.927235976264209505e+00,3.025544057165209244e-01,7.710801592708519614e+00,8.143670359819898508e+00,3.301147287119785574e+02,1.106278520205444416e+01,3.222008889186190004e+02,3.380285685053381144e+02,4.975520000000000209e+01,1.121577175231379897e+00,4.895287202213945932e+01,5.055752797786054487e+01
8.000000000000000000e+00,7.931461023044038328e+00,3.135757686287310442e-01,7.707142431416089678e+00,8.155779614671986977e+00,3.454955545745438030e+02,1.392104698218267522e+01,3.355370374777492088e+02,3.554540716713383972e+02,5.206840000000001112e+01,7.098111298084870402e-01,5.156063170636951298e+01,5.257616829363050925e+01
9.000000000000000000e+00,7.926322161414967482e+00,3.204335902133050307e-01,7.697097779756703062e+00,8.155546543073231902e+00,3.583640661693762013e+02,1.518935886405596669e+01,3.474982534089818387e+02,3.692298789297705639e+02,5.399759999999999849e+01,1.257971955172292100e+00,5.309770107437284281e+01,5.489749892562715416e+01
