ConfortViolation,NormDeltaVar,ReturnsMean,ITERATIONS,RewardMean,OmegaBefore,NormDeltaOmega,Wins,Omega,TimestepsStd,TimestepsMean,RewardStd,ReturnsStd,Traj,DeltaOmega
0,0.27657109971582133,597.4382800830141,17,6.614098397872356,8.0302029240337,0.002617903909813535,1.2,8.027585020123887,35.37451647726086,90.328,0.7083013595952348,239.63130462932352,250,-0.002617903909813535
0,0.2679110197373061,732.698036353024,18,6.6319518134777695,8.027585020123887,0.024946830479990467,4.0,8.052531850603877,40.709723654183655,110.48,0.6349786655470758,276.1651332169963,250,0.024946830479990467
0,0.27410557706323935,862.1777267329395,19,6.6250017422232945,8.052531850603877,0.03579760327050607,11.200000000000001,8.088329453874383,43.668391314542376,130.14,0.5645821566782296,296.1001479811886,250,0.03579760327050607
0,0.27814825999629106,1058.9684990046853,20,6.638468524352341,8.088329453874383,0.004567717351257272,31.6,8.083761736523126,39.54037936085086,159.52,0.4501244270382498,269.5084314456517,250,-0.004567717351257272
0,0.2776439585373377,1178.6278837662285,21,6.664034986013143,8.083761736523126,0.04012030848170056,55.2,8.043641428041425,34.57405825181649,176.864,0.35220698437609477,235.8942654277682,250,-0.04012030848170056
0,0.2562442634131672,1231.149398125605,22,6.6955415504231395,8.043641428041425,0.030455459221251147,66.8,8.013185968820174,31.11932878453518,183.876,0.30650736707535964,213.18514875271453,250,-0.030455459221251147
0,0.2396520752276446,1207.888041269911,23,6.715712450071783,8.013185968820174,0.04170897373095528,62.4,7.971476995089219,35.05561866520116,179.86,0.3280921380747492,239.9758735275864,250,-0.04170897373095528
0,0.22583091866839808,1232.4665937316877,24,6.752945589955989,7.971476995089219,0.038842019686332385,67.2,7.932634975402887,32.75280042988691,182.508,0.30821476995810304,226.02083022347406,250,-0.038842019686332385
0,0.21670882834123226,1242.3348806722365,25,6.782340536065753,7.932634975402887,0.033291756512193516,64.4,7.899343218890693,33.22803659562208,183.172,0.32016166830270926,229.9164594694628,250,-0.033291756512193516
0,0.21695159249319934,1301.082098138105,26,6.821233606679802,7.899343218890693,0.026414830049946048,81.6,7.872928388840747,26.402734706844292,190.74,0.23732810657728515,184.0654748110739,250,-0.026414830049946048
0,0.2183234464540113,1306.7354809661856,27,6.848144185844927,7.872928388840747,0.051028425544492606,83.6,7.8218999632962545,27.788309484385692,190.816,0.22637510644609393,194.44329383228362,250,-0.051028425544492606
0,0.213063818076142,1357.8769035245086,28,6.8920764568293,7.8218999632962545,0.03994440068986638,90.0,7.781955562606388,15.800113923639914,197.02,0.18561878692887113,112.00749769321428,250,-0.03994440068986638
0,0.2003899183508247,1366.6514255942147,29,6.927330273079495,7.781955562606388,0.00901788450840968,90.8,7.790973447114798,14.619553481553394,197.284,0.17867668387270788,104.60336636542469,250,0.00901788450840968
0,0.18040201445514803,1379.811206301761,30,6.92467733765814,7.790973447114798,0.0012350002951837524,96.8,7.789738446819614,11.788146588840842,199.26,0.13054913962770115,83.52662279668752,250,-0.0012350002951837524
0,0.17470763629580222,1383.9089946692643,31,6.929245917631007,7.789738446819614,0.01105771141633305,97.2,7.778680735403281,9.092942318083844,199.72,0.12441631007708141,64.89051218659502,250,-0.01105771141633305
0,0.16339678668527094,1387.3221415064643,32,6.940636276572734,7.778680735403281,0.017571041083800587,97.6,7.796251776487082,7.4542970158157775,199.884,0.11897899125933482,54.094177202114096,250,0.017571041083800587
0,0.15142548675858003,1388.9903445427506,33,6.929982959521189,7.796251776487082,0.01249542575310958,98.4,7.808747202240191,5.499579620298263,200.432,0.10902942766545368,39.76519808346136,250,0.01249542575310958
0,0.14533270129306744,1389.5017912310755,34,6.9238294594042165,7.808747202240191,0.013119325684746386,98.8,7.8218665279249375,3.8251985569379263,200.684,0.10225638835253532,27.62955712024481,250,0.013119325684746386
0,0.14916463207586708,1386.3339827769446,35,6.912866915873547,7.8218665279249375,0.035886616542633476,99.6,7.857753144467571,7.1955586301551335,200.544,0.09236888399129409,50.92895863490402,250,0.035886616542633476
0,0.14126743990456472,1381.4730855069197,36,6.886018769349615,7.857753144467571,0.03499219203897663,99.2,7.892745336506548,4.334466518500287,200.62,0.09802739076111275,31.230915983851396,250,0.03499219203897663
0,0.1282763952591744,1376.098536163575,37,6.8600497326146845,7.892745336506548,0.020397767332815064,99.2,7.913143103839363,4.681963690589665,200.596,0.09716130252025075,33.2680514757301,250,0.020397767332815064
0,0.13227805075217935,1375.5291899565307,38,6.8456085019933255,7.913143103839363,0.02406313946936489,98.8,7.937206243308728,0.5898338749173362,200.936,0.10096468111630254,5.890768666755924,250,0.02406313946936489
0,0.1531200611380947,1368.635975473653,39,6.824753044149062,7.937206243308728,0.018754078362087867,97.6,7.9559603216708155,3.145854414940399,200.54,0.11461964818409932,23.03246516886812,250,0.018754078362087867
0,0.12450010760666953,1361.4713312173903,40,6.808854604099852,7.9559603216708155,0.0032801482335864662,92.80000000000001,7.959240469904402,4.616715715744257,199.956,0.15574644690577943,33.32531336736443,250,0.0032801482335864662
0,0.10716036573072037,1335.5666070552818,41,6.797606868295779,7.959240469904402,0.009681974036327645,72.8,7.949558495868074,10.38082000614595,196.476,0.2674878263517689,73.74612829031513,250,-0.009681974036327645
0,0.08646055785423998,1315.2284867051148,42,6.800701600369784,7.949558495868074,0.013670243361752377,61.6,7.963228739229827,12.225840829979754,193.396,0.31533881027126315,86.73855671477858,250,0.013670243361752377
0,0.1040917441736333,1327.301044968666,43,6.793155388092749,7.963228739229827,0.022670970517456368,71.2,7.985899709747283,12.156539639222997,195.388,0.2751822466444447,85.63150478959001,250,0.022670970517456368
0,0.1137558020106773,1345.2550865944095,44,6.782433986379268,7.985899709747283,0.036452770739348495,80.80000000000001,8.022352480486632,7.16056310634855,198.344,0.22781663666738441,51.32931131195534,250,0.036452770739348495
0,0.09800295523254726,1349.2718630016204,45,6.757170788269332,8.022352480486632,0.036750607428357895,90.8,8.05910308791499,5.182431861587763,199.68,0.16860494425701125,37.04845003663052,250,0.036750607428357895
0,0.1024761651610848,1350.6999337196658,46,6.732225834959856,8.05910308791499,0.036962712598320735,97.6,8.09606580051331,2.5267718535712715,200.632,0.11218460592469504,18.346180282927396,250,0.036962712598320735
0,0.08519292040957453,1347.115728051626,47,6.703936062045277,8.09606580051331,0.03454063050455147,99.6,8.130606431017862,0.8836650949313322,200.944,0.08964838807807812,6.722833245082611,250,0.03454063050455147
0,0.08730018569183397,1342.0573006954583,48,6.676901993509744,8.130606431017862,0.029156877186533592,100.0,8.159763308204395,0.0,201.0,0.08508489844220858,2.479455644266091,250,0.029156877186533592
0,0.06959821698337447,1337.248055788941,49,6.65297540193503,8.159763308204395,0.009092047853920704,100.0,8.168855356058316,0.0,201.0,0.08653701038387084,2.917760629487504,250,0.009092047853920704
0,0.060055935920039355,1335.8200471429966,50,6.64587088130844,8.168855356058316,0.014093017508471917,100.0,8.182948373566788,0.0,201.0,0.08526798757076358,2.332543802525571,250,0.014093017508471917
0,0.053313824091655304,1333.2084497016083,51,6.632877859211981,8.182948373566788,0.01861049148335958,100.0,8.201558865050147,0.0,201.0,0.0864750352058375,2.8414461502990283,250,0.01861049148335958
0,0.0554079729385147,1330.3896575440222,52,6.61885401763195,8.201558865050147,0.019480794833764747,100.0,8.221039659883912,0.0,201.0,0.0859192879761794,2.7815606532138513,250,0.019480794833764747
0,0.047052050955815106,1327.1417966753859,53,6.6026955058476915,8.221039659883912,0.022715379206198705,100.0,8.24375503909011,0.0,201.0,0.08592318741218914,2.273983507162124,250,0.022715379206198705
0,0.04117390073915397,1323.4201994553007,54,6.584180096792541,8.24375503909011,0.022940435169164886,100.0,8.266695474259276,0.0,201.0,0.0858961136522183,2.291863133798378,250,0.022940435169164886
0,0.03850675431662857,1319.4763124060346,55,6.564558768189228,8.266695474259276,0.03423181112643725,100.0,8.300927285385713,0.0,201.0,0.08691636151336422,2.6525162608594814,250,0.03423181112643725
0,0.036117749248347535,1313.701797997587,56,6.5358298407840145,8.300927285385713,0.01679105748320886,100.0,8.317718342868922,0.0,201.0,0.08768724581186199,2.5152773319978685,250,0.01679105748320886
0,0.048644081387975276,1311.1970548430513,57,6.523368432054981,8.317718342868922,0.01133447476994931,100.0,8.329052817638871,0.0,201.0,0.08599150586061692,2.2646077453741236,250,0.01133447476994931
0,0.04872987730805907,1309.4104230927076,58,6.5144797168791415,8.329052817638871,0.0050197980270816345,100.0,8.334072615665953,0.0,201.0,0.08664984904292534,2.371280410085095,250,0.0050197980270816345
0,0.05028949711978723,1308.4358099085769,59,6.509630895067548,8.334072615665953,4.550701245698008e-05,100.0,8.334027108653496,0.0,201.0,0.08668290740529097,2.314667016547822,250,-4.550701245698008e-05
0,0.05471368026151169,1308.3397793625334,60,6.509153131156882,8.334027108653496,0.0016559569853580314,100.0,8.335683065638854,0.0,201.0,0.08751882616000878,2.314046919217909,250,0.0016559569853580314
0,0.06223723378993117,1308.3936819821176,61,6.50942130339362,8.335683065638854,0.00038857542132753053,100.0,8.335294490217526,0.0,201.0,0.08665175956554803,2.3412780235020474,250,-0.00038857542132753053
0,0.05087256294711217,1308.2400542726266,62,6.508656986430978,8.335294490217526,0.002852662761474889,100.0,8.338147152979001,0.0,201.0,0.08688236059896975,2.183264843890907,250,0.002852662761474889
0,0.04803276125050693,1307.8513630391622,63,6.506723199199812,8.338147152979001,0.01186002832061206,100.0,8.32628712465839,0.0,201.0,0.08715247166407912,2.7050246017925956,250,-0.01186002832061206
0,0.05485519785550776,1309.776814132193,64,6.516302557871606,8.32628712465839,0.0049635175635760476,100.0,8.331250642221965,0.0,201.0,0.08698178629183866,2.50297893978412,250,0.0049635175635760476
0,0.05057308166573189,1308.8973638792652,65,6.5119271834789325,8.331250642221965,0.007159754843357291,100.0,8.338410397065322,0.0,201.0,0.08715283328025955,2.4481812187091045,250,0.007159754843357291
0,0.06298243595162663,1307.8741532774716,66,6.506836583470008,8.338410397065322,0.015082138672271483,100.0,8.353492535737594,0.0,201.0,0.08645280012389736,2.068320003749271,250,0.015082138672271483
0,0.05414655060317389,1305.6044021750004,67,6.495544289427862,8.353492535737594,0.008536515881008455,100.0,8.362029051618602,0.0,201.0,0.08627615051394101,2.241742291443254,250,0.008536515881008455
0,0.049434282026972545,1304.0788790601202,68,6.487954622189653,8.362029051618602,0.0013985992190157504,100.0,8.360630452399587,0.0,201.0,0.08651423506901923,2.432645540456475,250,-0.0013985992190157504
0,0.06159189367141608,1304.2495217824912,69,6.4888035909576685,8.360630452399587,0.007485350611361241,100.0,8.368115803010948,0.0,201.0,0.08680045010226277,2.279024137255157,250,0.007485350611361241
0,0.05712994338310128,1299.744272680622,70,6.481609913232178,8.368115803010948,0.01548132154823989,99.2,8.383597124559188,5.364439952129205,200.528,0.09654966988001898,35.76597483452835,250,0.01548132154823989
0,0.0346189697001478,1300.3392346424512,71,6.469349426081846,8.383597124559188,0.02169223373810958,100.0,8.405289358297297,0.0,201.0,0.08655119162476983,2.4243345041663598,250,0.02169223373810958
0,0.02855324107595163,1296.956085058118,72,6.452517836110042,8.405289358297297,0.02853540705219082,100.0,8.433824765349488,0.0,201.0,0.08638284473860955,2.306621784646044,250,0.02853540705219082
0,0.029107267378783306,1291.9307307058857,73,6.42751607316361,8.433824765349488,0.041868573276490295,100.0,8.475693338625979,0.0,201.0,0.08766209833776342,2.3856850427844356,250,0.041868573276490295
0,0.03136636625175981,1284.8931920966027,74,6.392503443266679,8.475693338625979,0.045309037213934644,100.0,8.521002375839913,0.0,201.0,0.08814710046276668,2.620816328485446,250,0.045309037213934644
0,0.04053922923426832,1277.2954431947248,75,6.354703697486193,8.521002375839913,0.02203638919721662,100.0,8.54303876503713,0.0,201.0,0.08792940839120802,2.2032581067690917,250,0.02203638919721662
0,0.05860762571085376,1273.2672548008723,76,6.334662959208321,8.54303876503713,0.02435861519627025,100.0,8.5673973802334,0.0,201.0,0.08863463342752509,2.4153211865175455,250,0.02435861519627025
0,0.06300695029895496,1269.3505412616576,77,6.3151768221973015,8.5673973802334,0.022407243439632296,100.0,8.589804623673032,0.0,201.0,0.0888166147696459,2.349741560718878,250,0.022407243439632296
0,0.06069185028782239,1265.3445181718023,78,6.295246359063693,8.589804623673032,0.01647555226665176,100.0,8.606280175939684,0.0,201.0,0.0889090093842996,2.209176212425443,250,0.01647555226665176
0,0.07430024795863611,1262.5282829048122,79,6.2812352383324,8.606280175939684,0.016569746017250253,100.0,8.622849921956934,0.0,201.0,0.08871356587979935,2.3487898608292785,250,0.016569746017250253
0,0.062118651606323315,1259.8183088132055,80,6.2677527801652,8.622849921956934,0.011912438195547992,100.0,8.634762360152482,0.0,201.0,0.08873551763287649,2.2890539112783777,250,0.011912438195547992
0,0.06624089527915764,1257.9099036480363,81,6.258258227104657,8.634762360152482,0.005419645237706661,100.0,8.640182005390189,0.0,201.0,0.08895185037001924,2.146472724302072,250,0.005419645237706661
0,0.061243629784605166,1256.5656401722501,82,6.251570349115672,8.640182005390189,0.004797996905125501,100.0,8.635384008485063,0.0,201.0,0.08955517657730021,2.4194881895084723,250,-0.004797996905125501
0,0.052773879806676575,1257.3816373304394,83,6.255630036469848,8.635384008485063,0.0018539669701773676,100.0,8.63723797545524,0.0,201.0,0.08925516704285477,2.4966476258350903,250,0.0018539669701773676
0,0.035007027777543505,1256.9664830669944,84,6.253564592373107,8.63723797545524,0.0037448306300760237,100.0,8.640982806085317,0.0,201.0,0.08932405017436823,2.489813873193374,250,0.0037448306300760237
0,0.0376902724996115,1255.9835447299006,85,6.248674351890053,8.640982806085317,0.02416661986443458,100.0,8.665149425949751,0.0,201.0,0.08958923060275752,2.672549792379118,250,0.02416661986443458
0,0.05494541575331555,1252.0955189157025,86,6.229330939879118,8.665149425949751,0.034641348963489804,100.0,8.699790774913241,0.0,201.0,0.08931113125065289,2.4152267550858246,250,0.034641348963489804
0,0.0633869675505204,1245.9975584900587,87,6.198992828308749,8.699790774913241,0.0382520266350479,100.0,8.73804280154829,0.0,201.0,0.09033579389832297,2.8324237752486154,250,0.0382520266350479
0,0.07073346037884756,1239.3323901828776,88,6.1658327869794896,8.73804280154829,0.026295273683894393,100.0,8.764338075232184,0.0,201.0,0.09093535364576043,2.562982087334604,250,0.026295273683894393
0,0.0862527174449989,1234.5467920959143,89,6.142023841273205,8.764338075232184,0.03137277893414847,100.0,8.795710854166332,0.0,201.0,0.09112557238687662,2.6745240934978063,250,0.03137277893414847
0,0.07806606879674247,1228.753479284874,90,6.113201389476985,8.795710854166332,0.03127160573194132,100.0,8.826982459898273,0.0,201.0,0.09164357077491664,2.6200419905684793,250,0.03127160573194132
0,0.05596746234647873,1223.6189124952061,91,6.087656281070677,8.826982459898273,0.02601978100371305,100.0,8.853002240901986,0.0,201.0,0.09124565045018482,2.5347082116528767,250,0.02601978100371305
0,0.05877115259297882,1218.6543070189498,92,6.062956751338059,8.853002240901986,0.0356920272358181,100.0,8.888694268137804,0.0,201.0,0.09139691810865208,2.5752501802434087,250,0.0356920272358181
0,0.06277847580204436,1212.4134197623182,93,6.031907561006557,8.888694268137804,0.03585214270470871,100.0,8.924546410842513,0.0,201.0,0.0916919513710309,2.538274502634599,250,0.03585214270470871
0,0.07789605620886446,1206.1975232615061,94,6.0009827027935625,8.924546410842513,0.022384847877995995,100.0,8.94693125872051,0.0,201.0,0.09171807330727988,2.3114793637971984,250,0.022384847877995995
0,0.05646188918996329,1202.1574594238555,95,5.981001907619333,8.94693125872051,0.021796452073624906,99.6,8.968727710794134,0.063118935352238,200.996,0.0952873380570691,2.381474170869061,250,0.021796452073624906
0,0.028648530470184518,1197.1440849912697,96,5.960329421620245,8.968727710794134,0.030077395536983076,99.6,8.998805106331117,2.335400608032806,200.852,0.09601192165262105,15.096384226599318,250,0.030077395536983076
0,0.022776393380582984,1192.0976436970518,97,5.933313642004875,8.998805106331117,0.04052410471542345,99.6,9.03932921104654,1.325497642396998,200.916,0.0963840052876537,8.590596365833985,250,0.04052410471542345
0,0.023381270463531757,1184.7085302800522,98,5.897123537950244,9.03932921104654,0.04507385529334229,98.8,9.084403066339883,1.1371824831573867,200.896,0.10391899649640325,7.764803265445672,250,0.04507385529334229
0,0.029442555795565147,1175.261798017965,99,5.856163786663702,9.084403066339883,0.052342736804893875,98.4,9.136745803144777,3.1328351376987587,200.688,0.10754025568213772,19.39795071377308,250,0.052342736804893875
0,0.024773566617155837,1166.7742005201076,100,5.80958692923633,9.136745803144777,0.046302411008579014,98.4,9.183048214153356,2.1092899279141313,200.836,0.10655296312015589,13.090053526187443,250,0.046302411008579014
0,0.022085098954221807,1158.6256111565926,101,5.766946120396365,9.183048214153356,0.03744968353473688,98.4,9.220497897688093,0.9052822764199021,200.908,0.10717671331599225,6.434837520780293,250,0.03744968353473688
0,0.030328055509911484,1152.0915542929815,102,5.733738549822735,9.220497897688093,0.016564362414872136,99.2,9.237062260102965,1.0116204821967576,200.932,0.10144287898644767,6.545875237781302,250,0.016564362414872136
0,0.026466276838490194,1148.9867965499093,103,5.718059104956252,9.237062260102965,0.017874264049805078,99.2,9.25493652415277,0.6696267617113283,200.94,0.10120751233186616,5.034507626636009,250,0.017874264049805078
0,0.03393152600980087,1145.801464627755,104,5.701299009950415,9.25493652415277,0.024179377072174546,99.6,9.279115901224944,0.441832547465666,200.972,0.09842959452725829,3.7202650437733475,250,0.024179377072174546
0,0.026741485520761513,1141.8264645794984,105,5.680728679499992,9.279115901224944,0.024513453633886684,100.0,9.303629354858831,0.0,201.0,0.09430445404170051,1.9538987838130217,250,0.024513453633886684
0,0.03436413848783686,1137.0243260051345,106,5.656837442811614,9.303629354858831,0.03047737921560767,100.0,9.334106734074439,0.0,201.0,0.09517245766236246,1.9719456129921822,250,0.03047737921560767
0,0.03530878263961659,1131.4111430739188,107,5.628911159571735,9.334106734074439,0.028018611847107522,100.0,9.362125345921546,0.0,201.0,0.09494271839980131,2.064864224730064,250,0.028018611847107522
0,0.034698315913264936,1126.4563290843566,108,5.604260343703267,9.362125345921546,0.04072208540112143,100.0,9.402847431322668,0.0,201.0,0.09516007946324909,1.996612620624907,250,0.04072208540112143
0,0.030763434333388972,1118.8941441030697,109,5.566637532851095,9.402847431322668,0.02060412049148752,100.0,9.423451551814155,0.0,201.0,0.09548187497295396,2.078149053862336,250,0.02060412049148752
0,0.04682476395058424,1115.0013560827867,110,5.547270428272572,9.423451551814155,0.01083850843728662,100.0,9.434290060251442,0.0,201.0,0.0957543795970254,2.09686354747752,250,0.01083850843728662
0,0.04383055100508622,1112.8346679397564,111,5.537262245187174,9.434290060251442,0.010442852299462402,99.6,9.444732912550904,0.441832547465666,200.972,0.09931584826792667,3.503379196312218,250,0.010442852299462402
0,0.035962792268411085,1110.4172766557185,112,5.527874293871435,9.444732912550904,0.0003909286475458629,99.2,9.44512384119845,1.8943663848368926,200.876,0.10185283212768002,11.24608457635283,250,0.0003909286475458629
0,0.044495057128304406,1109.28755163626,113,5.526762483739187,9.44512384119845,0.0013681161323244595,98.0,9.446491957330775,2.2567800070011255,200.712,0.11036372088393628,13.412421436539379,250,0.0013681161323244595
0,0.034870357865534524,1109.0121457972991,114,5.5256105797457895,9.446491957330775,0.010764272298837696,99.2,9.435727685031937,4.307247845202316,200.704,0.10148359344242472,24.69170636434158,250,-0.010764272298837696
0,0.022551200771682173,1112.0285888864012,115,5.53699829157323,9.435727685031937,0.010831151658985405,98.0,9.424896533372952,1.448138114960034,200.836,0.11049679201897267,9.02510347996391,250,-0.010831151658985405
0,0.014794633017584016,1112.8790730382075,116,5.54609325744148,9.424896533372952,0.015617807936322947,98.8,9.409278725436629,3.810564262678167,200.66,0.10481294920815751,22.03244701803074,250,-0.015617807936322947
0,0.039905297349763516,1116.463328513847,117,5.56173821118784,9.409278725436629,0.010600811862467197,98.8,9.398677913574161,2.93400749828626,200.74,0.10453661376465824,17.03963209190284,250,-0.010600811862467197
0,0.04410795765651457,1118.889763365836,118,5.571605235364185,9.398677913574161,0.012125468728747535,99.6,9.386552444845414,2.8403520908507103,200.82,0.0981996636144208,16.442954201618544,250,-0.012125468728747535
0,0.045402339728854484,1120.118077137568,119,5.583616192462753,9.386552444845414,0.023751371032609825,98.4,9.362801073812804,3.7113792584428773,200.608,0.10698842595179492,21.63260113651088,250,-0.023751371032609825
0,0.03493674921670127,1126.2647409171527,120,5.605873040979717,9.362801073812804,0.02782715364547883,98.8,9.334973920167325,0.9271116437624976,200.908,0.1040718580239476,5.986604977955941,250,-0.02782715364547883
0,0.03267449730460399,1131.6247658464363,121,5.631094575270881,9.334973920167325,0.016202509903626705,99.6,9.318771410263698,0.6311893535223799,200.96,0.0970515632110039,4.599114115786908,250,-0.016202509903626705
0,0.02866282166278203,1134.8761158767404,122,5.647048862887327,9.318771410263698,0.010391054943653444,98.8,9.308380355320045,0.32089873792210527,200.968,0.10395582078738981,2.9395477607959877,250,-0.010391054943653444
0,0.02415358436641021,1135.5514094557807,123,5.657277701997671,9.308380355320045,0.011855548471904953,99.2,9.29652480684814,3.240960351500771,200.724,0.10115380784436813,19.13251014269464,250,-0.011855548471904953
0,0.025215285732927757,1137.056521670911,124,5.66793871588395,9.29652480684814,0.007448662818854146,98.0,9.289076144029286,2.933505752508422,200.612,0.1098652250374496,17.588635949320125,250,-0.007448662818854146
0,0.022230031089027595,1139.4060947236997,125,5.675463711514742,9.289076144029286,0.0117309190083148,98.4,9.277345225020971,2.366093827387241,200.76,0.10694491920932203,14.124899363520232,250,-0.0117309190083148
0,0.03244823263864828,1141.4185376722771,126,5.685601116142366,9.277345225020971,0.010189579570631935,98.0,9.26715564545034,2.020015841522041,200.756,0.10958788296988131,12.445332014695545,250,-0.010189579570631935
0,0.03980458179702551,1142.6653702850194,127,5.6937403845024095,9.26715564545034,0.004662845485144729,96.8,9.262492799965194,2.1924087210189622,200.688,0.11859101660061355,13.559112823725723,250,-0.004662845485144729
0,0.035500498372939976,1140.492396209472,128,5.698245279540498,9.262492799965194,0.011517768394417871,96.0,9.250975031570777,4.802301115090556,200.148,0.1232407938362953,28.650182939165713,250,-0.011517768394417871
0,0.016633223125483813,1144.6773666482281,129,5.708772375958686,9.250975031570777,0.003405878218003977,95.6,9.247569153352773,3.055790568739946,200.512,0.12651254866930273,18.576764679351733,250,-0.003405878218003977
0,0.03064330975214172,1145.2217343398672,130,5.711373328511777,9.247569153352773,0.002943635157144797,96.0,9.250512788509917,2.7191439829475748,200.516,0.12341213719723387,16.97306551043056,250,0.002943635157144797
0,0.03144916752612738,1145.3798722508627,131,5.708517933508418,9.250512788509917,0.005464276550489089,96.39999999999999,9.255977065060407,2.3437713199030323,200.644,0.12089926367813984,14.570484687415123,250,0.005464276550489089
0,0.03651677804868893,1144.1115112370346,132,5.7041296627564355,9.255977065060407,0.008148134223752379,95.6,9.247828930836654,2.40587281459349,200.576,0.12599490792425114,14.927043176455143,250,-0.008148134223752379
0,0.022127776605833815,1145.851885645493,133,5.7112119983127965,9.247828930836654,0.014702471976468345,97.2,9.233126458860186,2.7306731770755723,200.632,0.1154245049428423,16.63988394003131,250,-0.014702471976468345
0,0.02293668905732059,1148.7847705506304,134,5.724803010697423,9.233126458860186,0.00892479024823345,98.0,9.224201668611952,2.535700297748139,200.668,0.10949301084489847,15.638723543977889,250,-0.00892479024823345
0,0.05053376758750538,1149.970137878633,135,5.733796060423979,9.224201668611952,0.026485564351926172,97.6,9.197716104260026,4.346768914952807,200.56,0.11305192119210457,25.8697587755275,250,-0.026485564351926172
0,0.06724941612955257,1157.2067007300839,136,5.75908100454913,9.197716104260026,0.02595913779552461,99.2,9.171756966464502,0.718264575208885,200.936,0.10022748557431317,5.117487416307987,250,-0.02595913779552461
0,0.062274692586459346,1162.0388922601428,137,5.782784064833404,9.171756966464502,0.019960889108668667,99.6,9.151796077355833,0.8205461595790938,200.948,0.096641947061963,5.400042738091276,250,-0.019960889108668667
0,0.06760846213185788,1166.1179434713385,138,5.801581808315118,9.151796077355833,0.02675231462067451,100.0,9.125043762735158,0.0,201.0,0.09284259581677484,1.7959867435281656,250,-0.02675231462067451
0,0.08747753526674422,1171.0733047176636,139,5.826235346854048,9.125043762735158,0.03315201100516951,100.0,9.091891751729989,0.0,201.0,0.0924025051524494,1.774733595993894,250,-0.03315201100516951
