TimestepsMean,ReturnsStd,TimestepsStd,NormDeltaVar,Wins,RewardMean,OmegaBefore,ITERATIONS,ConfortViolation,Omega,ReturnsMean,RewardStd,NormDeltaOmega,DeltaOmega,Traj
198.312,127.67434506477673,13.911673371668844,0.15869382907475435,94.8,8.939417399062094,4.512035770021433,32,0,4.3935751800841345,1772.7937432428016,0.16313293277241547,0.1184605899372988,-0.1184605899372988,250
200.428,42.629443505398655,4.4780370699671534,0.1543723342435021,97.6,9.000352372129134,4.3935751800841345,33,0,4.274121446728153,1803.922625241098,0.11888783197030717,0.1194537333559813,-0.1194537333559813,250
199.904,75.03115844773903,8.033852376039777,0.15281368528788722,96.8,9.054023797322294,4.274121446728153,34,0,4.154447948543288,1809.935573179916,0.13180908760315366,0.1196734981848655,-0.1196734981848655,250
199.42,90.80703233914959,9.66620918457696,0.14499537312015306,96.0,9.10434204571988,4.154447948543288,35,0,4.0364646300007525,1815.5878907574588,0.1426774425002335,0.11798331854253519,-0.11798331854253519,250
198.608,129.72247226075996,13.88345547765397,0.1385405696534318,94.39999999999999,9.15411985991771,4.0364646300007525,36,0,3.91954141520301,1818.081437138537,0.165076314149867,0.11692321479774259,-0.11692321479774259,250
199.092,101.16539368345553,10.68885101402391,0.1323736881422538,95.6,9.199607464439689,3.91954141520301,37,0,3.804077078917376,1831.5682493102265,0.14941286200346537,0.1154643362856338,-0.1154643362856338,250
199.8,67.53594707067778,7.050106382176087,0.11433812539904539,96.0,9.244265373129553,3.804077078917376,38,0,3.690671353862679,1847.0042215512847,0.1432870486618306,0.11340572505469693,-0.11340572505469693,250
198.676,87.77538131739061,9.032110716770472,0.11179730729187434,90.0,9.285259140918308,3.690671353862679,39,0,3.5810161197607693,1844.7581450810856,0.21619623163968027,0.10965523410190992,-0.10965523410190992,250
199.704,88.24775551181146,9.207409190429194,0.11157475162001504,96.0,9.323901976963253,3.5810161197607693,40,0,3.47608080215332,1862.0205204074696,0.1450282304983577,0.10493531760744945,-0.10493531760744945,250
198.432,130.55735992092104,13.606372624619684,0.10262572600213206,92.4,9.35641199521366,3.47608080215332,41,0,3.3762985103856744,1856.611545034237,0.19404318821456787,0.09978229176764541,-0.09978229176764541,250
199.384,91.24202637573123,9.375955631294339,0.10111600791625612,96.0,9.392096310124716,3.3762985103856744,42,0,3.2819278176218614,1872.633730697906,0.14669059908163873,0.09437069276381305,-0.09437069276381305,250
196.712,173.07173097357008,17.970560814843815,0.09641914876457851,92.4,9.420418957787394,3.2819278176218614,43,0,3.1918698601425226,1853.1094540242739,0.1959526916753186,0.09005795747933876,-0.09005795747933876,250
197.888,127.76779706478861,13.098223390979404,0.09747431312693365,92.0,9.445364448219774,3.1918698601425226,44,0,3.1092142966635734,1869.1242799293148,0.2022295313849194,0.0826555634789492,-0.0826555634789492,250
195.948,174.40422068761896,17.94305704165263,0.09515636265191316,88.4,9.468888842738913,3.1092142966635734,45,0,3.0335047042854035,1855.4098309570045,0.24035732663890488,0.07570959237816988,-0.07570959237816988,250
196.672,167.7305641958285,17.251446779908058,0.10634329353487001,88.8,9.493162007451296,3.0335047042854035,46,0,2.9662549056201923,1867.0391583294615,0.2365811349677415,0.06724979866521119,-0.06724979866521119,250
193.596,225.92355335930128,23.211565737795457,0.11914532489102891,85.6,9.513887953668233,2.9662549056201923,47,0,2.9009304101538427,1841.8506522783548,0.2684570588541412,0.06532449546634966,-0.06532449546634966,250
