DualReg,TimestepsStd,Epsilon,TimestepsMean,ReturnsMean,WeightMean,Primal,WeightMin,DualBefore,DualAfter,ITERATIONS,Eta,ConfortViolation,OmegaBefore,ReturnsStd,DeltaOmega,NormDeltaOmega,Traj,WeightMedian,RewardMean,NormDeltaVar,LossReg,WeightMax,Omega,Wins,RewardStd
0.0001,14.346496023243647,0.001,25.29402834008097,169.17204948640742,0.5813952423173461,6.797490825012904,0.5813952423173461,6.933540134293466,6.77910656334768,10,13.559501721874573,0,7.672165940596749,100.1363412929188,-0.031114575603969463,0.031114575603969463,1977,0.9730027648546075,6.688211364644968,0.031050040986516255,0.0,1.0,7.641051364992779,0.0,1.3636305589791047
0.0001,15.318122490466456,0.001,26.758029978586723,180.00151864618272,0.5723415753828474,6.832763713318526,0.5723415753828474,6.96031917630413,6.8151037743810585,11,13.289741516186856,0,7.641051364992779,107.19012203193108,-0.030626927620039268,0.030626927620039268,1869,0.9697718378946937,6.7269680763111595,0.05570883487704141,0.0,1.0,7.61042443737274,0.0,1.3323259799742535
0.0001,15.423677329481963,0.001,26.936927223719678,181.89619475491443,0.5740169610786524,6.858495299486123,0.5740169610786524,6.985349859489378,6.840852811401924,12,13.283171545262425,0,7.61042443737274,108.49000609625388,-0.030297165588904384,0.030297165588904384,1856,0.9746407178944942,6.752746859748515,0.1344968147994794,0.0,1.0,7.5801272717838355,0.0,1.3323951720266902
0.0001,16.342585325294205,0.001,27.867892976588628,189.0395664749209,0.567747750799999,6.887288381563834,0.567747750799999,7.009390627000919,6.8700431846616095,13,13.132782186618208,0,7.5801272717838355,115.3346374587281,-0.029778430310130943,0.029778430310130943,1795,0.971518750638826,6.783443048677707,0.054126556651274214,0.0,1.0,7.5503488414737046,0.0,1.315367636151032
0.0001,16.933837572350374,0.001,28.24576271186441,192.24106052615755,0.5639133444497425,6.909454534805663,0.5639133444497425,7.030011266208365,6.892330816932791,14,13.086453991275684,0,7.5503488414737046,119.71482700307767,-0.028334906349960498,0.028334906349960498,1771,0.9683537944524325,6.806175595658561,0.02481990695756203,0.0,1.0,7.522013935123744,0.0,1.3105106152118438
0.0001,17.140035553351964,0.001,27.817473567056204,189.7720840301385,0.5694887077611965,6.9268894698358086,0.5694887077611965,7.050178363650247,6.90948385182072,15,13.193712125387949,0,7.522013935123744,121.58323851578822,-0.028490496773351914,0.028490496773351914,1798,0.9751738350533659,6.822204935051594,0.14405425864018093,0.0,1.0,7.493523438350392,0.0,1.323843477057406
0.0001,16.651508667751656,0.001,28.921296296296298,198.23584797325162,0.5636033798143444,6.9568079060506784,0.5636033798143444,7.074728909907854,6.9398604976186,16,13.01867078292751,0,7.493523438350392,118.48741899228843,-0.02911684815161042,0.02911684815161042,1729,0.9738387385638652,6.854328622330479,0.019690829640059204,0.0,1.0,7.464406590198782,0.0,1.3039799484820334
0.0001,17.66152729146115,0.001,29.6540059347181,204.03302062162584,0.5592950271908828,6.981772775878022,0.5592950271908828,7.09623016092744,6.965122291001314,17,12.904393816440225,0,7.464406590198782,125.88231441850449,-0.027727865524388662,0.027727865524388662,1686,0.9726121715922682,6.880715755298632,0.2704326866656326,0.0,1.0,7.436678724674393,0.0,1.2912144312379912
0.0001,17.80212884210741,0.001,29.300117233294255,202.02588878980328,0.5594544773902989,6.997367990075553,0.5594544773902989,7.114246940626046,6.980467352052693,18,13.00068243518343,0,7.436678724674393,127.3067990481222,-0.027237560618672774,0.027237560618672774,1707,0.9703653855269794,6.895062983207815,0.03670221650208267,0.0,1.0,7.40944116405572,0.0,1.3031023029516846
0.0001,18.57782027850888,0.001,30.673006134969324,212.51097685481034,0.5548871527269584,7.027863843944713,0.5548871527269584,7.138685316930838,7.0115096422666765,19,12.78912889323318,0,7.40944116405572,133.18901085276022,-0.027252496945521898,0.027252496945521898,1631,0.9730071722180099,6.928203492444787,0.1449646095612514,0.0,1.0,7.382188667110198,0.0,1.278997589497833
0.0001,19.780109744389947,0.001,30.985740855548666,215.31002834854908,0.5522815285814995,7.047943188200713,0.5522815285814995,7.157747406301238,7.031665269994135,20,12.759053485945273,0,7.382188667110198,142.183988097145,-0.026424683091827106,0.026424683091827106,1614,0.9711363802339908,6.94863380015075,0.09432467985394533,0.0,1.0,7.355763984018371,0.0,1.2760660617090542
0.0001,18.258762737452283,0.001,31.297432686286786,218.15967791017852,0.55212923469966,7.069598603478424,0.55212923469966,7.178206604966438,7.053402069603826,21,12.727286376621969,0,7.355763984018371,131.6226715988479,-0.026200344689647714,0.026200344689647714,1598,0.973816817278213,6.970657923897641,0.07810807574126268,0.0,1.0,7.329563639328724,0.0,1.2730337594762617
0.0001,19.511250271500582,0.001,31.280976220275345,218.51497082221425,0.550590889249003,7.084847116449648,0.550590889249003,7.193863402414832,7.0685879806709035,22,12.751805848707136,0,7.329563639328724,140.93164507561247,-0.025421716938585526,0.025421716938585526,1599,0.9711656158347001,6.985576328272885,0.3524736681989877,0.0,1.0,7.304141922390138,0.0,1.2764163197062532
0.0001,20.365287901426587,0.001,32.0699166132136,224.90161588125534,0.548127310373423,7.110835057343431,0.548127310373423,7.2168125271550885,7.094838868330197,23,12.648202788731979,0,7.304141922390138,147.6199433578631,-0.026005357551302843,0.026005357551302843,1560,0.9730431897969664,7.012826594225133,0.04322408879632714,0.0,1.0,7.278136564838835,0.0,1.2650540098841072
0.0001,20.49864179057496,0.001,33.25299600532623,234.03138469812862,0.5427343208556249,7.134102016479336,0.5427343208556249,7.235634323676131,7.118538881780106,24,12.475620221751024,0,7.278136564838835,148.8975122195905,-0.0249759846456179,0.0249759846456179,1503,0.9726054826851033,7.038210583362414,0.15948996383490732,0.0,1.0,7.253160580193217,0.0,1.245465254236406
0.0001,22.008376177657162,0.001,34.339972527472526,242.54597898091006,0.5380591154789467,7.157340295417993,0.5380591154789467,7.255315978387176,7.142114075797273,25,12.340253233106685,0,7.253160580193217,160.2402898859578,-0.023919624910643478,0.023919624910643478,1457,0.9718601828213101,7.063087137105356,0.08539583559144005,0.0,1.0,7.229240955282574,0.0,1.2303603215283365
0.0001,22.206753737820577,0.001,35.13492621222769,248.90835134232984,0.5359245810678751,7.177390469850049,0.5359245810678751,7.272931501492424,7.162395200843323,26,12.246261056745723,0,7.229240955282574,162.13335890243218,-0.024020799241347035,0.024020799241347035,1424,0.9737550328716845,7.084260128521875,0.08897085022752664,0.0,1.0,7.205220156041227,0.0,1.220028056243134
0.0001,22.295202055768478,0.001,35.63811563169165,253.22797856597845,0.5322113541159972,7.198245554243154,0.5322113541159972,7.292052625518568,7.183404793141002,27,12.183095182347477,0,7.205220156041227,163.14724712824628,-0.023155471040793962,0.023155471040793962,1402,0.9715538907177678,7.105855889517404,0.10179237510425201,0.0,1.0,7.182064685000433,0.0,1.213343679191081
0.0001,23.30850194429719,0.001,35.98344132469403,256.3505308507609,0.5316908304612348,7.216261843554256,0.5316908304612348,7.309377501162701,7.201465630378787,28,12.164709793537515,0,7.182064685000433,171.06278324294465,-0.02388000646316879,0.02388000646316879,1390,0.9728333326734622,7.124069078729425,0.012631724427193982,0.0,1.0,7.158184678537264,0.0,1.2118067285479182
0.0001,22.2940128860914,0.001,36.27523602033406,259.0083214904573,0.5295485168254657,7.232080858448198,0.5295485168254657,7.324365487343177,7.217352770269462,29,12.137044577642293,0,7.158184678537264,163.8826348491385,-0.023475429781421475,0.023475429781421475,1378,0.9713965149634198,7.140203722796682,0.0764172085979676,0.0,1.0,7.134709248755843,0.0,1.2090862797918966
0.0001,22.504555309116693,0.001,36.53362573099415,261.49611647249606,0.5288993682018939,7.2494557261339745,0.5288993682018939,7.34128959468841,7.234762943922623,30,12.123417428966933,0,7.134709248755843,165.78358433060455,-0.022200154560791496,0.022200154560791496,1369,0.972308424264966,7.157726931322773,0.11756125082239899,0.0,1.0,7.112509094195051,0.0,1.2079761855441145
0.0001,24.559451998124196,0.001,38.20871559633027,274.4449861768607,0.5209160578617782,7.272075145758131,0.5209160578617782,7.358998565747382,7.257879037826279,31,11.915513038601462,0,7.112509094195051,181.45594447972968,-0.022477654173823858,0.022477654173823858,1309,0.9690613594497345,7.1828075899429615,0.06598059325551674,0.0,1.0,7.090031440021227,0.0,1.1847245216089548
0.0001,23.683445412607416,0.001,38.72889233152595,278.8746206531451,0.5204610863288557,7.28952574312749,0.5204610863288557,7.375239608265079,7.275453053721349,32,11.863631790504776,0,7.090031440021227,175.25143825720897,-0.02274438000784862,0.02274438000784862,1292,0.9722547435871083,7.200856648922305,0.24085091125596436,0.0,1.0,7.067287060013379,0.0,1.1792258908943594
0.0001,25.058715934593646,0.001,39.19294117647059,282.96516466400715,0.517476395942477,7.308086153889902,0.517476395942477,7.392787750858544,7.2941000716109,33,11.827169987776724,0,7.067287060013379,185.74508923410306,-0.02174312838367598,0.02174312838367598,1276,0.9699993123525177,7.21982552795761,0.006141034614221551,0.0,1.0,7.045543931629703,0.0,1.175623032979035
0.0001,24.179683024166962,0.001,38.72347017815647,280.07952912296554,0.5205450963442038,7.321973400084726,0.5205450963442038,7.408016628249057,7.307805788220171,34,11.903659482371266,0,7.045543931629703,179.7156324903648,-0.02223186716979253,0.02223186716979253,1292,0.9730595244955029,7.232779170303847,0.027069589247494277,0.0,1.0,7.02331206445991,0.0,1.184948933603684
0.0001,25.874956699667468,0.001,40.2512077294686,292.00623112995004,0.5137868298828953,7.3417069561694515,0.5137868298828953,7.4237561092565585,7.327957391472749,35,11.72680897288592,0,7.02331206445991,192.8070144979274,-0.021752483867278016,0.021752483867278016,1243,0.9706872228606356,7.254584498031797,0.04277497698386784,0.0,1.0,7.001559580592632,0.0,1.1652637255172988
0.0001,26.063357808836777,0.001,40.85200327064595,297.24518443797444,0.5112664105754273,7.362894030476967,0.5112664105754273,7.443404398697918,7.349288073197334,36,11.665403674226393,0,7.001559580592632,194.72955015910958,-0.02248551699676593,0.02248551699676593,1224,0.9708021775310192,7.276465305485174,0.04513995280214178,0.0,1.0,6.979074063595866,0.0,1.158915936823144
0.0001,25.318560199443013,0.001,41.24752475247525,300.7017469768594,0.5094654193778385,7.3762484886148965,0.5094654193778385,7.45623737540712,7.362695736734167,37,11.642020972198996,0,6.979074063595866,189.27384440683366,-0.02187203988361297,0.02187203988361297,1213,0.9697102653690653,7.290076527248082,0.06163609588306686,0.0,1.0,6.957202023712253,0.0,1.156615635319451
0.0001,25.57428170856697,0.001,41.13662551440329,300.4666456117016,0.5099134169008038,7.390599382365149,0.5099134169008038,7.471074755839101,7.376978930767165,38,11.67161445650571,0,6.957202023712253,191.66066914518726,-0.020606439791166054,0.020606439791166054,1216,0.970255575770079,7.304064595464067,0.14588501421273373,0.0,1.0,6.936595583921087,0.0,1.1604043449466765
0.0001,25.14509480627126,0.001,40.90098199672668,299.30098521258935,0.5111738221320584,7.404755070243586,0.5111738221320584,7.485712589340108,7.391047094478924,39,11.709042172837357,0,6.936595583921087,188.85917176385325,-0.0217497896204355,0.0217497896204355,1223,0.971830547904669,7.317756312063314,0.3123324701340148,0.0,1.0,6.914845794300652,0.0,1.1652251539783685
0.0001,26.463482459350345,0.001,42.26373626373626,310.0551886914871,0.5068472609138444,7.42149757265047,0.5068472609138444,7.499666565745838,7.408112085165836,40,11.570493889520607,0,6.914845794300652,199.1055408358208,-0.02119286955826638,0.02119286955826638,1184,0.9722298269955855,7.336108646998391,0.04220485188229921,0.0,1.0,6.893652924742385,0.0,1.1497708792564467
0.0001,25.3712164339249,0.001,41.616153205661945,305.66853830733606,0.5090245091606372,7.431388838461894,0.5090245091606372,7.511148546554843,7.417803643712389,41,11.656172731708052,0,6.893652924742385,191.1042966385243,-0.020206996250594855,0.020206996250594855,1202,0.9726923627976484,7.344979898204394,0.1313771348550614,0.0,1.0,6.87344592849179,0.0,1.1599094788100253
0.0001,26.103087330808517,0.001,42.23857868020305,311.0041384814591,0.5057169125302869,7.448868083187547,0.5057169125302869,7.527224865203557,7.435423163981403,42,11.596158519895413,0,6.87344592849179,197.03457720394783,-0.019550509698555985,0.019550509698555985,1183,0.9709798427452441,7.363141195622584,0.03518590286232204,0.0,1.0,6.853895418793234,0.0,1.153584217919463
0.0001,26.992721035236322,0.001,44.076719576719576,325.49118328865853,0.5003770845376493,7.4681384416624885,0.5003770845376493,7.54259539437984,7.4551257610172925,43,11.40832295367666,0,6.853895418793234,204.13399989173843,-0.01850497434027698,0.01850497434027698,1135,0.9723234635183106,7.384571059848341,0.017787304146559536,0.0,1.0,6.835390444452957,0.0,1.1327911334474852
0.0001,27.463924919754195,0.001,44.207780725022104,327.1048582140016,0.4978350887680128,7.482720738976821,0.4978350887680128,7.556930150970098,7.469708967946404,44,11.408097526629268,0,6.835390444452957,208.14247123740898,-0.019824010535581138,0.019824010535581138,1132,0.9685996525454486,7.399134288719613,0.3006919056429835,0.0,1.0,6.815566433917376,0.0,1.1332837231967918
0.0001,27.95318090640108,0.001,43.56369982547993,322.68402229038924,0.5023896669698513,7.491737143984805,0.5023896669698513,7.567401663923653,7.4785492140918635,45,11.48485602229885,0,6.815566433917376,212.08832147345893,-0.01775039817279289,0.01775039817279289,1147,0.9740015448309153,7.407249625898657,0.00783731091556516,0.0,1.0,6.797816035744583,0.0,1.142266393416197
0.0001,26.981651091702535,0.001,42.834618680377034,317.66983015050204,0.5041516303581829,7.501789219180333,0.5041516303581829,7.579384294074768,7.488364070645718,46,11.587201724119495,0,6.797816035744583,205.1119978450172,-0.01911506588127665,0.01911506588127665,1168,0.9727958927591234,7.416092767478824,0.11024049523634079,0.0,1.0,6.778700969863307,0.0,1.1542602740503314
0.0001,27.81587380704845,0.001,44.502226179875336,331.0020146059829,0.4968516781267224,7.52169811676966,0.4968516781267224,7.595442651568239,7.508698993503649,47,11.402439050610589,0,6.778700969863307,212.02109290202026,-0.01936787868555534,0.01936787868555534,1124,0.9702412974949685,7.43812557438853,0.1481699064991352,0.0,1.0,6.759333091177751,0.0889679715302491,1.1338417281963862
0.0001,27.67685524212303,0.001,45.677330895795244,340.4314186881517,0.49093045620586234,7.535324203289529,0.49093045620586234,7.606903040491326,7.522570930564427,48,11.29408150808911,0,6.759333091177751,211.0800520999649,-0.017511694511807896,0.017511694511807896,1095,0.9658440065397016,7.452981982381467,0.030689387777439375,0.0,1.0,6.7418213966659435,0.091324200913242,1.1219651514934224
0.0001,28.833409451747833,0.001,45.532786885245905,339.92258903304,0.4947321135459923,7.548118902804099,0.4947321135459923,7.6200802489314805,7.535301019249789,49,11.322644197836226,0,6.7418213966659435,220.3093774701793,-0.017298451994601116,0.017298451994601116,1099,0.972793742082381,7.4654305685039715,0.19457885463262167,0.0,1.0,6.724522944671342,0.09099181073703368,1.1256224813358902
0.0001,28.653208795700667,0.001,46.45539033457249,347.5334924407078,0.49145668687393945,7.562747796954557,0.49145668687393945,7.633101095322826,7.550106793644725,50,11.244194928947117,0,6.724522944671342,219.26798432152074,-0.018507116039470972,0.018507116039470972,1077,0.971960042611916,7.480939222235916,0.2007029209634036,0.0,1.0,6.706015828631871,0.0,1.1172043954558608
0.0001,30.306634572076376,0.001,46.38904363974002,347.59024500957474,0.48691500492040385,7.574915607586499,0.48691500492040385,7.645311346845482,7.562251436396214,51,11.254516433683017,0,6.706015828631871,232.4570208075855,-0.01799143572331996,0.01799143572331996,1078,0.9634582405814551,7.492971736466307,0.03834342680371533,0.0,1.0,6.688024392908551,0.0927643784786642,1.118776639294487
0.0001,29.567717232380094,0.001,45.78093492208983,343.34465349242987,0.49148391861700363,7.582716854516742,0.49148391861700363,7.654755569816323,7.569868345499845,52,11.336159924009426,0,6.688024392908551,226.83957751270614,-0.0177793676161917,0.0177793676161917,1092,0.9686825108324263,7.49983230682505,0.0671611750584728,0.0,1.0,6.67024502529236,0.0,1.1281209763580715
0.0001,28.628057645495865,0.001,46.45353159851301,349.2261462548449,0.49014511994507304,7.599930778826103,0.49014511994507304,7.670536379604872,7.587207186270685,53,11.280900741325029,0,6.67024502529236,220.2115899711952,-0.019283874705817716,0.019283874705817716,1077,0.9704961586640637,7.51765017876794,0.04110141324841056,0.0,1.0,6.650961150586542,0.0,1.1225716938518175
0.0001,27.17302744315709,0.001,45.99080036798528,346.1934238273962,0.4917455345268822,7.6103551631377355,0.4917455345268822,7.681953127919546,7.597501501806874,54,11.338288188247628,0,6.650961150586542,209.35447326870113,-0.018925420280390348,0.018925420280390348,1088,0.9713282471991308,7.527401376845215,0.03953096131776008,0.0,1.0,6.632035730306152,0.0,1.1293888546952824
0.0001,30.286267714741008,0.001,48.26183574879227,364.2894025105504,0.48377792528098557,7.628652781565377,0.48377792528098557,7.69580408637475,7.616319956655164,55,11.106369709557539,0,6.632035730306152,233.833155334751,-0.017115013340691654,0.017115013340691654,1036,0.9703545595960009,7.548323649247327,0.2851843900859398,0.0,1.0,6.61492071696546,0.19305019305019305,1.103771834995166
0.0001,29.60882484947895,0.001,48.02209414024976,362.85533704547396,0.486100056530358,7.636784607996725,0.486100056530358,7.704710847475655,7.62435670248755,56,11.148866925343956,0,6.61492071696546,228.68615507608453,-0.015977498767021814,0.015977498767021814,1042,0.9732800040338426,7.5559641468913075,0.006126277362324147,0.0,1.0,6.598943218198438,0.09596928982725528,1.1087583776592684
0.0001,31.02293186332996,0.001,48.01921229586936,363.36787667508327,0.4852077665082597,7.647953693724673,0.4852077665082597,7.715782289898074,7.635523767119644,57,11.149865738053803,0,6.598943218198438,240.02046933812426,-0.016639530853681528,0.016639530853681528,1042,0.972316378325358,7.567107141026095,0.2535043317959484,0.0,1.0,6.582303687344757,0.28790786948176583,1.1092258070209924
0.0001,31.425993371733387,0.001,49.008823529411764,371.6889969996193,0.4825947066903416,7.664113211763622,0.4825947066903416,7.7305617636757615,7.651832831812234,58,11.082779641939855,0,6.582303687344757,243.63591455933368,-0.018162239325158147,0.018162239325158147,1021,0.9724482141605783,7.5840059331864484,0.14406275705517207,0.0,1.0,6.5641414480195985,0.0,1.102193389321228
0.0001,32.6758604945595,0.001,49.19211822660098,373.6218108565333,0.4808796027224389,7.675099042045502,0.4808796027224389,7.741053195326861,7.662869702151346,59,11.05974032504293,0,6.5641414480195985,253.69423296099953,-0.015932901745888906,0.015932901745888906,1016,0.9713280066389678,7.595238241391904,0.057686453818799395,0.0,1.0,6.54820854627371,0.19685039370078738,1.099935693451336
0.0001,32.29325088353606,0.001,51.158648925281476,389.5602756503697,0.4741750372560845,7.69258651460394,0.4741750372560845,7.755156957114632,7.680749607345944,60,10.880555005805936,0,6.54820854627371,251.1528997788046,-0.017371990198453702,0.017371990198453702,978,0.9701034014546696,7.614708744685128,0.08414995584457646,0.0,1.0,6.530836556075256,0.3067484662576687,1.080500620056803
0.0001,31.0547336317016,0.001,51.33196300102775,391.2016157665603,0.474066032995092,7.699054977500926,0.474066032995092,7.761670111825038,7.687234835011877,61,10.871885717984046,0,6.530836556075256,241.6586492180748,-0.015115254242022758,0.015115254242022758,974,0.9710675890878592,7.621269620213885,0.029851386043953456,0.0,1.0,6.515721301833233,0.3080082135523614,1.0795706920506392
0.0001,33.52902809471361,0.001,51.60433884297521,393.896059546684,0.47326012785204896,7.7108235079724015,0.47326012785204896,7.773174146240312,7.699027535591059,62,10.861504138152961,0,6.515721301833233,261.45793611012834,-0.015776756889129828,0.015776756889129828,969,0.9711583888385341,7.633142848097465,0.0298612222693811,0.0,1.0,6.499944544944103,0.30959752321981426,1.078735348919176
0.0001,32.800103846221475,0.001,51.73084886128365,395.40170305069785,0.47235190953598427,7.72123704778876,0.47235190953598427,7.783628122879315,7.709420155684877,63,10.871478827857889,0,6.499944544944103,255.7977288810334,-0.015690725670124195,0.015690725670124195,967,0.9695917630941295,7.643431658858077,0.02451748077473661,0.0,1.0,6.484253819273979,0.1034126163391934,1.0801972234164021
0.0001,31.84562297890391,0.001,51.971933471933475,397.8142439436022,0.47270407720848684,7.732053472814913,0.47270407720848684,7.79409078363898,7.720263021397004,64,10.859290088258096,0,6.484253819273979,248.84946966743502,-0.01609555487604375,0.01609555487604375,963,0.9720591642631448,7.654367612939474,0.0499607676488892,0.0,1.0,6.468158264397935,0.10384215991692627,1.0792184558835853
0.0001,31.814415267340824,0.001,50.90529531568228,390.0819448126608,0.47499130108818455,7.741666009308314,0.47499130108818455,7.805177144348211,7.729668299661988,65,10.954243810827727,0,6.468158264397935,249.09537348068372,-0.01614231835981883,0.01614231835981883,983,0.9716126086939852,7.6629031057201535,0.14594283757043164,0.0,1.0,6.452015946038117,0.3051881993896236,1.0901971734805478
0.0001,31.430912694778417,0.001,50.43188698284561,386.8068348719959,0.47591948261155687,7.749320039750919,0.47591948261155687,7.8136420944745995,7.737217138013114,66,11.002452011773588,0,6.452015946038117,246.4709641068407,-0.016248852782329237,0.016248852782329237,992,0.9712265285397171,7.670008246361226,0.02308882694309291,0.0,1.0,6.435767093255787,0.4032258064516129,1.095800386255716
0.0001,34.61850375472727,0.001,52.60631578947368,404.38221014339365,0.47109155234027267,7.764280756040477,0.47109155234027267,7.825449329735846,7.7525662437113505,67,10.82454877439797,0,6.435767093255787,271.7308591086564,-0.014232346536132034,0.014232346536132034,951,0.9737321418334298,7.686940141492565,0.07240921207246798,0.0,1.0,6.421534746719655,0.2103049421661409,1.0763471456798892
0.0001,32.993364941719946,0.001,53.3974358974359,411.1768326797365,0.4661815607821068,7.776888441403536,0.4661815607821068,7.836775316724132,7.765315856625951,68,10.758789139311355,0,6.421534746719655,259.34778109566145,-0.015628374587461025,0.015628374587461025,937,0.9688106161242289,7.700257472083358,0.0959247942007982,0.0,1.0,6.405906372132194,0.32017075773745995,1.069481765909024
0.0001,34.020593514948956,0.001,54.027056277056275,416.62431900811384,0.4654788620573281,7.787561592566872,0.4654788620573281,7.846763518570542,7.776089892708768,69,10.711808649306926,0,6.405906372132194,267.6592767175202,-0.01589911613939954,0.01589911613939954,925,0.9714297401942164,7.711442615658784,0.016053907433549616,0.0,1.0,6.390007255992795,0.3243243243243243,1.064436389230997
0.0001,34.77780902282749,0.001,53.31376734258271,411.52613758612154,0.4672364616629847,7.795830031110512,0.4672364616629847,7.855931189484083,7.7842206792304705,70,10.775852193498551,0,6.390007255992795,274.1449614610222,-0.015770458611316762,0.015770458611316762,938,0.9716572825662164,7.718988752396977,0.3124363035306145,0.0,1.0,6.374236797381478,0.42643923240938164,1.071896241786224
0.0001,32.95211489079526,0.001,53.386752136752136,412.7521573880764,0.46681044269486954,7.808245741106348,0.46681044269486954,7.868119022853771,7.796639246398772,71,10.7745406887365,0,6.374236797381478,260.2442961000264,-0.015623046353269388,0.015623046353269388,937,0.9719664333853805,7.731398673182549,0.043278724159985196,0.0,1.0,6.358613751028209,0.5336179295624333,1.0722274627529091
0.0001,33.001178841261456,0.001,53.40748663101604,413.3026427760789,0.46737836374074443,7.816002076716071,0.46737836374074443,7.876209423473945,7.804343019342502,72,10.798897550388315,0,6.358613751028209,260.51951867538384,-0.015050245697720399,0.015050245697720399,936,0.972208245559868,7.738874274953792,0.22285142884767822,0.0,1.0,6.343563505330488,0.10683760683760685,1.0751934530058123
0.0001,32.703084908072334,0.001,51.97918834547347,402.5592221956522,0.4717714924062788,7.823399917657917,0.4717714924062788,7.885942872624103,7.8114337759221195,73,10.940069218227837,0,6.343563505330488,258.53170431593776,-0.016510846742728624,0.016510846742728624,962,0.973110649952126,7.744688271164475,0.3471584643533696,0.0,1.0,6.32705265858776,0.10395010395010396,1.0911798478854626
0.0001,34.342512920092176,0.001,55.388026607538805,429.97102843635264,0.4617903846313012,7.838289856000221,0.4617903846313012,7.895751724774826,7.826970070968491,74,10.640599379815491,0,6.32705265858776,271.7908403623324,-0.014878680852173254,0.014878680852173254,903,0.9728194905416717,7.762880440109941,0.06402274150833592,0.0,1.0,6.312173977735586,0.33222591362126247,1.0582754544165085
