ITERATIONS,WeightMedian,DualAfter,WeightMax,NormDeltaVar,DualBefore,OmegaBefore,TimestepsMean,WeightMean,Eta,Epsilon,DeltaOmega,WeightMin,RewardStd,LossReg,ReturnsStd,NormDeltaOmega,RewardMean,ReturnsMean,DualReg,Traj,TimestepsStd,Primal,Wins,ConfortViolation,Omega
22,0.9721440309312528,7.072888552455372,1.0,0.07045475400002107,7.194370461551713,7.33302683702812,32.09377007064868,0.5477245142137662,12.614594479470075,0.001,-0.025696246600301897,0.5477245142137662,1.2603323031054012,0.0,143.24528444215863,0.025696246600301897,6.991245270012158,224.36930554088104,0.0001,1558,19.82936699657114,7.088799640669851,0.0,0,7.307330590427818
23,0.974836423017474,7.096232355162433,1.0,0.1830671306438646,7.215465656604901,7.307330590427818,32.68803139306736,0.5466174007412952,12.545322737731937,0.001,-0.025758764995867267,0.5466174007412952,1.252943337631747,0.0,150.4580696780418,0.025758764995867267,7.015244830546092,229.30837022461492,0.0001,1530,20.763141346401074,7.111968981944601,0.0,0,7.281571825431951
24,0.9732728845935951,7.117361280080521,1.0,0.013617971023282511,7.234409708360468,7.281571825431951,33.27981345769487,0.5431177989896092,12.473403488277523,0.001,-0.02463084710459995,0.5431177989896092,1.2451546102319542,0.0,153.3534044367505,0.02463084710459995,7.037057679531887,234.18464008050967,0.0001,1502,21.110168783814228,7.132917891464228,0.0,0,7.256940978327351
25,0.9739113773890548,7.140846713024571,1.0,0.04112696636628397,7.253458089335742,7.256940978327351,34.50517598343685,0.5386365049081665,12.31577669356066,0.001,-0.024479868314532638,0.5386365049081665,1.2274462292935138,0.0,164.12808418998014,0.024479868314532638,7.062062140229022,243.6796744517257,0.0001,1450,22.545410217235787,7.156012626188985,0.0,0,7.232461110012818
26,0.9723790967059269,7.151868281963036,1.0,0.007650173591917584,7.268189364337442,7.232461110012818,33.62407531943511,0.5408819937595315,12.463846087502183,0.001,-0.025166756892972764,0.5408819937595315,1.2451444065420783,0.0,152.65422607299163,0.025166756892972764,7.071610209851327,237.7758191802791,0.0001,1488,20.93254382031042,7.167401780924282,0.0,0,7.2072943531198455
27,0.9735550791238351,7.1723472734892715,1.0,0.22802489029221593,7.286945793633695,7.2072943531198455,34.13661202185792,0.5393056795192673,12.408167682671523,0.001,-0.02413522948455693,0.5393056795192673,1.2392501649987258,0.0,157.43652800915697,0.02413522948455693,7.0926113864774845,242.11920744710926,0.0001,1465,21.52569752866036,7.187741786118676,0.0,0,7.1831591236352885
28,0.9722140547953027,7.196029306986461,1.0,0.3392450839453135,7.307907296129367,7.1831591236352885,34.86471408647141,0.5354664256350871,12.32091262107167,0.001,-0.023404235014916175,0.5354664256350871,1.2298759312130307,0.0,165.42338048513847,0.023404235014916175,7.117114516519149,248.13309506939441,0.0001,1435,22.53789238414032,7.211207871585348,0.0,0,7.159754888620372
29,0.9703264796994647,7.21377175219439,1.0,0.36962854115043386,7.323472633869764,7.159754888620372,35.52452025586354,0.5317294385878047,12.241767819549898,0.001,-0.023219797221532446,0.5317294385878047,1.2211642907480953,0.0,174.13231445672116,0.023219797221532446,7.135608393646032,253.4892728475427,0.0001,1408,23.692997715808712,7.2287558439678925,0.07102272727272728,0,7.13653509139884
30,0.9717356859734126,7.229341713513824,1.0,0.027879018097061774,7.339868041485685,7.13653509139884,35.44468085106383,0.532633455932744,12.27731185706518,0.001,-0.023263031018879943,0.532633455932744,1.2257290344484733,0.0,169.99685236547006,0.023263031018879943,7.150813089181922,253.45804741384893,0.0001,1411,23.07862271273101,7.244413033238754,0.0,0,7.11327206037996
31,0.9692265017406547,7.258016480637435,1.0,0.24417692624944018,7.358375159439299,7.11327206037996,38.46954510408635,0.5199026388526539,11.87636877305716,0.001,-0.022036855415739076,0.5199026388526539,1.180103974070822,0.0,191.15716843731002,0.022036855415739076,7.183324042724721,276.32808468782656,0.0001,1298,25.899560565682574,7.272119445250638,0.0,0,7.091235204964221
32,0.9709490866576614,7.27307841289627,1.0,0.016436070286749288,7.375675404578744,7.091235204964221,37.758881330309904,0.5230986298613496,11.988343450562196,0.001,-0.02301782445886591,0.5230986298613496,1.1936761611587894,0.0,178.73711315590114,0.02301782445886591,7.197285137529193,271.7573033482997,0.0001,1324,24.138521935441535,7.287448650955415,0.0,0,7.068217380505355
33,0.9720639787765268,7.28980282511359,1.0,0.08096924542539806,7.390431112054693,7.068217380505355,38.490377213240954,0.5209192494040303,11.908979509900295,0.001,-0.020876625815500205,0.5209192494040303,1.184950155977734,0.0,192.31176099086537,0.020876625815500205,7.214751748374647,277.6964103146172,0.0001,1300,25.936569599368447,7.30398334512999,0.07692307692307693,0,7.047340754689855
34,0.9721305482300399,7.307524890781919,1.0,0.07068724630263432,7.405287622008254,7.047340754689855,39.56452889944576,0.5171681714914418,11.793441786159,0.001,-0.02146215758514991,0.5171681714914418,1.1721543637258864,0.0,193.30753805447824,0.02146215758514991,7.23355339235698,286.19183425513944,0.0001,1264,26.033818235514172,7.321431323085245,0.0,0,7.025878597104705
35,0.9693974164225927,7.325868446739845,1.0,0.2037793093494598,7.422408608538464,7.025878597104705,40.02163461538461,0.51382268680082,11.7526239728646,0.001,-0.020903011792190007,0.51382268680082,1.1680770078493161,0.0,191.13808367047204,0.020903011792190007,7.252257872215625,290.24269049324243,0.0001,1249,25.679802497340035,7.339678544796847,0.0,0,7.004975585312515
36,0.9715248198926395,7.346740582609366,1.0,0.11680783687958622,7.437212107173146,7.004975585312515,42.21555367709214,0.5070552242274591,11.492532839913771,0.001,-0.018776351343542608,0.5070552242274591,1.1389526463648716,0.0,222.92450079086822,0.018776351343542608,7.2755483263820935,307.1330041546998,0.0001,1184,29.885128537497373,7.359946203648717,0.08445945945945946,0,6.986199233968972
37,0.9732716712816448,7.36079738839588,1.0,0.049046110448295675,7.450577883497515,6.986199233968972,42.61807331628304,0.5066239228187008,11.468541713476576,0.001,-0.019253642015714334,0.5066239228187008,1.1366655379074426,0.0,205.4080508781945,0.019253642015714334,7.289809735734138,310.6754106314899,0.0001,1174,27.507340674850727,7.373947846203047,0.08517887563884156,0,6.966945591953258
38,0.9715558063587088,7.374872013462419,1.0,0.0585633319543178,7.464113995871945,6.966945591953258,42.91244635193133,0.5046295299299376,11.449107288777832,0.001,-0.01983958561150967,0.5046295299299376,1.1348735571686117,0.0,214.05400640221762,0.01983958561150967,7.30404740666731,313.4370466218039,0.0001,1166,28.597173688013314,7.387977928571187,0.17152658662092624,0,6.947106006341748
39,0.9717754885410214,7.391256818012258,1.0,0.04717788675575134,7.476531745020624,6.947106006341748,44.62678571428572,0.498915557940449,11.269177297124717,0.001,-0.01787365845599531,0.498915557940449,1.1148975477312248,0.0,226.90003595098943,0.01787365845599531,7.322078454252498,326.7551695749718,0.0001,1121,30.271125982358104,7.4039531772517835,0.17841213202497772,0,6.929232347885753
40,0.970542599066884,7.409607090221743,1.0,0.04837220471409588,7.49253194636232,6.929232347885753,45.88613406795225,0.4945545650974658,11.16489403259575,0.001,-0.01938879693815565,0.4945545650974658,1.1036848437890197,0.0,224.09537798371838,0.01938879693815565,7.341360384506907,336.86940715056824,0.0001,1090,29.825323741650127,7.42207014378727,0.0,0,6.909843550947597
41,0.9696792831727864,7.425431379173468,1.0,0.24121427153233743,7.507775171661317,6.909843550947597,46.089566020313946,0.4928796188997434,11.146773801383352,0.001,-0.019331694939010546,0.4928796188997434,1.1021711712348212,0.0,225.55762210585075,0.019331694939010546,7.357327632062115,339.08220574078825,0.0001,1084,29.954294393757845,7.437854016771344,0.09225092250922509,0,6.890511856008587
42,0.9693199557100657,7.435629411543856,1.0,0.01327900574779539,7.517587054503602,6.890511856008587,46.28452270620945,0.49189956286287606,11.133641105948092,0.001,-0.01810514646746153,0.49189956286287606,1.1010282779135372,0.0,230.17889572082282,0.01810514646746153,7.367631179636233,340.99916313358,0.0001,1080,30.53877723855876,7.448022786081012,0.1851851851851852,0,6.872406709541125
43,0.9705659552820515,7.453775894684791,1.0,0.15513177442946757,7.533862561618201,6.872406709541125,47.21266540642722,0.48940569938305695,11.054680052141428,0.001,-0.018666595732400815,0.48940569938305695,1.0927674378394363,0.0,233.86527978813288,0.018666595732400815,7.3864694451783555,348.7291301327055,0.0001,1059,30.920459427894865,7.465994083111337,0.18885741265344666,0,6.853740113808724
44,0.9716514041549837,7.466957352734253,1.0,0.4613665237516362,7.544448818291228,6.853740113808724,48.73756097560975,0.48549318914448847,10.922809705441324,0.001,-0.016970289015866946,0.48549318914448847,1.0782556265903351,0.0,238.0562592837072,0.016970289015866946,7.4008314437820815,360.692322595592,0.0001,1026,31.485876104233785,7.478885619476045,0.0,0,6.836769824792857
45,0.96998086692437,7.484461603144392,1.0,0.042813587584321265,7.55887144741536,6.836769824792857,50.26861167002012,0.4795671239644392,10.777911852123184,0.001,-0.017887995116336874,0.4795671239644392,1.0626993737288273,0.0,238.5088358919367,0.017887995116336874,7.41960722202389,372.9544500001152,0.0001,995,31.471830857278697,7.496075370648337,0.20100502512562815,0,6.818881829676521
46,0.970012263851367,7.4983621953801665,1.0,0.052229457390941925,7.570927075398184,6.818881829676521,51.303901437371664,0.4762529056475794,10.687889286459702,0.001,-0.01687023835318957,0.4762529056475794,1.0531199671875031,0.0,253.58322696964458,0.01687023835318957,7.434290030689424,381.4054341811704,0.0001,975,33.391862384197026,7.509782481422888,0.5128205128205128,0,6.802011591323331
47,0.968885797533605,7.513078789031776,1.0,0.17984748535767806,7.58353247536643,6.802011591323331,52.740232312566,0.4718702901009655,10.584528647687112,0.001,-0.015999658983830933,0.4718702901009655,1.042168674250591,0.0,250.5575703101303,0.015999658983830933,7.449897971967524,392.9042374090237,0.0001,948,32.955573069751736,7.524279688294228,0.21097046413502107,0,6.7860119323395
48,0.9696457373185214,7.524587723196036,1.0,0.027506020582223314,7.594778205680761,6.7860119323395,52.77378435517971,0.47133262279948285,10.572892710402856,0.001,-0.016086425373419644,0.47133262279948285,1.0411885266774696,0.0,260.12630627714634,0.016086425373419644,7.461496710625135,393.7597648824358,0.0001,947,34.12663876528861,7.535763876874164,0.5279831045406547,0,6.76992550696608
49,0.9660684920534023,7.5409400429870015,1.0,0.27823594294178466,7.606345354320253,6.76992550696608,56.22159730033746,0.46038940911524695,10.305943568598535,0.001,-0.015332149893922953,0.46038940911524695,1.0121387340685508,0.0,279.10876989767655,0.015332149893922953,7.480162698540182,420.5494227328736,0.0001,890,36.603972218197086,7.5515584891918115,0.5617977528089888,0,6.7545933570721575
50,0.9700843920417133,7.5468910063897265,1.0,0.1931366186527402,7.6138848209144845,6.7545933570721575,55.12017640573318,0.4649886879544031,10.397551117395684,0.001,-0.014667177198042225,0.4649886879544031,1.0224264200575695,0.0,277.23302205619854,0.014667177198042225,7.485308500178682,412.57539462676937,0.0001,908,36.331742050911856,7.557701842960391,0.4405286343612335,0,6.739926179874115
51,0.9700243483724171,7.5592702138563945,1.0,0.007861688739491446,7.6270324484697785,6.739926179874115,54.55786026200873,0.4661702221021877,10.452178991245015,0.001,-0.016061935789768,0.4661702221021877,1.0288741768135132,0.0,263.842244159794,0.016061935789768,7.497195067198055,409.0320529369359,0.0001,917,34.495078020619054,7.570192276124974,0.6543075245365322,0,6.723864244084347
52,0.9704868951025634,7.569360461681286,1.0,0.19101912034515917,7.636732673500276,6.723864244084347,54.840834248079034,0.4656244652551833,10.439644737765349,0.001,-0.01529821391665287,0.4656244652551833,1.027889987579941,0.0,264.4111404021377,0.01529821391665287,7.507377886469703,411.70845663509755,0.0001,912,34.520232552895784,7.580256355060256,0.5482456140350876,0,6.708566030167694
53,0.9698417210016381,7.577466136380139,1.0,0.0705811942966888,7.646410445747993,6.708566030167694,54.03675675675676,0.4675782211473011,10.524987741121505,0.001,-0.01525421972627683,0.4675782211473011,1.0374704661846488,0.0,266.04814977162005,0.01525421972627683,7.5147305086630665,406.07008453502795,0.0001,926,34.69971181857544,7.588540956450237,0.4319654427645789,0,6.6933118104414175
54,0.9673109891197514,7.589790122563165,1.0,0.030661317481820764,7.657302191740873,6.6933118104414175,55.12568908489526,0.46343619257644636,10.449875700849606,0.001,-0.016228445845761108,0.46343619257644636,1.0295341556069635,0.0,266.6629188600095,0.016228445845761108,7.527697184378909,414.9694861212215,0.0001,908,34.72674352765655,7.600707384316748,0.3303964757709251,0,6.677083364595656
55,0.9679702980832562,7.604271569667503,1.0,0.06777451935770759,7.669368294409578,6.677083364595656,56.69807037457435,0.4590145987279995,10.321565234253491,0.001,-0.015475379340188056,0.4590145987279995,1.0158945026534325,0.0,274.786245546682,0.015475379340188056,7.543274241392993,427.67982274294536,0.0001,882,35.72447354262105,7.61492222596985,0.45351473922902497,0,6.661607985255468
56,0.9687132893227784,7.615338505498573,1.0,0.14315504129929718,7.681324680971334,6.661607985255468,56.19347581552306,0.46078574657685073,10.380134970580782,0.001,-0.016582102484423267,0.46078574657685073,1.0227202548342635,0.0,275.7589885414105,0.016582102484423267,7.553816823393178,424.475531364206,0.0001,890,35.806641115667325,7.626110444002536,0.33707865168539325,0,6.645025882771045
57,0.9697794996840563,7.62305716665323,1.0,0.1433466758546198,7.689502272273435,6.645025882771045,55.807821229050276,0.46169288190681596,10.40352438628886,0.001,-0.015320411458879413,0.46169288190681596,1.025442600767694,0.0,279.3612311571676,0.015320411458879413,7.561326190958183,421.97687438733647,0.0001,896,36.236420230465356,7.633877746552865,0.6696428571428571,0,6.629705471312166
58,0.9709519373456006,7.633430812531795,1.0,0.07221327650629748,7.699881412151525,6.629705471312166,55.849162011173185,0.46209954827584876,10.41288523748092,0.001,-0.01582719487172035,0.46209954827584876,1.026867465397068,0.0,279.8630412256839,0.01582719487172035,7.571601696445756,422.8591995266585,0.0001,896,36.24329083544554,7.6442708698788095,0.5580357142857143,0,6.613878276440445
59,0.9715703015203956,7.64691412321086,1.0,0.013736555585295244,7.711957311205895,6.613878276440445,56.788636363636364,0.4594930913731943,10.34121278211349,0.001,-0.01529447076585111,0.4594930913731943,1.0194422389666236,0.0,288.1949932366473,0.01529447076585111,7.585688629227768,430.77488388062756,0.0001,881,37.27009351836629,7.657605528437715,0.681044267877412,0,6.598583805674594
60,0.9694636848753123,7.6605267712957525,1.0,0.030105206130432792,7.7229794965058085,6.598583805674594,58.66157461809636,0.45312238856772197,10.194776565170622,0.001,-0.015272188320222035,0.45312238856772197,1.0037800897005162,0.0,286.3091736114948,0.015272188320222035,7.600548839331017,445.85409975441837,0.0001,852,36.94570815063734,7.670917278823203,0.9389671361502347,0,6.583311617354372
61,0.9668984263040818,7.668157818893436,1.0,0.16040929994116201,7.732232311314905,6.583311617354372,57.79190751445087,0.45480638464741396,10.293944975659196,0.001,-0.01465644794656562,0.45480638464741396,1.014893177039786,0.0,292.41142720173815,0.01465644794656562,7.607315048905045,439.6376009546722,0.0001,866,37.73020352729494,7.678751624629237,0.4618937644341801,0,6.568655169407807
62,0.9712183102915002,7.679252977456927,1.0,0.04173089712491404,7.742533663136197,6.568655169407807,58.103488372093025,0.4549852177937471,10.252236220398165,0.001,-0.01378380287370451,0.4549852177937471,1.0106602893264576,0.0,295.7133751648911,0.01378380287370451,7.618756226948513,442.6586832479015,0.0001,861,38.074403743058134,7.6897609933075035,0.8130081300813009,0,6.554871366534102
63,0.9685130313804404,7.689950642662141,1.0,0.04657409011492987,7.752873148838958,6.554871366534102,58.12558139534884,0.4527424491892613,10.236486587543613,0.001,-0.014585104578098473,0.4527424491892613,1.0092949285086512,0.0,310.23436577868137,0.014585104578098473,7.629573999412855,443.4717907404328,0.0001,861,39.869036146696985,7.700427479393185,1.5098722415795587,0,6.540286261956004
64,0.9715143244372088,7.697019590807386,1.0,0.007378160120303999,7.759438608372739,6.540286261956004,59.23222748815166,0.4527890699037131,10.20483145524299,0.001,-0.013213647366690395,0.4527890699037131,1.0059476344213791,0.0,291.919197108128,0.013213647366690395,7.636911387499814,452.35472565062105,0.0001,845,37.507163350768536,7.707430585677258,0.591715976331361,0,6.527072614589313
65,0.970439656912119,7.707030255696354,1.0,0.1278183069560971,7.770339518618314,6.527072614589313,58.45497076023392,0.4538941183206725,10.266733864330826,0.001,-0.014838212078521984,0.4538941183206725,1.013115224803414,0.0,280.18665600385657,0.014838212078521984,7.646372578388824,446.96876275860825,0.0001,856,35.95656926004428,7.717568005039337,0.7009345794392523,0,6.512234402510791
66,0.967916285014956,7.716932034324907,1.0,0.0483779161323847,7.7781629734972695,6.512234402510791,60.07460890493382,0.44810867709674307,10.140577107123452,0.001,-0.01354556063716128,0.44810867709674307,0.9995089495382056,0.0,321.0452006620262,0.01354556063716128,7.657350880388246,459.9994350392547,0.0001,832,41.17052931470302,7.727212268242853,0.8413461538461539,0,6.49868884187363
67,0.9719574181320596,7.729574904568243,1.0,0.099646230425916,7.7890934189766465,6.49868884187363,60.95843520782396,0.4464372529434637,10.050902724860713,0.001,-0.013086715519079029,0.4464372529434637,0.9902600914511052,0.0,304.1583833863324,0.013086715519079029,7.67073666236732,467.5828168214698,0.0001,819,38.8975298993426,7.739673988793362,1.465201465201465,0,6.485602126354551
68,0.9695651706453825,7.739606981642885,1.0,0.021082755610857085,7.797918105116149,6.485602126354551,62.4475,0.44255897084783374,9.980720433101007,0.001,-0.013195145548139386,0.44255897084783374,0.9829459540053777,0.0,312.80720364270786,0.013195145548139386,7.681351310093134,479.68321601958,0.0001,801,40.01005803232482,7.7495654312310895,0.9987515605493134,0,6.4724069808064115
69,0.970287332307842,7.746151361726251,1.0,0.13592532922208128,7.806715751097038,6.4724069808064115,60.48910411622276,0.4472677850526444,10.120366714220697,0.001,-0.013943760833790897,0.4472677850526444,0.9983199692366327,0.0,315.17688872771345,0.013943760833790897,7.686700691687572,464.9680451888671,0.0001,827,40.230817123355685,7.756390604731275,1.2091898428053205,0,6.458463219972621
70,0.9708143844207627,7.757125108020773,1.0,0.03177348608413506,7.81620148234278,6.458463219972621,61.87623762376238,0.44420834299549505,10.036159693956138,0.001,-0.013180206191245603,0.44420834299549505,0.9895168570721258,0.0,313.7584995513074,0.013180206191245603,7.698376736116145,476.34576294141664,0.0001,809,40.045203785729,7.767194546400048,0.9888751545117428,0,6.445283013781375
71,0.9711285631607066,7.772472056822577,1.0,0.19175743647869872,7.828260455507166,6.445283013781375,64.33719433719433,0.4371443991274485,9.84436474193223,0.001,-0.013477400320748956,0.4371443991274485,0.9693227210506516,0.0,323.6093314984156,0.013477400320748956,7.715317823530215,496.3886444914958,0.0001,778,41.181483873304984,7.782160032403944,1.5424164524421593,0,6.431805613460626
72,0.9648868377064121,7.782724059011111,1.0,0.11327589229785348,7.835909874049241,6.431805613460626,66.71161548731642,0.42801433774269176,9.67549041927312,0.001,-0.01202968747961286,0.42801433774269176,0.951387767891149,0.0,341.4367622435598,0.01202968747961286,7.726967440482679,515.478715443207,0.0001,750,43.42809702725751,7.79208235977134,2.0,0,6.419775925981013
73,0.970516068347337,7.785977153723141,1.0,0.09340324679782035,7.84126908404569,6.419775925981013,65.10026041666667,0.4348604778860568,9.805048290786976,0.001,-0.012094165957943659,0.4348604778860568,0.9652775420998474,0.0,326.5033869823905,0.012094165957943659,7.7291447765177175,503.1556929454628,0.0001,769,41.52260428488138,7.795587916276551,1.5604681404421328,0,6.4076817600230696
74,0.9680393016643551,7.798979057390916,1.0,0.006342822341814656,7.85129571015432,6.4076817600230696,67.62516914749662,0.42665621911412155,9.618357863403874,0.001,-0.011740016675883425,0.42665621911412155,0.9456568109776226,0.0,346.9402250648761,0.011740016675883425,7.74367898573268,523.6653858986464,0.0001,740,44.04710806813822,7.808227344419397,2.2972972972972974,0,6.395941743347186
