ReturnsMean,DeltaOmega,RewardStd,Epsilon,OmegaBefore,NormDeltaOmega,Omega,TimestepsMean,TimestepsStd,Traj,Eta,ITERATIONS,WeightMean,DualBefore,ReturnsStd,NormDeltaVar,LossReg,DualReg,WeightMin,DualAfter,Wins,WeightMedian,ConfortViolation,Primal,RewardMean,WeightMax
146.1167101720924,-0.03462937523505438,1.3816768792793264,0.001,8.0,0.03462937523505438,7.965370624764946,22.77403189066059,11.71016574151467,2196,13.781619823975163,0,0.5976333075248846,6.676102231675396,78.80579504731779,0.040360480971878686,0.0,0.0001,0.5976333075248846,6.508714082110003,0.0,0.9736955469924242,0,6.527705973210281,6.415871220488914,1.0
149.1629581140256,-0.0334130761300111,1.377007748084483,0.001,7.965370624764946,0.0334130761300111,7.9319575486349345,23.135585377140213,12.9116040968491,2162,13.734565418240438,1,0.5959508453872243,6.704723518766863,87.33873678981054,0.2225636122811307,0.0,0.0001,0.5959508453872243,6.539672242346691,0.0,0.9745716776274758,0,6.558534674675286,6.447281361327649,1.0
152.28127415530741,-0.03275340369232538,1.3713179611804103,0.001,7.9319575486349345,0.03275340369232538,7.899204144942609,23.516933207902163,12.76962990769687,2127,13.680332856336781,2,0.5918070141567683,6.729886820310901,86.6282250576065,0.027110059148796977,0.0,0.0001,0.5918070141567683,6.56720127568572,0.0,0.9714592603216736,0,6.585915030303512,6.4753442295099415,1.0
154.67946081333872,-0.03270146169870092,1.3685135329128593,0.001,7.899204144942609,0.03270146169870092,7.866502683243908,23.785238095238096,13.075643339921537,2101,13.649724025762913,3,0.5912818357776717,6.756119058122665,89.07124816187921,0.07266697333335949,0.0,0.0001,0.5912818357776717,6.595030831540994,0.0,0.973553724481552,0,6.613660561614681,6.503456508003028,1.0
158.7710132306106,-0.032606684890140514,1.3607985708297126,0.001,7.866502683243908,0.032606684890140514,7.833895998353768,24.290573372206026,13.62699396743977,2059,13.576780752931288,4,0.5880225367531904,6.785094002261971,93.29376500612027,0.09677808437756517,0.0,0.0001,0.5880225367531904,6.627215652071312,0.0,0.9727997068390458,0,6.645646771566027,6.536359192404873,1.0
163.33092969471227,-0.03252616472532477,1.3508762615956522,0.001,7.833895998353768,0.03252616472532477,7.801369833628443,24.872139303482587,14.1852375755615,2011,13.486976221931636,5,0.5824651577528505,6.8111825316623476,97.27066523657567,0.028241455610480155,0.0,0.0001,0.5824651577528505,6.656712037528155,0.0,0.9686655602119312,0,6.674900097823195,6.566755692453017,1.0
164.6110936891716,-0.03171329319574756,1.3527886231320219,0.001,7.801369833628443,0.03171329319574756,7.769656540432695,24.974525474525475,13.807252086835055,2003,13.496049015819281,6,0.585036871638191,6.835504799012227,95.13225012386792,0.20874024393015606,0.0,0.0001,0.585036871638191,6.681262010572467,0.0,0.9743695177828667,0,6.699474561435963,6.591174173401703,1.0
167.96088293923083,-0.03140817438437882,1.3467596592890057,0.001,7.769656540432695,0.03140817438437882,7.738248366048317,25.375634517766496,14.319204215631565,1971,13.438583917408174,7,0.5820355442350078,6.860634691603874,98.92699805792257,0.18422054252004802,0.0,0.0001,0.5820355442350078,6.708769548117767,0.0,0.9732144023123358,0,6.726827316134844,6.61924183316474,1.0
173.697197909195,-0.030220880490068325,1.3329399033135316,0.001,7.738248366048317,0.030220880490068325,7.708027485558248,26.128593831677993,14.63042476347672,1914,13.31649761023918,8,0.5776086076649258,6.883592888618598,101.3297279932252,0.021471231531173605,0.0,0.0001,0.5776086076649258,6.73603306556552,0.0,0.9720203616612859,0,6.753764173160443,6.647736046017994,1.0
174.12646423290425,-0.030651305016661468,1.3375874567433357,0.001,7.708027485558248,0.030651305016661468,7.677376180541587,26.100261096605745,14.593083770286754,1916,13.348293127485576,9,0.5780894554128171,6.908472418711203,101.52949143167552,0.031418555834401445,0.0,0.0001,0.5780894554128171,6.760453900624109,0.0,0.9735110886133989,0,6.7782698070508705,6.671790170650682,1.0
176.54744143437085,-0.03127282341240889,1.336700631933873,0.001,7.677376180541587,0.03127282341240889,7.646103357129178,26.356012658227847,15.301241839230716,1897,13.33313517645939,10,0.5760269327489624,6.934074574131972,106.89478228969507,0.006353143391639186,0.0,0.0001,0.5760269327489624,6.787164310665684,0.0,0.9723257575867083,0,6.804939784261528,6.698616041070171,1.0
179.44542128285462,-0.029377271941849692,1.3329088993933453,0.001,7.646103357129178,0.029377271941849692,7.616726085187328,26.690870261612385,15.297198391666216,1874,13.29526274797652,11,0.5755061032281038,6.956673250829122,107.03428121533916,0.10090742233272769,0.0,0.0001,0.5755061032281038,6.811313475445147,0.0,0.9746176428641302,0,6.828988096850511,6.723124057800798,1.0
185.3904184648777,-0.02953521373102408,1.319872773147418,0.001,7.616726085187328,0.02953521373102408,7.587190871456304,27.45359692476661,16.091912842969062,1822,13.178915825216244,12,0.5712158353592316,6.98114104785729,113.08523234208059,0.03487548740888249,0.0,0.0001,0.5712158353592316,6.839812954524465,0.0,0.9735842439406078,0,6.857179538383975,6.752783849693511,1.0
189.64621539923002,-0.02876434986847265,1.3111856688116097,0.001,7.587190871456304,0.02876434986847265,7.5584265215878315,27.98936170212766,16.418566189469644,1787,13.100688691024185,13,0.567762590670351,7.0006263872679435,115.60401313019932,0.10423527156835165,0.0,0.0001,0.567762590670351,6.861914229745982,0.0,0.9721854807652133,0,6.8790752181582855,6.775658777381719,1.0
200.97364667008304,-0.027419415228242094,1.28257219283453,0.001,7.5584265215878315,0.027419415228242094,7.531007106359589,29.508854781582055,17.87225705175846,1695,12.851032828969766,14,0.5606650959372897,7.02509578884233,126.2692802543629,0.11090452161901401,0.0,0.0001,0.5606650959372897,6.894329450633979,0.0,0.971807223001354,0,6.9108424070226215,6.810564649838808,1.0
204.07597910305887,-0.028278134983747094,1.2793050720202537,0.001,7.531007106359589,0.028278134983747094,7.502728971375842,29.859617682198326,18.513936275491847,1675,12.81711160977457,15,0.5583667035364526,7.047364137348485,131.10447457583606,0.11475538465176667,0.0,0.0001,0.5583667035364526,6.917917612341736,0.0,0.9709070504979254,0,6.934343913781629,6.834461670513177,1.0
203.20720836149428,-0.027507462237362112,1.2862467147553764,0.001,7.502728971375842,0.027507462237362112,7.47522150913848,29.659738717339668,17.322222732859395,1685,12.871233993332265,16,0.5593127375458393,7.066219475144746,122.99969728749394,0.09326325040765972,0.0,0.0001,0.5593127375458393,6.935443696428857,0.0,0.9717917408383484,0,6.95200855258301,6.85141859058442,1.0
209.7775777928278,-0.027645236267484385,1.2731062133999032,0.001,7.47522150913848,0.027645236267484385,7.447576272870996,30.497557997557998,18.46835874859769,1639,12.75285276481261,17,0.5560092290665597,7.088478963633074,131.5846708386691,0.05780914176458145,0.0,0.0001,0.5560092290665597,6.961551092878983,0.0,0.9725808085319938,0,6.977812775168634,6.878679978890722,1.0
214.01475000238918,-0.027433551956698388,1.2671529987638908,0.001,7.447576272870996,0.027433551956698388,7.420142720914297,31.008684863523573,18.420944331977946,1613,12.696914472803826,18,0.5542374209600931,7.109257550568631,131.65342470846204,0.05750524334982732,0.0,0.0001,0.5542374209600931,6.984092416576782,0.0,0.9735435306442759,0,7.000212325035027,6.901753300828612,1.0
217.47492554812106,-0.026750022252296723,1.262775630336862,0.001,7.420142720914297,0.026750022252296723,7.393392698662001,31.402010050251256,18.606692100816105,1593,12.65296189864781,19,0.5513353363217307,7.131075920571658,133.37850295398357,0.09296498088595988,0.0,0.0001,0.5513353363217307,7.007605977159257,0.0,0.9719722406595328,0,7.023613895752551,6.925671040710368,1.0
220.95770592480937,-0.026201792603628427,1.2586019574261247,0.001,7.393392698662001,0.026201792603628427,7.367190906058372,31.805219605346913,18.94856176929826,1572,12.61170795928148,20,0.5501764316538337,7.150841899061686,136.08752369203057,0.4048777633081319,0.0,0.0001,0.5501764316538337,7.028833548472193,0.0,0.9732638623863922,0,7.044737182190362,6.947280006320826,1.0
222.14669908238702,-0.026906563032192743,1.2604509320099941,0.001,7.367190906058372,0.026906563032192743,7.3402843430261795,31.88449266113593,18.68374647571103,1568,12.621929903699591,21,0.5497433573588286,7.170994635455627,134.6675032683387,0.28945075019141087,0.0,0.0001,0.5497433573588286,7.049008656217429,0.0,0.9735678175497269,0,7.064938101229466,6.96732494796896,1.0
232.70917387469547,-0.026187183667535585,1.2387029256515243,0.001,7.3402843430261795,0.026187183667535585,7.314097159358644,33.26347305389221,20.26188593731998,1504,12.42939575353728,22,0.5437473052246505,7.192185013176143,146.42391543013596,0.05009114103065819,0.0,0.0001,0.5437473052246505,7.075779652273349,0.0,0.9730697138692905,0,7.091226854437315,6.995966800412607,1.0
237.0643038671585,-0.02610161069014527,1.232996099241495,0.001,7.314097159358644,0.02610161069014527,7.287995548668499,33.775,20.674799829090798,1481,12.374301089037283,23,0.5413034522176631,7.212848053041832,149.85683340242284,0.02504058884217976,0.0,0.0001,0.5413034522176631,7.098255215224444,0.0,0.9728645920175707,0,7.113565667220029,7.018952322406459,1.0
242.37658896273018,-0.024200686276484085,1.223839937606548,0.001,7.287995548668499,0.024200686276484085,7.2637948623920146,34.43349414197105,21.576085176419525,1452,12.291318937106858,24,0.5367643195173817,7.2298761578294295,156.63573043784575,0.12665115593240348,0.0,0.0001,0.5367643195173817,7.117559574288436,0.06887052341597796,0.9697472522817427,0,7.1326652563431985,7.039047168095197,1.0
245.91672032856567,-0.024374862241959505,1.220586605874836,0.001,7.2637948623920146,0.024374862241959505,7.239420000150055,34.8425087108014,20.68985186058591,1436,12.25842381651236,25,0.5373884702251113,7.2473872672296675,150.55738787762334,0.015372762671969934,0.0,0.0001,0.5373884702251113,7.136155865236018,0.0,0.9737885999773008,0,7.151180720914171,7.057939613340968,1.0
251.200891196494,-0.02428558226199229,1.212335444750324,0.001,7.239420000150055,0.02428558226199229,7.215134417888063,35.4921875,20.647610094178148,1409,12.182513407732241,26,0.5319464409713123,7.264274413106683,150.5701489411966,0.029171108921309297,0.0,0.0001,0.5319464409713123,7.155189935020141,0.0,0.9688558231264273,0,7.170029323875568,7.077687614042323,1.0
256.880707837974,-0.024184687445433894,1.2037475954420644,0.001,7.215134417888063,0.024184687445433894,7.190949730442629,36.176086956521736,22.501017865375463,1381,12.101864616870403,27,0.5305102155145782,7.284543899910931,164.63921878615213,0.307502893034195,0.0,0.0001,0.5305102155145782,7.177882325191141,0.0,0.971701738485568,0,7.192525771137008,7.101127990495002,1.0
264.0098780716252,-0.025378589877480984,1.192981793828487,0.001,7.190949730442629,0.025378589877480984,7.165571140565148,37.055679287305125,21.8093722668417,1348,12.002614269584505,28,0.5282293331885605,7.3047653419120016,160.05556611196127,0.12562895760530712,0.0,0.0001,0.5282293331885605,7.200849693769585,0.0,0.9739396871428407,0,7.215253897529776,7.125020863774063,1.0
275.05342042718246,-0.02324687050107599,1.174306922037755,0.001,7.165571140565148,0.02324687050107599,7.142324270064072,38.48344880677444,22.886142425636457,1300,11.83536638701042,29,0.5200794763326579,7.321458497258925,168.21433824309094,0.33713780197377907,0.0,0.0001,0.5200794763326579,7.221755990331494,0.0,0.9685467646938415,0,7.235761698249455,7.147500447016782,1.0
281.4379349814833,-0.022101385983448907,1.1658972727877597,0.001,7.142324270064072,0.022101385983448907,7.120222884080623,39.27572663000785,23.28258420748283,1274,11.758041982189829,30,0.5192435435909125,7.3369719774742,171.45268903538695,0.27016936635382444,0.0,0.0001,0.5192435435909125,7.239195771338139,0.0,0.9721428373709462,0,7.253018779220251,7.165654324107196,1.0
