TimestepsMean,NormDeltaOmega,ConfortViolation,Traj,RewardMean,Wins,ReturnsMean,RewardStd,NormDeltaVar,OmegaBefore,ITERATIONS,DeltaOmega,TimestepsStd,Omega,ReturnsStd
22.252,0.10000000148920751,0,250,6.411689229884994,0.0,142.67290874340088,1.397357792862236,0.3162277661604873,8.0,0,-0.10000000148920751,10.608887594842356,7.8999999985107925,71.58935488298891
24.54,0.10005190020292698,0,250,6.509840991141064,0.0,159.75149792260171,1.34838935942105,0.2954897886950653,7.8999999985107925,1,-0.10005190020292698,13.022150360059586,7.7999480983078655,88.73026891182614
31.084,0.09721934834019219,0,250,6.644836866461728,0.0,206.54810915709635,1.2190634265381823,0.3010356840159285,7.7999480983078655,2,-0.09721934834019219,17.55098128310779,7.702728749967673,121.13850302785654
35.968,0.09663350511307822,0,250,6.747876974082359,0.0,242.7076390037943,1.1490828621142963,0.283848826687462,7.702728749967673,3,-0.09663350511307822,19.39749922026033,7.606095244854595,135.57259705203398
37.328,0.098028420113633,0,250,6.822417203877605,0.0,254.66718938634324,1.1402142732447047,0.26526965058055413,7.606095244854595,4,-0.098028420113633,19.77443844967538,7.508066824740962,139.55792813204752
42.756,0.09880327536443279,0,250,6.9231303770254256,0.0,296.0053624000991,1.0795922440179104,0.26888768350924924,7.508066824740962,5,-0.09880327536443279,18.47442729829534,7.409263549376529,131.9313140954557
46.872,0.099746509191049,0,250,7.00954823931265,0.0,328.5515450730625,1.0431441686079128,0.2541542216041493,7.409263549376529,6,-0.099746509191049,19.27027804677452,7.30951704018548,139.40886338395478
49.02,0.10024890721097268,0,250,7.093401205780937,0.4,347.71852710738153,1.030001866101109,0.23864526447693077,7.30951704018548,7,-0.10024890721097268,23.873742898841815,7.209268132974508,174.76713123977416
50.004,0.10126112307813795,0,250,7.166657949628346,0.0,358.36156411321576,1.0320096613150183,0.21761164969072472,7.209268132974508,8,-0.10126112307813795,19.71344678132163,7.10800700989637,145.47962945492554
53.996,0.1021871685262461,0,250,7.250306102252359,0.0,391.4875282972184,1.0042573202454979,0.2149207289193046,7.10800700989637,9,-0.1021871685262461,22.176654030759465,7.005819841370124,165.5152001683932
55.804,0.10318358474781775,0,250,7.328955038403377,0.0,408.98500696306206,0.9980460589227095,0.21355346700064934,7.005819841370124,10,-0.10318358474781775,19.60340745890877,6.902636256622306,147.66418547815198
58.42,0.10415007766200457,0,250,7.406185416571723,0.0,432.66935203611996,0.9853200930363746,0.21163835266061132,6.902636256622306,11,-0.10415007766200457,21.160236293576684,6.798486178960301,160.8452055250509
62.24,0.10510572023037934,0,250,7.4871015194073465,0.0,465.99719856791324,0.9649336195221944,0.2149008320439684,6.798486178960301,12,-0.10510572023037934,23.797109068120015,6.693380458729922,182.79282526782248
60.884,0.10599116236313577,0,250,7.548552354240704,0.0,459.586061535591,0.9834996663104001,0.21170079021136723,6.693380458729922,13,-0.10599116236313577,21.141772489552526,6.587389296366786,163.87664983548314
64.08,0.10701835549988914,0,250,7.628654068572226,0.4,488.84415271410825,0.9663018117514955,0.22558785219926186,6.587389296366786,14,-0.10701835549988914,25.47111304988457,6.480370940866897,199.4458262861715
67.884,0.10810808930985871,0,250,7.7051278668681125,0.0,523.054900114475,0.9500468864260451,0.23786278699629984,6.480370940866897,15,-0.10810808930985871,24.834623894877087,6.372262851557038,196.03595836883198
71.044,0.10919221861397954,0,250,7.776463733713268,0.4,552.4710894979255,0.9354203742783602,0.25045964000392346,6.372262851557038,16,-0.10919221861397954,30.39806020126942,6.263070632943059,242.29468530618072
74.164,0.11023935738499979,0,250,7.8467347608038915,0.0,581.9452368002597,0.925274060500265,0.2645092213127793,6.263070632943059,17,-0.11023935738499979,27.515979066716852,6.152831275558059,221.01533855207697
79.484,0.1113404267297069,0,250,7.920567418045424,0.8,629.5583806559224,0.8990970159533005,0.27214250575328197,6.152831275558059,18,-0.1113404267297069,30.485959784792737,6.041490848828352,247.27258443289776
91.164,0.11228389998346788,0,250,8.00877979682685,2.4,730.112401397923,0.8418778807271433,0.27606578498054074,6.041490848828352,19,-0.11228389998346788,35.87178701988514,5.929206948844884,293.92560074926615
101.096,0.11320523776353753,0,250,8.08367983752218,2.4,817.2276968541422,0.807098359111185,0.2803340523044107,5.929206948844884,20,-0.11320523776353753,39.01177750372315,5.816001711081347,321.8167995557693
116.864,0.11399946219399748,0,250,8.16319350607214,5.2,953.9834458936145,0.747753533786048,0.2823043998669904,5.816001711081347,21,-0.11399946219399748,41.32560349226615,5.702002248887349,344.34946194811454
141.032,0.11536747635100575,0,250,8.246976727454836,14.399999999999999,1163.0876218264104,0.6544610670631917,0.2777305474712122,5.702002248887349,22,-0.11536747635100575,40.8917470402036,5.586634772536343,345.2165398627931
160.092,0.11644681514915334,0,250,8.339858815575601,28.000000000000004,1335.1446775031295,0.5693801681912934,0.2875561190623783,5.586634772536343,23,-0.11644681514915334,37.34524783690691,5.47018795738719,320.350144416829
