Primal,DeltaOmega,ITERATIONS,Wins,NormDeltaVar,Epsilon,ConfortViolation,TimestepsMean,WeightMax,ReturnsMean,OmegaBefore,TimestepsStd,Traj,LossReg,Eta,RewardMean,WeightMin,DualAfter,Omega,DualBefore,NormDeltaOmega,WeightMedian,ReturnsStd,WeightMean,RewardStd,DualReg
6.940315117272289,[[0.11108949]],0,0.0,13.438805007201676,1.1501,0,500.0,1.0,1165.2323232323233,[[0.8]],0.0,100,0.0,2.132479181174839,2.33004,0.009192406180642085,6.9403151122839795,[[0.91108949]],7.621699487957824,0.11108948552289766,0.023482447759988923,62.92577450157283,0.009192406180642085,2.404519411109006,0.0
7.188911489267754,[[0.04546899]],1,0.0,10.927364846538183,1.1501,0,500.0,1.0,1275.4949494949494,[[0.91108949]],0.0,100,0.0,1.9253828637032155,2.54996,0.00555102766095405,7.188910602120888,[[0.95655848]],7.50685030717259,0.045468994065856916,0.01568551249938101,61.93991447197379,0.00555102766095405,2.642215736536288,0.0
7.459974321695244,[[0.01946736]],2,0.0,8.77980527230688,1.1501,0,500.0,1.0,1384.5656565656566,[[0.95655848]],0.0,100,0.0,1.7709172487988512,2.76912,0.0035288217843577508,7.459974286624523,[[0.97602584]],7.624633521874706,0.019467363736981436,0.010917011822830435,75.068744469893,0.0035288217843577508,2.8295820231263837,0.0
7.567740293779513,[[0.00632071]],3,0.0,4.464289557529881,1.1501,0,500.0,1.0,1431.8383838383838,[[0.97602584]],0.0,100,0.0,1.6918521288875807,2.86364,0.002710337686191862,7.567739116638945,[[0.98234655]],7.6832195221492405,0.006320706194420267,0.0088393172849699,75.20406004926245,0.002710337686191862,2.905795235456208,0.0
7.602596001153465,[[0.0019294]],4,0.0,1.681456493038354,1.1501,0,500.0,1.0,1448.888888888889,[[0.98234655]],0.0,100,0.0,1.6596636336805746,2.89792,0.002416784606048791,7.602594823341114,[[0.98427595]],7.701741005071108,0.0019293994918146984,0.008064739742034163,75.37393500782224,0.002416784606048791,2.9305800916542104,0.0
7.60758158595796,[[0.00024955]],5,0.0,0.2321662933236439,1.1501,0,500.0,1.0,1449.4141414141413,[[0.98427595]],0.0,100,0.0,1.6579102097741165,2.90048,0.0024014327544930486,7.607580433157741,[[0.9845255]],7.70607394365357,0.00024955392336301063,0.008023730697840499,80.21247164937142,0.0024014327544930486,2.9344873094971806,0.0
7.638766518969645,[[0.00143579]],6,0.0,1.4118921320110687,1.1501,0,500.0,1.0,1466.7474747474748,[[0.9845255]],0.0,100,0.0,1.630805237462388,2.93152,0.002172362310799889,7.638766425676653,[[0.98596129]],7.725567559149699,0.0014357919520617823,0.0074053537187397335,72.22164865209835,0.002172362310799889,2.955041537711441,0.0
7.60903131506294,[[-0.00126021]],7,0.0,1.2463264747187495,1.1501,0,500.0,1.0,1451.959595959596,[[0.98596129]],0.0,100,0.0,1.6544818544351745,2.9026,0.0023716048993218026,7.6090310704705395,[[0.98470108]],7.705682204900029,0.0012602119548055235,0.007943901876290196,77.99662245884926,0.0023716048993218026,2.9361119256595107,0.0
7.581018318977285,[[-0.00145182]],8,0.0,1.316220572118155,1.1501,0,500.0,1.0,1438.6868686868686,[[0.98470108]],0.0,100,0.0,1.6749956994604358,2.87932,0.0025538210713031135,7.581017007748334,[[0.98324927]],7.687256748406074,0.0014518160534641167,0.008428540398792298,75.80525906766687,0.0025538210713031135,2.9157222668834555,0.0
7.603077462892108,[[0.00086779]],9,0.0,0.7725492805283523,1.1501,0,500.0,1.0,1449.111111111111,[[0.98324927]],0.0,100,0.0,1.6618672005835822,2.89852,0.00243617040955074,7.603076278085078,[[0.98411706]],7.703700891965594,0.0008677902049032404,0.008116450251494866,75.60194654231897,0.00243617040955074,2.9292630147530283,0.0
7.6191229722138845,[[0.00067407]],10,0.0,0.6293035278714214,1.1501,0,500.0,1.0,1457.4141414141413,[[0.98411706]],0.0,100,0.0,1.649088257696243,2.91472,0.0023251823152415606,7.619121904753264,[[0.98479112]],7.714160418182498,0.0006740666092792669,0.007819259185006212,74.6808712274645,0.0023251823152415606,2.9390214904964544,0.0
7.623485718752945,[[0.00054357]],11,0.0,0.527805010645352,1.1501,0,500.0,1.0,1459.1515151515152,[[0.98479112]],0.0,100,0.0,1.6422241224658822,2.91716,0.0022669888356878945,7.623485540834151,[[0.98533469]],7.714828582479726,0.0005435685901561405,0.007662306232986321,76.87538961206862,0.0022669888356878945,2.945317900397171,0.0
7.610333368316721,[[-0.00072519]],12,0.0,0.7000234054634973,1.1501,0,500.0,1.0,1454.2424242424242,[[0.98533469]],0.0,100,0.0,1.6521272448110795,2.90708,0.002351263231792758,7.61033313146855,[[0.98460951]],7.706085300928851,0.0007251866915621852,0.007889345979860282,80.80867676547918,0.002351263231792758,2.9348945251235175,0.0
7.621709164656899,[[0.00037566]],13,0.0,0.35846937717339245,1.1501,0,500.0,1.0,1458.121212121212,[[0.98460951]],0.0,100,0.0,1.6473928147068504,2.91568,0.0023107164417822622,7.6217081177703365,[[0.98498517]],7.715912986819247,0.00037565996341981656,0.007780317563756203,72.87172522950655,0.0023107164417822622,2.941824287342804,0.0
7.616339532160873,[[-5.83361284e-05]],14,0.0,0.056241885559010996,1.1501,0,500.0,1.0,1455.5757575757575,[[0.98498517]],0.0,100,0.0,1.6482897288047087,2.91124,0.0023183615605921774,7.616339319866594,[[0.98492683]],7.710416045190152,5.833612835481894e-05,0.007800904009533917,80.75465910930727,0.0023183615605921774,2.939653323506022,0.0
7.615548245657935,[[3.19361202e-06]],15,0.0,0.0030734124063371837,1.1501,0,500.0,1.0,1454.5050505050506,[[0.98492683]],0.0,100,0.0,1.64981185584465,2.90904,0.0023313746409993094,7.6155480299026745,[[0.98493002]],7.710275977947537,3.193612018725922e-06,0.007835913885537863,77.67965475187944,0.0023313746409993094,2.9398854192638186,0.0
7.633846250616884,[[0.00074836]],16,0.0,0.7384873240398022,1.1501,0,500.0,1.0,1464.121212121212,[[0.98493002]],0.0,100,0.0,1.6353302673451449,2.92732,0.0022095360082644436,7.633846128872904,[[0.98567839]],7.722615501701927,0.0007483625192242771,0.007506558385081776,80.69487019196723,0.0022095360082644436,2.951067199777057,0.0
7.624422760434539,[[-0.00059577]],17,0.0,0.590889610642833,1.1501,0,500.0,1.0,1461.2121212121212,[[0.98567839]],0.0,100,0.0,1.6414551738528043,2.92256,0.0022605313126363557,7.624422596224207,[[0.98508261]],7.715925492007078,0.0005957741920521453,0.0076448403756569075,70.072872995503,0.0022605313126363557,2.9420134340957724,0.0
7.601164021073498,[[-0.00079144]],18,0.0,0.7499898765216315,1.1501,0,500.0,1.0,1447.939393939394,[[0.98508261]],0.0,100,0.0,1.6597014423346954,2.89664,0.0024171163545125764,7.601163755968522,[[0.98429117]],7.70014036175185,0.0007914432575529817,0.0080656253578362,72.34678246450234,0.0024171163545125764,2.930207622404938,0.0
7.6118176749141355,[[0.00043411]],19,0.0,0.4066353960804605,1.1501,0,500.0,1.0,1452.4242424242425,[[0.98429117]],0.0,100,0.0,1.654683944926502,2.90416,0.002373356243339429,7.6118165552724175,[[0.98472527]],7.708858755143178,0.0004341060866522861,0.007948594556069043,78.68375403905563,0.002373356243339429,2.9374980330887026,0.0
