RewardStd,RewardMean,Wins,DualBefore,DualAfter,TimestepsMean,NormDeltaVar,Primal,Eta,Epsilon,DualReg,DeltaOmega,Omega,WeightMedian,WeightMax,NormDeltaOmega,WeightMin,OmegaBefore,TimestepsStd,ReturnsStd,LossReg,WeightMean,Traj,ITERATIONS,ConfortViolation,ReturnsMean
2.4219422787506724,2.34228,0.0,7.625788277219565,6.9273837484930745,500.0,13.32679859367747,6.92738375201272,2.156658089798439,1.1301,0.0,[[0.11045232]],[[0.91045232]],0.024491163941096065,1.0,0.11045231613302486,0.009688616857459503,[[0.8]],0.0,59.89281995919907,0.0,0.009688616857459503,100,0,0,1172.040404040404
2.6767101001042306,2.5952,0.0,7.534364889543078,7.21512662347872,500.0,11.36155648147404,7.215127325260776,1.939369105656809,1.1301,0.0,[[0.04703375]],[[0.95748606]],0.016162640840848768,1.0,0.04703374697403484,0.005762890967599406,[[0.91045232]],0.0,59.32685003596842,0.0,0.005762890967599406,100,1,0,1298.4040404040404
2.847121031779295,2.78952,0.0,7.618868279988945,7.449580845662888,500.0,8.417686928232804,7.449581762927374,1.7894793642496079,1.1301,0.0,[[0.01847428]],[[0.97596035]],0.011440746461037234,1.0,0.01847428434182352,0.0037416912782571375,[[0.95748606]],0.0,77.35413418362614,0.0,0.0037416912782571375,100,2,0,1394.5454545454545
2.9057012273115763,2.86576,0.0,7.6628951245660435,7.5342268000076675,500.0,3.395071131806276,7.534228018277558,1.7269896848783743,1.1301,0.0,[[0.00498812]],[[0.98094847]],0.009731978793802852,1.0,0.004988118135758057,0.0030566903254533014,[[0.97596035]],0.0,69.08283371792533,0.0,0.0030566903254533014,100,3,0,1432.8080808080808
2.92176901920737,2.88728,0.0,7.6745708470135785,7.5568607661481675,500.0,1.0284056485162196,7.556862184931351,1.7075336436438933,1.1301,0.0,[[0.0012998]],[[0.98224826]],0.00923162688305622,1.0,0.0012997966520150728,0.0028615267095283043,[[0.98094847]],0.0,76.51015818623756,0.0,0.0028615267095283043,100,4,0,1443.3535353535353
2.917708197609898,2.88856,0.0,7.673887261718952,7.554938742599698,500.0,0.28247113019124015,7.554940132855554,1.709048221319643,1.1301,0.0,[[-0.00034808]],[[0.98190018]],0.009270036334431613,1.0,0.0003480815818257543,0.0028764166599722528,[[0.98224826]],0.0,85.75515576412043,0.0,0.0028764166599722528,100,5,0,1444.8484848484848
2.9454058719300464,2.92136,0.0,7.700125451078749,7.594379909803297,500.0,1.687725166500826,7.594381134200612,1.682239722227767,1.1301,0.0,[[0.00198434]],[[0.98388452]],0.008603684001911655,1.0,0.0019843429415503655,0.002620327434767577,[[0.98190018]],0.0,77.30269703365249,0.0,0.002620327434767577,100,6,0,1461.010101010101
2.952561728397901,2.9382,0.0,7.705606481992308,7.607126467871179,500.0,0.5675279647595346,7.6071268615217935,1.6670774239553883,1.1301,0.0,[[0.00061794]],[[0.98450246]],0.008239486042513091,1.0,0.0006179412997243672,0.0024824193794792298,[[0.98388452]],0.0,78.45159520705477,0.0,0.0024824193794792298,100,7,0,1469.5353535353536
2.939348492438418,2.9138,0.0,7.69208961562144,7.584609256592543,500.0,0.8928101873592027,7.584609641946332,1.686706041045698,1.1301,0.0,[[-0.00098298]],[[0.98351949]],0.008712711030009085,1.0,0.0009829794519149448,0.002661899396736711,[[0.98450246]],0.0,78.58706342718473,0.0,0.002661899396736711,100,8,0,1456.1818181818182
2.9330804001254385,2.89608,0.0,7.683867544784425,7.570535793068357,500.0,0.38983208167438477,7.570537170470364,1.699227220251099,1.1301,0.0,[[-0.0004482]],[[0.98307129]],0.009022602071634356,1.0,0.00044819854034905404,0.002780767985575734,[[0.98351949]],0.0,76.08484194072823,0.0,0.002780767985575734,100,9,0,1447.8383838383838
2.9225054935790973,2.8858,0.0,7.67641279417734,7.557466441323611,500.0,0.6859561147390423,7.557467825672096,1.7095304309713013,1.1301,0.0,[[-0.00081792]],[[0.98225337]],0.009282284270623265,1.0,0.000817919020032476,0.002881167987657925,[[0.98307129]],0.0,75.95794646822831,0.0,0.002881167987657925,100,10,0,1442.8080808080808
2.9310606274180007,2.89228,0.0,7.682033905861213,7.567118876412543,500.0,0.5572655722197908,7.567120266212802,1.702339516441288,1.1301,0.0,[[0.00066735]],[[0.98292071]],0.009100598639808383,1.0,0.0006673468503483049,0.002810848584705322,[[0.98225337]],0.0,83.28930088599219,0.0,0.002810848584705322,100,11,0,1445.2323232323233
2.928352870540024,2.89216,0.0,7.679133532703162,7.564349866576994,500.0,0.12845164958218902,7.564351273896702,1.7022548985388875,1.1301,0.0,[[-0.0001516]],[[0.98276911]],0.009098472946013207,1.0,0.00015160477604669875,0.002810027920432453,[[0.98292071]],0.0,81.86794346586376,0.0,0.002810027920432453,100,12,0,1447.6767676767677
2.923634341021462,2.8832,0.0,7.675137280340481,7.556429553533439,500.0,0.31668502518049024,7.556430965923151,1.709736222888807,1.1301,0.0,[[-0.00037944]],[[0.98238967]],0.009287514124245416,1.0,0.00037943699241926865,0.0028831972763897007,[[0.98276911]],0.0,80.98285140832115,0.0,0.0028831972763897007,100,13,0,1442.0
2.9204552839583076,2.88312,0.0,7.672973762874108,7.5537517745718,500.0,0.192194905377022,7.553753191626098,1.7105258473680396,1.1301,0.0,[[-0.00023427]],[[0.98215541]],0.009307596747642309,1.0,0.0002342676065846261,0.002890992393342619,[[0.98238967]],0.0,78.98411200998022,0.0,0.002890992393342619,100,14,0,1441.2929292929293
2.920248921992781,2.88344,0.0,7.674449304075141,7.554431326108823,500.0,0.04331594202845679,7.554432708081335,1.7115455815702865,1.1301,0.0,[[-5.32191275e-05]],[[0.98210219]],0.009333568523273394,1.0,5.321912753653013e-05,0.0029010796342824326,[[0.98215541]],0.0,71.67602746363713,0.0,0.0029010796342824326,100,15,0,1441.959595959596
2.9314378025808425,2.90064,0.0,7.681640951355583,7.570515472558062,500.0,0.7760905404825706,7.570515871794741,1.6951457741749005,1.1301,0.0,[[0.00093033]],[[0.98303251]],0.008920902723045474,1.0,0.0009303254185966114,0.0027416436416414,[[0.98210219]],0.0,79.44030311500696,0.0,0.0027416436416414,100,16,0,1450.1616161616162
2.920416237456571,2.887,0.0,7.672793047181928,7.555239488212991,500.0,0.7150460331871002,7.5552409227551705,1.7074104547959537,1.1301,0.0,[[-0.00085537]],[[0.98217714]],0.00922850685127293,1.0,0.0008553693369471871,0.002860317865574716,[[0.98303251]],0.0,80.85654607235422,0.0,0.002860317865574716,100,17,0,1441.4343434343434
2.916947884347611,2.8752,0.0,7.673400487327937,7.54881805176711,500.0,0.3370158656800939,7.548819311028172,1.7194945675697602,1.1301,0.0,[[-0.0004177]],[[0.98175944]],0.009537441988622088,1.0,0.0004176991857527401,0.0029805052196134555,[[0.98217714]],0.0,60.707853908458986,0.0,0.0029805052196134555,100,18,0,1437.6969696969697
2.9331373987592197,2.905,0.0,7.684478594312299,7.574432606544157,500.0,1.130055599491321,7.574433003382414,1.6925870807201688,1.1301,0.0,[[0.00136389]],[[0.98312334]],0.008857484990860694,1.0,0.001363892003565348,0.0027173027690956583,[[0.98175944]],0.0,74.80963290506287,0.0,0.0027173027690956583,100,19,0,1452.6060606060605
