Wins,TimestepsStd,RewardStd,ITERATIONS,WeightMean,OmegaBefore,DualReg,NormDeltaVar,ConfortViolation,DeltaOmega,Eta,DualBefore,Omega,NormDeltaOmega,ReturnsStd,WeightMin,Epsilon,LossReg,RewardMean,TimestepsMean,ReturnsMean,Traj,WeightMax,WeightMedian,DualAfter,Primal
0.0,12.334286421475536,1.3858329331935624,0,0.5991625148223327,8.0,0.0001,0.07258920887906138,0,-0.033522028067512366,13.815799255494104,6.676473188677797,7.966477971932488,0.033522028067512366,83.19079298655751,0.5991625148223327,0.001,0.0,6.414760578356784,22.622171945701357,145.11454633012158,2211,1.0,0.9751069954961173,6.507966819818741,6.52705304087475
0.0,11.81537725917429,1.3840001994257098,1,0.5954701829078188,7.966477971932488,0.0001,0.09059360870305608,0,-0.0334123602606784,13.793588785038214,6.7026435098146715,7.933065611671809,0.0334123602606784,79.95537608874399,0.5954701829078188,0.001,0.0,6.442395814477116,22.87871853546911,147.39449109204747,2186,1.0,0.9716756970775418,6.535404864391972,6.554429770322825
0.0,13.238307814539093,1.3538920316791052,2,0.5880947545892375,7.933065611671809,0.0001,0.3295913816048944,0,-0.0326523813134294,13.533849148335282,6.732770023899969,7.90041323035838,0.0326523813134294,89.83779146441798,0.5880947545892375,0.001,0.0,6.484869642346359,24.166344294003867,156.71590262743229,2069,1.0,0.9706913767815082,6.57519864049295,6.593513350419848
0.0,12.674701514342875,1.3649961011645546,3,0.5909349403133163,7.90041323035838,0.0001,0.5636612078024446,0,-0.03282445141118906,13.619850502751376,6.757521370020973,7.867588778947191,0.03282445141118906,86.37317349228009,0.5909349403133163,0.001,0.0,6.506261902455357,23.926759214935377,155.67107986711076,2090,1.0,0.9741333667541211,6.597525920850691,6.616074179577666
0.0,13.707620142795935,1.3478950459669803,4,0.5862092747416834,7.867588778947191,0.0001,0.07789555843092626,0,-0.03146611357750739,13.470025896248982,6.783195389409047,7.836122665369683,0.03146611357750739,93.65678635141867,0.5862092747416834,0.001,0.0,6.538931581856728,24.76423972263497,161.9305338128851,2020,1.0,0.9735133020814655,6.628668861137889,6.646811216921037
0.0,14.087395575478046,1.3437476544492144,5,0.5831499864667742,7.836122665369683,0.0001,0.07667817414186838,0,-0.032397458614765284,13.427342945077047,6.810377978928418,7.803725206754918,0.032397458614765284,96.67614344892375,0.5831499864667742,0.001,0.0,6.568555965113114,25.13373554550025,165.09210289582995,1990,1.0,0.9719419081954138,6.6578924777839665,6.675920029845677
0.0,13.846994585488014,1.3435180502917816,6,0.5826095740041156,7.803725206754918,0.0001,0.054126099971775525,0,-0.030711510494454863,13.419536427510202,6.832867593040996,7.773013696260463,0.030711510494454863,95.28644303395734,0.5826095740041156,0.001,0.0,6.5916926189191285,25.319655521783183,166.90048224048147,1975,1.0,0.9729509270545683,6.68097937193169,6.698985966771457
0.0,14.985263381223126,1.3324407746091065,7,0.5793287795940558,7.773013696260463,0.0001,0.12889441901734883,0,-0.02996336801002819,13.319624574435121,6.857990392256458,7.743050328250435,0.02996336801002819,103.39264993054809,0.5793287795940558,0.001,0.0,6.621512918891305,25.946549039958484,171.80349275256506,1928,1.0,0.9729407466769404,6.709803344949801,6.7275427731600805
0.0,14.498732577748752,1.3428371498175928,8,0.5797643884025621,7.743050328250435,0.0001,0.22427324640827292,0,-0.03160214351151147,13.400061782388306,6.881940185966916,7.711448184738924,0.03160214351151147,100.41052962010764,0.5797643884025621,0.001,0.0,6.6425071638019935,25.714506172839506,170.80776643253586,1945,1.0,0.9724224114639376,6.731665363265084,6.7496197396250555
0.0,15.0125006077446,1.3314219627843182,9,0.5753021898970492,7.711448184738924,0.0001,0.09268561125198743,0,-0.0308976417904141,13.296954724986438,6.907303176783565,7.6805505429485095,0.0308976417904141,104.39036115962693,0.5753021898970492,0.001,0.0,6.672733330534596,26.378891820580474,176.02097634471826,1896,1.0,0.9706407193784746,6.760864897708125,6.778544000911391
0.0,15.884891914439587,1.3295751944831236,10,0.574338751702892,7.6805505429485095,0.0001,0.07201896986502386,0,-0.030296495149665148,13.274925491255804,6.931387881217177,7.650254047798844,0.030296495149665148,110.82328056806709,0.574338751702892,0.001,0.0,6.698108602587998,26.646588486140725,178.48284930722838,1877,1.0,0.9716005789821924,6.786047663106363,6.803668231121304
0.0,15.843945024157293,1.3261848995226622,11,0.5727568791355582,7.650254047798844,0.0001,0.06525877592738062,0,-0.030447062989881424,13.240452350587436,6.953674458284722,7.619806984808963,0.030447062989881424,110.73285793769848,0.5727568791355582,0.001,0.0,6.722138995892422,26.964940668824163,181.2620561482342,1855,1.0,0.9718201613363996,6.809754927019093,6.827284084135507
0.0,16.3489055938692,1.3206540457037745,12,0.5702384615024737,7.619806984808963,0.0001,0.1226457849375859,0,-0.02916419362841083,13.187976012059755,6.974816613705895,7.590642791180552,0.02916419362841083,114.5463429342528,0.5702384615024737,0.001,0.0,6.745806590314471,27.336254107338444,184.39469623715917,1827,1.0,0.9710641210726538,6.8329152305056775,6.850305696008521
0.0,17.456177120941618,1.3062384289494198,13,0.5679349094657858,7.590642791180552,0.0001,0.11616751726219231,0,-0.029665345259790143,13.057994970006016,7.002678172995836,7.560977445920762,0.029665345259790143,122.91075572120977,0.5679349094657858,0.001,0.0,6.779554403486842,28.221908526256353,191.33227859162517,1772,1.0,0.9744269799073506,6.865379759445209,6.882429061038174
0.0,16.069613323017464,1.3157976099155855,14,0.5682229867771313,7.560977445920762,0.0001,0.11055394635529685,0,-0.02973075076265541,13.133339909816808,7.022789270399649,7.5312466951581065,0.02973075076265541,113.49577239395971,0.5682229867771313,0.001,0.0,6.7968806845915495,27.970341354224956,190.11327707356114,1788,1.0,0.9733480880674106,6.883502452674843,6.900749111464088
0.0,17.739441395015326,1.2910864782888782,15,0.5607486215258752,7.5312466951581065,0.0001,0.04152025540726154,0,-0.02844530329776873,12.917321987051775,7.047128018170548,7.502801391860338,0.02844530329776873,125.61763590342177,0.5607486215258752,0.001,0.0,6.83029824728284,29.240773286467487,199.71720876586173,1708,1.0,0.9709798308235057,6.914762319105648,6.931446244860476
0.0,17.606578502699595,1.2999736778295847,16,0.5618374501852882,7.502801391860338,0.0001,0.023340708553104182,0,-0.028140786049998034,12.986519140734103,7.068093913276427,7.47466060581034,0.028140786049998034,125.11160164521019,0.5618374501852882,0.001,0.0,6.848912656203786,29.044741429401512,198.9247532292308,1722,1.0,0.9715943998021018,6.934108755612349,6.950971812183931
0.0,17.11904457832241,1.2909240715876222,17,0.5593171019466816,7.47466060581034,0.0001,0.0591784990379151,0,-0.028292549462443084,12.904328979928751,7.088649323141378,7.446368056347897,0.028292549462443084,121.93507919777443,0.5593171019466816,0.001,0.0,6.872966242378408,29.63226571767497,203.65547821574154,1687,1.0,0.9721114897564394,6.957359589958628,6.974009962737117
0.0,17.631581591739945,1.2870414082297104,18,0.5581377411295906,7.446368056347897,0.0001,0.05842136624333599,0,-0.02797609361909892,12.865972494592539,7.109398520359095,7.418391962728798,0.02797609361909892,125.99868484011304,0.5581377411295906,0.001,0.0,6.895436251018799,30.0018018018018,206.87142848612575,1666,1.0,0.9732689083345669,6.979470921268768,6.99602261408154
0.0,19.108689083155976,1.2816750328289352,19,0.5551959787311794,7.418391962728798,0.0001,0.18624853157556184,0,-0.026745039320640984,12.814055188099768,7.130335045617189,7.391646923408157,0.026745039320640984,136.7966794235344,0.5551959787311794,0.001,0.0,6.918798538707709,30.463132236441194,210.76900437691984,1642,1.0,0.9717991108080892,7.00234385280083,7.018762028182789
0.0,18.769416514584808,1.2894406286229956,20,0.556354127966956,7.391646923408157,0.0001,0.1950209936297531,0,-0.02736164952924991,12.873380380624747,7.152661823811638,7.364285273878907,0.02736164952924991,134.89112160345127,0.556354127966956,0.001,0.0,6.9392510807311005,30.271350696547547,210.06057044847998,1652,1.0,0.9730195230636629,7.0234279197429395,7.039998503065584
0.0,20.97719720559326,1.2582209329756697,21,0.5475624168961464,7.364285273878907,0.0001,0.0381334525642549,0,-0.024423019166040838,12.602207120051418,7.172096224349976,7.339862254712866,0.024423019166040838,151.03167902805512,0.5475624168961464,0.001,0.0,6.969233997307529,32.01089045483664,223.08964522803603,1562,1.0,0.9705758613358535,7.050725461437782,7.066605389857137
0.0,18.59770810457242,1.290685107654697,22,0.5538421174000869,7.339862254712866,0.0001,0.018180471947878137,0,-0.026104948194202393,12.874465033279197,7.187790001858655,7.313757306518664,0.026104948194202393,134.33227196906796,0.5538421174000869,0.001,0.0,6.974757071066213,30.520146520146522,212.8712392196958,1639,1.0,0.9712798191401087,7.058994426232925,7.075568571046814
0.0,19.541885576838574,1.2687313922763441,23,0.549325630516139,7.313757306518664,0.0001,0.3324875304865738,0,-0.025882406147221815,12.680645493616174,7.21198855798969,7.287874900371442,0.025882406147221815,141.52673267468148,0.549325630516139,0.001,0.0,7.006787763132512,31.80764331210191,222.86627725537645,1571,1.0,0.9734054557599264,7.089117771842147,7.105195868487056
0.0,20.21492911864855,1.2586259743950499,24,0.5457107754329952,7.287874900371442,0.0001,0.11548449159007561,0,-0.025391273190265906,12.589906738913418,7.228983607697751,7.262483627181176,0.025391273190265906,146.7491896711747,0.5457107754329952,0.001,0.0,7.027326934329316,32.530253741054004,228.6019929174289,1538,1.0,0.9722826146717262,7.108777251689113,7.124626450340624
0.0,21.322189471749358,1.2379116625621138,25,0.5411385163162824,7.262483627181176,0.0001,0.09845375106771422,0,-0.02414865741521055,12.407430814570432,7.247155557288283,7.238334969765965,0.02414865741521055,155.01558446283678,0.5411385163162824,0.001,0.0,7.052406649358652,33.82679296346414,238.55985639809742,1479,1.0,0.9736570996662957,7.132080645646877,7.147473165608391
0.0,20.947544830466203,1.2387779061289323,26,0.5389870891652438,7.238334969765965,0.0001,0.2037222288405071,0,-0.024085013103735342,12.408902497857326,7.267040629388044,7.21424995666223,0.024085013103735342,152.7988568105967,0.5389870891652438,0.001,0.0,7.072575738799036,33.94093686354379,240.0413200565151,1474,1.0,0.971283690749752,7.152294790954336,7.167691203279117
0.0,21.88904754166115,1.238370560978315,27,0.539028314688299,7.21424995666223,0.0001,0.07652852080872986,0,-0.023718597489616577,12.400578108869462,7.284391049397059,7.190531359172613,0.023718597489616577,160.01302105927928,0.539028314688299,0.001,0.0,7.090432007544928,34.15516062884484,242.1741148859786,1464,1.0,0.9731359344517891,7.17009394071325,7.185469927070048
