DualReg,ReturnsMean,WeightMax,WeightMean,ReturnsStd,WeightMedian,TimestepsStd,ConfortViolation,WeightMin,Primal,ITERATIONS,Wins,RewardMean,Eta,Epsilon,DualBefore,TimestepsMean,LossReg,RewardStd,DeltaOmega,DualAfter,Omega,NormDeltaOmega,OmegaBefore,NormDeltaVar,Traj
0.0,1161.4736842105262,1.0,0.01317260921052857,62.04189452217168,0.03131392061906532,0.0,0,0.01317260921052857,6.595357250551754,0,0.0,2.3276,2.309673830997626,1.0,7.458154062752612,500.0,0.0,2.3974733032924473,[[0.08292083]],6.595357503088269,[[0.88292083]],0.08292082853518645,[[0.8]],9.058439834513194,20
0.0,1258.2105263157894,1.0,0.010106453275881562,53.19633836564755,0.025332556386951283,0.0,0,0.010106453275881562,6.82794554615168,1,0.0,2.5122,2.1764769707459615,1.0,7.371219946669575,500.0,0.0,2.5900677906186163,[[0.04635174]],6.827945933161809,[[0.92927256]],0.04635173553651728,[[0.88292083]],7.931191178924383,20
0.0,1293.2631578947369,1.0,0.008930038522869367,53.84269691499798,0.022944714908995044,0.0,0,0.008930038522869367,6.956312135140473,2,0.0,2.5968,2.1193918852406743,1.0,7.383674992150127,500.0,0.0,2.693219218704634,[[0.01747904]],6.956312123292588,[[0.9467516]],0.017479035598097825,[[0.92927256]],4.321435156742197,20
0.0,1362.7368421052631,1.0,0.007625795120037863,83.16175873767635,0.020222186269803755,0.0,0,0.007625795120037863,7.115265142205818,3,0.0,2.7264,2.0507693867469583,1.0,7.444472039665438,500.0,0.0,2.7891832209447984,[[0.01143831]],7.115269179048356,[[0.95818991]],0.011438314257199433,[[0.9467516]],3.62627716088452,20
0.0,1388.6315789473683,1.0,0.007118911440261424,49.52427424619354,0.019139512523364502,0.0,0,0.007118911440261424,7.178134942514309,4,0.0,2.771,2.022244506415691,1.0,7.471003014459422,500.0,0.0,2.8345650459991214,[[0.00533158]],7.178134901847018,[[0.9635215]],0.005331581887592751,[[0.95818991]],2.028046325277387,20
0.0,1414.5263157894738,1.0,0.006576346981019716,92.15282982264479,0.01796336835129625,0.0,0,0.006576346981019716,7.2413390680464635,5,0.0,2.8268,1.9903365744424033,1.0,7.501741964111661,500.0,0.0,2.870888670777744,[[0.00362807]],7.241339073145213,[[0.96714956]],0.00362806535226623,[[0.9635215]],1.5502344001249782,20
0.0,1391.578947368421,1.0,0.007001620880414934,64.1300617491095,0.0188868213743849,0.0,0,0.007001620880414934,7.173288455317599,6,0.0,2.7758,2.01547335229617,1.0,7.4591704879220675,500.0,0.0,2.829299270137396,[[-0.00396991]],7.173288589942448,[[0.96317965]],0.003969912909165374,[[0.96714956]],1.6885546974917034,20
0.0,1387.2631578947369,1.0,0.006952538745480096,52.166577428023935,0.018780827953562285,0.0,0,0.006952538745480096,7.203006451630243,7,0.0,2.7902,2.0126197704064936,1.0,7.485622384662692,500.0,0.0,2.8495585552853617,[[0.00192671]],7.20300686906708,[[0.96510636]],0.0019267084962875103,[[0.96317965]],0.7963488942799515,20
0.0,1356.7368421052631,1.0,0.0075414934456999394,78.40572086086519,0.020043145831143232,0.0,0,0.0075414934456999394,7.110633505013032,8,0.0,2.7168,2.046104861674466,1.0,7.4294425550649095,500.0,0.0,2.797677207970927,[[-0.00488554]],7.110631550541186,[[0.96022081]],0.004885543266628933,[[0.96510636]],1.9444884335080346,20
0.0,1347.4736842105262,1.0,0.007793762082044008,79.05186067323322,0.020577741878935504,0.0,0,0.007793762082044008,7.088525849771239,9,0.0,2.6974,2.0599734072823543,1.0,7.425415129527651,500.0,0.0,2.782594695603368,[[-0.00192504]],7.088530658141604,[[0.95829577]],0.0019250436286998296,[[0.96022081]],0.7037935324956806,20
0.0,1380.6315789473683,1.0,0.0072568145131480175,77.65796161869099,0.019435549234946337,0.0,0,0.0072568145131480175,7.16332732345825,10,0.0,2.7612,2.0301211846293614,1.0,7.466320252528448,500.0,0.0,2.8222995163518703,[[0.00376811]],7.163324618514626,[[0.96206388]],0.0037681103942617256,[[0.95829577]],1.408903784991665,20
