ConfortViolation,Wins,RewardStd,NormDeltaOmega,OmegaBefore,ReturnsStd,TimestepsMean,RewardMean,NormDeltaVar,ITERATIONS,DeltaOmega,Traj,TimestepsStd,Omega,ReturnsMean
0,26.400000000000002,0.7301818703749632,0.028234373325311646,0.9528718573238335,550.4779100026466,136.248,9.862011523668453,0.19965309125828404,77,-0.028234373325311646,250,54.87872534962888,0.9246374839985219,1343.6793460767794
0,24.8,0.7423668556878579,0.0289885268244624,0.9246374839985219,554.7345994049946,134.704,9.862191494983147,0.20407766697233917,78,-0.0289885268244624,250,55.3123529060191,0.8956489571740595,1328.47664314021
0,21.6,0.7709913653259407,0.02873680474976037,0.8956489571740595,569.3583820512855,130.152,9.861265407723602,0.20653645254330358,79,-0.02873680474976037,250,56.80183884347407,0.8669121524242991,1283.4634153460424
0,16.8,0.8431695592701788,0.028182035395859617,0.8669121524242991,563.4487020021543,115.224,9.843662413789694,0.20338364598310693,80,-0.028182035395859617,250,56.21627721576732,0.8387301170284395,1134.2261579665035
0,11.200000000000001,0.8794882206775421,0.028751014095876437,0.8387301170284395,508.673878733628,112.936,9.839924887508456,0.19528412985800037,81,-0.028751014095876437,250,50.781058515946675,0.809979102932563,1111.2817570956547
0,19.2,0.7934107705586951,0.030556587821313874,0.809979102932563,571.238036921998,126.784,9.86364529939325,0.1990749721786205,82,-0.030556587821313874,250,57.00857254834574,0.7794225151112492,1250.5524056382737
0,11.200000000000001,0.8903466336689235,0.029662111791517565,0.7794225151112492,532.6649501033146,110.28,9.841571019805603,0.19340386829430223,83,-0.029662111791517565,250,53.21106651815955,0.7497604033197316,1085.3284520641619
0,12.8,0.89400664725193,0.030549903224300068,0.7497604033197316,530.1326082355953,107.464,9.844588715566452,0.1886560822105152,84,-0.030549903224300068,250,52.88788806522718,0.7192105000954315,1057.9388817296335
0,11.200000000000001,0.8995787455027411,0.02869562107762713,0.7192105000954315,539.188597289052,108.064,9.844543653912057,0.1879716001531832,85,-0.02869562107762713,250,53.835414960785805,0.6905148790178044,1063.8407654163523
0,6.4,0.9979159417934591,0.02804697378295129,0.6905148790178044,464.34766279087034,92.272,9.822192320001031,0.18013352728406537,86,-0.02804697378295129,250,46.359529937220024,0.6624679052348531,906.313329751135
0,5.6000000000000005,1.0208586115024099,0.026015820730035277,0.6624679052348531,455.8056915344138,88.888,9.818914773557891,0.17187668071834913,87,-0.026015820730035277,250,45.517331380475284,0.6364520845048178,872.7836963920139
0,6.4,1.0416596979386987,0.02483130764368613,0.6364520845048178,479.19524152801,84.608,9.815157158281888,0.16408096199266883,88,-0.02483130764368613,250,47.827338792786705,0.6116207768611317,830.440816847914
0,7.199999999999999,0.9954490630962112,0.022867290257259976,0.6116207768611317,492.772264815291,92.088,9.831953686287642,0.16156878649943943,89,-0.022867290257259976,250,49.180974532841454,0.5887534866038717,905.4049510628565
0,5.6000000000000005,1.0313239935954914,0.021510352974042024,0.5887534866038717,471.93123180701804,87.192,9.824033932216667,0.1573818808862772,90,-0.021510352974042024,250,47.11733371064199,0.5672431336298297,856.5771666178356
0,4.8,1.0794688387980318,0.022033397984346115,0.5672431336298297,441.2586428926734,80.112,9.810782915121024,0.15042967848697897,91,-0.022033397984346115,250,44.04347234267525,0.5452097356454836,785.9614408961753
0,0.0,1.1395364810218884,0.021059532590550156,0.5452097356454836,392.20170234351144,75.352,9.795384783416004,0.138714706600452,92,-0.021059532590550156,250,39.29544625017,0.5241502030549334,738.1018341999628
0,4.0,1.1139027439485492,0.01982475078989976,0.5241502030549334,427.62445590705386,75.808,9.805084021726644,0.1340977122199472,93,-0.01982475078989976,250,42.68277329321514,0.5043254522650337,743.3038095190533
0,0.8,1.2050629588337367,0.01792408573842269,0.5043254522650337,296.7172377100229,66.664,9.77651690087655,0.12462186268370631,94,-0.01792408573842269,250,29.67017195770864,0.486401366526611,651.7417226800343
0,2.4,1.1501583543416398,0.017083607958370328,0.486401366526611,408.53100651853055,72.224,9.79738357085468,0.11993691852414035,95,-0.017083607958370328,250,40.816244609223915,0.46931775856824065,707.6062310214083
0,0.8,1.1703835758097705,0.015173770966428246,0.46931775856824065,378.5273109280415,70.84,9.79191393362424,0.11484279262850866,96,-0.015173770966428246,250,37.8642628344987,0.4541439876018124,693.659183057941
0,0.0,1.268745240208026,0.0138834220784666,0.4541439876018124,266.6014780051757,60.488,9.758661027434982,0.10593989734193088,97,-0.0138834220784666,250,26.69610188772885,0.4402605655233458,590.2818882274872
0,0.0,1.2269809459898708,0.013068379390347051,0.4402605655233458,299.2204367887965,64.832,9.775162338662497,0.10210399405575936,98,-0.013068379390347051,250,29.958834690287937,0.42719218613299875,633.7433247401669
0,0.8,1.199922427576732,0.011005777443133802,0.42719218613299875,295.9120344637764,67.344,9.785474072028908,0.09752292656901837,99,-0.011005777443133802,250,29.58597072938456,0.41618640868986495,658.9929659067147
0,0.0,1.2397776861149004,0.00997297999009561,0.41618640868986495,331.25071275600993,63.488,9.772899545364098,0.0921500966626675,100,-0.00997297999009561,250,33.160365739840685,0.40621342869976934,620.4618463360758
0,0.0,1.266374077517595,0.00898606089923204,0.40621342869976934,279.1566484283236,60.784,9.764539887005121,0.08538014510063087,101,-0.00898606089923204,250,27.942107007167515,0.3972273678005373,593.5277924917193
0,1.6,1.2190126759292166,0.00852175226795887,0.3972273678005373,337.30743008588956,64.704,9.781966983897945,0.0849787186822205,102,-0.00852175226795887,250,33.676822652976035,0.38870561553257843,632.9323917261324
0,0.0,1.2288065853870629,0.007545886915040767,0.38870561553257843,299.33287260642584,64.688,9.779102244426461,0.08115734794321838,103,-0.007545886915040767,250,29.961953474364783,0.38115972861753766,632.590565987459
0,0.8,1.2758163396615483,0.00679306634993776,0.38115972861753766,320.85121660670717,59.4,9.763129475699452,0.07736514439088513,104,-0.00679306634993776,250,32.066930005848704,0.3743666622675999,579.9298908565477
0,0.0,1.3194214879343649,0.0066709314680636345,0.3743666622675999,233.25817825736488,55.864,9.747240443473169,0.0714626952302732,105,-0.0066709314680636345,250,23.34655229364713,0.36769573079953627,544.5198401341853
0,0.0,1.2926997712256172,0.0059829284075585965,0.36769573079953627,251.12301407908666,58.288,9.75789804333285,0.06682513912000144,106,-0.0059829284075585965,250,25.136687450815792,0.3617128023919777,568.7683611497852
0,0.8,1.2701789507538919,0.006005255120145825,0.3617128023919777,300.82796928166454,59.968,9.766936203140103,0.06422644010842342,107,-0.006005255120145825,250,30.063914848202984,0.35570754727183185,585.7036302299057
0,0.0,1.2998452977387362,0.004630460749289189,0.35570754727183185,257.2479684888387,57.64,9.756984250226454,0.05803699371096997,108,-0.004630460749289189,250,25.746269632706014,0.35107708652254266,562.3925721830527
0,0.0,1.3173187732019191,0.004756877411436988,0.35107708652254266,256.04100106837933,56.072,9.750521593735126,0.056681300323269936,109,-0.004756877411436988,250,25.62192061497342,0.34632020911110567,546.7312468039161
0,0.0,1.2702068130487962,0.0046794386470682126,0.34632020911110567,289.7307834139325,60.464,9.768646234007669,0.053170525833856466,110,-0.0046794386470682126,250,28.997805158321896,0.34164077046403746,590.6514258930397
0,0.0,1.3177008485381456,0.00419338904990979,0.34164077046403746,222.51808929301768,56.048,9.751425731079616,0.05071884086141606,111,-0.00419338904990979,250,22.269209595313438,0.33744738141412767,546.5479093755503
0,0.0,1.318014063989985,0.0035143727225168675,0.33744738141412767,232.30327861365723,56.024,9.751482578104872,0.04774733794782268,112,-0.0035143727225168675,250,23.247353053627418,0.3339330086916108,546.3170599557474
0,0.0,1.3540348266786204,0.0033887965228400763,0.3339330086916108,204.31786345207036,52.984,9.738132104183142,0.04482250777496446,113,-0.0033887965228400763,250,20.445433328741164,0.3305442121687707,515.9651914080397
0,0.0,1.317161926302182,0.0020064961111655455,0.3305442121687707,241.81054615279575,56.104,9.751798477416607,0.0425382694932964,114,-0.0020064961111655455,250,24.199115355731497,0.3285377160576052,547.1149017769812
0,0.0,1.3181035398218601,0.0020605118030040948,0.3285377160576052,246.37930616684324,56.024,9.75214752467475,0.04042460222937647,115,-0.0020605118030040948,250,24.651316881659692,0.3264772042546011,546.3543129223781
0,0.0,1.3166277481912512,0.0027696324873683342,0.3264772042546011,242.2177033118666,56.16,9.753343534861902,0.03710219457500293,116,-0.0027696324873683342,250,24.236963506182043,0.32370757176723275,547.7477729178445
0,0.8,1.2734703745346396,0.003216127407782765,0.32370757176723275,279.5064349613837,59.68,9.768763810729057,0.03581218315702156,117,-0.003216127407782765,250,27.921489931592117,0.32049144435945,582.9998242243103
0,0.0,1.3010948984510344,0.003075170538726746,0.32049144435945,263.01067380856256,57.56,9.75931075211046,0.03404820804072865,118,-0.003075170538726746,250,26.317264295515216,0.31741627382072324,561.745926891478
0,0.0,1.368948342417918,0.0023621452190161762,0.31741627382072324,208.94049889393588,51.808,9.733236568551012,0.03250670440123299,119,-0.0023621452190161762,250,20.90691598490796,0.31505412860170706,504.2595201434907
0,0.0,1.339985820162668,0.002523576936191596,0.31505412860170706,219.8605058103302,54.16,9.744851947048792,0.030439320682692686,120,-0.002523576936191596,250,22.00050908501892,0.31253055166551547,527.7811814521624
0,0.0,1.354846003336206,0.0027959229114520867,0.31253055166551547,208.3294322297693,52.936,9.739198001999958,0.029167021460277297,121,-0.0027959229114520867,250,20.846772028302127,0.3097346287540634,515.5541854338699
0,0.0,1.3412254541056348,0.002669834439324892,0.3097346287540634,216.9777740978476,54.064,9.745286579265779,0.027473061324866155,122,-0.002669834439324892,250,21.71220633652877,0.3070647943147385,526.8691736214249
0,0.0,1.3058884415012568,0.0022614110084345773,0.3070647943147385,244.6255377700053,57.128,9.758071346236353,0.028481372355783106,123,-0.0022614110084345773,250,24.48018823457042,0.3048033833063039,557.4590998677903
0,0.0,1.3500549734712706,0.0012701129584412607,0.3048033833063039,253.43536570974135,53.336,9.741943030064624,0.026920840969370387,124,-0.0012701129584412607,250,25.35569174761359,0.30353327034786265,519.5962734515267
0,0.0,1.3322019641125622,0.0007580534028198138,0.30353327034786265,233.5334341281404,54.824,9.748589309108452,0.02573976086348093,125,-0.0007580534028198138,250,23.367349528776256,0.30277521694504284,534.4566602825618
0,0.0,1.3288586081286815,3.5272849347844915e-05,0.30277521694504284,235.48371040087778,55.112,9.74969902257726,0.02588116253021534,126,-3.5272849347844915e-05,250,23.56445322938769,0.302739944095695,537.3254125322779
0,0.0,1.3294610183993207,0.00031963289607578327,0.302739944095695,238.29130787987103,55.064,9.7498980500803,0.025597875689259718,127,0.00031963289607578327,250,23.842732729282524,0.3030595769917708,536.8683862296217
0,0.8,1.30871742484206,0.0010238300708823589,0.3030595769917708,285.31127128195635,56.424,9.75774400422255,0.026594674751280238,128,0.0010238300708823589,250,28.494284058386167,0.30408340706265313,550.5709476942532
0,0.0,1.3242310870826637,0.0006221194017212439,0.30408340706265313,251.3351100181383,55.512,9.751665727872805,0.02506966720668934,129,0.0006221194017212439,250,25.148396688457098,0.3047055264643744,541.3344678856752
0,0.8,1.3165842265023893,0.00036097548723218464,0.3047055264643744,281.71594612622005,55.728,9.754849326188644,0.025948475697225686,130,0.00036097548723218464,250,28.133219083496293,0.30506650195160656,543.6182432498408
0,0.0,1.3345569897836342,0.0007125304153804968,0.30506650195160656,237.70551736174937,54.624,9.74748347653799,0.02494965187040217,131,0.0007125304153804968,250,23.781896980686803,0.30577903236698706,532.4465374224111
0,0.0,1.2951374706671268,0.00018273222651948862,0.30577903236698706,286.3295066031488,58.12,9.762641926356382,0.0236827850450816,132,0.00018273222651948862,250,28.65172944169339,0.30596176459350655,567.404748759833
0,1.6,1.294348882468277,0.00041099524757864936,0.30596176459350655,295.2076150780202,57.256,9.762395052862399,0.02708798347862115,133,-0.00041099524757864936,250,29.431113876304444,0.3055507693459279,558.9556911466894
0,0.0,1.3411646435040017,0.0007629523911572567,0.3055507693459279,237.0188360902576,54.064,9.744652524998514,0.027181822479472165,134,-0.0007629523911572567,250,23.715562485422947,0.30478781695477064,526.8348941115196
