ConfortViolation,Wins,RewardStd,NormDeltaOmega,OmegaBefore,ReturnsStd,TimestepsMean,RewardMean,NormDeltaVar,ITERATIONS,DeltaOmega,Traj,TimestepsStd,Omega,ReturnsMean
0,0.0,1.3203925691333636,0.10000000148939137,8.0,92.58752467208025,25.024,6.436747950316857,0.31622776848642675,0,-0.10000000148939137,250,13.760502316412726,7.899999998510609,161.073180708729
0,0.0,1.2810188131851266,0.09979641074205503,7.899999998510609,98.31229321580294,27.36,6.539502533451069,0.29527459491086666,1,-0.09979641074205503,250,14.42686383106183,7.800203587768554,178.92078931522127
0,0.0,1.167714935606084,0.09854503964925598,7.800203587768554,124.76680425355771,34.024,6.665319410871173,0.3026214170021548,2,-0.09854503964925598,250,18.04991479204265,7.701658548119298,226.78082763548076
0,0.0,1.1492350624890446,0.09935066039261375,7.701658548119298,107.69145359084625,35.976,6.747638409132428,0.28361715965020945,3,-0.09935066039261375,250,15.408290755304431,7.602307887726684,242.75303940694826
0,0.0,1.1342570320102783,0.09990208144286328,7.602307887726684,130.4676860790932,37.776,6.829987178191553,0.2654435819653665,4,-0.09990208144286328,250,18.47933505297201,7.502405806283821,258.00959564336415
0,0.0,1.1137723726147646,0.10055819439269698,7.502405806283821,126.41004156070753,40.04,6.909249453801303,0.2617918968367254,5,-0.10055819439269698,250,17.68904745880908,7.401847611891124,276.6463481302043
0,0.0,1.074639752625103,0.10094181464168628,7.401847611891124,133.41790027907334,44.192,7.0073990389943805,0.25613267700206976,6,-0.10094181464168628,250,18.43808927193922,7.300905797249437,309.6709783312397
0,0.0,1.013539200791874,0.10086737255394418,7.300905797249437,170.56469357740644,50.944,7.103150861902403,0.21668534921638277,7,-0.10086737255394418,250,23.319795539412436,7.200038424695493,361.8629175087559
0,0.0,0.9988218044859151,0.10116385210471268,7.200038424695493,167.22597170207328,53.696,7.189419501089594,0.2013419727706588,8,-0.10116385210471268,250,22.62502119336024,7.0988745725907805,386.0430695305068
0,0.0,1.00860854228793,0.102152858753219,7.0988745725907805,144.13956230836638,53.552,7.252448701435653,0.19710841453365138,9,-0.102152858753219,250,19.32892381898175,6.9967217138375615,388.38313285928206
0,0.0,1.0478282227383786,0.10303883841500916,6.9967217138375615,159.75942255728395,50.488,7.313694137168292,0.1932673245031629,10,-0.10303883841500916,250,21.201741815237725,6.893682875422552,369.25378959735275
0,0.0,1.003417370701862,0.10404635837769316,6.893682875422552,199.33444285823245,56.312,7.401287368589302,0.20267523270828533,11,-0.10404635837769316,250,26.18653577699807,6.789636517044859,416.78129430000075
0,0.0,0.9822479006747181,0.1050422011818366,6.789636517044859,177.80761157536384,59.984,7.482394776074566,0.20228891810223534,12,-0.1050422011818366,250,23.153395949622592,6.6845943158630226,448.82396824805676
0,0.0,0.952316118732317,0.10607418637056298,6.6845943158630226,193.63556852861961,65.232,7.567009297269421,0.217996760253895,13,-0.10607418637056298,250,24.959530764820077,6.57852012949246,493.61115047947885
0,0.8,0.9586011567949997,0.10698192685309049,6.57852012949246,193.33120482460572,64.968,7.631498327778108,0.22633796786922833,14,-0.10698192685309049,250,24.661852647358025,6.471538202639369,495.8031833590881
0,0.0,0.9224270506676711,0.10796596426683269,6.471538202639369,215.81723813370942,72.256,7.716304391450446,0.2439147039591535,15,-0.10796596426683269,250,27.30828562909067,6.363572238372536,557.5492901086436
0,0.0,0.9319831127752354,0.10876903688415052,6.363572238372536,181.63531133234943,71.864,7.777103034713703,0.2604310873741769,16,-0.10876903688415052,250,22.818008326758054,6.254803201488386,558.8937324866655
0,0.8,0.8879316461181446,0.10992509281391527,6.254803201488386,285.15321188203086,80.32,7.8628679855823655,0.26427454721587107,17,-0.10992509281391527,250,35.477677488809775,6.144878108674471,631.5455566019756
0,2.4,0.8499271100506546,0.11113014665554743,6.144878108674471,294.65694735392924,87.912,7.937741167701725,0.2676553522378647,18,-0.11113014665554743,250,36.28046659016391,6.033747962018923,697.8227015349939
0,1.6,0.8384789522120567,0.1123150873373735,6.033747962018923,314.0929493598791,92.76,8.00151537502288,0.28014578495195075,19,-0.1123150873373735,250,38.46211642642667,5.92143287468155,742.2205661871222
0,9.6,0.7403443066501467,0.11340583056884235,5.92143287468155,378.5711275671469,112.048,8.092965640690752,0.28956502961395736,20,-0.11340583056884235,250,45.68883557281801,5.808027044112707,906.8006141081173
0,16.8,0.6401613886670312,0.11443565081560969,5.808027044112707,369.68699275704284,141.536,8.188727275685014,0.2931563773322107,21,-0.11443565081560969,250,44.132626298465404,5.693591393297098,1158.9997036913542
0,29.599999999999998,0.5649602089548815,0.11564243851797862,5.693591393297098,337.93555210043303,156.832,8.282845703725513,0.2891725081017204,22,-0.11564243851797862,250,39.74895943292101,5.577948954779119,1299.01525740668
0,41.6,0.5066884080360642,0.1168625399642016,5.577948954779119,331.55890846065444,165.512,8.355611803119947,0.2699749951023136,23,-0.1168625399642016,250,38.92179153122323,5.461086414814917,1382.9540207579885
0,54.400000000000006,0.44162557742388414,0.11775632255794655,5.461086414814917,286.8619595794907,175.592,8.425683825682043,0.2547608882961528,24,-0.11775632255794655,250,33.249624599384575,5.343330092256971,1479.482674319161
0,44.0,0.4978217500098516,0.11892058190962373,5.343330092256971,317.0155373106101,170.032,8.482536484223202,0.2396699857799112,25,-0.11892058190962373,250,36.61998055706748,5.224409510347347,1442.3026434854394
0,43.2,0.5060495626350042,0.12012953727974551,5.224409510347347,337.66819483184975,169.688,8.544443874368104,0.2333982774684224,26,-0.12012953727974551,250,38.835533419794814,5.104279973067602,1449.8895921537746
0,64.0,0.3931517137308696,0.12089420707922383,5.104279973067602,260.36757164255295,184.656,8.622389572581856,0.23130255456278495,27,-0.12089420707922383,250,29.583266621521027,4.983385765988378,1592.175968914675
0,64.8,0.39032343371583456,0.12135331860163401,4.983385765988378,239.73568084799243,185.792,8.68256118034647,0.22709383800538854,28,-0.12135331860163401,250,26.980376869124715,4.862032447386744,1613.1504068189317
0,76.0,0.3245620760577599,0.12214153982100395,4.862032447386744,228.37500641714755,189.152,8.755069380089994,0.22401539770592147,29,-0.12214153982100395,250,25.45491889596194,4.73989090756574,1656.0388833827826
0,80.0,0.2967274649311034,0.12309842864914433,4.73989090756574,205.55532241154157,191.448,8.82534522588882,0.22695455951196625,30,-0.12309842864914433,250,22.72178021194642,4.6167924789165955,1689.5946928059627
0,93.60000000000001,0.17545934678193892,0.12359388885231759,4.6167924789165955,105.01729469412079,198.456,8.893414481344438,0.2151585550910054,31,-0.12359388885231759,250,11.39157864389304,4.493198590064278,1764.951464309692
0,92.80000000000001,0.1821755045010952,0.12421211495839124,4.493198590064278,117.42386923291154,198.192,8.954464799923649,0.20617810553671606,32,-0.12421211495839124,250,12.750966081046563,4.368986475105887,1774.703287626468
0,92.80000000000001,0.18166618118329012,0.125232783325961,4.368986475105887,119.23727612246067,197.792,9.016690547922734,0.1924872263786138,33,-0.125232783325961,250,12.865641686289885,4.243753691779926,1783.4292568547337
0,87.2,0.23828677097573508,0.12508156526894698,4.243753691779926,132.5909342612728,196.408,9.070049558753063,0.18833382596919335,34,-0.12508156526894698,250,14.17496158724954,4.118672126510979,1781.4302937355717
0,86.4,0.2454531051647999,0.12612275571286435,4.118672126510979,136.04517841215198,196.368,9.12619960462081,0.18329114336417382,35,-0.12612275571286435,250,14.499399159965215,3.9925493707981143,1792.0935639601792
0,89.60000000000001,0.21690273987444247,0.12681691555530827,3.9925493707981143,117.82445790999111,197.328,9.17792968147381,0.18316501558340587,36,-0.12681691555530827,250,12.451362013852139,3.865732455242806,1811.0625081858639
0,88.8,0.22541586132971494,0.12701421034732086,3.865732455242806,140.02484105285762,196.6,9.228856516756114,0.16529253887750686,37,-0.12701421034732086,250,14.775655653811102,3.738718244895485,1814.393191194252
0,92.80000000000001,0.18298524646288136,0.1263507867668645,3.738718244895485,102.5846297883032,198.576,9.279769424159998,0.15734089572282392,38,-0.1263507867668645,250,10.75937842070814,3.6123674581286207,1842.7394931719955
0,92.80000000000001,0.18327336913063594,0.12600811588971128,3.6123674581286207,122.98217516079373,197.832,9.327567747707539,0.15248985584496166,39,-0.12600811588971128,250,12.838527018314835,3.4863593422389094,1845.2913826644779
0,93.60000000000001,0.1740710630250325,0.12548041154789313,3.4863593422389094,105.93950068711919,198.488,9.370398879602567,0.1433787754356274,40,-0.12548041154789313,250,10.996447426328196,3.3608789306910163,1859.9117328145542
0,95.19999999999999,0.15151153446980617,0.12320740439476063,3.3608789306910163,37.21695181755294,200.24,9.41584001934624,0.13242145532553962,41,-0.12320740439476063,250,3.7296648643008123,3.2376715262962557,1885.4278054738907
0,98.4,0.09368009431510443,0.12205377143818819,3.2376715262962557,20.30088822598645,200.76,9.457977930483812,0.13935999032299312,42,-0.12205377143818819,250,1.9855477833585369,3.1156177548580675,1898.7836493239304
0,98.4,0.09565743635890005,0.12219008170188683,3.1156177548580675,47.34581384345466,200.392,9.49397944385513,0.14155377011904766,43,-0.12219008170188683,250,4.783130355739848,2.9934276731561806,1902.5175287130176
0,96.8,0.13001303118767882,0.11790098843707941,2.9934276731561806,88.46851488718255,199.664,9.526770719181414,0.11609902567527144,44,-0.11790098843707941,250,9.040304419653134,2.8755266847191012,1902.1531488746377
0,97.6,0.11524094247042553,0.11474470742811604,2.8755266847191012,49.30936621086239,200.328,9.561924091806153,0.11829554906731453,45,-0.11474470742811604,250,4.913289732958966,2.760781977290985,1915.521129463343
0,94.39999999999999,0.16937114696897787,0.11084653032812586,2.760781977290985,107.6360660273745,198.864,9.589262093444143,0.10500496192735352,46,-0.11084653032812586,250,10.84460713903459,2.6499354469628593,1906.9590169506757
0,95.19999999999999,0.15776717644993288,0.10371623518653594,2.6499354469628593,110.6905779917524,199.16,9.619727694934559,0.10866403518818375,47,-0.10371623518653594,250,11.218841294893156,2.5462192117763234,1915.8649677231667
0,95.19999999999999,0.15827701742998318,0.10003560338778339,2.5462192117763234,116.47713560007165,198.936,9.64635251364173,0.10857365412565717,48,-0.10003560338778339,250,11.751251167428938,2.44618360838854,1919.006783653831
0,93.60000000000001,0.18198987793734475,0.09510551069075301,2.44618360838854,144.19078727070988,197.512,9.671094988282645,0.126439042624545,49,-0.09510551069075301,250,14.482881481252273,2.351078097697787,1910.157313325682
0,95.19999999999999,0.1594064869669273,0.0905259812594803,2.351078097697787,101.79940285717282,199.144,9.692552003231317,0.11314818916158796,50,-0.0905259812594803,250,10.182105086866862,2.2605521164383067,1930.2135761314973
0,89.60000000000001,0.23112149063854404,0.08367912930143495,2.2605521164383067,169.51225353447532,197.024,9.706775352129808,0.10036940049767745,51,-0.08367912930143495,250,17.006099611609947,2.1768729871368717,1912.467706978023
0,89.60000000000001,0.23050385333322865,0.0808565753845123,2.1768729871368717,119.58914500332588,197.776,9.72845282801792,0.1034238180591421,52,-0.0808565753845123,250,11.720658002006543,2.0960164117523594,1924.054486514072
0,89.60000000000001,0.23062557687399624,0.07347189681152999,2.0960164117523594,127.98825500161308,197.464,9.744905040077793,0.11121778856845635,53,-0.07347189681152999,250,12.650087114324547,2.0225445149408294,1924.267928833921
0,86.4,0.26206709635085695,0.06503761628580862,2.0225445149408294,159.81145038739052,196.264,9.7593099090555,0.08806977450145455,54,-0.06503761628580862,250,15.906800558251806,1.9575068986550208,1915.4011999908685
0,80.0,0.32048241965469676,0.059967864103889434,1.9575068986550208,222.3747228960671,191.624,9.768703603986525,0.10084740800728549,55,-0.059967864103889434,250,22.097842066591028,1.8975390345511314,1871.9180594103138
0,74.4,0.36282184240377763,0.05574900846437436,1.8975390345511314,223.82654729252388,190.784,9.773946644431152,0.10392944228549522,56,-0.05574900846437436,250,22.254378086120493,1.841790026086757,1864.712636611153
0,76.0,0.35368987053676,0.05158629093329248,1.841790026086757,268.3884334348268,188.984,9.783310146387105,0.1147890520295245,57,-0.05158629093329248,250,26.788649536697438,1.7902037351534645,1848.8890847048208
0,68.0,0.4093989726163523,0.04866372585206924,1.7902037351534645,277.0596387193837,186.64,9.79190485772302,0.1258310014350925,58,-0.04866372585206924,250,27.65281902446837,1.7415400093013953,1827.5611226454243
0,70.39999999999999,0.3954016358330374,0.045294903212875326,1.7415400093013953,326.11099110632847,185.968,9.802598929428548,0.1496645176761028,59,-0.045294903212875326,250,32.620959152054375,1.69624510608852,1822.9697177079684
0,71.2,0.38845530774763404,0.04373462042347054,1.69624510608852,299.8614522514152,187.376,9.814244852121726,0.15152437908703378,60,-0.04373462042347054,250,29.89358834265301,1.6525104856650494,1838.9539434111603
0,67.2,0.41587369528875007,0.044634573760248264,1.6525104856650494,301.2171505857397,185.952,9.82091182930946,0.1416354451830084,61,-0.044634573760248264,250,29.98315687181722,1.6078759119048012,1826.218196483753
0,62.4,0.44630601378471896,0.04837662826879097,1.6078759119048012,297.310542042522,185.296,9.824524616730741,0.13911361170585254,62,-0.04837662826879097,250,29.553212752592568,1.5594992836360102,1820.4451133817397
0,44.0,0.5558060395675021,0.0480392077372902,1.5594992836360102,333.2248719368432,176.952,9.813339817679754,0.12890866635816942,63,-0.0480392077372902,250,33.23873788217597,1.51146007589872,1736.4901074180677
0,44.0,0.5606732643616998,0.047815412021187775,1.51146007589872,359.5099943096557,174.352,9.819251879840175,0.13432393388781957,64,-0.047815412021187775,250,35.85643730210797,1.4636446638775322,1712.0062037538942
0,46.400000000000006,0.5484467039278893,0.04969314272537395,1.4636446638775322,359.47006227401994,174.68,9.830142141324464,0.1565726855341291,65,-0.04969314272537395,250,35.8129808868237,1.4139515211521583,1717.129229246558
0,46.400000000000006,0.5482774788818546,0.05033404708935851,1.4139515211521583,362.489894405522,175.048,9.838091413404864,0.16467690631583262,66,-0.05033404708935851,250,36.09827829689389,1.3636174740627998,1722.138225733695
0,51.2,0.5264349538356364,0.049090930149993106,1.3636174740627998,431.01828871480905,173.288,9.850310222527202,0.16694473452957734,67,-0.049090930149993106,250,43.002291287790705,1.3145265439128067,1706.9405578412934
0,56.00000000000001,0.4938328058550991,0.05011533303769822,1.3145265439128067,397.6164241217209,178.0,9.862020975320632,0.17145967654010255,68,-0.05011533303769822,250,39.59878786023633,1.2644112108751084,1755.4397336070729
0,51.2,0.5370178341631952,0.051546610889057876,1.2644112108751084,469.4536412313935,167.096,9.861369913580791,0.175281311483736,69,-0.051546610889057876,250,46.75731797269813,1.2128645999860506,1647.7954670796958
0,44.800000000000004,0.5752259109597146,0.046711978267695464,1.2128645999860506,472.1063783722008,164.624,9.861178814358707,0.18630474493179003,70,-0.046711978267695464,250,47.0684036695531,1.166152621718355,1623.3867011349878
0,32.800000000000004,0.6691158474827829,0.04250489633040222,1.166152621718355,516.8612458817532,147.784,9.844834862883642,0.1893026446656392,71,-0.04250489633040222,250,51.564419360640535,1.1236477253879529,1454.9090753763965
0,28.000000000000004,0.7052198287154926,0.039786488708765555,1.1236477253879529,525.4206010355193,142.496,9.843844128353004,0.19540259702259993,72,-0.039786488708765555,250,52.461128314209944,1.0838612366791873,1402.7084129137895
0,23.200000000000003,0.7420513039004673,0.03802022182358589,1.0838612366791873,514.9386116541332,137.216,9.841214013041716,0.19437686966672127,73,-0.03802022182358589,250,51.39954614585619,1.0458410148556014,1350.372022013532
0,28.799999999999997,0.6902377758547841,0.034983870528483285,1.0458410148556014,503.7345857283627,147.456,9.859389233270484,0.19358029358985487,74,-0.034983870528483285,250,50.207968132558406,1.0108571443271182,1453.8260987811327
0,26.400000000000002,0.7248002053230376,0.029950537549758738,1.0108571443271182,552.7981069244377,138.176,9.853831533514334,0.19082020251795015,75,-0.029950537549758738,250,55.17203117522501,0.9809066067773594,1361.5630259748764
0,28.000000000000004,0.6937434322276581,0.02803474945352591,0.9809066067773594,502.9987093616729,147.824,9.865362022575258,0.19679258015100037,76,-0.02803474945352591,250,50.12657004024911,0.9528718573238335,1458.3372756251651
