NormDeltaOmega,Wins,Omega,ReturnsMean,RewardMean,ITERATIONS,TimestepsMean,ReturnsStd,OmegaBefore,NormDeltaVar,RewardStd,ConfortViolation,TimestepsStd,Traj,DeltaOmega
0.10000000148915245,0.0,7.8999999985108476,142.30485341697238,6.4055119471089474,0,22.216,68.49909770478135,8.0,0.31622776632189614,1.3972009153313225,0,10.13870524278125,250,-0.10000000148915245
0.09945739385833274,0.0,7.800542604652515,174.08638656202393,6.532812464801259,1,26.648,96.98197939300337,7.8999999985108476,0.29674491205493875,1.2971622535308105,0,14.23755934140399,250,-0.09945739385833274
0.0997626435496084,0.0,7.700779961102906,185.6155676340957,6.614009679094059,2,28.064,91.78064983607612,7.800542604652515,0.2935273667841417,1.2786906495157873,0,13.306686439531067,250,-0.0997626435496084
0.09668093702400515,0.0,7.604099024078901,254.18818131893536,6.758885910416277,3,37.608,129.91021993623022,7.700779961102906,0.27348348392385863,1.1249535360389804,0,18.569177041538488,250,-0.09668093702400515
0.09715469682118627,0.0,7.506944327257715,267.13974037462964,6.838514754623942,4,39.064,132.79380980703806,7.604099024078901,0.27191088051836076,1.1164950719689972,0,18.793506963842592,250,-0.09715469682118627
0.09811448981570248,0.0,7.4088298374420125,292.762460003676,6.923062334555335,5,42.288,145.14451198044347,7.506944327257715,0.2553105132735648,1.0856468148502445,0,20.322132171600497,250,-0.09811448981570248
0.09901598547429824,0.0,7.309813851967714,320.161908599182,7.012482666006265,6,45.656,135.10506061181704,7.4088298374420125,0.26030785862670774,1.057404202604602,0,18.648368936719372,250,-0.09901598547429824
0.10007388489678082,0.0,7.2097399670709335,322.7752836236118,7.074681825872606,7,45.624,135.32583898788332,7.309813851967714,0.2284492570958058,1.0672846231576358,0,18.560027586186397,250,-0.10007388489678082
0.10113637698701439,0.0,7.108603590083919,357.51652250136164,7.162937219533611,8,49.912,122.75356800681767,7.2097399670709335,0.20864615392997937,1.0324377804805283,0,16.66902084706837,250,-0.10113637698701439
0.10215801968032956,0.0,7.0064455704035895,372.57282578654065,7.240609953874002,9,51.456,147.1631772757093,7.108603590083919,0.20114581531558012,1.0271670985572465,0,19.734438527609544,250,-0.10215801968032956
0.1029176862394161,0.0,6.903527884164173,406.38653210350566,7.329146806079673,10,55.448,176.02767066707762,7.0064455704035895,0.202224649245971,1.0013797931150719,0,23.329451258012906,250,-0.1029176862394161
0.10376937556403565,0.0,6.799758508600138,437.8669807268684,7.410421417662949,11,59.088,179.62322545182988,6.903527884164173,0.2034592769953972,0.9804532085729344,0,23.603733941899954,250,-0.10376937556403565
0.10479552683837046,0.0,6.694962981761767,430.3161567351413,7.4718043605907285,12,57.592,175.76644005260607,6.799758508600138,0.1993148943701175,1.001141947223466,0,22.912388264866674,250,-0.10479552683837046
0.10564323374623719,0.0,6.58931974801553,451.59148361539405,7.545640349141058,13,59.848,166.0042616397855,6.694962981761767,0.2049503342972749,0.9915426602569906,0,21.409925175021048,250,-0.10564323374623719
0.10677571784363593,0.8,6.482544030171894,488.3437635475322,7.625605302116368,14,64.04,210.23702915773262,6.58931974801553,0.22284338874748771,0.9645079049875016,0,26.83293498669126,250,-0.10677571784363593
0.10785177872848717,0.0,6.374692251443407,527.5574392172163,7.703817745578508,15,68.48,223.61364867957585,6.482544030171894,0.24433417095186183,0.9458992857615123,0,28.306493954568097,250,-0.10785177872848717
0.10883030865218313,0.8,6.265861942791224,538.636634447735,7.769395258016026,16,69.328,220.94468128102798,6.374692251443407,0.25151700148584144,0.9443692847955151,0,27.72602416503311,250,-0.10883030865218313
0.10999303411479122,0.0,6.155868908676433,542.9706342357828,7.8391463709254845,17,69.264,227.32312009325102,6.265861942791224,0.259962220085181,0.9568492344834687,0,28.296754301509566,250,-0.10999303411479122
0.11072248275307839,0.0,6.045146425923354,580.3838426074876,7.909723105749667,18,73.376,220.4838688248482,6.155868908676433,0.2595795795829935,0.9378169367355409,0,27.22165726035063,250,-0.11072248275307839
0.11124864618374541,0.0,5.933897779739609,608.9068633637258,7.9766671473973725,19,76.336,212.92876391421652,6.045146425923354,0.27109344085603804,0.9271479237882982,0,26.120319753019867,250,-0.11124864618374541
0.11265574493470698,1.6,5.821242034804902,756.9902590535879,8.070946978991683,20,93.792,296.1933099463348,5.933897779739609,0.28263473629145663,0.8398436207875957,0,35.898366759505926,250,-0.11265574493470698
0.11376197769244811,3.2,5.707480057112454,828.0555756819363,8.142459641302867,21,101.696,346.62561048731794,5.821242034804902,0.2852204144010992,0.8075761364861551,0,41.72063738726914,250,-0.11376197769244811
0.11507467913211045,9.6,5.592405377980343,996.5471741601488,8.226680542201729,22,121.136,357.4398739102361,5.707480057112454,0.2793031990173443,0.7233264355576999,0,42.45663086020839,250,-0.11507467913211045
0.11645770555550072,11.200000000000001,5.475947672424843,1119.9582362777282,8.297953857786501,23,134.968,340.6526104706678,5.592405377980343,0.2794267413333972,0.6849924084450087,0,40.16325405143363,250,-0.11645770555550072
0.11772969107266196,28.799999999999997,5.358217981352181,1320.6450493782183,8.39464180891316,24,157.32,342.5821600608108,5.475947672424843,0.2849687286781294,0.5752939118712556,0,39.72618280177445,250,-0.11772969107266196
0.11908269053797582,51.2,5.239135290814205,1501.6773710416996,8.49249746098776,25,176.824,285.6927662723183,5.358217981352181,0.29668179015896873,0.45495892218406975,0,32.91396396668137,250,-0.11908269053797582
0.1204078110264799,62.4,5.118727479787725,1561.517289508965,8.554946580847677,26,182.528,258.81652016922317,5.239135290814205,0.28658252473280027,0.400270078021662,0,29.546052460523384,250,-0.1204078110264799
0.12156508127858245,60.0,4.9971623985091425,1561.3394705437026,8.619708233281637,27,181.136,272.64483562559855,5.118727479787725,0.2722873305136527,0.41599409370306484,0,30.876876525970044,250,-0.12156508127858245
0.12116252844011033,46.400000000000006,4.875999870069032,1481.7148760454845,8.660947369917494,28,171.08,327.1889682566037,4.9971623985091425,0.2564425889205428,0.4962542543993609,0,37.06526136424779,250,-0.12116252844011033
0.1187127877115488,50.4,4.757287082357483,1524.7180961183094,8.719850025840172,29,174.856,316.43506107195475,4.875999870069032,0.24830331344928216,0.4755102441409723,0,35.548660509223126,250,-0.1187127877115488
0.11744986290554493,49.6,4.639837219451938,1507.3916940339552,8.782286728233252,30,171.64,324.6781553907857,4.757287082357483,0.24528807613918496,0.4862523104495136,0,36.19445261362576,250,-0.11744986290554493
0.11637611844731843,51.2,4.52346110100462,1553.4479293722795,8.834841947838163,31,175.832,306.93401712749096,4.639837219451938,0.23762297855829226,0.4765466086270452,0,34.02628066656713,250,-0.11637611844731843
0.11492059141139865,60.0,4.408540509593221,1635.9789616118953,8.899702767929625,32,183.824,251.29315006486266,4.52346110100462,0.23403071672114203,0.4261883814360881,0,27.571307984932453,250,-0.11492059141139865
0.11514980054063884,65.60000000000001,4.2933907090525825,1627.9877273675172,8.954039949000732,33,181.816,305.2859806373395,4.408540509593221,0.23012978068276274,0.40060601523912254,0,33.430377562929195,250,-0.11514980054063884
0.11489557267951955,74.4,4.178495136373063,1710.4761087235727,9.016552675344604,34,189.704,225.92179729126252,4.2933907090525825,0.21972126913212012,0.3420435651715706,0,24.462550643790195,250,-0.11489557267951955
0.11506046797617397,72.0,4.063434668396889,1717.5174532760075,9.066670115270954,35,189.432,218.7359376453041,4.178495136373063,0.21327450011792526,0.3583691010593827,0,23.456968602102016,250,-0.11506046797617397
0.11555377458068117,86.4,3.9478808938162078,1798.20826696433,9.1246258573736,36,197.072,120.85112939390815,4.063434668396889,0.2105258478732023,0.2513208423595933,0,12.755031007410372,250,-0.11555377458068117
0.11549908580538837,92.0,3.8323818080108194,1814.0155628582029,9.174297837727599,37,197.728,127.51440391510495,3.9478808938162078,0.19562243188513292,0.198491614660528,0,13.482656118139333,250,-0.11549908580538837
0.11694056009643905,90.4,3.7154412479143804,1823.8206258872967,9.22649958460124,38,197.672,128.94856931584866,3.8323818080108194,0.20425813016498393,0.2148473539216647,0,13.589275771725292,250,-0.11694056009643905
0.11941195871357468,96.8,3.5960292892008057,1852.365038073632,9.279642103206315,39,199.616,87.13336535944396,3.7154412479143804,0.21025793809451002,0.13178484846823268,0,9.04989193305644,250,-0.11941195871357468
0.11921850348412111,96.0,3.4768107857166846,1861.3648966946946,9.321739266299554,40,199.68,77.62039931121939,3.5960292892008057,0.18224177054022067,0.14580019331995195,0,7.970545778050585,250,-0.11921850348412111
0.1205657613192126,96.0,3.356245024397472,1863.9772327400278,9.368602898773762,41,198.96,102.01009785285989,3.4768107857166846,0.1637113935771227,0.14324358103022794,0,10.452482958608448,250,-0.1205657613192126
0.11943973665805308,98.4,3.236805287739419,1888.2377225305381,9.412574386517676,42,200.608,34.94693459446877,3.356245024397472,0.15428194434406278,0.09784772616397029,0,3.4569258019228584,250,-0.11943973665805308
0.12049333775353688,98.4,3.116311949985882,1894.9677074961462,9.453285047572265,43,200.456,43.20872238883997,3.236805287739419,0.15193359699407522,0.09795666312173139,0,4.384525515948106,250,-0.12049333775353688
0.1203386079802331,99.2,2.995973342005649,1906.4070808410852,9.495194051286434,44,200.776,24.878022950083594,3.116311949985882,0.15029895601928475,0.07368899559394901,0,2.49435843454785,250,-0.1203386079802331
0.11840309444733688,91.2,2.877570247558312,1896.5972739556298,9.525278606792305,45,199.112,71.6947789516612,2.995973342005649,0.12021582236000794,0.2051132601571168,0,7.230176761324719,250,-0.11840309444733688
0.11583988033762838,88.0,2.7617303672206837,1887.06203318828,9.557648061123786,46,197.44,115.49551651171494,2.877570247558312,0.10154710781823602,0.24033007997517386,0,11.656689066797655,250,-0.11583988033762838
0.10975849700757712,91.2,2.6519718702131065,1910.6721494708042,9.590957299969903,47,199.216,81.71703260893672,2.7617303672206837,0.10255958112983504,0.20680241390336584,0,8.245807662078954,250,-0.10975849700757712
0.10608730417496082,92.80000000000001,2.5458845660381457,1914.9758677929385,9.621060429024007,48,199.04,86.50297497235061,2.6519718702131065,0.12089938219697595,0.18864605021131067,0,8.586873703508164,250,-0.10608730417496082
