Iterations, Omega_mean, Omega_std, Omega_low, Omega_sup, Ret_mean, Ret_std, Rets_low, Rets_sup, Ts_mean, Ts_std, Ts_low, Ts_sup
0.000000000000000000e+00,7.899999998510757848e+00,1.336869328334511413e-13,7.899999998510661925e+00,7.899999998510853771e+00,1.465951641851634122e+02,8.749476202372870048e+00,1.403361659603282874e+02,1.528541624099985370e+02,2.285119999999999862e+01,1.299856976747826298e+00,2.192133833493280903e+01,2.378106166506718822e+01
1.000000000000000000e+00,7.800531396171081155e+00,9.346421788131944628e-04,7.799862793433872454e+00,7.801199998908289857e+00,1.697494387498161075e+02,7.542931901503962422e+00,1.643535503229452672e+02,1.751453271766869477e+02,2.601440000000000197e+01,1.113729877483764952e+00,2.521768564077627772e+01,2.681111435922372621e+01
2.000000000000000000e+00,7.701978582785490524e+00,1.912486588020775001e-03,7.700610472297208631e+00,7.703346693273772416e+00,2.110839643238079191e+02,1.349776554363999459e+01,2.014282445272363873e+02,2.207396841203794509e+02,3.175359999999999872e+01,1.958205872731465735e+00,3.035278390566466200e+01,3.315441609433533898e+01
3.000000000000000000e+00,7.603599942636892983e+00,2.411723149057921119e-03,7.601874699826968396e+00,7.605325185446817571e+00,2.415659900275026644e+02,1.291384356957341772e+01,2.323279828476171076e+02,2.508039972073882211e+02,3.581280000000000285e+01,1.849028977598782042e+00,3.449008435156829222e+01,3.713551564843171349e+01
4.000000000000000000e+00,7.505102929654759336e+00,2.981788727184602871e-03,7.502969886496676288e+00,7.507235972812842384e+00,2.679787229033792642e+02,1.339216779074504515e+01,2.583985431885942035e+02,2.775589026181643248e+02,3.919200000000000728e+01,1.893608618484822426e+00,3.783739399759558353e+01,4.054660600240443102e+01
5.000000000000000000e+00,7.406274330554497354e+00,3.594405062219144503e-03,7.403703048070448212e+00,7.408845613038546496e+00,2.897532121018002158e+02,1.037032206068424500e+01,2.823347305987374511e+02,2.971716936048629805e+02,4.186399999999999721e+01,1.445341205390614725e+00,4.083006518726600831e+01,4.289793481273398612e+01
6.000000000000000000e+00,7.306930626984208921e+00,4.261617721113570428e-03,7.303882049316880121e+00,7.309979204651537721e+00,3.204588107659598677e+02,1.491514924511313467e+01,3.097891557501549187e+02,3.311284657817648167e+02,4.571359999999999957e+01,2.063692380176850527e+00,4.423732340407878638e+01,4.718987659592121275e+01
7.000000000000000000e+00,7.207073082962935473e+00,4.507571772535978044e-03,7.203848560366375331e+00,7.210297605559495615e+00,3.510618599523541548e+02,1.761157824579920117e+01,3.384632958294976106e+02,3.636604240752106989e+02,4.948240000000000549e+01,2.402148504984652266e+00,4.776400647783558640e+01,5.120079352216442459e+01
8.000000000000000000e+00,7.106294091601957241e+00,4.764046718276509530e-03,7.102886097881757621e+00,7.109702085322156861e+00,3.629377614772385527e+02,1.528868487648528074e+01,3.520008951679121765e+02,3.738746277865649290e+02,5.063119999999999266e+01,2.050365664948573308e+00,4.916445676185099245e+01,5.209794323814899286e+01
9.000000000000000000e+00,7.004526494184640129e+00,5.033745347860289245e-03,7.000925569687241889e+00,7.008127418682038368e+00,3.892073147662871406e+02,1.047315334562366473e+01,3.817152721933949806e+02,3.966993573391793007e+02,5.368160000000000309e+01,1.404831890298622765e+00,5.267664380557247483e+01,5.468655619442753135e+01
