RewardStd,TimestepsStd,ConfortViolation,Wins,Traj,Omega,ITERATIONS,NormDeltaVar,OmegaBefore,RewardMean,ReturnsStd,TimestepsMean,DeltaOmega,NormDeltaOmega,ReturnsMean
1.3876314615678658,10.3632149451799,0,0.0,250,7.899999998510785,0,0.3162277677602175,8.0,6.4147415820833915,70.02066411458078,22.576,-0.10000000148921462,0.10000000148921462,144.81920595711463
1.2624405819343503,15.645950786066024,0,0.0,250,7.80158548575323,1,0.285250553938155,7.899999998510785,6.540974859677333,106.4358002014723,28.168,-0.09841451275755553,0.09841451275755553,184.2461798473911
1.2138615094209217,19.142005746525104,0,0.0,250,7.702611047680488,2,0.29400366915166876,7.80158548575323,6.636714420647178,131.9408659305258,31.296,-0.09897443807274175,0.09897443807274175,207.7026145085741
1.1719045730721511,16.882926760487948,0,0.0,250,7.603192409741784,3,0.28213872313739,7.702611047680488,6.733600335647091,117.80063640357739,34.472,-0.09941863793870453,0.09941863793870453,232.12067077042647
1.1610681449188571,15.582546133414782,0,0.0,250,7.503184263595127,4,0.2537165636395606,7.603192409741784,6.8224468020163895,110.06426853404106,35.984,-0.10000814614665643,0.10000814614665643,245.49892572375776
1.0752222738170807,18.884660441744778,0,0.0,250,7.403255117034607,5,0.26239804886864265,7.503184263595127,6.9288251289764515,135.1178550870139,43.16,-0.09992914656052054,0.09992914656052054,299.0480925666237
1.0322350326789749,20.30348305094473,0,0.0,250,7.303668110825844,6,0.24535743053446482,7.403255117034607,7.022202724475609,146.7802144632028,48.024,-0.09958700620876293,0.09958700620876293,337.2342636402167
1.0082419005880294,23.903681390112276,0,0.0,250,7.203659599836267,7,0.22541135599964524,7.303668110825844,7.10774271635694,174.54062792666227,51.504,-0.10000851098957675,0.10000851098957675,366.07718086324786
1.0020431106825263,22.834662773949606,0,0.0,250,7.102680881052986,8,0.22964560409390478,7.203659599836267,7.183898209907879,168.5443322621182,53.224,-0.10097871878328135,0.10097871878328135,382.35579832413686
0.9783012460099173,22.991624214048038,0,0.0,250,7.000943316061463,9,0.2026991193279142,7.102680881052986,7.263564950295412,171.76109235364103,57.096,-0.10173756499152287,0.10173756499152287,414.7205044020668
1.008367476604654,19.733498017330835,0,0.0,250,6.898491024522033,10,0.20049320401431034,7.000943316061463,7.320842303542488,148.54461952298104,54.584,-0.10245229153942947,0.10245229153942947,399.6008562965632
