Omega,ReturnsMean,Wins,ReturnsStd,Traj,NormDeltaOmega,DeltaOmega,NormDeltaVar,RewardMean,OmegaBefore,ITERATIONS,TimestepsStd,TimestepsMean,RewardStd,ConfortViolation
4.9908032496776205,1654.6059732981312,76.0,183.17082844834414,250,0.1207200063648548,-0.1207200063648548,0.1906444456488856,8.65198689237676,5.111523256042475,27,20.628291252549253,191.24,0.31413217474308536,0
4.869558483934703,1666.4764702562456,78.4,215.37848734036479,250,0.12124476574291787,-0.12124476574291787,0.16259403264208216,8.708957681426092,4.9908032496776205,28,24.21512122620905,191.352,0.30131003232341513,0
4.747860408356732,1739.3786876806967,90.4,114.16465277294289,250,0.12169807557797085,-0.12169807557797085,0.15861780606759396,8.781902252204825,4.869558483934703,29,12.640091138911933,198.064,0.20349852285546377,0
4.625014238146532,1762.3591878537075,95.19999999999999,83.68075626987567,250,0.12284617021019972,-0.12284617021019972,0.1450693668863922,8.842568076173622,4.747860408356732,30,9.2045414877657,199.304,0.1514805256976099,0
4.501774655801437,1774.4725077840933,96.0,84.82491221795848,250,0.12323958234509469,-0.12323958234509469,0.13251664003200797,8.897988746510416,4.625014238146532,31,9.252255076466493,199.424,0.14127799145947542,0
4.379102532787908,1777.7521881249572,93.60000000000001,126.95688449315817,250,0.1226721230135297,-0.1226721230135297,0.11555120709019572,8.95466729189312,4.501774655801437,32,13.933887325509705,198.528,0.17258410927288775,0
4.255625674282387,1794.9367724901122,95.19999999999999,108.38546225633179,250,0.12347685850552104,-0.12347685850552104,0.11575432277866073,9.012536515816993,4.379102532787908,33,11.776858664346786,199.16,0.15193773060191712,0
4.131381205558467,1812.5815463839965,96.8,75.9526563110747,250,0.12424446872391925,-0.12424446872391925,0.11042017570000415,9.068348741164682,4.255625674282387,34,8.16294064660524,199.88,0.12837478532526456,0
4.006735173183829,1810.223462776587,93.60000000000001,126.7620863644643,250,0.12464603237463834,-0.12464603237463834,0.10247798473541374,9.119697438621369,4.131381205558467,35,13.672526613614613,198.496,0.17244598282544907,0
3.8806859062113834,1824.628743992449,92.80000000000001,84.09576190378145,250,0.12604926697244556,-0.12604926697244556,0.10076401224938333,9.17083204660459,4.006735173183829,36,8.878198015363251,198.96,0.1823846527813942,0
3.7559684831473006,1841.9348177196996,93.60000000000001,51.27611856940612,250,0.12471742306408284,-0.12471742306408284,0.09107746159477703,9.218154791006222,3.8806859062113834,37,5.332742633954876,199.816,0.17371607737950517,0
3.631956823709835,1845.531621404574,89.60000000000001,66.10771418432451,250,0.1240116594374654,-0.1240116594374654,0.08369847774599115,9.265089066852958,3.7559684831473006,38,6.837187725958679,199.192,0.2179168163302086,0
3.5095298338183643,1849.6861174525127,93.60000000000001,112.3434757866396,250,0.12242698989147094,-0.12242698989147094,0.07516154152836832,9.309875767326922,3.631956823709835,39,11.777673794090243,198.68,0.17661499890307358,0
3.3881213859984696,1870.3166068699961,96.0,72.86480121516647,250,0.12140844781989468,-0.12140844781989468,0.07388743782178278,9.355699542148527,3.5095298338183643,40,7.578935017533796,199.912,0.14326896058722843,0
3.269605543053595,1864.1685479130006,92.80000000000001,112.16762822069725,250,0.11851584294487472,-0.11851584294487472,0.07554550471001645,9.396768630096181,3.3881213859984696,41,11.577760750680593,198.384,0.18685495878951577,0
3.1554874447398324,1856.8511578843681,90.4,174.69272263403263,250,0.1141180983137624,-0.1141180983137624,0.06734149022164694,9.426405991777852,3.269605543053595,42,18.194057931093877,196.984,0.21762793640701747,0
3.045465387708119,1873.8929418843925,91.2,131.539900833315,250,0.11002205703171342,-0.11002205703171342,0.08709174342628863,9.464488170655342,3.1554874447398324,43,13.525381177623055,197.992,0.20835965969989229,0
2.9385155906226594,1876.7993780449435,92.0,142.46844991137732,250,0.1069497970854596,-0.1069497970854596,0.07965163544537722,9.498357109827035,3.045465387708119,44,14.58717025334249,197.592,0.2010513835959393,0
2.8347202161343232,1876.0212973122912,91.2,188.5628789842193,250,0.1037953744883362,-0.1037953744883362,0.07308974083549044,9.529142271690699,2.9385155906226594,45,19.467707004164616,196.872,0.21130685213954137,0
2.736765277299036,1861.2950580499908,86.4,206.82485798563923,250,0.09795493883528739,-0.09795493883528739,0.07418246096963739,9.556472613827685,2.8347202161343232,46,21.14223677854356,194.768,0.26044224404970406,0
2.6433922422187086,1840.4841094216304,82.39999999999999,238.66723302051713,250,0.09337303508032724,-0.09337303508032724,0.09087715039039176,9.580266247926367,2.736765277299036,47,24.320597361084697,192.112,0.2976410296088697,0
2.553112163148933,1882.9910176110807,88.8,169.94448414849603,250,0.09028007906977553,-0.09028007906977553,0.10571579295836304,9.610627463206283,2.6433922422187086,48,17.22053471875946,195.928,0.23780992065642792,0
2.4686861025782063,1874.8372763859807,84.8,198.5469213345583,250,0.08442606057072677,-0.08442606057072677,0.10986018172363458,9.62758440342813,2.553112163148933,49,20.124072748824975,194.736,0.27704893580081735,0
2.3912290449058107,1851.0634565934058,80.0,221.37011600397048,250,0.07745705767239563,-0.07745705767239563,0.1249783801490213,9.648593973319537,2.4686861025782063,50,22.301589539761512,191.848,0.31789337324734374,0
2.320704784982065,1806.527381299351,70.39999999999999,256.1482375018782,250,0.07052425992374589,-0.07052425992374589,0.11852876301161819,9.660987535826939,2.3912290449058107,51,25.88760197469051,186.992,0.3895404048828002,0
2.252846919511863,1800.658462035732,71.2,296.5839026556004,250,0.06785786547020178,-0.06785786547020178,0.10144649018941011,9.677213455198698,2.320704784982065,52,29.96909768411455,186.072,0.3862823461339518,0
2.1879909390996515,1781.7883590226584,66.4,317.2177303874361,250,0.06485598041221152,-0.06485598041221152,0.09696602187025849,9.689951919853481,2.252846919511863,53,31.981394591230696,183.88,0.4203475857738633,0
2.1256495995088067,1757.4217524795095,56.8,305.9231697188429,250,0.06234133959084476,-0.06234133959084476,0.09756465712535699,9.70136544161538,2.1879909390996515,54,30.755827025134604,181.152,0.4783665292076452,0
2.064431725372676,1816.2416575985085,72.0,293.94450701157507,250,0.06121787413613067,-0.06121787413613067,0.11153372023583115,9.728754165230272,2.1256495995088067,55,29.577671578405223,186.688,0.3813010296853507,0
2.0045645800442817,1825.0307197350633,72.0,259.6508586065558,250,0.05986714532839432,-0.05986714532839432,0.11387197090287206,9.73993851792686,2.064431725372676,56,25.982967959800128,187.376,0.3808253051958574,0
1.94459653713686,1841.59685685659,77.60000000000001,274.6319110275058,250,0.05996804290742164,-0.05996804290742164,0.12062054882666622,9.759596689153929,2.0045645800442817,57,27.417140332281193,188.696,0.34029983264365865,0
1.8868835992790967,1862.5723678346042,79.2,263.39291936410905,250,0.057712937857763436,-0.057712937857763436,0.12827883530659615,9.772563212698351,1.94459653713686,58,26.38578283849088,190.592,0.32680882474504824,0
1.829499355212461,1790.7210898879277,68.0,335.0545142333593,250,0.05738424406663567,-0.05738424406663567,0.12828237341685148,9.773824829097503,1.8868835992790967,59,33.582039008970256,183.216,0.4123273265326622,0
1.7731845926574954,1793.243969201293,68.8,318.6077632985194,250,0.05631476255496559,-0.05631476255496559,0.13411636779150324,9.783749995642339,1.829499355212461,60,31.778436965967977,183.288,0.40836812174082954,0
1.7177686755626185,1714.204586436003,60.8,406.2218872315451,250,0.05541591709487692,-0.05541591709487692,0.142878558878923,9.784272753630153,1.7731845926574954,61,40.637519609346235,175.2,0.4681950812967985,0
1.6635700719434552,1761.6563976342013,63.2,367.86301096659935,250,0.05419860361916329,-0.05419860361916329,0.15450416079939894,9.79830246971056,1.7177686755626185,62,36.768529151979955,179.792,0.44820345998035793,0
1.6161815256911092,1731.0465864116702,56.00000000000001,364.7962134506119,250,0.04738854625234601,-0.04738854625234601,0.15583995282905935,9.796306741282995,1.6635700719434552,63,36.462369423832016,176.704,0.494085827179544,0
1.5709390510433685,1656.3731029594032,51.2,406.3065632371948,250,0.04524247464774067,-0.04524247464774067,0.1552972759078647,9.798705057734283,1.6161815256911092,64,40.55798811578306,169.04,0.5321304990531824,0
1.5310576809923342,1740.8460419152286,52.800000000000004,327.45193730262207,250,0.039881370051034315,-0.039881370051034315,0.15593607210058907,9.812669337996194,1.5709390510433685,65,32.530378663643006,177.408,0.5111015456946564,0
1.4935131666576213,1651.3223159139116,45.6,404.56711468617,250,0.03754451433471284,-0.03754451433471284,0.16308127947947754,9.81201166940338,1.5310576809923342,66,40.39465786462363,168.296,0.5628397492173017,0
1.4610163749528005,1646.8606524960594,47.199999999999996,434.86642211397253,250,0.03249679170482089,-0.03249679170482089,0.16258613671982658,9.816765930472455,1.4935131666576213,67,43.48689917664859,167.76,0.5559522626904235,0
1.4285960902410926,1703.0524803893347,52.0,380.7779561758656,250,0.03242028471170788,-0.03242028471170788,0.17203584178269266,9.83105015464426,1.4610163749528005,68,37.91720158450515,173.232,0.522196146989644,0
1.3989855968326332,1769.086370314495,62.4,377.3984227420804,250,0.029610493408459337,-0.029610493408459337,0.19141936762025744,9.846199576531095,1.4285960902410926,69,37.6012289160873,179.672,0.4548161885999815,0
1.3727256594752812,1707.2920484144101,54.400000000000006,418.1414369265902,250,0.026259937357351992,-0.026259937357351992,0.19203677645985662,9.843250129228416,1.3989855968326332,70,41.68634423885117,173.448,0.5089293181032009,0
1.3435539325477652,1693.1925437868672,52.800000000000004,422.6984987069864,250,0.029171726927516017,-0.029171726927516017,0.18985882548293678,9.849181812711544,1.3727256594752812,71,42.10235451848269,171.912,0.5198806905595634,0
1.3124306864326292,1668.924267569109,53.6,461.95118570091773,250,0.03112324611513606,-0.03112324611513606,0.1860266352217761,9.851973244209614,1.3435539325477652,72,46.034943249666334,169.4,0.5195080475043705,0
1.278242574832174,1578.5411190872435,38.4,478.7388501279769,250,0.03418811160045521,-0.03418811160045521,0.1864848825380002,9.838825224926726,1.3124306864326292,73,47.78491812277175,160.44,0.6144182891566973,0
1.242207506517388,1546.3548102640962,44.800000000000004,542.6197891072462,250,0.03603506831478587,-0.03603506831478587,0.18209641696556203,9.848891841588301,1.278242574832174,74,54.15658718937152,157.008,0.5885024325663338,0
1.206497691833154,1632.0971078991336,45.6,475.47263637682306,250,0.035709814684234065,-0.035709814684234065,0.18756960806714595,9.858040033215353,1.242207506517388,75,47.357263434451106,165.56,0.5693887352536535,0
1.1671212308062229,1511.3673815956536,43.2,549.4873327978559,250,0.03937646102693115,-0.03937646102693115,0.19077635219433328,9.856572374365143,1.206497691833154,76,54.7792579723384,153.336,0.6042714353805122,0
1.126982692421174,1538.7510906704208,41.6,511.5518444992829,250,0.04013853838504877,-0.04013853838504877,0.1940158243864935,9.860249466027712,1.1671212308062229,77,50.96293617914886,156.056,0.6075228476627977,0
1.0861354168516926,1484.1924465521472,35.199999999999996,530.7491721593501,250,0.040847275569481534,-0.040847275569481534,0.1973231136811256,9.857290038734309,1.126982692421174,78,52.94560771206616,150.568,0.6513758453824549,0
1.0449747042020605,1470.4639432679662,28.799999999999997,478.1018500012248,250,0.04116071264963206,-0.04116071264963206,0.20248964833811461,9.855656456219613,1.0861354168516926,79,47.64988982148857,149.2,0.6857206966930104,0
1.0052051116260485,1409.6812519563362,25.6,526.8642167309708,250,0.03976959257601198,-0.03976959257601198,0.20788721700799395,9.855705380308853,1.0449747042020605,80,52.56294299218795,143.032,0.7160465213962636,0
0.9674412858751761,1343.452753247009,25.6,554.6861910060127,250,0.03776382575087245,-0.03776382575087245,0.20886658404783487,9.853983931221462,1.0052051116260485,81,55.35398001950718,136.336,0.7334938787302059,0
0.9307272280451835,1421.591309739343,30.4,528.3083205622752,250,0.0367140578299926,-0.0367140578299926,0.20417758687270524,9.86722825906035,0.9674412858751761,82,52.63583205383952,144.072,0.6908650976460979,0
0.8962418740523364,1219.430423447134,17.599999999999998,511.9742030699688,250,0.034485353992847134,-0.034485353992847134,0.19382116726980106,9.844278153635479,0.9307272280451835,83,51.08079498206739,123.872,0.8092923277381237,0
0.8641695121632808,1224.20928926011,9.6,472.9372222495787,250,0.0320723618890556,-0.0320723618890556,0.19473376184865918,9.840910685370657,0.8962418740523364,84,47.293466779249755,124.4,0.8456056152922745,0
0.8321568157103734,1244.2808786116973,13.600000000000001,521.9314859472057,250,0.032012696452907385,-0.032012696452907385,0.18630721284341037,9.851476426809107,0.8641695121632808,85,52.13831205553168,126.304,0.8211150764123174,0
0.7993297692399015,1118.478195171053,6.4,465.7187752790223,250,0.032827046470471855,-0.032827046470471855,0.1740452691995977,9.835369285710982,0.8321568157103734,86,46.57288481509386,113.72,0.8996854350529279,0
0.768371456080754,1136.9947669155686,12.0,526.948762250359,250,0.030958313159147544,-0.030958313159147544,0.17020105600506963,9.847179786908201,0.7993297692399015,87,52.61597384825259,115.464,0.8664708449355268,0
0.7387571729133079,1069.2157062277283,6.4,476.43177271971064,250,0.029614283167446076,-0.029614283167446076,0.16282979069367198,9.83747705567982,0.768371456080754,88,47.63518296385561,108.688,0.9204256588815394,0
0.7118722303168655,982.7951710955184,2.4,507.0648947996365,250,0.026884942596442363,-0.026884942596442363,0.15662810158159865,9.824807772467995,0.7387571729133079,89,50.79983244066854,100.032,0.9788588728505323,0
0.6841649692653238,993.8870129726498,6.4,487.3095477197565,250,0.027707261051541754,-0.027707261051541754,0.15299458244502104,9.833455486906857,0.7118722303168655,90,48.70863184282638,101.072,0.954282554729338,0
0.6566075464244578,880.4960142430042,0.8,371.19524423514775,250,0.02755742284086593,-0.02755742284086593,0.1466947774847152,9.81119645038113,0.6841649692653238,91,37.19051578023623,89.744,1.0409073227867722,0
0.630404951138652,899.3390166063972,3.2,455.0518893657965,250,0.02620259528580582,-0.02620259528580582,0.14171807293192482,9.82154264160402,0.6566075464244578,92,45.52596375695961,91.568,1.0187235127455447,0
0.6075693010476781,802.8621784069986,4.0,428.01930527820366,250,0.02283565009097388,-0.02283565009097388,0.135657704750294,9.807267888290319,0.630404951138652,93,42.76397437095855,81.864,1.0719321663192956,0
0.5863385498740913,741.1220213005147,0.0,341.66700621505686,250,0.02123075117358686,-0.02123075117358686,0.12710469965757365,9.788699562823789,0.6075693010476781,94,34.24682548791932,75.712,1.1360611811882542,0
0.5667327725479941,764.9286697969013,1.6,378.65274718858046,250,0.01960577732609714,-0.01960577732609714,0.12048627508140626,9.798737827896359,0.5863385498740913,95,37.88440185617294,78.064,1.1106905795418556,0
0.54935310184203,768.7053227873897,0.0,411.1530117357654,250,0.017379670705964134,-0.017379670705964134,0.11492522810734163,9.799914874902978,0.5667327725479941,96,41.19425202622327,78.44,1.1171905817165755,0
0.5316173040084954,731.503973130512,1.6,365.79333350190365,250,0.017735797833534628,-0.017735797833534628,0.10853527042042484,9.795179072449278,0.54935310184203,97,36.58821668242387,74.68,1.1353805958371717,0
0.5141160942991229,741.7543277070336,1.6,395.4015739454382,250,0.017501209709372523,-0.017501209709372523,0.10121666315883916,9.801193547925921,0.5316173040084954,98,39.53785021975777,75.68,1.1284412809956383,0
0.49785435917382037,657.4446974714965,0.0,290.90840174472896,250,0.01626173512530249,-0.01626173512530249,0.09528618361904057,9.77525718852588,0.5141160942991229,99,29.143755145828415,67.256,1.204499517824519,0
0.4846585939137987,672.2838554767108,1.6,388.7901299558775,250,0.013195765260021697,-0.013195765260021697,0.09064776533175758,9.785221464204568,0.49785435917382037,100,38.87395508563542,68.704,1.1830405787379366,0
0.47377589635558565,650.3954254230475,1.6,361.39406459971394,250,0.010882697558213028,-0.010882697558213028,0.08784367573253757,9.779794078898222,0.4846585939137987,101,36.11927441131674,66.504,1.2020039246714969,0
0.4639427298475126,633.7892982537433,0.0,285.70423263723876,250,0.009833166508073032,-0.009833166508073032,0.0821312066395387,9.77225388944343,0.47377589635558565,102,28.613480459391862,64.856,1.2264384383439688,0
0.45347268923149964,643.2288839510644,0.8,343.4932642013752,250,0.010470040616012977,-0.010470040616012977,0.07785755513867576,9.777892556716901,0.4639427298475126,103,34.3559215274456,65.784,1.2133945303945688,0
0.4438426806241239,663.8176450265424,0.0,326.0451220402384,250,0.009630008607375729,-0.009630008607375729,0.07477434883558991,9.783894072434597,0.45347268923149964,104,32.6501592032872,67.848,1.2001536873876322,0
0.43417718455952653,608.7366001552115,0.0,270.2601021720425,250,0.009665496064597379,-0.009665496064597379,0.07151024072195891,9.766663460326201,0.4438426806241239,105,27.061345421098338,62.328,1.2506193668819428,0
0.424933492609847,603.5487521483242,0.0,293.75320511019163,250,0.009243691949679556,-0.009243691949679556,0.0701633529544788,9.764896973665612,0.43417718455952653,106,29.411751664938286,61.808,1.2557257054235045,0
0.41712611039128655,600.9352481728928,0.8,289.17296153496403,250,0.007807382218560421,-0.007807382218560421,0.06739684085549756,9.766858148694789,0.424933492609847,107,28.904691937469252,61.528,1.2537511067154206,0
0.4085403197729807,624.1092973322421,0.8,307.8968262029059,250,0.008585790618305833,-0.008585790618305833,0.06376655426919518,9.776148141169207,0.41712611039128655,108,30.780617277761017,63.84,1.231708212017044,0
0.39991060283480734,638.0408513235063,0.8,318.4691912270788,250,0.008629716938173382,-0.008629716938173382,0.06246093140527748,9.781102086759663,0.4085403197729807,109,31.837622021752818,65.232,1.2189471352228904,0
0.3915594552219275,581.1713768927449,0.0,276.24170644497855,250,0.008351147612879861,-0.008351147612879861,0.05948076895247302,9.760368414831802,0.39991060283480734,110,27.656899030802425,59.544,1.2791052692378824,0
0.3842301357334226,562.8567522862157,0.0,224.49400817555735,250,0.007329319488504904,-0.007329319488504904,0.053778298316480656,9.754206853705389,0.3915594552219275,111,22.469899510233684,57.704,1.2988225027838947,0
0.3767165542141567,570.706443341678,0.0,258.5640593298017,250,0.0075135815192658995,-0.0075135815192658995,0.05162530597584332,9.757667270921864,0.3842301357334226,112,25.879293962548516,58.488,1.290408500498997,0
0.36993038199981504,568.996482046499,0.0,260.1872351615117,250,0.006786172214341635,-0.006786172214341635,0.04761963820121884,9.757793971163721,0.3767165542141567,113,26.04439778532036,58.312,1.2924044643983141,0
0.3638286004747951,524.0240655226087,0.0,221.51179271581273,250,0.006101781525019945,-0.006101781525019945,0.044510936379334766,9.738776121071378,0.36993038199981504,114,22.170140640059095,53.808,1.3436436069315842,0
0.3581727218913157,533.0298452396211,0.8,246.29160163703023,250,0.005655878583479379,-0.005655878583479379,0.041878574216975106,9.745316755148844,0.3638286004747951,115,24.583970061810604,54.696,1.3279630043177388,0
0.3530742414838047,535.4244342201084,0.0,245.111889525386,250,0.005098480407511041,-0.005098480407511041,0.04043484822657241,9.74491180511263,0.3581727218913157,116,24.531548340860997,54.944,1.3302263160739187,0
0.3484966863762909,529.4603570274902,0.0,246.31651934285597,250,0.004577555107513787,-0.004577555107513787,0.03943086967546068,9.742756459360558,0.3530742414838047,117,24.65412062921734,54.344,1.3374035118984668,0
0.3434608708324647,608.4870419304292,0.0,286.9468486853586,250,0.005035815543826205,-0.005035815543826205,0.03878606255644223,9.77520630269935,0.3484966863762909,118,28.714499751867525,62.248,1.2524525928352968,0
0.3378297898002003,540.0454633166631,1.6,283.9237026084924,250,0.005631081032264396,-0.005631081032264396,0.037647829726275936,9.752337895779094,0.3434608708324647,119,28.302555079003028,55.376,1.3151619639220857,0
0.3321537436364446,581.0262456420663,0.8,290.3110927851573,250,0.005676046163755666,-0.005676046163755666,0.03831763928341085,9.767116824268195,0.3378297898002003,120,29.00251464959547,59.488,1.275366626863607,0
0.3272513788306888,567.5972407243767,0.8,298.3789181348326,250,0.004902364805755843,-0.004902364805755843,0.03823917793824115,9.761922824786334,0.3321537436364446,121,29.822060022741553,58.144,1.2895423422795345,0
0.3224336281092301,536.8368742523274,0.0,229.43572646501036,250,0.00481775072145868,-0.00481775072145868,0.03644195014061607,9.747909541188399,0.3272513788306888,122,22.957761563358044,55.072,1.3290938781541937,0
0.31860044604609067,536.5585799661335,0.0,237.06658844079615,250,0.0038331820631394287,-0.0038331820631394287,0.03491745579769858,9.748520711593995,0.3224336281092301,123,23.723203830848817,55.04,1.3295726970958908,0
0.3151806077981799,537.1667971877042,0.0,223.1070100523352,250,0.003419838247910756,-0.003419838247910756,0.03309954929611103,9.748236011681627,0.31860044604609067,124,22.32481095104727,55.104,1.3287447262029244,0
0.3131963021034987,520.2642145909305,0.0,228.72725871773804,250,0.001984305694681221,-0.001984305694681221,0.03071395861340075,9.741316180926649,0.3151806077981799,125,22.88828381508758,53.408,1.3490781290435667,0
0.31128697286689355,528.9187809475914,0.0,231.56467731545072,250,0.0019093292366051395,-0.0019093292366051395,0.029875544352532483,9.745702773945892,0.3131963021034987,126,23.17080093566038,54.272,1.3386589747860378,0
0.3101333921114565,568.5795691447728,0.8,272.12874612101524,250,0.0011535807554370336,-0.0011535807554370336,0.03256901027528748,9.764039860296279,0.31128697286689355,127,27.182975848865407,58.232,1.2888112725684724,0
0.3092373231549655,506.71026426187694,0.0,201.4594281176189,250,0.0008960689564910251,-0.0008960689564910251,0.02964005253980145,9.735441597407718,0.3101333921114565,128,20.159307924628763,52.048,1.3660161836061813,0
0.3091544460567545,518.4716897801624,0.0,246.19340475380764,250,8.287709821097611e-05,-8.287709821097611e-05,0.029380824032315702,9.741313876825538,0.3092373231549655,129,24.63359137438145,53.224,1.3513928181992934,0
0.309187268334865,524.6868667553707,0.0,210.6834029902807,250,3.282227811046701e-05,3.282227811046701e-05,0.027935159121524798,9.74385059343654,0.3091544460567545,130,21.080059202952917,53.848,1.3437853255188592,0
0.30846101669838294,500.46033233264205,0.8,218.6421642494379,250,0.0007262516364820448,-0.0007262516364820448,0.026219560791563713,9.735067155552484,0.309187268334865,131,21.80498878697258,51.408,1.3689577886802207,0
0.3083017236274764,547.4946640949036,0.8,273.73250519456445,250,0.0001592930709065632,-0.0001592930709065632,0.024043363288667675,9.755785176316884,0.30846101669838294,132,27.345083653190752,56.12,1.3121165128414318,0
0.3087446785227264,493.53537070704516,0.0,183.74944421706445,250,0.0004429548952500362,0.0004429548952500362,0.022427938287848507,9.729052411036216,0.3083017236274764,133,18.385375057365568,50.728,1.383096363034629,0
0.30862132503788486,516.4026362714097,0.0,242.20082608309875,250,0.0001233534848415485,-0.0001233534848415485,0.02995966918363839,9.74050543744171,0.3087446785227264,134,24.236496116394385,53.016,1.3539516807981693,0
0.30879611121025363,507.6663373542169,0.0,225.5476546438887,250,0.00017478617236876826,0.00017478617236876826,0.022256739316587303,9.735853355212814,0.30862132503788486,135,22.568900371972045,52.144,1.36482994167893,0
