ITERATIONS,RewardStd,Traj,ConfortViolation,OmegaBefore,DeltaOmega,NormDeltaVar,Wins,ReturnsMean,RewardMean,ReturnsStd,TimestepsMean,TimestepsStd,NormDeltaOmega,Omega
480,0.4120965859539147,250,0,0.5623359941099569,0.023161631414701733,0.1320025521791942,71.2,1691.273000071697,9.95475467386929,566.9910643186996,169.896,56.23619105167063,0.023161631414701733,0.5854976255246587
481,0.27674200640373303,250,0,0.5854976255246587,0.027427284608764757,0.1322772116763667,85.6,1883.0515590174891,9.96703272684562,365.26721526215016,188.928,36.17870666566178,0.027427284608764757,0.6129249101334234
482,0.22345809290889068,250,0,0.6129249101334234,0.026781010331153765,0.14099257604652268,90.4,1929.829347446097,9.968126794659593,271.6535148333392,193.6,26.839970193724135,0.026781010331153765,0.6397059204645772
483,0.14262807621579596,250,0,0.6397059204645772,0.02336330904401107,0.14246601281973617,96.0,1983.7799448475168,9.971549505627296,141.00823018549755,198.944,13.919944827476868,0.02336330904401107,0.6630692295085883
484,0.18106335609883364,250,0,0.6630692295085883,0.013545026397709159,0.14656721622606886,93.60000000000001,1959.3853155724996,9.968382761357853,218.59930419402784,196.56,21.62050878217254,0.013545026397709159,0.6766142559062974
485,0.1808443426762873,250,0,0.6766142559062974,0.002041290592258438,0.15256866464370292,93.60000000000001,1962.375363052701,9.968177843855154,205.45875718024885,196.864,20.30264770910435,0.002041290592258438,0.6786555464985559
486,0.19297621971995246,250,0,0.6786555464985559,-0.017147366040353496,0.15864583512722139,92.80000000000001,1941.2640127130435,9.966239592127913,272.13143221742655,194.784,26.95049802879345,0.017147366040353496,0.6615081804582024
487,0.18106596566644959,250,0,0.6615081804582024,-0.02647508480585481,0.18115694458356785,93.60000000000001,1956.417405497405,9.969107483884702,247.58734261253738,196.248,24.545681819823223,0.02647508480585481,0.6350330956523476
488,0.2597123247268934,250,0,0.6350330956523476,-0.03531044412580031,0.23015412739755362,87.2,1898.9155507074058,9.964922075500661,332.7080233101973,190.56,32.93737087261217,0.03531044412580031,0.5997226515265472
489,0.276498882044538,250,0,0.5997226515265472,-0.042765329976867994,0.18303659670530262,85.6,1885.9008772693824,9.965656717762537,368.38772386016535,189.24,36.51485177294302,0.042765329976867994,0.5569573215496793
490,0.4239659809122884,250,0,0.5569573215496793,-0.03987175851694502,0.1738289488460861,68.8,1730.2138608512919,9.952909922062194,529.9300789683627,173.84,52.580969941605304,0.03987175851694502,0.5170855630327342
491,0.48547584445786635,250,0,0.5170855630327342,-0.04149780403236225,0.19617698391046098,60.8,1655.4670219443958,9.94680723625502,546.3852799334663,166.432,54.177831038165415,0.04149780403236225,0.475587759000372
492,0.559387871675344,250,0,0.475587759000372,-0.0367944019965003,0.20905330166463992,51.2,1548.8747992042156,9.938368148479388,615.3293431857644,155.848,61.10332966377528,0.0367944019965003,0.4387933570038717
493,0.6511545162281777,250,0,0.4387933570038717,-0.034778383265632484,0.20570815699302097,41.6,1363.1326260479757,9.925530276460474,668.6575856566005,137.336,66.40180045751771,0.034778383265632484,0.4040149737382392
494,0.7493725126493854,250,0,0.4040149737382392,-0.03524125347478563,0.19055225442450782,28.799999999999997,1249.2525597192407,9.908411799803623,684.6095257243431,126.08,68.1176159300955,0.03524125347478563,0.36877372026345356
495,0.8513959008410013,250,0,0.36877372026345356,-0.037191269303520014,0.17695641477793594,21.6,1060.5941010649321,9.888436088097002,660.5651616930493,107.256,65.71123544722013,0.037191269303520014,0.33158245095993355
496,1.0026762852668742,250,0,0.33158245095993355,-0.031728894787176,0.15607541815299447,11.200000000000001,858.6600007381038,9.852441719502751,590.3419055567699,87.152,58.789938731044785,0.031728894787176,0.29985355617275755
497,1.036379653528468,250,0,0.29985355617275755,-0.030786663628471544,0.15006817596214414,9.6,816.8122969106935,9.844907638013371,559.1956536343371,82.968,55.68869702192717,0.030786663628471544,0.269066892544286
498,1.1340834131442121,250,0,0.269066892544286,-0.025338724571939614,0.14169621374843286,4.8,713.7454835587242,9.817141884335447,503.6154964498608,72.704,50.23274215091188,0.025338724571939614,0.2437281679723464
499,1.130694974643629,250,0,0.2437281679723464,-0.020384678430785175,0.13498505213028916,4.8,718.5004033631693,9.81987212118917,472.76924185782224,73.168,47.14212315965415,0.020384678430785175,0.22334348954156122
500,1.1881651218168479,250,0,0.22334348954156122,-0.018043536453251963,0.12700054589052845,2.4,664.5347830550498,9.8037115404085,401.71913326256873,67.784,40.09360727098524,0.018043536453251963,0.20529995308830926
501,1.2723119594856356,250,0,0.20529995308830926,-0.014420579171347342,0.1168055518223763,0.8,585.2393645354404,9.77614867926367,313.29660960548523,59.864,31.29711654449975,0.014420579171347342,0.19087937391696191
502,1.2739404757311885,250,0,0.19087937391696191,-0.010969629640262019,0.11005711864999647,0.8,583.8535297018583,9.776515902576328,355.44084358926665,59.72,35.511710744485406,0.010969629640262019,0.1799097442766999
503,1.354392390171692,250,0,0.1799097442766999,-0.007891316943422488,0.10114122675326953,0.0,517.174739219845,9.747714475645449,249.52594596449674,53.056,24.956699781822117,0.007891316943422488,0.1720184273332774
504,1.3107842106308383,250,0,0.1720184273332774,-0.0049963256605000395,0.09347502675534956,0.0,554.3941443320891,9.764586169016646,279.43079873584185,56.776,27.945336355105837,0.0049963256605000395,0.16702210167277737
505,1.337485890908886,250,0,0.16702210167277737,-0.0014137991215486811,0.08815598681294376,0.0,531.3394880283349,9.755792597465021,254.2429698275089,54.464,25.42928831092211,0.0014137991215486811,0.1656083025512287
506,1.3775530193736432,250,0,0.1656083025512287,-0.0005175740415830077,0.07896887135628711,0.0,499.1021681577808,9.740479472243967,248.72535657432977,51.24,24.878070664744083,0.0005175740415830077,0.16509072850964568
507,1.3876813021677827,250,0,0.16509072850964568,0.0009989039788648457,0.07241621723905306,0.0,491.32025345733376,9.73605448353943,236.2523690469243,50.464,23.62898017266086,0.0009989039788648457,0.16608963248851052
508,1.3730657001568412,250,0,0.16608963248851052,0.002359384931574421,0.06587823285581236,0.0,502.5191584953739,9.741764083734761,222.75235650205028,51.584,22.2783065783735,0.002359384931574421,0.16844901742008495
509,1.3746341038556114,250,0,0.16844901742008495,0.005991056640514997,0.059438297111976485,0.8,497.2835757543442,9.741489887054229,259.14221345502074,51.048,25.858339003114644,0.005991056640514997,0.17444007406059994
510,1.3668869191655146,250,0,0.17444007406059994,0.006154624574916667,0.053670263922043125,0.0,507.3288630643494,9.744331266601671,259.4496412274353,52.064,25.949410474999237,0.006154624574916667,0.1805946986355166
511,1.3671948963230636,250,0,0.1805946986355166,0.006770111173206,0.04988257926895541,0.8,502.91443112097903,9.743382500018967,249.07547483941232,51.616,24.848914342481844,0.006770111173206,0.1873648098087226
512,1.3395350722568127,250,0,0.1873648098087226,0.010847689906705732,0.047151425727767225,0.8,525.1058950898616,9.753081260955824,301.2012461460738,53.84,30.077074325805025,0.010847689906705732,0.19821249971542834
513,1.3231056132410597,250,0,0.19821249971542834,0.011120644140257097,0.042480598394627006,0.8,538.8948450099526,9.758345013218031,283.9313214748075,55.224,28.34864765733985,0.011120644140257097,0.20933314385568544
514,1.3778083494237545,250,0,0.20933314385568544,0.009263013212385596,0.03985488120922786,0.0,498.36535270064905,9.736741026505333,223.93787992843025,51.184,22.40013714243732,0.009263013212385596,0.21859615706807103
515,1.281230864587127,250,0,0.21859615706807103,0.012133085821417061,0.03940302990445368,0.8,576.5472326355274,9.771986993822498,307.0803790324053,59.0,30.671159091237488,0.012133085821417061,0.2307292428894881
516,1.2189847820463633,250,0,0.2307292428894881,0.017515703162163332,0.04064930565677918,1.6,634.8768750990629,9.792646765471725,375.7349696243026,64.832,37.519218755192654,0.017515703162163332,0.24824494605165143
517,1.225053896044205,250,0,0.24824494605165143,0.017825981860264295,0.03701532781191862,1.6,628.1253997310092,9.789984409772586,350.8858488949532,64.16,35.019628781584764,0.017825981860264295,0.2660709279119157
518,1.180079396071159,250,0,0.2660709279119157,0.019993191433341162,0.041493734633094165,2.4,673.5348206072317,9.803429503482064,395.2622743638729,68.704,39.44292565213691,0.019993191433341162,0.2860641193452569
519,1.13515824162632,250,0,0.2860641193452569,0.017854565979432857,0.04401360973755677,0.8,742.1206019552674,9.816410078773378,392.7726294849369,75.6,39.268307832143726,0.017854565979432857,0.30391868532468974
520,1.0948374524428017,250,0,0.30391868532468974,0.01701409163333617,0.06034451024854396,5.6000000000000005,761.123033389428,9.82753632617276,485.6665483801024,77.448,48.41197471700571,0.01701409163333617,0.3209327769580259
521,1.0682264363901903,250,0,0.3209327769580259,0.010722444425943944,0.073080159684763,4.8,807.4905163479588,9.834013498002225,519.3035250043365,82.112,51.823117003900876,0.010722444425943944,0.33165522138396986
522,0.9494686918322407,250,0,0.33165522138396986,0.0034182238981839697,0.07826724886166772,12.0,952.2628424473644,9.866781772705615,584.7335085539177,96.512,58.237941721870634,0.0034182238981839697,0.3350734452821538
523,0.9297002385953854,250,0,0.3350734452821538,-0.010092070184901158,0.08819211200843602,12.8,985.3265251283046,9.871428680054345,588.1077050211939,99.816,58.57089843941272,0.010092070184901158,0.32498137509725267
524,0.9687983692687631,250,0,0.32498137509725267,-0.00922468820768707,0.10671371434048242,11.200000000000001,921.9776826714868,9.861989588733172,575.1083366542903,93.488,57.273046505315214,0.00922468820768707,0.3157566868895656
525,1.0462399616028537,250,0,0.3157566868895656,-0.009581705453307443,0.11157422843976644,11.200000000000001,786.5598825809741,9.840855302034008,566.574231415334,79.928,56.377325371109976,0.009581705453307443,0.30617498143625815
526,0.9467200575730095,250,0,0.30617498143625815,-0.02097014632759947,0.12341021113323188,12.0,958.4500279891164,9.86953237487763,598.7093211133991,97.112,59.63894244535193,0.02097014632759947,0.2852048351086587
527,1.049390352637143,250,0,0.2852048351086587,-0.021816938716782253,0.12191113619665309,8.799999999999999,803.184522044654,9.841982673814503,528.3468291126181,81.608,52.61055346601098,0.021816938716782253,0.26338789639187643
528,1.1506014085037626,250,0,0.26338789639187643,-0.026378530779454235,0.11801267838849522,4.8,692.6444779577786,9.81305222086845,456.17542936276493,70.584,45.468614933820014,0.026378530779454235,0.2370093656124222
529,1.2153925849549105,250,0,0.2370093656124222,-0.019259333052456695,0.11220520886023626,2.4,633.526188059838,9.793565855488467,433.4691615369507,64.688,43.271499350034084,0.019259333052456695,0.2177500325599655
530,1.1723631933482803,250,0,0.2177500325599655,-0.01709636365504441,0.10323302438271431,3.2,677.9708409857925,9.809741303764794,449.27968094264946,69.112,44.82288986667415,0.01709636365504441,0.2006536689049211
531,1.2672029826279145,250,0,0.2006536689049211,-0.009256387914893388,0.09501689219935652,0.8,590.3225451299835,9.778732857308233,364.38898317383394,60.368,36.41088540532899,0.009256387914893388,0.1913972809900277
532,1.270402149886432,250,0,0.1913972809900277,-0.009197105628554941,0.0889154707852212,0.8,587.3158166728097,9.77816689985365,313.75391455494116,60.064,31.334260865704174,0.009197105628554941,0.18220017536147276
533,1.347152759963091,250,0,0.18220017536147276,-0.006148179687180566,0.08051897446469967,0.8,518.8737911314435,9.75033431921684,315.84433978070297,53.216,31.5449099539054,0.006148179687180566,0.1760519956742922
534,1.384516572249826,250,0,0.1760519956742922,-0.005422415751167475,0.0767128434997159,0.0,493.6208797765203,9.736880222828631,217.42630174427384,50.696,21.74625448209415,0.005422415751167475,0.17062957992312472
535,1.3462827666110277,250,0,0.17062957992312472,-0.005378649097708521,0.06800654274964152,0.0,523.939730551546,9.75170731371996,275.59557925210646,53.728,27.56414366527645,0.005378649097708521,0.1652509308254162
536,1.3350932587441104,250,0,0.1652509308254162,0.00011533847251063434,0.06589980426960848,1.6,524.8158620514307,9.756392438493284,311.47656000265886,53.792,31.054351321513703,0.00011533847251063434,0.16536626929792683
537,1.3082477904429108,250,0,0.16536626929792683,0.003621583510730858,0.06110571505711097,0.8,552.3055798518573,9.76633151527545,297.8485121095601,56.552,29.740331134672996,0.003621583510730858,0.1689878528086577
538,1.3244253139314222,250,0,0.1689878528086577,0.00547380722643051,0.06254092164006224,0.8,538.0258697433595,9.759575347252927,306.6028900392528,55.128,30.629913744573297,0.00547380722643051,0.1744616600350882
539,1.3424197352865328,250,0,0.1744616600350882,0.003898680397466492,0.061337874166469554,1.6,518.5885026273506,9.752303720237526,299.0008072434953,53.176,29.813571137990163,0.003898680397466492,0.1783603404325547
540,1.2914314941382732,250,0,0.1783603404325547,0.0047409041696485354,0.058862498380059206,0.0,572.0615132045637,9.771479796470409,312.7569626110244,58.544,31.28028235166684,0.0047409041696485354,0.18310124460220323
541,1.3309576229961826,250,0,0.18310124460220323,0.007231652092313884,0.057706019183248525,0.0,536.7087129371511,9.756921046705044,287.9972117164838,55.008,28.808469865648885,0.007231652092313884,0.1903328966945171
542,1.2348215874939517,250,0,0.1903328966945171,0.007866048837093603,0.05597633731349535,0.8,623.4577637958304,9.790479959105378,338.71164844822886,63.68,33.84283676053176,0.007866048837093603,0.19819894553161072
543,1.2757128090836711,250,0,0.19819894553161072,0.009028720005833962,0.05366031365412536,1.6,577.3867878335188,9.775612688499235,328.6201220190844,59.064,32.780907614036565,0.009028720005833962,0.20722766553744468
544,1.335030755178049,250,0,0.20722766553744468,0.011550618267661378,0.0478380972376361,0.0,532.9010742390999,9.752947917992312,279.14307775568767,54.64,27.919999999999998,0.011550618267661378,0.21877828380510606
545,1.3348640553552764,250,0,0.21877828380510606,0.014034389996474161,0.05046129509718927,0.0,532.8421603207863,9.75186969840385,260.31240717396093,54.64,26.043471350801145,0.014034389996474161,0.23281267380158022
546,1.2594007581354245,250,0,0.23281267380158022,0.015812992542795834,0.05329327090004467,0.0,602.4473034884205,9.778718729522472,313.0787308510796,61.608,31.32102067302405,0.015812992542795834,0.24862566634437605
547,1.1412199808240562,250,0,0.24862566634437605,0.021728683803794946,0.057657919957047714,2.4,722.6392088616187,9.817400402967325,462.08514624906695,73.608,46.140463109942885,0.021728683803794946,0.270354350148171
548,1.1949243076890999,250,0,0.270354350148171,0.028627707228267962,0.05543756578793759,1.6,661.366870530976,9.797447122110924,411.1802021905125,67.504,41.07293493287276,0.028627707228267962,0.29898205737643896
549,1.0857466710928494,250,0,0.29898205737643896,0.028405816612573354,0.05944357976099801,6.4,767.8402720106486,9.829991192270695,495.40252061132634,78.112,49.36868902452242,0.028405816612573354,0.3273878739890123
550,0.9527147632695674,250,0,0.3273878739890123,0.03348650704815054,0.0738710538213647,12.8,937.0405064980666,9.866076761477284,602.1190168458924,94.976,59.96245011671888,0.03348650704815054,0.36087438103716285
551,0.8426529948943592,250,0,0.36087438103716285,0.031447311629333285,0.08140946758845594,20.8,1094.1943883311042,9.890396886353894,645.1479336602387,110.632,64.19290128978437,0.031447311629333285,0.39232169266649614
552,0.814591985946556,250,0,0.39232169266649614,0.016543119528003858,0.08565595811433079,23.200000000000003,1136.4645350190237,9.893311990903127,656.6985133554211,114.872,65.35502747302614,0.016543119528003858,0.4088648121945
553,0.6827095350582478,250,0,0.4088648121945,0.01117869610133193,0.10166058589694157,39.2,1289.5363231715955,9.921952505013508,708.4581618716728,129.968,70.3889691357957,0.01117869610133193,0.4200435082958319
554,0.5840387916799868,250,0,0.4200435082958319,-0.00197064157344945,0.1132623611252803,48.8,1490.0388509840225,9.938893082871015,667.5835647627177,149.92,66.32159226074114,0.00197064157344945,0.4180728667223825
555,0.6600191226126956,250,0,0.4180728667223825,-0.01680633560883532,0.11043070017963727,41.6,1326.3602496468714,9.925468822189831,691.6457462655885,133.632,68.68857675043209,0.01680633560883532,0.40126653111354715
556,0.6985896059928506,250,0,0.40126653111354715,-0.02867548068175263,0.11923429684494488,39.2,1230.7433230228255,9.918310578160863,698.418154373287,124.088,69.3388221417122,0.02867548068175263,0.3725910504317945
557,0.74116794692322,250,0,0.3725910504317945,-0.03765791880904129,0.11779622644465369,35.199999999999996,1163.6964855805174,9.91223582266199,718.7132697466621,117.4,71.39333302206866,0.03765791880904129,0.33493313162275323
558,0.8355162043750659,250,0,0.33493313162275323,-0.038364182977423944,0.12260346602478704,26.400000000000002,1035.3142744250047,9.894058432960673,690.8334834051508,104.64,68.65209683614914,0.038364182977423944,0.2965689486453293
559,0.9352053196498596,250,0,0.2965689486453293,-0.02820316285998825,0.12907429534626902,15.2,947.3241616967863,9.872896465907813,642.8093128740869,95.952,63.99785696412029,0.02820316285998825,0.26836578578534104
560,1.0689586312869825,250,0,0.26836578578534104,-0.02601340290539672,0.13339680601891832,8.0,780.096416432254,9.837777648711839,541.7855854987412,79.296,53.97436784252317,0.02601340290539672,0.24235238287994432
561,1.1284532867063088,250,0,0.24235238287994432,-0.02546785944605634,0.12799101818232464,5.6000000000000005,715.5498354976938,9.821426313518362,477.1103890820749,72.856,47.53923920299946,0.02546785944605634,0.21688452343388798
562,1.2166737853017247,250,0,0.21688452343388798,-0.02350743485642018,0.11713852127236743,2.4,632.4248938257531,9.794710906730163,401.26880708383953,64.568,40.031854516122536,0.02350743485642018,0.1933770885774678
563,1.3117605992410277,250,0,0.1933770885774678,-0.01775503789760638,0.1082015686297895,0.0,553.3118877620976,9.763408522058471,288.3028574118473,56.672,28.836026355931914,0.01775503789760638,0.17562205067986142
564,1.301815903136556,250,0,0.17562205067986142,-0.01809472342631263,0.09999192740450871,0.0,562.4862269497751,9.76809924544622,308.4326490246533,57.584,30.848321575087354,0.01809472342631263,0.1575273272535488
565,1.3856154354968528,250,0,0.1575273272535488,-0.01472578835231711,0.09372769590326284,0.0,492.9387354558279,9.737253781918218,229.87972305622085,50.624,22.990663844265136,0.01472578835231711,0.14280153890123168
566,1.375801903991144,250,0,0.14280153890123168,-0.012843626560408355,0.08812809560375506,0.0,500.5930157119993,9.742196320099628,266.6833333581221,51.384,26.67036827642243,0.012843626560408355,0.12995791234082332
567,1.3623746037174833,250,0,0.12995791234082332,-0.004480129723523962,0.08239836456426879,0.8,507.12756085625114,9.747954037679747,292.20134194746186,52.024,29.182587685124844,0.004480129723523962,0.12547778261729936
568,1.416769891021317,250,0,0.12547778261729936,0.0009289021586899593,0.07823399076390546,0.8,466.7023020118724,9.727828539517102,229.39780750809615,47.976,22.875826192730177,0.0009289021586899593,0.12640668477598932
569,1.4535123966153662,250,0,0.12640668477598932,0.0021221477255863597,0.07163098324828887,0.0,445.38227955306513,9.712628217748282,179.1329129659,45.856,17.91254487782236,0.0021221477255863597,0.12852883250157568
570,1.414026060318554,250,0,0.12852883250157568,0.007403653207034039,0.06908439974693616,0.0,472.31142465688987,9.72794992290513,232.0590225567263,48.552,23.208086866435156,0.007403653207034039,0.13593248570860972
571,1.3798488534842845,250,0,0.13593248570860972,0.0052282110901815115,0.06328187285521603,0.0,497.59570802429204,9.74149780783657,276.06940673496433,51.08,27.609447658365063,0.0052282110901815115,0.14116069679879123
572,1.399798683598099,250,0,0.14116069679879123,0.010122302614026357,0.059653480215517765,0.0,482.5244680754438,9.733025417045422,251.53262615498227,49.576,25.154646171234454,0.010122302614026357,0.1512829994128176
573,1.3998167077121344,250,0,0.1512829994128176,0.010288564099917519,0.05492082541092028,0.0,482.3981857586461,9.732048615208322,217.08832561150194,49.568,21.71131907554214,0.010288564099917519,0.1615715635127351
574,1.296484468747304,250,0,0.1615715635127351,0.01562034513950289,0.05326807753891539,2.4,553.880084579809,9.77067606159697,334.8116172108096,56.688,33.35396012469884,0.01562034513950289,0.177191908652238
575,1.3154426750884103,250,0,0.177191908652238,0.021105588190996977,0.0511098905562422,1.6,541.4231610770831,9.763112396802564,324.01063270857816,55.456,32.31383703616765,0.021105588190996977,0.19829749684323497
576,1.2527360405328523,250,0,0.19829749684323497,0.01812523394784779,0.04695166802636268,0.0,609.6490397470031,9.783814349515394,334.53560631248115,62.312,33.46243649228191,0.01812523394784779,0.21642273079108276
577,1.2302610101197515,250,0,0.21642273079108276,0.019862961481499325,0.05150527944245702,3.2,612.797229280761,9.7903442817095,391.54707621083395,62.592,39.018579369320975,0.019862961481499325,0.2362856922725821
578,1.2535313164283597,250,0,0.2362856922725821,0.019179115772810812,0.05497288027321224,1.6,598.5584891512108,9.780367469791027,339.927955745421,61.2,33.92037735639154,0.019179115772810812,0.2554648080453929
579,1.1051619607960432,250,0,0.2554648080453929,0.022616560747592718,0.06137172912372101,6.4,740.8705481030189,9.82795484589593,492.43692081067934,75.384,49.04785972904424,0.022616560747592718,0.2780813687929856
580,1.0525621377264336,250,0,0.2780813687929856,0.008090411875396275,0.06847033292224157,8.0,805.4153395981858,9.84230300613679,538.7336124392164,81.832,53.666635594193906,0.008090411875396275,0.2861717806683819
581,1.0807887810831958,250,0,0.2861717806683819,0.0010720758764840022,0.07914788350202928,8.0,762.2613463751244,9.833092703497478,537.054161248791,77.52,53.48713490176866,0.0010720758764840022,0.2872438565448659
582,0.9811419839902883,250,0,0.2872438565448659,-0.0032953930108651774,0.0901148052019441,12.8,882.5090528796018,9.860877054612516,586.6030476092666,89.496,58.38158942680475,0.0032953930108651774,0.2839484635340007
583,0.9913683635514912,250,0,0.2839484635340007,-0.009335106863589404,0.08196701813665583,11.200000000000001,879.7949270506848,9.858750863409734,577.8844443767156,89.24,57.53807782677486,0.009335106863589404,0.2746133566704113
584,1.0502318861838755,250,0,0.2746133566704113,-0.006531897701774592,0.08473852886907902,12.0,774.0032800484419,9.84336249934431,554.0191740253532,78.632,55.075444401293765,0.006531897701774592,0.2680814589686367
585,1.0112507742664356,250,0,0.2680814589686367,-0.023857747969216136,0.08165313124771366,12.0,837.0408118823241,9.85403103082412,599.4509140152613,84.944,59.680389274869846,0.023857747969216136,0.24422371099942058
586,1.146052765128313,250,0,0.24422371099942058,-0.01866466120104579,0.08344479821414444,7.199999999999999,681.0604462379413,9.81581411042807,470.42629604366977,69.384,46.79654414590889,0.01866466120104579,0.2255590497983748
587,1.2317246591490216,250,0,0.2255590497983748,-0.014126120074894055,0.08259972541446696,4.0,606.0117768183716,9.788276534732711,403.24610986224576,61.912,40.15888763399704,0.014126120074894055,0.21143292972348074
588,1.2344192794773836,250,0,0.21143292972348074,-0.013305129731328025,0.08092838641218139,4.0,603.4548354976833,9.788717160292036,370.23055144755165,61.648,36.83569051884327,0.013305129731328025,0.19812779999215271
589,1.2980085160025077,250,0,0.19812779999215271,-0.007186416587593503,0.07434861272638352,2.4,552.0309015957876,9.76700108980516,331.0556063813124,56.52,32.982079982924056,0.007186416587593503,0.1909413834045592
590,1.287447954344742,250,0,0.1909413834045592,-0.006525176615596373,0.06974445958535679,0.0,575.5874129976526,9.7716184469247,306.62881258965916,58.904,30.670748018266526,0.006525176615596373,0.18441620678896284
591,1.3012541852884343,250,0,0.18441620678896284,-0.007093741178177404,0.06922697239575326,0.8,558.3754511739986,9.76727279551495,288.5579618367862,57.168,28.81408988672035,0.007093741178177404,0.17732246561078543
592,1.2995480194964297,250,0,0.17732246561078543,-0.0021681657121137843,0.06792275829157911,0.0,564.5651529271884,9.768915298435568,331.5772256505041,57.792,33.16245973989264,0.0021681657121137843,0.17515429989867165
593,1.3344626751674282,250,0,0.17515429989867165,-0.0013692203079129772,0.0626386601160423,0.0,533.7673365670703,9.755946347548441,277.2785127831677,54.712,27.734978925537334,0.0013692203079129772,0.17378507959075867
594,1.3445397709604825,250,0,0.17378507959075867,-0.0034819776591227536,0.05115496217752039,0.8,521.1570241981436,9.752189824067058,274.7262177945009,53.44,27.418650586781254,0.0034819776591227536,0.17030310193163592
595,1.3188200704940152,250,0,0.17030310193163592,-0.0005074463721278788,0.046140446191155475,0.8,542.9301632045319,9.762121749218423,308.6068251654506,55.616,30.817341611501792,0.0005074463721278788,0.16979565555950804
596,1.296285419827115,250,0,0.16979565555950804,0.0016289081185522636,0.04526322567451234,0.8,563.0805039265584,9.770275262468045,323.67961650961087,57.632,32.329190772427324,0.0016289081185522636,0.1714245636780603
597,1.3294000694834411,250,0,0.1714245636780603,0.0010236789307883631,0.04222773580261912,0.8,533.7973233642125,9.757921237280867,310.68796141200164,54.704,31.026188679887834,0.0010236789307883631,0.17244824260884867
598,1.349754653603549,250,0,0.17244824260884867,0.0028495459201431095,0.041650748965780804,0.0,521.0619808961751,9.750411319164954,272.20924841278156,53.44,27.224812212391843,0.0028495459201431095,0.17529778852899178
599,1.3022906963932621,250,0,0.17529778852899178,0.005594539521994291,0.046122482210179956,0.8,557.5368941998714,9.767640052555564,300.1216925929996,57.08,29.966808305189925,0.005594539521994291,0.18089232805098607
600,1.3219538915338664,250,0,0.18089232805098607,0.003632348690663534,0.054593197726773415,0.8,540.0796805301959,9.760005792435232,317.6072906950327,55.336,31.723289615044656,0.003632348690663534,0.1845246767416496
601,1.2940804405887645,250,0,0.1845246767416496,0.0018163758401741337,0.05377140790497866,1.6,560.3046621545495,9.76957494341173,338.3071794372456,57.352,33.75517880266671,0.0018163758401741337,0.18634105258182374
602,1.288397947231582,250,0,0.18634105258182374,0.006462008103530481,0.056015556854984355,0.0,574.733953037307,9.771727982816017,325.77971383954457,58.816,32.58769927441948,0.006462008103530481,0.19280306068535422
603,1.3409285919392475,250,0,0.19280306068535422,0.008243545578912853,0.05010087387897668,0.8,523.8997268102804,9.752414869886083,287.60472097876374,53.72,28.713369708203878,0.008243545578912853,0.20104660626426707
604,1.219738861615591,250,0,0.20104660626426707,0.0013316120868115677,0.06805759806591553,2.4,629.2949859160051,9.794779384821394,419.8170280680548,64.248,41.893513770033664,0.0013316120868115677,0.20237821835107864
605,1.2545601001388824,250,0,0.20237821835107864,0.00216668387208524,0.06711715975674079,2.4,593.144749468137,9.782701370037882,390.84203178725284,60.632,38.98708216832852,0.00216668387208524,0.20454490222316388
606,1.269584857719354,250,0,0.20454490222316388,0.006581643030713569,0.05563953015250916,0.8,587.8878759098488,9.777273082587959,329.51050709753616,60.128,32.91758824701469,0.006581643030713569,0.21112654525387745
607,1.1588478988749713,250,0,0.21112654525387745,0.0072980471124292345,0.05998402172602756,2.4,700.34452774532,9.81424506369563,438.34216863946375,71.36,43.75667263401092,0.0072980471124292345,0.21842459236630668
608,1.181735077382688,250,0,0.21842459236630668,0.015476906497330523,0.06664146222856722,3.2,666.6427802958877,9.805877563778061,475.99156286675174,67.984,47.504607608104706,0.015476906497330523,0.2339014988636372
609,1.1256875023575412,250,0,0.2339014988636372,0.018733284794079486,0.07707924452251871,7.199999999999999,707.0743698741189,9.822660172734484,500.2509215577211,71.984,49.810197188929095,0.018733284794079486,0.2526347836577167
610,1.154269561794783,250,0,0.2526347836577167,0.01854464696518382,0.0749722573671381,3.2,699.7583372359035,9.81263093498855,476.69297363701327,71.312,47.57603026735206,0.01854464696518382,0.2711794306229005
611,0.918535638733915,250,0,0.2711794306229005,0.01708123018274016,0.07274799973963422,19.2,936.8954720334186,9.877862179839516,630.827736595849,94.848,62.701075716450035,0.01708123018274016,0.28826066080564067
612,0.9543614279866858,250,0,0.28826066080564067,0.01439183545145023,0.07646018522195097,16.8,891.5850859927042,9.868780284166123,631.2079254402543,90.344,62.763697023040315,0.01439183545145023,0.3026524962570909
613,0.952059450421493,250,0,0.3026524962570909,0.006436399191473707,0.07447043503631709,16.8,895.6790992506361,9.86778489391235,632.6541160198872,90.768,62.92155573410435,0.006436399191473707,0.3090888954485646
614,0.9225046992567665,250,0,0.3090888954485646,0.011350478168248301,0.0757065953060041,20.0,918.9707826151308,9.875459751280205,646.8727280673411,93.056,64.27893017155777,0.011350478168248301,0.3204393736168129
615,0.8200491468780113,250,0,0.3204393736168129,0.006900042490366076,0.08489797289632858,27.200000000000003,1064.383107220707,9.899396458525919,669.8112106714929,107.52,66.51262737255234,0.006900042490366076,0.327339416107179
616,0.8945461392771549,250,0,0.327339416107179,-0.00014035600771045154,0.08448032199117403,22.400000000000002,949.1503202821006,9.881218458837559,647.3040753521627,96.056,64.29087698888544,0.00014035600771045154,0.32719906009946853
