RewardMean,NormDeltaOmega,OmegaBefore,Wins,Omega,ReturnsStd,DeltaOmega,ITERATIONS,ReturnsMean,RewardStd,TimestepsStd,NormDeltaVar,Traj,TimestepsMean,ConfortViolation
8.605560729465205,0.12129971810705875,5.1168268055922494,43.2,4.995527087485191,315.1530737987478,-0.12129971810705875,27,1471.1378178235357,0.5063398232905744,35.881996822919426,0.2350860026589286,250,170.952,0
8.675367978179638,0.12215823040224016,4.995527087485191,58.4,4.8733688570829505,283.8661735151551,-0.12215823040224016,28,1571.1438423202453,0.4272240089196101,32.01820082390639,0.23324709081279058,250,181.104,0
8.743005106776877,0.12189689471862852,4.8733688570829505,68.8,4.751471962364322,248.94260790005958,-0.12189689471862852,29,1630.045872107481,0.36965287220192317,27.829595757035353,0.23353587422309982,250,186.44,0
8.79965016798587,0.12120476609442665,4.751471962364322,69.6,4.630267196269895,223.9542992575065,-0.12120476609442665,30,1664.6826201788951,0.365553138585829,24.859626384964034,0.21852220686414897,250,189.176,0
8.873271817196965,0.12088340033802769,4.630267196269895,83.2,4.509383795931868,189.0678864946839,-0.12088340033802769,31,1721.6986772343612,0.2739106000581583,20.83955316219616,0.2078562035249601,250,194.032,0
8.93280606920459,0.12234115170692217,4.509383795931868,87.2,4.3870426442249455,149.1173462466201,-0.12234115170692217,32,1750.7585271155458,0.2433713844346316,16.215792795913494,0.18769385785615156,250,195.992,0
8.99910499244871,0.12331887495906102,4.3870426442249455,92.80000000000001,4.2637237692658845,105.99969486604837,-0.12331887495906102,33,1782.61470974418,0.18633213636446214,11.357475775893164,0.18295948456642974,250,198.088,0
9.05446493164639,0.12446269997339954,4.2637237692658845,93.60000000000001,4.139261069292485,74.2253526594101,-0.12446269997339954,34,1806.1122288453687,0.17620222661390694,7.895898682227374,0.1755988513016664,250,199.472,0
9.109935397904366,0.12388999687601476,4.139261069292485,96.0,4.01537107241647,94.47455303825852,-0.12388999687601476,35,1816.593997825314,0.14392727555554805,10.116201658725474,0.1631979698085069,250,199.408,0
9.158010492979223,0.12390672605953057,4.01537107241647,95.19999999999999,3.8914643463569396,63.49963480956289,-0.12390672605953057,36,1829.9902887490796,0.1571080319460086,6.563004190155603,0.1377024392125991,250,199.824,0
9.211611082040532,0.12436044022475379,3.8914643463569396,96.8,3.767103906132186,43.01426536810269,-0.12436044022475379,37,1844.901467511078,0.1319234577025375,4.268208054910163,0.12373352150232783,250,200.28,0
9.257348865051815,0.12314375880048622,3.767103906132186,96.0,3.6439601473316996,110.60404489783626,-0.12314375880048622,38,1845.8413049004116,0.1457101766487671,11.723409742903298,0.12846675294194948,250,199.392,0
9.307338226473407,0.12296064704277221,3.6439601473316996,98.4,3.5209995002889274,27.125307954638416,-0.12296064704277221,39,1867.796635288683,0.10212635132152445,2.58797217913949,0.12665057387137332,250,200.68,0
9.349667964606624,0.12273729422895885,3.5209995002889274,96.8,3.3982622060599685,92.7869222762475,-0.12273729422895885,40,1865.6701443294642,0.13314747663547574,9.628710401710086,0.12141578409939334,250,199.544,0
9.393707146073536,0.12092302691674739,3.3982622060599685,98.4,3.277339179143221,43.17908974057726,-0.12092302691674739,41,1883.7764562450031,0.10058955625516308,4.431783388208408,0.12203538116332491,250,200.536,0
9.433383144545973,0.11917579898540787,3.277339179143221,96.8,3.1581633801578133,86.82644468217349,-0.11917579898540787,42,1885.2427546712238,0.13255577558619971,8.943427530874278,0.11038214884181208,250,199.848,0
9.475667938006342,0.11807061942367536,3.1581633801578133,98.4,3.040092760734138,29.944739368260553,-0.11807061942367536,43,1902.031873860137,0.09981583888270759,2.854823287000441,0.11629366208725676,250,200.728,0
9.506650639769353,0.11257970002322448,3.040092760734138,95.19999999999999,2.9275130607109134,73.1490765249382,-0.11257970002322448,44,1898.211946544026,0.15823673210529432,7.31439785628318,0.10722068107578644,250,199.672,0
9.545860027413331,0.10971163580188259,2.9275130607109134,97.6,2.817801424909031,42.796078233466766,-0.10971163580188259,45,1914.1358526969211,0.11464345574172452,4.3129572221388885,0.09605032551015906,250,200.52,0
9.572134655809611,0.10583170408833009,2.817801424909031,88.0,2.7119697208207008,107.86913453063681,-0.10583170408833009,46,1891.6069621424722,0.2410972660974736,10.832384040459422,0.09632185127587813,250,197.616,0
9.602504715720128,0.10422022101581785,2.7119697208207008,86.4,2.607749499804883,147.32776886459675,-0.10422022101581785,47,1886.1623862806105,0.2565970175567577,14.880464508878745,0.09390340035903887,250,196.424,0
9.6146532932418,0.10093555881066951,2.607749499804883,62.4,2.5068139409942134,267.20605970337914,-0.10093555881066951,48,1792.6328772183472,0.43499885276379696,27.241279265115285,0.13509138343600743,250,186.448,0
9.625100567726943,0.10157790955410517,2.5068139409942134,41.6,2.4052360314401082,224.94503183816983,-0.10157790955410517,49,1757.0813588396884,0.5473363799192558,22.76258544190444,0.1314225738359632,250,182.552,0
9.630330277714382,0.09894505916816954,2.4052360314401082,29.599999999999998,2.3062909722719387,285.2922786795049,-0.09894505916816954,50,1656.416807766874,0.6204950470957391,28.98358155922073,0.11434550642810223,250,172.0,0
9.663083231889235,0.09604781605966606,2.3062909722719387,44.0,2.2102431562122726,316.63896217392244,-0.09604781605966606,51,1681.0672636853064,0.5527196929148225,31.964213990023282,0.13385256675538446,250,173.968,0
9.702256675870467,0.09420732296567103,2.2102431562122726,60.0,2.1160358332466016,269.4477814397366,-0.09420732296567103,52,1797.6341169052803,0.45474129609085606,27.112683378817376,0.15554894821583007,250,185.28,0
9.72739056100596,0.09070539614365103,2.1160358332466016,64.8,2.0253304371029506,226.16492993849647,-0.09070539614365103,53,1845.869632856491,0.42325272068882414,22.628972579416857,0.1363585861216993,250,189.76,0
9.753498599200228,0.08597243843548075,2.0253304371029506,68.0,1.9393579986674698,180.16357534114124,-0.08597243843548075,54,1874.7004587550773,0.4011958235079122,17.90700242921746,0.13244984367346105,250,192.208,0
9.774712386230132,0.08254883983645445,1.9393579986674698,78.4,1.8568091588310154,233.09463042298714,-0.08254883983645445,55,1882.453210189744,0.33121160913270803,23.322841679349455,0.13795752400784336,250,192.584,0
9.772155949855664,0.07645138396484552,1.8568091588310154,58.4,1.7803577748661699,258.2038737552738,-0.07645138396484552,56,1813.2430808076178,0.46667151485301733,25.761818569347934,0.13469237416465119,250,185.552,0
9.780712091862553,0.07059891628768544,1.7803577748661699,57.599999999999994,1.7097588585784844,370.9201774724611,-0.07059891628768544,57,1755.2074691572864,0.4802427540399462,37.22053282799697,0.13946560743191685,250,179.456,0
9.785154440123343,0.06774400053108898,1.7097588585784844,48.8,1.6420148580473954,430.0975789411377,-0.06774400053108898,58,1663.7893797630518,0.5419964235765543,43.142171665320696,0.15048242212860063,250,170.032,0
9.79230208562683,0.06246302037050411,1.6420148580473954,48.0,1.5795518376768913,460.26495502606537,-0.06246302037050411,59,1623.7987010469835,0.5534777142976213,46.19975134132218,0.15526353004382076,250,165.824,0
9.793384045404034,0.058804112856408075,1.5795518376768913,41.6,1.5207477248204833,471.6534707743442,-0.058804112856408075,60,1603.2944888411853,0.5907384033631493,47.312039228932,0.16961966477144128,250,163.712,0
9.793587858826164,0.0539418304947028,1.5207477248204833,34.4,1.4668058943257805,482.8213926333442,-0.0539418304947028,61,1489.5655389760243,0.6491710064175522,48.398582458580336,0.1759559697862772,250,152.096,0
9.823529790804487,0.04825563485104034,1.4668058943257805,49.6,1.4185502594747401,423.82974266781696,-0.04825563485104034,62,1665.5991230904824,0.5405598410368705,42.33702039586631,0.18768950606114934,250,169.552,0
9.819927001638138,0.04147405591084152,1.4185502594747401,38.4,1.3770762035638986,452.60744450403166,-0.04147405591084152,63,1597.6628434585189,0.6095201244765145,45.27466823732671,0.20327799357097623,250,162.696,0
9.837244148485519,0.03655047019120761,1.3770762035638986,48.8,1.340525733372691,405.2203365228724,-0.03655047019120761,64,1666.9800444257623,0.5457017634539489,40.375537940688794,0.20730909742789044,250,169.456,0
9.83970137307171,0.031625593444724265,1.340525733372691,46.400000000000006,1.3089001399279667,472.9628002631701,-0.031625593444724265,65,1615.836400680344,0.5670761873408374,47.22771796307757,0.20355746485294246,250,164.216,0
9.863612716395716,0.026047234014046072,1.3089001399279667,60.8,1.2828529059139206,366.98326609222363,-0.026047234014046072,66,1776.7917402806588,0.46421818721410946,36.50870449632526,0.20988606927494266,250,180.136,0
9.849158147582461,0.026451253381266415,1.2828529059139206,44.0,1.2564016525326542,430.27510831001456,-0.026451253381266415,67,1671.520327542515,0.5704337213819496,42.92259377064718,0.20399344896851687,250,169.712,0
9.844322990157544,0.02639609001767851,1.2564016525326542,38.4,1.2300055625149757,516.0074633478089,-0.02639609001767851,68,1547.3700648849233,0.6211767718643122,51.53443648668335,0.19325272084034403,250,157.184,0
9.86275637869984,0.025575487755729265,1.2300055625149757,48.8,1.2044300747592465,497.6601189372449,-0.025575487755729265,69,1655.5228347030409,0.5488064356223504,49.68278639528987,0.1896356929473289,250,167.856,0
9.869179888513933,0.02380529033330414,1.2044300747592465,48.8,1.1806247844259423,424.8870587462977,-0.02380529033330414,70,1732.5542677883982,0.5368212369308191,42.35912293709585,0.19523029118723134,250,175.552,0
9.87864390791245,0.02440286062474506,1.1806247844259423,57.599999999999994,1.1562219238011973,440.8029753342458,-0.02440286062474506,71,1729.3158879435216,0.48998059392257465,43.87642720185863,0.20061767786240062,250,175.056,0
9.869587427106113,0.023714227790371467,1.1562219238011973,48.0,1.1325076960108258,455.1544386175114,-0.023714227790371467,72,1656.3536403666562,0.5537941158798798,45.312084745683464,0.2076622873015692,250,167.824,0
9.867813631521669,0.02616170425058373,1.1325076960108258,40.8,1.106345991760242,482.1106281208679,-0.02616170425058373,73,1612.0849773544319,0.598145062497954,48.06221567926306,0.1979984658296642,250,163.368,0
9.873160858456172,0.025450000267464024,1.106345991760242,43.2,1.080895991492778,458.3918767877533,-0.025450000267464024,74,1630.730232669489,0.5831965327649208,45.62152755005032,0.19374944754228715,250,165.168,0
9.87268897476654,0.02319206031357335,1.080895991492778,40.8,1.0577039311792047,514.3108056205836,-0.02319206031357335,75,1576.3919939789232,0.6054250681943271,51.27834256291832,0.19500220776701466,250,159.672,0
9.878016552340673,0.022322007845283265,1.0577039311792047,42.4,1.0353819233339214,493.6951909827721,-0.022322007845283265,76,1614.067904652466,0.5905503342193429,49.184225113343,0.19549286243985178,250,163.4,0
9.88727444384755,0.023580617943891102,1.0353819233339214,49.6,1.0118013053900303,485.9499234331852,-0.023580617943891102,77,1626.812587892901,0.5510849417659721,48.31389762790827,0.19337118677538295,250,164.536,0
9.88292565234674,0.024318633388325406,1.0118013053900303,44.800000000000004,0.9874826720017049,537.4622266519569,-0.024318633388325406,78,1568.143579109162,0.5872394372199063,53.51557171515596,0.19147471740006725,250,158.672,0
9.877464381655416,0.026247193431760518,0.9874826720017049,39.2,0.9612354785699444,577.9001851064673,-0.026247193431760518,79,1458.9409990280317,0.6383457318360652,57.56457577364746,0.18831786322781563,250,147.704,0
9.875933746890551,0.02409587756149445,0.9612354785699444,34.4,0.93713960100845,533.2828515746465,-0.02409587756149445,80,1501.7739892871648,0.6533076919309247,53.127882547679235,0.1841132024411065,250,152.064,0
9.877623655210881,0.01756865416706499,0.93713960100845,35.199999999999996,0.919570946841385,569.1667129961278,-0.01756865416706499,81,1446.6372500475645,0.6617658403168291,56.71874526115683,0.18065310008535262,250,146.456,0
9.886855208370983,0.017463652561760856,0.919570946841385,40.8,0.9021072942796241,567.2106475909534,-0.017463652561760856,82,1479.785392747302,0.6260995718274958,56.45129242098891,0.18018361242535927,250,149.672,0
9.885236990024627,0.01812623192022844,0.9021072942796241,36.8,0.8839810623593957,524.7049572748842,-0.01812623192022844,83,1497.1784535611698,0.6430899318233388,52.19509616812675,0.18292425544055207,250,151.456,0
9.87543820128174,0.021045138389483187,0.8839810623593957,28.799999999999997,0.8629359239699125,561.6265884861327,-0.021045138389483187,84,1394.411874020982,0.7063276677595601,55.96255891218699,0.18225593089595857,250,141.2,0
9.88612675389206,0.02065696400988193,0.8629359239699125,36.0,0.8422789599600305,573.9314296185639,-0.02065696400988193,85,1438.9455212824973,0.6601705893566354,57.13331161415379,0.18134939264111036,250,145.552,0
9.881167500929353,0.021836883476733737,0.8422789599600305,32.800000000000004,0.8204420764832968,591.3011506450501,-0.021836883476733737,86,1343.6016321063696,0.6995235044135899,58.843176528804086,0.1794010936163729,250,135.976,0
9.875281808684917,0.025696691576707287,0.8204420764832968,24.8,0.7947453849065895,602.5590431399628,-0.025696691576707287,87,1329.6079427213374,0.7431559581821107,60.08585856921743,0.17528022828826784,250,134.64,0
9.86744691279755,0.027305811740205854,0.7947453849065895,24.0,0.7674395731663837,586.7113413335618,-0.027305811740205854,88,1222.69508185857,0.7786110235263801,58.44108363129486,0.1711985383688659,250,123.912,0
9.873528020319865,0.027625914869728985,0.7674395731663837,24.8,0.7398136582966547,569.1005216645938,-0.027625914869728985,89,1236.2446963682098,0.7707582931331679,56.642640616411946,0.16854909795954207,250,125.208,0
9.849163992874773,0.03020882827914806,0.7398136582966547,14.399999999999999,0.7096048300175066,543.227375466519,-0.03020882827914806,90,1084.4323522714838,0.8752771210400859,54.169190357619335,0.16338253649748594,250,110.104,0
9.852116937931212,0.030463735265287895,0.7096048300175066,13.600000000000001,0.6791410947522187,533.278873287956,-0.030463735265287895,91,1078.2944946226953,0.8822770038832126,53.170586756213254,0.16250027231374173,250,109.448,0
9.861300577762325,0.029641730040302017,0.6791410947522187,18.4,0.6494993647119167,595.1839687920501,-0.029641730040302017,92,1082.0607897967045,0.8568687435788993,59.28795844014196,0.16165880385040016,250,109.728,0
9.836603248196521,0.029732008357528095,0.6494993647119167,8.0,0.6197673563543886,499.586741330293,-0.029732008357528095,93,961.468947891721,0.9623109158589732,49.86283650174747,0.15260390910275157,250,97.744,0
9.833547783302793,0.029093073392938984,0.6197673563543886,8.0,0.5906742829614496,490.824096550623,-0.029093073392938984,94,919.4760519299444,0.9837453233197595,48.96899002430007,0.14896845045847382,250,93.504,0
9.840896333731253,0.027635975224879927,0.5906742829614496,9.6,0.5630383077365697,530.6575216293702,-0.027635975224879927,95,932.4446094137037,0.9692838006635062,52.9264630973958,0.14482535861206156,250,94.752,0
9.804251366892872,0.02574739270243831,0.5630383077365697,4.0,0.5372909150341314,425.0873417959396,-0.02574739270243831,96,760.260867994341,1.101157603876206,42.43404369135706,0.1373554768518688,250,77.544,0
9.805953908810414,0.023745091315902855,0.5372909150341314,1.6,0.5135458237182285,402.8700909744127,-0.023745091315902855,97,773.572091958236,1.1055491074843706,40.29495571408412,0.13085648159990787,250,78.888,0
9.797016970474768,0.022394329305342964,0.5135458237182285,2.4,0.4911514944128856,381.26634244318336,-0.022394329305342964,98,719.1010456328479,1.1408350287197362,38.09230893500681,0.12271407627379187,250,73.4,0
9.796342754786133,0.019746974433849263,0.4911514944128856,1.6,0.4714045199790363,358.1759699330766,-0.019746974433849263,99,711.9198206758177,1.1512049557308441,35.794921650982836,0.11510353413055069,250,72.672,0
9.790373376681163,0.018093699778115868,0.4714045199790363,0.8,0.45331082020092045,361.3509460194178,-0.018093699778115868,100,689.2422857183541,1.1739547822124397,36.14238509008502,0.10666857065342754,250,70.4,0
9.793134142011406,0.016289912985023802,0.45331082020092045,3.2,0.43702090721589665,408.08302777621776,-0.016289912985023802,101,677.9199178465975,1.1697238683481335,40.72048408356659,0.10244711132694426,250,69.224,0
9.798686656233585,0.015731765071328396,0.43702090721589665,4.0,0.42128914214456825,431.10072067725037,-0.015731765071328396,102,687.632634787848,1.1574132817778662,43.01108024683872,0.09882940239782198,250,70.176,0
9.767092836237266,0.014323770733069396,0.42128914214456825,0.0,0.40696537141149886,276.10018357967436,-0.014323770733069396,103,604.5439781917418,1.2550909990484682,27.640209550580472,0.09090278815775993,250,61.896,0
9.758656978817134,0.011676199439669854,0.40696537141149886,0.0,0.395289171971829,270.08248286715144,-0.011676199439669854,104,581.6940251933318,1.2782301755183878,27.037128841650325,0.0853576501030074,250,59.608,0
9.786283654793468,0.010288154353470413,0.395289171971829,0.8,0.3850010176183586,346.3610064986296,-0.010288154353470413,105,652.0796524861984,1.2064823424527444,34.62751183668847,0.08299984706711248,250,66.632,0
9.76919231215642,0.00959164984524108,0.3850010176183586,0.0,0.3754093677731175,273.094473394828,-0.00959164984524108,106,603.0327030447916,1.257034548886655,27.33799582997993,0.07750421775770742,250,61.728,0
9.755319039184528,0.009574900331914604,0.3754093677731175,0.0,0.3658344674412029,230.716841869494,-0.009574900331914604,107,563.9354830171792,1.297775955756319,23.092404292320882,0.0713801370059175,250,57.808,0
9.766771860838988,0.009358714336868135,0.3658344674412029,0.0,0.35647575310433477,275.7014276150622,-0.009358714336868135,108,590.4599596188818,1.270077971647388,27.594058490914307,0.06562563242624898,250,60.456,0
9.763259749519873,0.008287996896327421,0.35647575310433477,0.8,0.34818775620800735,255.1367418646132,-0.008287996896327421,109,574.7045218957378,1.2816937894905807,25.47699950936138,0.059998401434406365,250,58.864,0
9.742529330151758,0.007858799913721903,0.34818775620800735,0.0,0.34032895629428545,212.16643852650205,-0.007858799913721903,110,528.8244920406374,1.338142936239368,21.236421544130263,0.05561028342413866,250,54.28,0
9.740345535530254,0.007488851353213755,0.34032895629428545,0.0,0.3328401049410717,234.58815024110731,-0.007488851353213755,111,523.485130461538,1.3446391399554867,23.48136418524273,0.052033435365060186,250,53.744,0
9.770811722910553,0.00681045479564224,0.3328401049410717,1.6,0.32602965014542945,313.35101758192377,-0.00681045479564224,112,585.3107054492338,1.266102128261648,31.261586396086813,0.04855770456686023,250,59.904,0
9.751835372527445,0.006073760778020465,0.32602965014542945,0.0,0.319955889367409,208.29536569893875,-0.006073760778020465,113,546.102780861537,1.318357234073525,20.845335209585862,0.04626441978936426,250,56.0,0
9.762080764624166,0.005279061102462124,0.319955889367409,0.8,0.31467682826494686,286.3228113313679,-0.005279061102462124,114,563.7796883185748,1.2939638397524353,28.596127290246837,0.04259178705424037,250,57.752,0
9.754083483079487,0.004374731488644146,0.31467682826494686,0.0,0.3103020967763027,242.55440773148374,-0.004374731488644146,115,549.6621124384952,1.3145050302758783,24.270560273714324,0.04136741623575737,250,56.352,0
9.741645428676925,0.002963747745882539,0.3103020967763027,0.0,0.3073383490304202,197.455966744757,-0.002963747745882539,116,520.7493980353537,1.3484644981236502,19.75834163081507,0.0370210986365284,250,53.456,0
9.752928820120971,0.0017851315651750133,0.3073383490304202,0.0,0.30555321746524516,225.64582140249277,-0.0017851315651750133,117,545.8519202045304,1.3189129482977522,22.577133919078392,0.03639523113609224,250,55.968,0
9.756790071534757,0.0009680311291502264,0.30555321746524516,0.0,0.30458518633609494,263.11707081180657,-0.0009680311291502264,118,553.4831871780236,1.310360628448887,26.328198115328743,0.0369102290903328,250,56.728,0
9.7407019738639,0.0009864214674736305,0.30458518633609494,0.8,0.3035987648686213,239.70311419390404,-0.0009864214674736305,119,513.5298080621048,1.3523593507974794,23.92073577463703,0.03416341552740372,250,52.72,0
9.759708597285098,2.5560942149838173e-05,0.3035987648686213,0.8,0.30357320392647147,299.7428464192122,-2.5560942149838173e-05,120,555.7568463638027,1.302946159206718,29.95738413146248,0.03354939639806271,250,56.944,0
9.742678317953404,0.00012921697348144967,0.30357320392647147,0.0,0.3037024208999529,252.72057995177414,0.00012921697348144967,121,522.7531478281078,1.346086186942508,25.287183789421864,0.03271776293140029,250,53.656,0
9.754606923317207,0.0002610585057362669,0.3037024208999529,0.0,0.3039634794056892,274.62195800657554,0.0002610585057362669,122,547.1163931150154,1.317649465037541,27.478869263490445,0.03219366541071037,250,56.088,0
9.741718503714642,0.0008467023211283786,0.3039634794056892,0.0,0.30481018172681756,252.2549356865215,0.0008467023211283786,123,520.207768098362,1.3492222186559042,25.24028525987771,0.030727059915481785,250,53.4,0
9.76588661472587,0.0018089255426181894,0.30481018172681756,0.8,0.30661910726943575,319.4953616034384,0.0018089255426181894,124,572.2028285300182,1.285054623713188,31.92042505982651,0.03090760424958258,250,58.592,0
9.743892834104116,0.001873893168979457,0.30661910726943575,0.0,0.3084930004384152,225.21606555273058,0.001873893168979457,125,525.6245550429123,1.3425920977696186,22.53541355289492,0.02915129708038279,250,53.944,0
9.76346132550291,0.0028922385497572867,0.3084930004384152,0.0,0.3113852389881725,273.72297362821723,0.0028922385497572867,126,569.8737106469537,1.2924177510988129,27.387160787493105,0.028979560580368012,250,58.368,0
9.716718061160956,0.002433012530183687,0.3113852389881725,0.0,0.3138182515183562,170.80223247095833,0.002433012530183687,127,473.0875689618046,1.4105381242616435,17.090542881956676,0.026067202012977842,250,48.688,0
9.758889300237522,0.0030732443375073304,0.3138182515183562,0.0,0.3168914958558635,252.79736599267315,0.0030732443375073304,128,561.6435970072699,1.3011288020542524,25.29710054531942,0.026546670215181957,250,57.552,0
9.759579353779987,0.0034566358222897775,0.3168914958558635,0.0,0.3203481316781533,263.4467787109894,0.0034566358222897775,129,563.5571502046715,1.299079903023461,26.358119508037746,0.025168394299446336,250,57.744,0
9.755372453339614,0.003522804795586365,0.3203481316781533,0.8,0.32387093647373966,265.91983484816365,0.003522804795586365,130,550.1249633887276,1.308841904737448,26.561293944384563,0.0266501349808357,250,56.392,0
9.760414013753193,0.003146164913214178,0.32387093647373966,0.8,0.32701710138695383,288.8842673177879,0.003146164913214178,131,561.8875139437439,1.295846489480322,28.865297088372397,0.02629280788576541,250,57.568,0
9.754403358923774,0.0026352639839611336,0.32701710138695383,0.0,0.32965236537091497,257.3869260643676,0.0026352639839611336,132,551.396913073243,1.3124452813509782,25.757197363067277,0.025410917100740008,250,56.528,0
9.761676259167634,0.0016999976679636375,0.32965236537091497,0.0,0.3313523630388786,268.9378974731367,0.0016999976679636375,133,570.8628276361233,1.2910069571613352,26.91634447691588,0.025069696650043903,250,58.48,0
9.748623331803785,0.0012928859646564872,0.3313523630388786,0.0,0.3326452490035351,213.9243303431806,0.0012928859646564872,134,539.1378647420763,1.3263396882577203,21.40512985244425,0.023400906594462218,250,55.304,0
9.756522205222037,0.0013350423689099111,0.3326452490035351,0.8,0.333980291372445,260.1008053514808,0.0013350423689099111,135,554.6387743224624,1.3036386869484138,25.969229792198306,0.023092764558452394,250,56.848,0
