Omega,NormDeltaOmega,RewardMean,OmegaBefore,NormDeltaVar,RewardStd,TimestepsStd,ReturnsStd,Wins,Traj,DeltaOmega,ConfortViolation,ITERATIONS,ReturnsMean,TimestepsMean
3.0118083388125045,0.00344750885233136,9.513789678017963,3.008360829960173,0.12672322403006495,0.1447077781759016,4.851101318257536,49.97560421886286,96.0,250,0.00344750885233136,0,52,1903.7473697301066,200.104
3.0159120148974554,0.00410367608495088,9.503776019077181,3.0118083388125045,0.12074446735056588,0.25872557748263947,18.602664755351583,181.95726928208447,86.4,250,0.00410367608495088,0,53,1860.9153747434646,195.808
3.015246372266502,0.000665642630953478,9.506475755548285,3.0159120148974554,0.12845750342816897,0.21020203347578914,18.62738457218297,180.58263607252889,91.2,250,-0.000665642630953478,0,54,1871.7109985583909,196.888
3.0147427790675305,0.0005035931989714193,9.513920467609491,3.015246372266502,0.09270723667848244,0.11774514383546789,6.214841590901575,62.04530787679821,97.6,250,-0.0005035931989714193,0,55,1903.621318523048,200.088
3.009598196574821,0.0051445824927096595,9.514117143345807,3.0147427790675305,0.09576303609139113,0.11792771582218955,13.274697736671818,128.0330443699384,97.6,250,-0.0051445824927096595,0,56,1897.8760877546217,199.48
2.9988560904690273,0.010742106105793514,9.519184128776669,3.009598196574821,0.0916184216377175,0.09996671978330822,5.838925928627629,58.022567203905176,98.4,250,-0.010742106105793514,0,57,1906.5783507844214,200.288
2.980404781037761,0.01845130943126616,9.521276142686038,2.9988560904690273,0.08312936978789563,0.11659391500938213,9.333521521912294,91.53647202268269,97.6,250,-0.01845130943126616,0,58,1900.6752287075576,199.624
2.9524579398405804,0.027946841197180827,9.526692150027355,2.980404781037761,0.08215491554144082,0.14589038960816753,9.678512282370674,95.92318723698719,96.0,250,-0.027946841197180827,0,59,1898.8602793434527,199.32
2.9161004693675423,0.036357470473038056,9.533817899004617,2.9524579398405804,0.07309500059977982,0.1683360807002592,7.3661539489750005,74.18047245966709,94.39999999999999,250,-0.036357470473038056,0,60,1902.7212410117456,199.576
2.87245876526464,0.043641704102902246,9.545025193168962,2.9161004693675423,0.05716322039275615,0.14540073198318254,10.760330106460492,105.0595493378334,96.0,250,-0.043641704102902246,0,61,1903.8889051302535,199.464
2.8226323404750997,0.04982642478954036,9.554720120048813,2.87245876526464,0.05525883005651046,0.19138834178361583,21.25978588791524,206.56217326546965,92.80000000000001,250,-0.04982642478954036,0,62,1875.0947141193396,196.248
2.7717777613074035,0.0508545791676962,9.567218531974849,2.8226323404750997,0.04162317988855395,0.18106332666007585,8.797817911277773,88.5668132961783,93.60000000000001,250,-0.0508545791676962,0,63,1903.1111103804371,198.92
2.7178477763863818,0.053929984921021745,9.575940730533938,2.7717777613074035,0.03336676360211345,0.2116419048712763,12.821232390062974,127.37104409908943,91.2,250,-0.053929984921021745,0,64,1892.2058883535055,197.6
2.6606558945248895,0.057191881861492266,9.598082949224654,2.7178477763863818,0.04584509156855322,0.181177880906601,8.712304861516268,87.94488230495381,93.60000000000001,250,-0.057191881861492266,0,65,1910.863138195238,199.088
2.6062914947350206,0.054364399789868845,9.603966478430387,2.6606558945248895,0.04402787002320492,0.26122901441819396,16.377924654851725,162.95319186209878,86.4,250,-0.054364399789868845,0,66,1879.2273287674304,195.672
2.5533353213408834,0.052956173394137274,9.613959179935128,2.6062914947350206,0.0631490093765762,0.28499466427370285,20.76782126271314,205.2738325285952,84.0,250,-0.052956173394137274,0,67,1857.0323551962695,193.16
2.500543332801273,0.0527919885396102,9.638462823381706,2.5533353213408834,0.08739446735596249,0.22796053182229015,10.556969262056226,106.26962718324452,89.60000000000001,250,-0.0527919885396102,0,68,1909.1867160554482,198.08
2.454190462439565,0.04635287036170821,9.643733910193303,2.500543332801273,0.0845215710072677,0.27627287786006577,18.261829043116137,180.82258909971048,84.8,250,-0.04635287036170821,0,69,1882.0711099133252,195.16
2.414544462003164,0.039646000436400985,9.6505200287379,2.454190462439565,0.10454855680201738,0.29170842363676114,19.128292762293242,190.13960942364542,83.2,250,-0.039646000436400985,0,70,1875.134643663889,194.304
2.3826688564725305,0.03187560553063351,9.661342599878942,2.414544462003164,0.09878995256512253,0.2639675101042611,21.2027922689442,209.85303863309176,86.4,250,-0.03187560553063351,0,71,1877.7785477124717,194.36
2.360291816035352,0.022377040437178586,9.675066323257123,2.3826688564725305,0.1258998744302445,0.2227852514811174,18.07896634213361,179.49990594196453,90.4,250,-0.022377040437178586,0,72,1898.0158110312893,196.176
2.3463896887598867,0.013902127275465137,9.680756365539082,2.360291816035352,0.11353700593457436,0.23062471311766145,16.588798148148047,165.16712621738628,89.60000000000001,250,-0.013902127275465137,0,73,1901.5328883446487,196.424
2.340967476190076,0.0054222125698109025,9.681486752989008,2.3463896887598867,0.10362494329165346,0.24728783766710113,16.310185284048735,162.8925919149434,88.0,250,-0.0054222125698109025,0,74,1899.3527971483957,196.184
2.3376096501264736,0.003357826063602243,9.694347352469341,2.340967476190076,0.10749383106603771,0.17151315842992884,14.246528840387752,141.27110663659406,94.39999999999999,250,-0.003357826063602243,0,75,1922.4278573840804,198.304
2.333369371056137,0.004240279070336417,9.697953988701864,2.3376096501264736,0.11311279801043295,0.18107041185550923,11.140556539060336,112.21667028673029,93.60000000000001,250,-0.004240279070336417,0,76,1926.01366215619,198.6
2.3264099727290573,0.006959398327079924,9.698645095532271,2.333369371056137,0.10227209016742594,0.18107592749987103,9.413522188851525,96.25268181958192,93.60000000000001,250,-0.006959398327079924,0,77,1927.702699187994,198.76
2.319046667588973,0.007363305140084098,9.701209667061141,2.3264099727290573,0.08452951504980635,0.15855287369750373,13.864685499498355,138.78358139779974,95.19999999999999,250,-0.007363305140084098,0,78,1922.158878592826,198.136
2.3103673761570476,0.008679291431925584,9.70707910396051,2.319046667588973,0.08150975849776645,0.1304659125746298,5.039974603110615,52.70602586650486,96.8,250,-0.008679291431925584,0,79,1943.5125498785574,200.216
2.297136071208089,0.013231304948958744,9.710793332636886,2.3103673761570476,0.07594013300509696,0.14384317380442155,12.513416799579563,124.92610610007479,96.0,250,-0.013231304948958744,0,80,1929.340419328296,198.68
2.280167506389686,0.01696856481840303,9.713396176255806,2.297136071208089,0.0901507827806193,0.1437072500024795,7.283515634636889,73.29074212734584,96.0,250,-0.01696856481840303,0,81,1943.8448427923122,200.12
2.2568149503263584,0.023352556063327423,9.720251013828586,2.280167506389686,0.08422845067981016,0.09611731522609639,13.629459857235721,134.28091715888462,98.4,250,-0.023352556063327423,0,82,1941.7951045305085,199.768
2.231890270617268,0.02492467970909029,9.72327327288868,2.2568149503263584,0.0754153688674253,0.1302398288038872,9.649558746388355,97.18799030359523,96.8,250,-0.02492467970909029,0,83,1939.7541248482,199.496
2.2011665667068394,0.030723703910428668,9.72581089076874,2.231890270617268,0.08172377795606234,0.16986006540969042,12.653703963662181,126.82235140550847,94.39999999999999,250,-0.030723703910428668,0,84,1931.3126234452934,198.576
2.163340196522552,0.03782637018428758,9.738669484523399,2.2011665667068394,0.09519490464482,0.11424417976472778,7.394977755206569,74.564112043091,97.6,250,-0.03782637018428758,0,85,1948.2013530399367,200.048
2.1201893309526527,0.04315086556989911,9.74423554412161,2.163340196522552,0.10433894516218604,0.15680765488113926,4.34952871010182,45.534656667041496,95.19999999999999,250,-0.04315086556989911,0,86,1951.1857253549115,200.24
2.0736820742083557,0.04650725674429701,9.750555793825058,2.1201893309526527,0.10083357857014956,0.21010962283472412,9.861946258219014,100.54047540337923,91.2,250,-0.04650725674429701,0,87,1935.524327297449,198.504
2.023673634588991,0.05000843961936452,9.759187029686242,2.0736820742083557,0.09415666177201891,0.22005654391666574,12.198754034736497,123.36939479923403,90.4,250,-0.05000843961936452,0,88,1933.4901343214385,198.12
1.9781803064362737,0.04549332815271745,9.760498198733602,2.023673634588991,0.0868436227457902,0.26444678857585047,23.987129882501574,239.46562921434895,86.4,250,-0.04549332815271745,0,89,1884.1665722835346,193.04
1.9377450263531653,0.04043528008310848,9.76928569083121,1.9781803064362737,0.08582196041095756,0.26256999734411746,12.957594838549321,132.04920060941356,86.4,250,-0.04043528008310848,0,90,1923.1425039542687,196.856
1.9047560201670006,0.03298900618616463,9.77592600498058,1.9377450263531653,0.09798299202410624,0.24823859392367006,16.786325863630793,168.62864654147043,88.0,250,-0.03298900618616463,0,91,1918.1148895852295,196.208
1.8752440853801406,0.029511934786859984,9.78412936777085,1.9047560201670006,0.10199155414899723,0.25639287248841575,19.69759538623941,197.94349950847624,87.2,250,-0.029511934786859984,0,92,1906.4963120863565,194.856
1.8522914370718893,0.02295264830825139,9.785532196566955,1.8752440853801406,0.12270693808676833,0.29499341426830694,25.39949479812541,254.34022846299604,83.2,250,-0.02295264830825139,0,93,1874.9862531198007,191.608
1.836502785765514,0.01578865130637519,9.786105894137487,1.8522914370718893,0.14043091205262437,0.31348161180520584,19.495285994311548,196.61842822913164,80.80000000000001,250,-0.01578865130637519,0,94,1896.2341668952326,193.768
1.8219879027244887,0.014514883041025328,9.797738495777548,1.836502785765514,0.1357217799339928,0.27139714256164654,20.516763877375983,206.4875208095356,85.6,250,-0.014514883041025328,0,95,1905.8560921986489,194.52
1.811041616930665,0.01094628579382384,9.800300124109091,1.8219879027244887,0.1239660333606163,0.2649288771618972,24.625325500386793,246.98917449577576,86.4,250,-0.01094628579382384,0,96,1888.4002303143327,192.688
1.8001532623014065,0.010888354629258412,9.81136480993412,1.811041616930665,0.11278363271555905,0.19070516489658923,10.966584883180362,111.33809908942781,92.80000000000001,250,-0.010888354629258412,0,97,1947.5951602311627,198.504
1.7880964753384232,0.01205678696298329,9.80948710420012,1.8001532623014065,0.10232768618801637,0.23047197228395744,19.73229799085753,198.12160096761843,89.60000000000001,250,-0.01205678696298329,0,98,1915.8320693986998,195.304
1.7774380637260532,0.010658411612370022,9.813069652460888,1.7880964753384232,0.09656017069322204,0.23010877006142685,17.69936315238489,178.2926880946532,89.60000000000001,250,-0.010658411612370022,0,99,1924.4607156834095,196.112
1.764315692531457,0.01312237119459625,9.822538587104527,1.7774380637260532,0.09360437090958566,0.14316933634832615,10.85719374424165,108.96774000829055,96.0,250,-0.01312237119459625,0,100,1957.7498108729772,199.312
1.75025524779189,0.014060444739566913,9.82575064003666,1.764315692531457,0.10043052210882873,0.1563468061450692,12.32222317603443,124.35524489772591,95.19999999999999,250,-0.014060444739566913,0,101,1956.3462554338594,199.104
1.7311617625792342,0.01909348521265586,9.828295104162656,1.75025524779189,0.10264544205452293,0.15667218210064293,9.223705112372143,94.06546139835747,95.19999999999999,250,-0.01909348521265586,0,102,1957.8750111100348,199.208
1.7079187266506273,0.02324303592860688,9.830803917246932,1.7311617625792342,0.1020742427434485,0.16850591396471534,7.670101954993818,78.3174671702763,94.39999999999999,250,-0.02324303592860688,0,103,1963.6440976465713,199.744
1.6808632864292967,0.02705544022133055,9.836758958690583,1.7079187266506273,0.09953462369489074,0.16867407151533437,15.519072137212328,156.62730083641145,94.39999999999999,250,-0.02705544022133055,0,104,1940.595807370478,197.28
1.6497518281300274,0.031111458299269312,9.841649186245311,1.6808632864292967,0.09315727257770257,0.17926064762656524,10.145659170305299,102.96937520895463,93.60000000000001,250,-0.031111458299269312,0,105,1960.062851932616,199.16
1.6189641559914079,0.03078767213861955,9.848455304791292,1.6497518281300274,0.07124100902177852,0.1560656399178623,17.131876254514562,171.39254426882187,95.19999999999999,250,-0.03078767213861955,0,106,1951.0183897003742,198.104
1.5817613642045067,0.03720279178690111,9.853863324833346,1.6189641559914079,0.05612067103029189,0.16807280904439453,15.810445155023308,158.52183068962887,94.39999999999999,250,-0.03720279178690111,0,107,1953.3510346083642,198.232
1.5441768345892388,0.037584529615267925,9.857652565140544,1.5817613642045067,0.04862909463080277,0.1793887275034782,10.64641611059797,108.18693297017346,93.60000000000001,250,-0.037584529615267925,0,108,1959.3858850678557,198.768
1.5026385120599481,0.04153832252929068,9.865035839569346,1.5441768345892388,0.06141602236882749,0.19982193763634656,11.250730820706716,114.56730565880241,92.0,250,-0.04153832252929068,0,109,1959.0382771650393,198.584
1.4607130497827332,0.04192546227721494,9.870518677204176,1.5026385120599481,0.06629257344294394,0.16851963144625207,15.38185944546367,155.06356588121116,94.39999999999999,250,-0.04192546227721494,0,110,1955.1523395806034,198.08
1.4210147296670876,0.03969832011564556,9.87603424179979,1.4607130497827332,0.06979374666321991,0.17993716569739193,10.398966102454608,106.38298009522902,93.60000000000001,250,-0.03969832011564556,0,111,1962.881557626192,198.752
1.3872843798236347,0.03373034984345291,9.880817552063629,1.4210147296670876,0.06559491767883073,0.20207958199757392,20.862147156992254,210.1689917816738,92.0,250,-0.03373034984345291,0,112,1935.6126351790567,195.896
1.3522810864035548,0.035003293420079906,9.883958908852291,1.3872843798236347,0.06689549115477089,0.18099998081960392,13.981665709063424,141.53733609476438,93.60000000000001,250,-0.035003293420079906,0,113,1956.7075772676706,197.968
1.3234688754497852,0.028812210953769624,9.88447702986988,1.3522810864035548,0.057935846376018826,0.2571541809696587,20.932647801938483,212.44996310173474,87.2,250,-0.028812210953769624,0,114,1917.4303921622788,193.984
1.2998316722082621,0.023637203241523075,9.888096476933631,1.3234688754497852,0.062146046881517834,0.24892273904620354,21.64521785522151,219.35640018353024,88.0,250,-0.023637203241523075,0,115,1917.1832497197083,193.888
1.2809784430291062,0.018853229179155884,9.888053181668516,1.2998316722082621,0.07281435830247093,0.27537056585535813,29.546715282751823,297.92212281841466,85.6,250,-0.018853229179155884,0,116,1881.6569682587915,190.296
1.2685784651042415,0.012399977924864691,9.887306395335193,1.2809784430291062,0.07505269744093784,0.3158616068289974,24.27878613110631,245.7712092035322,80.80000000000001,250,-0.012399977924864691,0,117,1897.2554495880795,191.888
1.2598755638288723,0.008702901275369213,9.888626467562732,1.2685784651042415,0.07927657435307343,0.3176586695147166,28.428004221190065,286.99530470845275,80.80000000000001,250,-0.008702901275369213,0,118,1878.6017018016976,189.976
1.2570363384812677,0.0028392253476046125,9.891983873022907,1.2598755638288723,0.09515922839263363,0.31430505104708756,21.26209171271726,215.2842375293819,80.80000000000001,250,-0.0028392253476046125,0,119,1915.246349559203,193.616
1.2576719214680803,0.000635582986812544,9.891633185930004,1.2570363384812677,0.0866880080463396,0.30239300781284034,26.799880596748938,269.798330458999,82.39999999999999,250,0.000635582986812544,0,120,1900.380567680872,192.12
1.2556214067705302,0.002050514697550021,9.894668591346393,1.2576719214680803,0.09202317836086518,0.29418199030299036,21.11477814233434,214.01546706166891,83.2,250,-0.002050514697550021,0,121,1914.4996364024312,193.488
1.253287337711881,0.002334069058649302,9.890934290147612,1.2556214067705302,0.08428740491418524,0.33730618669497064,31.06231568959404,312.7228425651182,78.4,250,-0.002334069058649302,0,122,1868.2787961974022,188.888
1.2525032236491513,0.0007841140627296017,9.89249075267701,1.253287337711881,0.07935598624839485,0.31944198798568674,35.4254471249129,356.1717096105389,80.80000000000001,250,-0.0007841140627296017,0,123,1852.507388309307,187.264
1.253621697650659,0.0011184740015075523,9.895664637256406,1.2525032236491513,0.08108697150160507,0.288503235170441,24.720841409628434,250.3260032339599,84.0,250,0.0011184740015075523,0,124,1897.9884774257785,191.8
1.253076248109025,0.0005454495416339356,9.89948999591681,1.253621697650659,0.0960872179469246,0.2701588575324792,17.787305135967053,179.95606271564083,85.6,250,-0.0005454495416339356,0,125,1944.4974229579634,196.424
1.248243661908524,0.004832586200500977,9.897017659566567,1.253076248109025,0.09111037869430008,0.2998237338277675,21.37082272632479,215.79061048260564,82.39999999999999,250,-0.004832586200500977,0,126,1924.5344660086762,194.456
1.2341511709860866,0.014092490922437362,9.902718434144168,1.248243661908524,0.10216529840949991,0.2393632730881192,22.064333572532842,222.73745832125235,88.8,250,-0.014092490922437362,0,127,1930.3170989308544,194.928
1.2191981096037001,0.014953061382386501,9.894555642575492,1.2341511709860866,0.09117063205403772,0.33051904414437167,29.62274369466812,298.5737025680422,79.2,250,-0.014953061382386501,0,128,1875.849436942032,189.584
1.1993140485422058,0.019884061061494318,9.900498755650917,1.2191981096037001,0.08985493486039992,0.30589315993285066,18.418314363697892,186.1605466318349,81.6,250,-0.019884061061494318,0,129,1937.8840244360879,195.736
1.1751590493305426,0.024154999211663197,9.903920967907387,1.1993140485422058,0.10553418741843572,0.30095709002604726,24.04788023922275,242.65208484108555,82.39999999999999,250,-0.024154999211663197,0,130,1915.2598524578023,193.384
1.149879242993279,0.025279806337263677,9.894623190737192,1.1751590493305426,0.10799489445435147,0.3887214771082139,35.718648126713866,360.1557366233413,72.0,250,-0.025279806337263677,0,131,1822.8270626903684,184.224
1.1212779408946223,0.028601302098656634,9.909861911468893,1.149879242993279,0.12348631371885271,0.3015797974756997,24.43427101429466,246.8383145343833,82.39999999999999,250,-0.028601302098656634,0,132,1909.828587578285,192.72
1.0949233045105717,0.026354636384050556,9.911984410596174,1.1212779408946223,0.12696162499524596,0.29394373095015475,24.12823872560946,243.2238517661724,83.2,250,-0.026354636384050556,0,133,1923.5593426579358,194.064
