WeightMin,DualReg,Wins,ReturnsMean,LossReg,Omega,DeltaOmega,RewardStd,WeightMedian,Eta,OmegaBefore,RewardMean,WeightMax,ITERATIONS,WeightMean,DualBefore,DualAfter,Primal,TimestepsMean,ReturnsStd,Epsilon,TimestepsStd,NormDeltaOmega,Traj,ConfortViolation,NormDeltaVar
0.5966550426661812,0.0001,0.0,146.70223303818972,0.0,7.966507908780387,-0.03349209121961305,1.3786745526858872,0.9730077743984875,13.756535055448113,8.0,6.416879062393494,1.0,0,0.5966550426661812,6.675918136294179,6.50945781744438,6.528380635440058,22.862305580969807,82.9392157708624,0.001,12.316606251755518,0.03349209121961305,2189,0,0.33177696724694306
0.5952217477619327,0.0001,0.0,146.8120242253196,0.0,7.9324866504590945,-0.034021258321292436,1.3857770426601892,0.9708353948356949,13.808200974658332,7.966507908780387,6.442031632154931,1.0,1,0.5952217477619327,6.702924142831814,6.535196049031416,6.554261287569538,22.790867579908674,79.4172528364505,0.001,11.743962159020718,0.034021258321292436,2193,0,0.061163735084484326
0.5942740298803959,0.0001,0.0,150.39288581442406,0.0,7.8983935276407,-0.03409312281839494,1.3797561263777092,0.973389655702139,13.749438743453418,7.9324866504590945,6.4750886025882615,1.0,2,0.5942740298803959,6.732573466960881,6.567679536479121,6.586582857572448,23.22640632264063,83.86018391740194,0.001,12.33860455263522,0.03409312281839494,2154,0,0.08366997753943331
0.5920167585163467,0.0001,0.0,152.5785870527682,0.0,7.864324689532982,-0.03406883810771788,1.378531223258516,0.9719823201597937,13.732754141155269,7.8983935276407,6.5014619656305594,1.0,3,0.5920167585163467,6.757846383487153,6.593911883063656,6.61276934831548,23.46782527007985,84.41012931813404,0.001,12.37856080128212,0.03406883810771788,2132,0,0.2524753204375176
0.589439514425499,0.0001,0.0,156.8415520305555,0.0,7.8318047009430005,-0.032519988589981175,1.3688075429894757,0.9729169880691482,13.643579145064411,7.864324689532982,6.534651261989607,1.0,4,0.589439514425499,6.786402859009389,6.626207390742894,6.644820350815266,24.001922152811147,88.95862112439045,0.001,12.999242064021052,0.032519988589981175,2084,0,0.2691655564581661
0.5893228201456638,0.0001,0.0,157.95167796292316,0.0,7.7981395242501295,-0.03366517669287106,1.3707939697381144,0.9739654873061014,13.65367392974213,7.8318047009430005,6.558237379084871,1.0,5,0.5893228201456638,6.810021693755687,6.649934199590221,6.668574720531906,24.08542471042471,88.73025563517214,0.001,12.928259874826526,0.03366517669287106,2075,0,0.171149289367896
0.5846282648578502,0.0001,0.0,163.06932083201445,0.0,7.766186769567995,-0.0319527546821341,1.3593521221028508,0.9719718541911289,13.549668777811988,7.7981395242501295,6.5923503728058375,1.0,6,0.5846282648578502,6.83887185992304,6.683004118322417,6.701361700736833,24.736503219415553,96.27968467282905,0.001,13.966488933572897,0.0319527546821341,2022,0,0.009999701005369574
0.5848244541741507,0.0001,0.0,163.53222250779478,0.0,7.735267304097332,-0.03091946547066371,1.364522864539191,0.9725777390394912,13.58670019913487,7.766186769567995,6.614211085882495,1.0,7,0.5848244541741507,6.862001090926238,6.705284813985739,6.72374289553911,24.724393864423554,94.20436412762443,0.001,13.630151970629171,0.03091946547066371,2024,0,0.13938653970815418
0.5849438090729262,0.0001,0.0,163.21493066518016,0.0,7.703804791072822,-0.03146251302450942,1.3713415640087567,0.9726380893605904,13.637160800939878,7.735267304097332,6.6353065188753675,1.0,8,0.5849438090729262,6.884878453916564,6.72694352304408,6.745538992278762,24.599802858551012,96.0514888640979,0.001,13.855891415575845,0.03146251302450942,2032,0,0.08680216516243769
0.5803761896163484,0.0001,0.0,170.48904826001834,0.0,7.673544775351592,-0.030260015721229827,1.3516172081017224,0.973206845515785,13.464742066016584,7.703804791072822,6.670697460822273,1.0,9,0.5803761896163484,6.9122531513903605,6.760574436892481,6.778702599622663,25.559365404298873,104.00468582834063,0.001,14.9516726369777,0.030260015721229827,1957,0,0.5365095655680934
0.5792417433463316,0.0001,0.0,173.35938978858238,0.0,7.644236875258258,-0.029307900093334283,1.3482404219192192,0.9741873434365624,13.430181317088657,7.673544775351592,6.694984022949484,1.0,10,0.5792417433463316,6.934649380023698,6.784535481647392,6.802570694963141,25.894245723172627,106.99406312181088,0.001,15.334535071253105,0.029307900093334283,1932,0,0.2010068632246761
0.5747998317627077,0.0001,0.0,177.2336063287898,0.0,7.614529755297851,-0.02970711996040709,1.3412756278488627,0.9709176572455013,13.365283890834194,7.644236875258258,6.722202353971154,1.0,11,0.5747998317627077,6.958738585539482,6.811115899936953,6.828977211241061,26.36569920844327,109.802732628974,0.001,15.698672623391996,0.02970711996040709,1898,0,0.044912359634565927
0.5780420440495428,0.0001,0.0,174.79782790400395,0.0,7.584965884794613,-0.029563870503237943,1.3556495659655727,0.9736519828074661,13.479787733990692,7.614529755297851,6.738672283596866,1.0,12,0.5780420440495428,6.97968956911879,6.828805668272712,6.846974392056924,25.94025974025974,105.78117810174204,0.001,15.065228389441744,0.029563870503237943,1928,0,0.09128943473443153
0.5755894158229974,0.0001,0.0,176.97799378788613,0.0,7.554835050117927,-0.030130834676685758,1.3551108864677908,0.9717264598364778,13.467951686086408,7.584965884794613,6.764499738060762,1.0,13,0.5755894158229974,7.004471492384634,6.854549246131693,6.872686083821531,26.162912519643793,107.31616669235287,0.001,15.227390030057563,0.030130834676685758,1912,0,0.0875651848520574
0.5733549237123785,0.0001,0.0,182.66541579230923,0.0,7.525571504491971,-0.029263545625956233,1.341585563023215,0.9738943229020359,13.349487299927018,7.554835050117927,6.790350328936901,1.0,14,0.5733549237123785,7.025107404052323,6.879198258016249,6.897017382315074,26.89989235737352,110.75022591103256,0.001,15.69226702351114,0.029263545625956233,1861,0,0.35527246158263187
0.5749342406011775,0.0001,0.0,181.31645370083004,0.0,7.496454882729399,-0.029116621762572237,1.3515512956310682,0.9752453605925333,13.42620130566928,7.525571504491971,6.810036599947842,1.0,15,0.5749342406011775,7.047504596157146,6.899715955870398,6.9177405121365965,26.625466169419287,109.9642266395992,0.001,15.53272968213628,0.029116621762572237,1880,0,0.3908842731357264
0.5687728693399244,0.0001,0.0,188.06397901298232,0.0,7.467519718232132,-0.028935164497267074,1.3342034528025273,0.9723790456425867,13.274034419033837,7.496454882729399,6.841260106433943,1.0,16,0.5687728693399244,7.071998844159132,6.929400911174965,6.947019152336464,27.492299229922992,115.93753183068044,0.001,16.297333401868897,0.028935164497267074,1821,0,0.1275344079593463
0.567925087279656,0.0001,0.0,192.13232704706024,0.0,7.438499328806558,-0.02902038942557361,1.3286804964311192,0.9746914056713006,13.220709201950324,7.467519718232132,6.8667833123888675,1.0,17,0.567925087279656,7.0948330117307465,6.954412177948508,6.971889132095972,27.979843225083986,118.26384025781091,0.001,16.5742969826217,0.02902038942557361,1789,0,0.1412069194200016
0.5664898466841061,0.0001,0.0,191.09477602377783,0.0,7.4097576731601995,-0.028741655646358666,1.3362688273624084,0.971401892619851,13.279761180096381,7.438499328806558,6.884096366450654,1.0,18,0.5664898466841061,7.11441757516435,6.972357753908871,6.989991209646162,27.760845383759733,118.34579738158263,0.001,16.553905667053726,0.028741655646358666,1801,0,0.12564448513056756
0.5674513102822426,0.0001,0.0,191.83896223211204,0.0,7.381877037863944,-0.027880635296255285,1.3402939678662644,0.9734978632660031,13.307279811336354,7.4097576731601995,6.904869770595813,1.0,19,0.5674513102822426,7.13591068179866,6.993448445637123,7.011155076863025,27.783768760422458,116.16817282526428,0.001,16.204860099822234,0.027880635296255285,1802,0,0.04105086690405114
0.5634391463882913,0.0001,0.0,199.27073109225415,0.0,7.35476117564818,-0.027115862215763897,1.3220975697193262,0.9744844722116783,13.147656330269566,7.381877037863944,6.933814038291083,1.0,20,0.5634391463882913,7.157888516226217,7.020786909359644,7.038071287842621,28.74078341013825,125.38954740896443,0.001,17.43082695739151,0.027115862215763897,1739,0,0.0954460625723055
0.5600845161951401,0.0001,0.0,202.33180993594505,0.0,7.327445733028749,-0.02731544261943153,1.3194296646925365,0.9714900322361034,13.11939462780687,7.35476117564818,6.956970083920078,1.0,21,0.5600845161951401,7.179640055133449,7.043684257880397,7.0608944680576275,29.083284799068142,126.62984885629112,0.001,17.558573085601438,0.02731544261943153,1720,0,0.0846945803619067
0.5594850751935794,0.0001,0.0,204.95072596423813,0.0,7.300661105368373,-0.02678462766037537,1.31575896954525,0.9732541123712531,13.08340401314935,7.327445733028749,6.9771705696713475,1.0,22,0.5594850751935794,7.1981455676945005,7.063543589072386,7.08065937402223,29.375882352941176,129.43044462754696,0.001,17.90088415786265,0.02678462766037537,1703,0,0.007978929560337415
0.5594541743913323,0.0001,0.0,206.38234863697426,0.0,7.2750580083377425,-0.025603097030630906,1.3159792659293776,0.9746266116724273,13.080640887075518,7.300661105368373,6.995069106998088,1.0,23,0.5594541743913323,7.215733028144544,7.081438145230189,7.098546699828418,29.505910165484632,134.59482595833632,0.001,18.572854134365603,0.025603097030630906,1695,0,0.045765496327437656
