Epsilon,RewardMean,TimestepsMean,ReturnsStd,ConfortViolation,DeltaOmega,Omega,DualReg,Traj,NormDeltaOmega,LossReg,WeightMedian,ReturnsMean,Eta,Primal,RewardStd,WeightMin,ITERATIONS,Wins,TimestepsStd,WeightMean,OmegaBefore,DualAfter,WeightMax,NormDeltaVar,DualBefore
0.001,6.984636383547426,32.818002628120894,148.4157313960169,0,-0.0249607082449117,7.323222771656318,0.0001,1525,0.0249607082449117,0.0,0.9736492191655977,229.22544038987945,12.491124884085686,7.08064124267861,1.2455190607526652,0.5459947223305325,22,0.0,20.57847047909205,0.5459947223305325,7.3481834799012296,7.065040267498637,1.0,0.09845925701514373,7.183386010416362
0.001,7.007754040851727,33.63097643097643,152.33024436934704,0,-0.025099638044973283,7.298123133611345,0.0001,1488,0.025099638044973283,0.0,0.9710737256396066,235.6679383056043,12.379171718164079,7.102404563881154,1.2330558163619254,0.5409257684641819,23,0.0,21.07162349120257,0.5409257684641819,7.323222771656318,7.087082095700004,1.0,0.22668022078787053,7.202239222366214
0.001,7.030888912946092,34.347766323024054,161.24644911598915,0,-0.02407651550908163,7.274046618102263,0.0001,1458,0.02407651550908163,0.0,0.9727657619153075,241.4917356767049,12.298514152726144,7.124585260144301,1.2244252829123787,0.5389213442263534,24,0.0,22.234644189354192,0.5389213442263534,7.298123133611345,7.109461088583046,1.0,0.18309255583481385,7.22208465231367
0.001,7.0534613947108,35.26059322033898,171.3642118138836,0,-0.02298610433114412,7.251060513771119,0.0001,1419,0.02298610433114412,0.0,0.9720191492668623,248.70303508658048,12.185002766864779,7.145799285374629,1.2118362157348692,0.5347618760912117,25,0.0,23.57541153461845,0.5347618760912117,7.274046618102263,7.130953705494671,1.0,0.06125319824709925,7.24044883731141
0.001,7.070206999463215,35.38341601700921,167.63221338958706,0,-0.022951317755110168,7.228109196016009,0.0001,1414,0.022951317755110168,0.0,0.9695958722902437,250.15245254892233,12.180449711216395,7.162514936016199,1.2118931480290918,0.5326269743129625,26,0.0,23.027016640180037,0.5326269743129625,7.251060513771119,7.147680591859932,1.0,0.0437488604542748,7.256746316372069
0.001,7.092121443299728,36.49634502923977,174.13241706370732,0,-0.02264092034776688,7.205468275668242,0.0001,1371,0.02264092034776688,0.0,0.9714630317957322,258.83937203076243,12.056027675054516,7.18294841584065,1.1980340794798998,0.529584489514021,27,0.0,23.847590842271053,0.529584489514021,7.228109196016009,7.168415545279628,1.0,0.05175287478025297,7.274225550200585
0.001,7.104899582068143,36.22480058013053,171.1994706478473,0,-0.02315660892959759,7.182311666738644,0.0001,1382,0.02315660892959759,0.0,0.9721608415935236,257.348066018778,12.09323336349743,7.196193340596708,1.2027481044083561,0.5303712687497046,28,0.0,23.412409268886975,0.5303712687497046,7.205468275668242,7.181570386755531,1.0,0.17101869233647113,7.2881723699148635
0.001,7.126255316269056,36.716911764705884,177.03077665333882,0,-0.022323044899298594,7.159988621839346,0.0001,1363,0.022323044899298594,0.0,0.9706294879704059,261.65176120903106,12.06031149290121,7.217182777972204,1.1996603230683283,0.5277879919810831,29,0.0,24.139697763432366,0.5277879919810831,7.182311666738644,7.20263969721007,1.0,0.021991192218295628,7.308042844222094
0.001,7.146693143481572,37.54661654135338,184.60144281625733,0,-0.021371271738721553,7.138617350100624,0.0001,1333,0.021371271738721553,0.0,0.971962499954726,268.33469337099024,11.965885806474843,7.236513388100609,1.18937861271699,0.5252663336902005,30,0.0,25.11174439574679,0.5252663336902005,7.159988621839346,7.222196979151689,1.0,0.055061705410019916,7.325016386738827
0.001,7.165006794361259,38.37557603686636,192.78455867221288,0,-0.021123036577046506,7.1174943135235775,0.0001,1305,0.021123036577046506,0.0,0.9718008090113139,274.9645923407817,11.870549422756493,7.253710623351776,1.1789132802532034,0.5219542232749458,31,0.0,26.166302354219862,0.5219542232749458,7.138617350100624,7.239621485140961,1.0,0.09020539797033723,7.339965325255729
0.001,7.1831851480960704,39.48300395256917,194.9500818273287,0,-0.020027412903355746,7.097466900620222,0.0001,1268,0.020027412903355746,0.0,0.9718249893077736,283.6117253117094,11.74524247028817,7.270420722137475,1.1649519060461797,0.5179051879263984,32,0.0,26.422290933413493,0.5179051879263984,7.1174943135235775,7.256627789401777,1.0,0.021311793483147806,7.353944211509204
0.001,7.205761182914612,40.72385620915033,208.19156172095853,0,-0.019880688250689893,7.077586212369532,0.0001,1227,0.019880688250689893,0.0,0.9671340076952015,293.4259894457856,11.602152929613524,7.291344369403491,1.1492778072496574,0.510682241033744,33,0.0,28.151676359706844,0.510682241033744,7.097466900620222,7.277885637803961,1.0,0.1826447821078232,7.37159191309604
0.001,7.21717471778169,40.952302631578945,207.5888303020944,0,-0.018920657632281568,7.05866555473725,0.0001,1219,0.018920657632281568,0.0,0.970306060011439,295.54181434492284,11.586467116572662,7.302583319519426,1.1477058347221858,0.5114145157410621,34,0.08203445447087777,28.029373008985328,0.5114145157410621,7.077586212369532,7.289160996031007,1.0,0.27431295175044706,7.382583672383463
0.001,7.227325603839447,40.570382424735556,210.44939462779317,0,-0.01969427792710743,7.038971276810143,0.0001,1232,0.01969427792710743,0.0,0.9715874103801708,293.2025795052673,11.64908680114412,7.313482849487731,1.1552132988564803,0.5132968958606595,35,0.08116883116883117,28.36102199657487,0.5132968958606595,7.05866555473725,7.29991508002949,1.0,0.21778749162323915,7.394632567345511
0.001,7.254043604302374,42.89776632302406,221.81688263122362,0,-0.019603632011625294,7.019367644798518,0.0001,1167,0.019603632011625294,0.0,0.9696925341381328,311.17923771819665,11.393954293794753,7.337262432964317,1.1268843524237846,0.5042839689967803,36,0.2570694087403599,29.802857894056046,0.5042839689967803,7.038971276810143,7.324282486050739,1.0,0.058722899806251304,7.413036912115034
0.001,7.266118113264114,42.76883561643836,221.9859725426424,0,-0.01829843544965115,7.0010692093488665,0.0001,1171,0.01829843544965115,0.0,0.9711803917343466,310.75098499042946,11.426697017063784,7.349734791069327,1.1310551752409366,0.5055038627139221,37,0.0,29.802684236244673,0.5055038627139221,7.019367644798518,7.336680115610304,1.0,0.03571818851207882,7.425935538655085
0.001,7.279332624779041,42.94926913155632,216.34045868907847,0,-0.019078214003997118,6.981990995344869,0.0001,1166,0.019078214003997118,0.0,0.970444874097404,312.6418050505732,11.424749133731126,7.362943946592459,1.1312382744622955,0.5044362347141044,38,0.08576329331046312,28.981982229703025,0.5044362347141044,7.0010692093488665,7.34989373614012,1.0,0.07658725415542801,7.438977377094725
0.001,7.29928367178227,44.844424460431654,237.32151251563033,0,-0.016633008615954736,6.965357986728915,0.0001,1115,0.016633008615954736,0.0,0.9689611914559021,327.32246523259096,11.221172802715149,7.380577086101329,1.108682906390214,0.4971613258070541,39,0.08968609865470852,31.76354417720937,0.4971613258070541,6.981990995344869,7.367987995463031,1.0,0.06426850970215778,7.452578822876346
0.001,7.317577030494317,46.361188486536676,246.47061921546194,0,-0.016994240900451985,6.948363745828463,0.0001,1080,0.016994240900451985,0.0,0.96931254067766,339.2463482634846,11.074709728553755,7.397229729948871,1.092709600715276,0.492383551399821,40,0.2777777777777778,32.918521535065,0.492383551399821,6.965357986728915,7.384967264430395,1.0,0.22718031239871733,7.466335070633148
0.001,7.331730755778986,47.644699140401144,259.2271071108625,0,-0.014084817000256322,6.934278928828206,0.0001,1050,0.014084817000256322,0.0,0.9705693326731917,349.3262890784118,10.951879641339927,7.410016967215729,1.0792883611882262,0.48883996922106737,41,0.38095238095238093,34.577596084516664,0.48883996922106737,6.948363745828463,7.398024853028303,1.0,0.1571732174473101,7.476837343885532
0.001,7.345627921980395,48.03464870067373,254.88260520677596,0,-0.015454719889143043,6.918824208939063,0.0001,1042,0.015454719889143043,0.0,0.9709697861072237,352.8378457465036,10.917995458108008,7.42355810054359,1.0760444933218556,0.4874906955113973,42,0.47984644913627633,33.92672782726374,0.4874906955113973,6.934278928828206,7.411640339850681,1.0,0.043149912042845455,7.489482894115814
0.001,7.357574670438472,48.56712062256809,255.0350445147648,0,-0.014672323286291977,6.904151885652771,0.0001,1031,0.014672323286291977,0.0,0.9722286918499462,357.31903523384375,10.878194040810005,7.435071654700985,1.0718654269230576,0.4863690460130798,43,0.2909796314258002,33.89934701856455,0.4863690460130798,6.918824208939063,7.423240669836678,1.0,0.05105947489390606,7.500295592138679
0.001,7.3689622810669135,49.762475049900196,257.502069981773,0,-0.014273044243363842,6.889878841409407,0.0001,1005,0.014273044243363842,0.0,0.968909178676939,366.68609664483523,10.774364071138368,7.445319238177276,1.0605838644573076,0.48115874094306005,44,0.3980099502487562,34.19428272562004,0.48115874094306005,6.904151885652771,7.433712688704059,1.0,0.12376361250906258,7.5086875281653045
0.001,7.390371908366716,52.84761904761905,278.2039817689475,0,-0.014025446314270162,6.875853395095137,0.0001,948,0.014025446314270162,0.0,0.9702696547294714,390.5531057350877,10.504770388925325,7.463797198793366,1.0312733410252015,0.47267340475585723,45,0.5274261603375527,36.876858678191084,0.47267340475585723,6.889878841409407,7.452764943220621,1.0,0.11871305399597165,7.522476633674698
0.001,7.412545838850571,57.84069767441861,302.58726651503696,0,-0.012041772955499574,6.863811622139638,0.0001,863,0.012041772955499574,0.0,0.9621129201776851,428.71922416922484,10.082298985313399,7.481478430521014,0.9855494593598005,0.45438719943951594,46,0.8111239860950173,40.07677480265868,0.45438719943951594,6.875853395095137,7.4713160981701225,1.0,0.09018815359376227,7.5334067059781855
0.001,7.426611163191289,58.847877358490564,307.833102732329,0,-0.013364337410860294,6.850447284728777,0.0001,851,0.013364337410860294,0.0,0.9673365073365844,437.0448327511368,10.03126323486598,7.495027963099668,0.9804908146447417,0.45455475218382735,47,0.9400705052878966,40.66660607018956,0.45455475218382735,6.863811622139638,7.484968299061185,1.0,0.1307845493423185,7.546016961254983
0.001,7.4408401376478706,61.11383108935129,306.8926769901986,0,-0.01120955768787546,6.839237727040902,0.0001,820,0.01120955768787546,0.0,0.9633528565782763,454.7376379460605,9.854267147304343,7.5074321512012645,0.9617714679388628,0.4461850711579364,48,1.3414634146341464,40.46786375873403,0.4461850711579364,6.850447284728777,7.497724190312206,1.0,0.21378563185172658,7.55572162501935
0.001,7.451900451185962,63.914212548015364,339.4428871706208,0,-0.010963415563287171,6.828274311477615,0.0001,784,0.010963415563287171,0.0,0.9682359067904962,476.2672294118427,9.628625436449097,7.5161833680262715,0.9376560938385603,0.44019206610947953,49,2.0408163265306123,44.75921141743077,0.44019206610947953,6.839237727040902,7.506914823426821,1.0,0.3558829386916428,7.561412709047053
0.001,7.45812849246296,64.02699228791774,325.29556554355713,0,-0.01001658161198904,6.818257729865626,0.0001,781,0.01001658161198904,0.0,0.9659905093108653,477.4961628260335,9.662370593452886,7.52276058403983,0.941414913235011,0.44004048167419146,50,1.2804097311139564,42.850016920412436,0.44004048167419146,6.828274311477615,7.513427003547863,1.0,0.037153534911464954,7.568451743327973
0.001,7.466225824465993,64.70984455958549,337.7186041806909,0,-0.00933627319007524,6.8089214566755505,0.0001,775,0.00933627319007524,0.0,0.9675599403671001,483.12966102797196,9.616571271658257,7.530399855486089,0.9367092922690241,0.4387967369657567,51,1.5483870967741935,44.479095124391264,0.4387967369657567,6.818257729865626,7.5211545023914645,1.0,0.034301424089281086,7.575448478302024
0.001,7.469940733097661,63.71173469387755,319.7989928995211,0,-0.010022458795702072,6.798898997879848,0.0001,787,0.010022458795702072,0.0,0.9670910423587342,475.92612581012435,9.683976331853824,7.534806444854831,0.9440594269571325,0.44073146697273713,52,1.5247776365946633,42.058433174245444,0.44073146697273713,6.8089214566755505,7.52543109448638,1.0,0.0066564747457117995,7.5807492987748
0.001,7.480517844414851,66.15915119363395,350.39433178242564,0,-0.007679139379226818,6.791219858500622,0.0001,757,0.007679139379226818,0.0,0.9668890640876189,494.89753086910804,9.533451310307491,7.543867471920006,0.9282484961651124,0.43494014189339375,53,1.453104359313078,46.07007840755718,0.43494014189339375,6.798898997879848,7.5347810798891555,1.0,0.039383229776339436,7.587711140268576
0.001,7.490470302883736,69.01659751037344,339.150367370787,0,-0.00624288159168529,6.784976976908936,0.0001,726,0.00624288159168529,0.0,0.9667342695910179,516.9602734690027,9.348966381212811,7.551977007501487,0.9088332035133164,0.4278379447477145,54,1.6528925619834711,44.53313685081026,0.4278379447477145,6.791219858500622,7.543240114730429,1.0,0.1964983650698968,7.5933923809956845
0.001,7.492071027318854,66.444,342.5202685128451,0,-0.008184372446285337,6.776792604462651,0.0001,753,0.008184372446285337,0.0,0.9647287658871769,497.7675635844828,9.525483758135952,7.555350345382498,0.9276920353104172,0.4331559717550371,55,1.1952191235059761,44.95842743394539,0.4331559717550371,6.784976976908936,7.546280164717398,1.0,0.18202913517814392,7.5990441445652985
0.001,7.499497859767972,66.74064171122994,337.1488884824376,0,-0.008413396795870831,6.76837920766678,0.0001,751,0.008413396795870831,0.0,0.9686593777332944,500.5162315727749,9.509837070356898,7.5626360662906515,0.9264200421891561,0.4340942469347214,56,1.4647137150466045,44.184132288778414,0.4340942469347214,6.776792604462651,7.553595679829907,1.0,0.028255137245112635,7.605928568967686
0.001,7.5065151229314555,67.72998643147896,349.11613278743675,0,-0.009208810832430636,6.7591703968343495,0.0001,740,0.009208810832430636,0.0,0.9656050998732497,508.408013403664,9.441681504846715,7.568971458598568,0.9192528552913366,0.42993723417040797,57,1.7567567567567568,45.72754644411837,0.42993723417040797,6.76837920766678,7.560060283419104,1.0,0.07578270575643696,7.611421686908571
0.001,7.51351462626723,68.9612188365651,328.8090941862264,0,-0.008325570480360867,6.750844826353989,0.0001,725,0.008325570480360867,0.0,0.965268075610981,518.1284281882121,9.413528157030395,7.575698825732432,0.916500084660339,0.42845817601573677,58,0.6896551724137931,43.050715986971596,0.42845817601573677,6.7591703968343495,7.566840752874423,1.0,0.18230176916312735,7.617711591566981
0.001,7.520182553167744,69.65594405594406,326.6371523848779,0,-0.008635034162566946,6.742209792191422,0.0001,718,0.008635034162566946,0.0,0.9651625918940794,523.7769303524688,9.346429520683959,7.5817025860078795,0.909516874672533,0.4257158186225776,59,1.1142061281337048,42.72185798842185,0.4257158186225776,6.750844826353989,7.5729704353890686,1.0,0.1899432060087174,7.622864493690772
0.001,7.529411019236093,70.95163584637268,334.29777981943255,0,-0.00856883845403722,6.7336409537373845,0.0001,706,0.00856883845403722,0.0,0.9627643918676169,534.2044823314753,9.265890417608796,7.59013879207385,0.9011674119104519,0.4212852092025018,60,1.69971671388102,43.6960332565734,0.4212852092025018,6.742209792191422,7.581556598474251,1.0,0.036823806497268886,7.630295697986638
0.001,7.53941055508769,73.24411764705883,341.4727062139356,0,-0.008026951269478388,6.725614002467906,0.0001,683,0.008026951269478388,0.0,0.96629361376457,552.204937106653,9.133212788451262,7.598849761252031,0.8875817016727972,0.41749761139750163,61,1.7569546120058566,44.59374587630285,0.41749761139750163,6.7336409537373845,7.590511760788963,1.0,0.06006077196561173,7.637222783000147
0.001,7.5416613875703895,72.65502183406113,347.3759331651347,0,-0.0072177032589682,6.718396299208938,0.0001,690,0.0072177032589682,0.0,0.9658014060922472,547.9134966668062,9.142483689502418,7.6011879836716245,0.8884865501622495,0.417536740514455,62,2.1739130434782608,45.34729706448705,0.417536740514455,6.725614002467906,7.592833044005651,1.0,0.05470180362351691,7.639773523351266
0.001,7.551655786427565,74.33681073025335,349.37369943568785,0,-0.008617372217437413,6.7097789269915005,0.0001,674,0.008617372217437413,0.0,0.965406698857757,561.366202109882,9.07841154530746,7.610576955708776,0.8822439315398635,0.414546928205213,63,1.9287833827893175,45.55689325189411,0.414546928205213,6.718396299208938,7.602338779799331,1.0,0.2859860057732407,7.6481772464962265
0.001,7.561681043147613,77.09737248840804,363.8133838018178,0,-0.007200283835670618,6.70257864315583,0.0001,650,0.007200283835670618,0.0,0.9616547157912984,582.9525689619669,8.936785260208335,7.61923950526851,0.8676548152040442,0.40714764275858695,64,1.6923076923076923,47.41840572764457,0.40714764275858695,6.7097789269915005,7.6112565567628865,1.0,0.28106060631023827,7.655150926963602
0.001,7.568106607202962,78.26530612244898,380.3268815662891,0,-0.005552352189583942,6.697026290966246,0.0001,640,0.005552352189583942,0.0,0.9664342380868833,592.3057538198454,8.788195144985265,7.624245071497159,0.8522602871756886,0.4031212581791799,65,3.75,49.48123604945254,0.4031212581791799,6.70257864315583,7.616525620471313,1.0,0.10305682870506004,7.658504287149612
0.001,7.5788343527034705,80.93841166936791,377.2812404572047,0,-0.006445693782524131,6.690580597183722,0.0001,620,0.006445693782524131,0.0,0.9620531259452881,613.41491539378,8.698862600085796,7.634142728635952,0.8434156937486639,0.3973146924854713,66,3.064516129032258,49.04976567934283,0.3973146924854713,6.697026290966246,7.626579529403393,1.0,0.06847231505621096,7.667277126040575
0.001,7.584494289154219,84.76190476190476,386.82118588611104,0,-0.005364917056530416,6.685215680127191,0.0001,591,0.005364917056530416,0.0,0.9603403954106289,642.8795349042955,8.491855536334654,7.637861389741139,0.8220385092967826,0.38816526268819046,67,3.7225042301184432,50.26800057776485,0.38816526268819046,6.690580597183722,7.630654301307166,1.0,0.2900400248067211,7.668888468087585
0.001,7.587162246550611,84.36101694915254,368.71668778768554,0,-0.003093149643074611,6.682122530484117,0.0001,593,0.003093149643074611,0.0,0.9623824326218131,640.057677484385,8.539720271849,7.640978877978608,0.827061154904152,0.39075824326361885,68,3.0354131534569984,47.91065313384463,0.39075824326361885,6.685215680127191,7.633690209922434,1.0,0.054562472291778345,7.672479685571939
0.001,7.589256586464757,81.91927512355848,369.8398522436506,0,-0.005845377046363787,6.676277153437753,0.0001,610,0.005845377046363787,0.0,0.9636717933845808,621.6432762821171,8.646715429666083,7.644089658118169,0.8384262842693074,0.39547465515390295,69,2.7868852459016393,48.069743477834386,0.39547465515390295,6.682122530484117,7.636616924651329,1.0,0.29945843686173557,7.676546549935666
0.001,7.601103032882976,86.93193717277487,398.35397980549567,0,-0.0045025300486774,6.671774623389076,0.0001,576,0.0045025300486774,0.0,0.9626301297971894,660.7593513970324,8.346794668686508,7.653164333395942,0.8079926762453986,0.38243261527765804,70,4.6875,51.65100272970348,0.38243261527765804,6.676277153437753,7.6462016115169105,1.0,0.0731352996401011,7.6824185059706815
0.001,7.604865654942029,88.22557726465364,402.489030880892,0,-0.0034279457770081123,6.6683466776120675,0.0001,566,0.0034279457770081123,0.0,0.9629242692888084,670.9089478164015,8.290991890757633,7.656412296377084,0.8022201946634244,0.38002042313178114,71,4.770318021201414,52.183893169941975,0.38002042313178114,6.671774623389076,7.6495425217656,1.0,0.048982996261606696,7.6852096533128
0.001,7.603531522863742,87.45070422535211,375.34210782254195,0,-0.004320733745040606,6.664025943867027,0.0001,571,0.004320733745040606,0.0,0.9647194623927249,664.9258320299696,8.393058927512325,7.656003926232103,0.8124023194101044,0.3849704957938873,72,3.327495621716287,48.68334409694771,0.3849704957938873,6.6683466776120675,7.648963764941565,1.0,0.008809799669638723,7.6859609382740075
0.001,7.603815234794602,84.54931972789116,383.97369298150966,0,-0.005438302500579084,6.658587641366448,0.0001,591,0.005438302500579084,0.0,0.963487095555054,642.8609154892132,8.520158293228834,7.657472359509319,0.8256188734692049,0.38965848997415586,73,3.3840947546531304,49.75579085922588,0.38965848997415586,6.664025943867027,7.650217058645104,1.0,0.013069365504023244,7.688640856499895
