ConfortViolation,Wins,ReturnsStd,TimestepsMean,Omega,RewardStd,Traj,DeltaOmega,OmegaBefore,TimestepsStd,RewardMean,NormDeltaVar,NormDeltaOmega,ITERATIONS,ReturnsMean
0,80.0,213.42232705166037,191.6,4.028994736919854,0.30427592271675297,250,-0.09732077294057806,4.126315509860432,22.860621163914157,9.09206373550294,0.1297431381653718,0.09732077294057806,36,1742.039411722363
0,84.8,190.91967195947717,194.552,3.93445828332919,0.2676269191039084,250,-0.09453645359066387,4.028994736919854,20.408020384152895,9.132641751656228,0.1321051345680487,0.09453645359066387,37,1776.7737180682225
0,83.2,217.76300322190735,192.648,3.845048954374164,0.2819075433566182,250,-0.08940932895502618,3.93445828332919,23.185601048926895,9.170584352019041,0.13845069306816637,0.08940932895502618,38,1766.6947342477645
0,89.60000000000001,137.82311384386043,197.232,3.7603419205263355,0.22556912328492726,250,-0.0847070338478284,3.845048954374164,14.458844213836732,9.207024153970632,0.12769200108676676,0.0847070338478284,39,1815.9197879359353
0,90.4,158.58654690907895,196.368,3.679211876887661,0.21742125099218446,250,-0.08113004363867438,3.7603419205263355,16.677427139699933,9.243104616219286,0.12381800996508739,0.08113004363867438,40,1815.0499672777485
0,92.80000000000001,166.11010164065087,197.048,3.5999339997737145,0.18927473070775774,250,-0.07927787711394663,3.679211876887661,17.54530410109782,9.28109868558765,0.13468458159151003,0.07927787711394663,41,1828.8219337976755
0,83.2,140.16451803283974,196.344,3.5228820467400466,0.28077058141319944,250,-0.07705195303366796,3.5999339997737145,14.498609036731764,9.30503776439483,0.11540300415984762,0.07705195303366796,42,1826.9883348123385
0,78.4,194.1750112914575,193.072,3.4486291302897563,0.3173810334050212,250,-0.07425291645029031,3.5228820467400466,20.287602519765613,9.34023934255076,0.12996781614400268,0.07425291645029031,43,1803.3386903449605
0,80.80000000000001,139.13520899627565,195.48,3.374829955614523,0.29943577099116186,250,-0.07379917467523311,3.4486291302897563,14.332955033767462,9.363587582942802,0.11755217560409675,0.07379917467523311,44,1830.394100713659
0,78.4,198.3968907464921,192.224,3.3011571577148944,0.31950375871546116,250,-0.07367279789962877,3.374829955614523,20.54647960113849,9.389766127644384,0.11308244285199766,0.07367279789962877,45,1804.938404120314
0,88.8,155.60543030355998,196.28,3.227918083410129,0.23180487374683398,250,-0.0732390743047655,3.3011571577148944,16.05171641912478,9.419966623764772,0.12400671535988729,0.0732390743047655,46,1848.9510489125494
0,92.80000000000001,100.10105924804077,198.736,3.156417564261642,0.18767286744762893,250,-0.07150051914848676,3.227918083410129,10.296519023436998,9.445565099596081,0.11217353803513373,0.07150051914848676,47,1877.173825633327
0,97.6,76.42714775531412,200.008,3.08502334119498,0.11822492094595362,250,-0.07139422306666221,3.156417564261642,7.8030722154802605,9.46947320824126,0.09764072662569248,0.07139422306666221,48,1893.9703974339175
0,98.4,19.366757393397506,200.776,3.009889454932132,0.0992382492946192,250,-0.07513388626284812,3.08502334119498,1.797171110384318,9.497727097566791,0.10867640950298953,0.07513388626284812,49,1906.91565574107
0,92.80000000000001,108.73507992325078,198.848,2.9341909055519637,0.19105807723200421,250,-0.07569854938016807,3.009889454932132,11.069277121835915,9.510865100950731,0.11148570196192657,0.07569854938016807,50,1891.2165035938508
0,90.4,165.78269856849,197.152,2.858838881216157,0.22052038271929694,250,-0.07535202433580679,2.9341909055519637,16.99367223409937,9.529526409011552,0.09860602590293702,0.07535202433580679,51,1878.7651905894456
0,92.80000000000001,111.13739873983656,198.664,2.7805689703492313,0.19132479135434216,250,-0.07826991086692558,2.858838881216157,11.254825809402826,9.556997802478067,0.08413828080577095,0.07826991086692558,52,1898.6314114315028
0,86.4,153.39516694477686,196.616,2.7042960148997803,0.2618099330982091,250,-0.07627295544945101,2.7805689703492313,15.578849251469123,9.566762436580936,0.08533361805783879,0.07627295544945101,53,1880.9785632307971
0,88.8,172.8879365233213,195.976,2.629534516462371,0.23872686263856585,250,-0.0747614984374092,2.7042960148997803,17.594755582275077,9.591577197191306,0.09285523949568435,0.0747614984374092,54,1879.718932796763
0,83.2,231.68254028313862,193.328,2.5570113008315607,0.2917700177593522,250,-0.07252321563081043,2.629534516462371,23.619238260367336,9.605452214450704,0.08980015903506712,0.07252321563081043,55,1857.0028657153257
0,80.80000000000001,194.55812894388288,193.704,2.4911747918293274,0.3115930983004419,250,-0.06583650900223326,2.5570113008315607,19.67740795938327,9.618688800312597,0.09477645474233494,0.06583650900223326,56,1863.178495375751
0,73.6,246.93925344565918,189.088,2.433764280470954,0.368370369656231,250,-0.057410511358373384,2.4911747918293274,24.920358263877347,9.629544992815129,0.10239681447274496,0.057410511358373384,57,1820.8314036014272
0,72.0,250.3677345399166,188.632,2.382121950940037,0.3789509301787531,250,-0.051642329530916964,2.433764280470954,25.32146472856576,9.641272584369437,0.09681326349081747,0.051642329530916964,58,1818.6525301347756
0,79.2,234.96342465370307,190.256,2.3346963029712993,0.32705979043041994,250,-0.04742564796873783,2.382121950940037,23.634179994237158,9.662154719233444,0.10713998897738297,0.04742564796873783,59,1838.2829082624783
0,64.0,282.46663256257824,183.032,2.291347877982751,0.43548281050594784,250,-0.043348424988548295,2.3346963029712993,28.466383261664976,9.658630568689222,0.10376750497510441,0.043348424988548295,60,1767.8384702483256
0,64.8,292.4451504204502,183.936,2.251536382632604,0.43070259152471485,250,-0.03981149535014694,2.291347877982751,29.44900514448663,9.668352756514157,0.10904235565171022,0.03981149535014694,61,1778.358132622188
0,72.8,347.5240994180158,184.032,2.2162661601976894,0.3787342651131967,250,-0.03527022243491462,2.251536382632604,35.1524533425478,9.690617451980664,0.1165814767722235,0.03527022243491462,62,1783.3837109229053
0,72.0,326.26738901519167,185.392,2.1826269633364244,0.38309976481547575,250,-0.03363919686126504,2.2162661601976894,32.987730082562514,9.696948302806621,0.11658447963982949,0.03363919686126504,63,1797.7366397539251
0,75.2,284.5926667181268,187.848,2.1445052963420714,0.35816818480002466,250,-0.03812166699435293,2.1826269633364244,28.632863915438147,9.713772323826651,0.11585665589517408,0.03812166699435293,64,1824.7127034861885
0,74.4,282.3290671964329,188.688,2.106619433736163,0.36282854570098927,250,-0.03788586260590865,2.1445052963420714,28.40434220326181,9.72301505680183,0.11712905531166025,0.03788586260590865,65,1834.6162650378237
0,83.2,223.6880919610251,193.344,2.0656754416921825,0.29165345009440236,250,-0.04094399204398025,2.106619433736163,22.475623773323843,9.742047789595935,0.10908255019657985,0.04094399204398025,66,1883.5664878316366
0,84.8,144.98617989932015,195.904,2.023351818400058,0.27581047003271586,250,-0.04232362329212469,2.0656754416921825,14.351264195185035,9.7530675757834,0.09885305478310058,0.04232362329212469,67,1910.6649503662711
0,85.6,184.08412621151527,195.168,1.9803122034075689,0.26981913169362587,250,-0.043039614992488984,2.023351818400058,18.32276660332713,9.761710466317805,0.10190336157043325,0.043039614992488984,68,1905.1735082903133
0,83.2,238.91464197031914,192.68,1.935717421210047,0.2928857802412239,250,-0.04459478219752189,1.9803122034075689,23.95215230412499,9.767935083609716,0.10242705461047008,0.04459478219752189,69,1882.0857319099202
0,84.8,264.47978220711946,191.024,1.892004919599648,0.2805835154919396,250,-0.04371250161039897,1.935717421210047,26.459467568339317,9.777513150876121,0.1065708190207372,0.04371250161039897,70,1867.73967213296
0,81.6,209.45255349804006,193.784,1.847635878402247,0.30562668714897046,250,-0.04436904119740093,1.892004919599648,20.89271030766473,9.786070794503862,0.10738242439158405,0.04436904119740093,71,1896.383942842136
0,78.4,249.18311348824668,190.56,1.8046119741645417,0.33384861331116167,250,-0.04302390423770541,1.847635878402247,24.81560799174584,9.79171229134168,0.11448953256846603,0.04302390423770541,72,1865.9086942380707
0,83.2,239.35717617083685,192.912,1.7664619457202775,0.2939127131364357,250,-0.038150028444264183,1.8046119741645417,23.81327898463376,9.802202453025053,0.1259894989253807,0.038150028444264183,73,1890.9624796179692
0,86.4,156.14815592665295,196.4,1.731264799203703,0.2626624149447963,250,-0.03519714651657457,1.7664619457202775,15.43139656674016,9.811192119452127,0.1372350958972854,0.03519714651657457,74,1926.9181322603977
0,76.0,246.25571259905044,189.952,1.7002513526863359,0.35289792204443093,250,-0.031013446517367038,1.731264799203703,24.44646592045566,9.809674876549174,0.1279588545391248,0.031013446517367038,75,1863.3673621502692
0,83.2,200.39217542640944,194.984,1.6744117172706876,0.2927063069634641,250,-0.025839635415648265,1.7002513526863359,19.912602642547757,9.822067501550814,0.12339626342343239,0.025839635415648265,76,1915.1460097223842
0,84.8,224.01545050672183,194.008,1.6500592982919662,0.27921712696475215,250,-0.024352418978721424,1.6744117172706876,22.278059520523776,9.828422598998998,0.12575832931601147,0.024352418978721424,77,1906.7926115865976
0,76.8,287.843558100148,189.776,1.6287449309474449,0.3481565571001871,250,-0.0213143673445213,1.6500592982919662,28.696721485214997,9.822128374746327,0.12208552502276988,0.0213143673445213,78,1864.0042344458593
0,72.8,292.56017081489637,187.552,1.6107288744301245,0.37845872690088506,250,-0.01801605651732041,1.6287449309474449,29.13841615462309,9.822309324877244,0.11422483363452107,0.01801605651732041,79,1842.1937584993766
0,74.4,291.64419529649115,187.76,1.5901895852211931,0.3668601779651016,250,-0.020539289208931333,1.6107288744301245,29.01982770451954,9.829788020150687,0.11751543255803532,0.020539289208931333,80,1845.640998663493
0,67.2,325.1672366616424,185.72,1.5681330361598294,0.41677391130229846,250,-0.022056549061363784,1.5901895852211931,32.44209610983853,9.827912149596186,0.1220601542416285,0.022056549061363784,81,1825.2398444230034
0,72.0,310.49865730292436,186.096,1.548675092775163,0.3853634858653462,250,-0.019457943384666443,1.5681330361598294,30.918065657476056,9.832685453666977,0.12582947245796244,0.019457943384666443,82,1829.8234321856098
0,74.4,314.40557776159375,187.016,1.5281216543120406,0.36818143190158104,250,-0.020553438463122298,1.548675092775163,31.303669816812214,9.836648443714994,0.1321763742399829,0.020553438463122298,83,1839.610645349803
0,75.2,281.91980825128445,188.256,1.510496662988223,0.36121387018369083,250,-0.017624991323817563,1.5281216543120406,27.98796998712125,9.842346094411837,0.13292541008467837,0.017624991323817563,84,1852.8807063495944
0,76.8,310.92519608274335,188.272,1.4891756286939786,0.34973185657113215,250,-0.02132103429424448,1.510496662988223,30.964851299497628,9.847220436212677,0.1316590064307353,0.02132103429424448,85,1853.9558859666329
0,80.80000000000001,258.54998078685486,191.048,1.46600124721793,0.31631803826729443,250,-0.023174381476048556,1.4891756286939786,25.66611961321773,9.854046495533561,0.13315239653025912,0.023174381476048556,86,1882.5958748786954
0,83.2,240.2810291371371,193.384,1.4474804979027256,0.29448105502648214,250,-0.01852074931520442,1.46600124721793,23.85918154505724,9.861043749185002,0.14733877313440324,0.01852074931520442,87,1906.9680843923927
0,80.80000000000001,354.0310192996428,187.664,1.428360898314761,0.31908906622927136,250,-0.019119599587964498,1.4474804979027256,35.30913626811056,9.861943934272704,0.1424583816556598,0.019119599587964498,88,1850.7318464813525
0,76.8,295.1145447508439,190.08,1.4072710307237646,0.34801506745833183,250,-0.021089867590996514,1.428360898314761,29.358365077095147,9.863659212005459,0.14321421970266462,0.021089867590996514,89,1874.884343017998
0,75.2,314.3449592258478,188.12,1.3819311136898476,0.36144383837896027,250,-0.025339917033917025,1.4072710307237646,31.28925694227972,9.866825896063846,0.15071219363761645,0.025339917033917025,90,1856.1472875675308
0,80.0,172.32796169542695,195.504,1.3538828408157235,0.31813445655615097,250,-0.028048272874124036,1.3819311136898476,16.99488111167595,9.876918997899166,0.155432006593067,0.028048272874124036,91,1930.9771717652786
0,65.60000000000001,258.32520155306315,189.016,1.3188013004413262,0.423575537697714,250,-0.03508154037439737,1.3538828408157235,25.61905041175414,9.868956436234638,0.14925172551658442,0.03508154037439737,92,1865.3906697513266
0,59.199999999999996,306.89960037575935,185.128,1.276431316679495,0.4662176361610474,250,-0.04236998376183121,1.3188013004413262,30.455732071319517,9.866470134481679,0.13283014910165772,0.04236998376183121,93,1826.5598830563242
0,64.0,298.319777931603,186.816,1.224254288996351,0.4369541185577572,250,-0.05217702768314392,1.276431316679495,29.592264935283342,9.876115122692438,0.13862348312925266,0.05217702768314392,94,1845.0163227609105
0,47.199999999999996,369.7060783158038,177.184,1.1630862587852426,0.5423602696520956,250,-0.06116803021110839,1.224254288996351,36.76332607368381,9.867035102485081,0.14050347256778362,0.06116803021110839,95,1748.2807475987165
0,35.199999999999996,485.51173615733956,160.16,1.0972008493807175,0.6313888739571253,250,-0.06588540940452514,1.1630862587852426,48.43674638123416,9.858925645195532,0.14042576520018826,0.06588540940452514,96,1579.005531334516
0,43.2,503.76307725113367,163.328,1.032859968369158,0.5861914433725075,250,-0.06434088101155955,1.0972008493807175,50.20944548588443,9.874386016795587,0.1500578447879794,0.06434088101155955,97,1612.7637193511894
0,34.4,506.6979821456599,158.192,0.9646729089159016,0.6402901082726096,250,-0.06818705945325632,1.032859968369158,50.53247605253477,9.871621604257692,0.15481103142960842,0.06818705945325632,98,1561.6115648207328
0,39.2,530.8498536244933,153.096,0.8989955118968842,0.6271675551273216,250,-0.06567739701901742,0.9646729089159016,52.83535543554145,9.880887131723572,0.1602398288053266,0.06567739701901742,99,1512.7242963183521
0,26.400000000000002,563.1992104482486,135.28,0.8330167631313785,0.7331106373007473,250,-0.06597874876550569,0.8989955118968842,56.11753380183416,9.866375322218149,0.16393954750911116,0.06597874876550569,100,1334.723253589671
0,13.600000000000001,555.134591743126,110.072,0.7695310764324362,0.8786913481318064,250,-0.06348568669894228,0.8330167631313785,55.40789488872502,9.839586073286137,0.16214130369581367,0.06348568669894228,101,1083.062918258752
0,16.0,553.4676025047925,112.392,0.7073461080953231,0.8584408834552099,250,-0.06218496833711318,0.7695310764324362,55.16243591430676,9.852473878848883,0.1623619994328479,0.06218496833711318,102,1107.3392441915837
0,2.4,423.7967101888895,91.056,0.6498931885640772,1.025115065174302,250,-0.05745291953124587,0.7073461080953231,42.42740699123622,9.812629905424672,0.15560604808891484,0.05745291953124587,103,893.498828668349
0,2.4,407.5609040010682,83.272,0.5969855364595539,1.0713581088242319,250,-0.052907652104523306,0.6498931885640772,40.77712613708818,9.80485952751251,0.14881417045610504,0.052907652104523306,104,816.4702625750217
0,0.0,406.07792940252995,80.192,0.5487848744636324,1.1048932916665528,250,-0.048200661995921434,0.5969855364595539,40.7011932994599,9.800530442873912,0.1435294606267098,0.048200661995921434,105,785.9241372749447
0,0.8,310.6565298876517,66.096,0.503442858974885,1.2095689197255115,250,-0.04534201548874739,0.5487848744636324,31.09300217090656,9.76981240651164,0.1333864725363413,0.04534201548874739,106,645.7455208207933
0,2.4,339.3730995143814,67.664,0.46055938114576495,1.1871410927794739,250,-0.04288347782912011,0.503442858974885,33.85922479915924,9.783851898151788,0.1246204919567208,0.04288347782912011,107,662.0145548365426
0,0.8,294.216034976111,64.824,0.42299410984865465,1.2220966449570847,250,-0.03756527129711029,0.46055938114576495,29.42001060502868,9.774947828863592,0.11851047000944909,0.03756527129711029,108,633.6512180582536
0,0.8,269.7122225694053,60.176,0.3888456737210596,1.267424894721873,250,-0.03414843612759505,0.42299410984865465,26.94292159362084,9.76280831590733,0.11161191967735334,0.03414843612759505,109,587.4867532180394
0,0.0,245.44613915107206,58.312,0.35695481963499914,1.2922619334596213,250,-0.03189085408606046,0.3888456737210596,24.573617071973757,9.756711225558648,0.10374801796838551,0.03189085408606046,110,568.9333449847759
0,0.0,231.06399096881984,57.472,0.3277531156128062,1.3017423858443842,250,-0.029201704022192965,0.35695481963499914,23.12490467007378,9.756389861710451,0.09570543811266362,0.029201704022192965,111,560.7192381322228
0,0.0,201.13827625286396,53.52,0.3020044151775033,1.3476513846030127,250,-0.025748700435302863,0.3277531156128062,20.128626381350514,9.741258744410752,0.08751316384477731,0.025748700435302863,112,521.3521680008635
0,0.0,169.60889256721484,51.0,0.27922854658236684,1.3796086986515794,250,-0.022775868595136473,0.3020044151775033,16.967734085610843,9.730527781340617,0.08011833189350578,0.022775868595136473,113,496.25691684837136
0,0.0,189.35992898603004,50.584,0.25978085549586316,1.3853069096022912,250,-0.019447691086503682,0.27922854658236684,18.945050646540906,9.73058268676928,0.07396178508885692,0.019447691086503682,114,492.21179462753724
0,0.0,192.065372532626,48.648,0.2431791579407812,1.4117703035675864,250,-0.01660169755508195,0.25978085549586316,19.21676601304184,9.721609390500323,0.06811933979349895,0.01660169755508195,115,472.9368536290596
0,0.0,204.3966806668823,50.248,0.22896327536028813,1.3900977533955199,250,-0.014215882580493083,0.2431791579407812,20.44726133251101,9.731284963791431,0.06491071657027857,0.014215882580493083,116,488.9776068605918
0,0.0,192.20415914369406,49.224,0.2165320851103138,1.4041813412028497,250,-0.012431190249974328,0.22896327536028813,19.227007671502086,9.72755278419143,0.05997319165766671,0.012431190249974328,117,478.8290582490389
0,0.0,155.11777917644105,47.568,0.20511684516021572,1.4274902689503772,250,-0.011415239950098077,0.2165320851103138,15.51223310809891,9.718253897465472,0.05482127489388732,0.011415239950098077,118,462.27790139463747
0,0.0,175.49497545644516,46.616,0.19503848338711455,1.441617795132787,250,-0.010078361773101174,0.20511684516021572,17.552565168658397,9.713584576586612,0.04959375120237055,0.010078361773101174,119,452.8084586221615
0,0.0,232.7082190136785,47.864,0.18611277599397016,1.4234443069113056,250,-0.008925707393144383,0.19503848338711455,23.276544073379966,9.721308355201785,0.04608121341326047,0.008925707393144383,120,465.30070311337823
0,0.0,179.73703975223287,47.408,0.17815706835457304,1.430157174901278,250,-0.007955707639397125,0.18611277599397016,17.974691541164205,9.719806801649362,0.04174935894602437,0.007955707639397125,121,460.79660085259303
0,0.0,168.19969084751023,45.504,0.16998998603899124,1.458649656565532,250,-0.008167082315581803,0.17815706835457304,16.820284896517062,9.70844124308687,0.03928768311005252,0.008167082315581803,122,441.77291032542496
0,0.0,185.90669558491498,46.312,0.16333973549509914,1.4464260953303458,250,-0.0066502505438920945,0.16998998603899124,18.592220308505382,9.713516032199294,0.03736655366532254,0.0066502505438920945,123,449.8523544832138
0,0.0,180.7428498449223,44.968,0.15707765827053904,1.4671905296086398,250,-0.0062620772245600975,0.16333973549509914,18.076697043431356,9.706398660136715,0.03414543200243103,0.0062620772245600975,124,436.4773349490278
0,0.0,164.9804999524895,45.456,0.1521662856960211,1.4595662954240685,250,-0.004911372574517958,0.15707765827053904,16.496062075537907,9.709245176241954,0.031189949336829805,0.004911372574517958,125,441.3434487312543
0,0.0,163.6388185679902,44.952,0.14723273721200789,1.467521313596826,250,-0.0049335484840132005,0.1521662856960211,16.362325507090976,9.70670214781675,0.029348709045707022,0.0049335484840132005,126,436.33567494865855
0,0.0,133.15197562866794,42.064,0.14326702220455292,1.5150684793293276,250,-0.003965715007454962,0.14723273721200789,13.315701408487651,9.68753931932181,0.024193578414456487,0.003965715007454962,127,407.49665392795265
0,0.0,166.19586305046775,45.848,0.13928514330542488,1.4537251287008104,250,-0.003981878899128044,0.14326702220455292,16.62001492177429,9.713272088080425,0.0230970332547417,0.003981878899128044,128,445.33409869431136
0,0.0,169.73629856165215,44.008,0.13610384267102632,1.4826066380572074,250,-0.0031813006343985595,0.13928514330542488,16.9731533899862,9.701103956042461,0.022256676925590593,0.0031813006343985595,129,426.92618289751664
0,0.0,173.0517147721221,44.56,0.1335621629309796,1.4738220822310588,250,-0.0025416797400467095,0.13610384267102632,17.304981941625943,9.705297977276825,0.02027713420099109,0.0025416797400467095,130,432.4680778674553
0,0.0,121.14618248433023,42.536,0.13204043370811883,1.5070255292315078,250,-0.0015217292228607848,0.1335621629309796,12.11250197110407,9.690917430420358,0.01871292990646975,0.0015217292228607848,131,412.2128638203604
0,0.0,154.25470598610596,44.712,0.13119089887559396,1.4713617728486568,250,-0.0008495348325248675,0.13204043370811883,15.424560155803471,9.705429770179919,0.018638793818858905,0.0008495348325248675,132,433.94917588428456
0,0.0,134.97573393064127,42.736,0.13066249050875645,1.5036490369818725,250,-0.0005284083668375128,0.13119089887559396,13.493787607636337,9.6924693592656,0.017302006040275708,0.0005284083668375128,133,414.21737053757465
0,0.0,151.79930561647237,44.088,0.13083052347448873,1.4813752351022118,250,0.00016803296573228432,0.13066249050875645,15.177359981235208,9.70176383087919,0.01665256460315772,0.00016803296573228432,134,427.73136377580164
0,0.0,134.3742099445133,42.592,0.13078832397318196,1.5061315261831103,250,-4.219950130676664e-05,0.13083052347448873,13.43553259085772,9.691577468730452,0.014997521270691013,4.219950130676664e-05,135,412.78366754816744
