Iterations, Omega_mean, Omega_std, Omega_low, Omega_sup, Ret_mean, Ret_std, Rets_low, Rets_sup, Ts_mean, Ts_std, Ts_low, Ts_sup
0.000000000000000000e+00,7.899999998510757848e+00,1.336869328334511413e-13,7.899999998510661925e+00,7.899999998510853771e+00,1.465951641851634122e+02,8.749476202372870048e+00,1.403361659603282874e+02,1.528541624099985370e+02,2.285119999999999862e+01,1.299856976747826298e+00,2.192133833493280903e+01,2.378106166506718822e+01
8.000000000000000000e+00,7.106294091601957241e+00,4.764046718276509530e-03,7.102886097881757621e+00,7.109702085322156861e+00,3.629377614772385527e+02,1.528868487648528074e+01,3.520008951679121765e+02,3.738746277865649290e+02,5.063119999999999266e+01,2.050365664948573308e+00,4.916445676185099245e+01,5.209794323814899286e+01
1.800000000000000000e+01,6.044406787102271750e+00,6.778687013817290448e-03,6.039557606533646705e+00,6.049255967670896794e+00,8.001001750645973516e+02,1.994636569819612646e+02,6.574124705559963786e+02,9.427878795731983246e+02,1.006272000000000020e+02,2.466843351654092587e+01,8.298046572491055883e+01,1.182739342750894451e+02
2.800000000000000000e+01,4.877927227219537976e+00,8.524025300088762178e-03,4.871829506854605363e+00,4.884024947584470588e+00,1.599752514485776146e+03,6.482920561028558382e+01,1.553376494545039122e+03,1.646128534426513170e+03,1.842896000000000072e+02,7.172987372078661217e+00,1.791583539470729534e+02,1.894208460529270610e+02
3.800000000000000000e+01,3.687124988895861488e+00,6.494940550273486934e-02,3.640662983131965902e+00,3.733586994659757075e+00,1.828241917456233978e+03,2.365071480307822327e+01,1.811323215291137330e+03,1.845160619621330625e+03,1.978648000000000025e+02,2.076891369330617021e+00,1.963790814160360583e+02,1.993505185839639466e+02
4.800000000000000000e+01,2.628339114457387105e+00,2.169310703576348143e-01,2.473155975161369646e+00,2.783522253753404563e+00,1.864509044181154650e+03,4.630846047579644420e+01,1.831381967175761929e+03,1.897636121186547371e+03,1.944592000000000098e+02,4.690315059780096441e+00,1.911039507308929615e+02,1.978144492691070582e+02
5.800000000000000000e+01,1.923072362483573272e+00,4.207019035167125498e-01,1.622120350455500182e+00,2.224024374511646140e+00,1.814832631134452186e+03,6.638606140137541445e+01,1.767342903651986717e+03,1.862322358616917654e+03,1.862560000000000002e+02,7.784769540583716285e+00,1.806871113478942164e+02,1.918248886521057841e+02
6.800000000000000000e+01,1.444130835538359303e+00,4.406408518484782877e-01,1.128915359123725981e+00,1.759346311952992625e+00,1.639364938557387632e+03,2.401745457035422930e+02,1.467554418654337042e+03,1.811175458460438222e+03,1.671583999999999719e+02,2.499138227149511238e+01,1.492806421027852650e+02,1.850361578972146788e+02
7.800000000000000000e+01,1.119423206013178129e+00,4.744339972280847695e-01,7.800335696773841310e-01,1.458812842348972127e+00,1.403169775159498386e+03,3.250145510253531711e+02,1.170668371548437335e+03,1.635671178770559436e+03,1.427607999999999890e+02,3.344665492631512649e+01,1.188345044174478460e+02,1.666870955825521321e+02
8.800000000000000000e+01,8.627987764926242642e-01,4.686933710313808121e-01,5.275157367511347228e-01,1.198081816234113806e+00,1.126036172221338802e+03,4.348809031376432017e+02,8.149411148949341168e+02,1.437131229547743487e+03,1.146447999999999894e+02,4.428603047643805724e+01,8.296448226145395211e+01,1.463251177385460267e+02
9.800000000000000000e+01,6.372414522863196762e-01,4.178185813813872773e-01,3.383520446598374809e-01,9.361308599128018715e-01,8.791391061617774767e+02,4.454551137687362825e+02,5.604797142354232165e+02,1.197798498088131737e+03,8.966320000000000334e+01,4.516556471649613513e+01,5.735370136880666792e+01,1.219726986311933388e+02
1.080000000000000000e+02,4.806796467785366955e-01,3.562604134474069983e-01,2.258262997014154894e-01,7.355329938556578462e-01,7.053553630339251868e+02,4.205196983157640034e+02,4.045336927546512129e+02,1.006177033313199217e+03,7.208720000000000994e+01,4.247778833413999422e+01,4.170042076558135591e+01,1.024739792344186640e+02
1.180000000000000000e+02,3.978477416966014202e-01,2.895617707516928152e-01,1.907077292895224263e-01,6.049877541036804418e-01,6.656678744666330658e+02,4.061235672222974813e+02,3.751445759840688652e+02,9.561911729491972665e+02,6.801760000000000161e+01,4.083433485487427106e+01,3.880647656158586756e+01,9.722872343841413567e+01
1.280000000000000000e+02,3.805922188841239784e-01,2.839529351233018861e-01,1.774645257781672647e-01,5.837199119900806643e-01,6.554428831227991168e+02,4.079641706792414197e+02,3.636028962461899141e+02,9.472828699994083763e+02,6.697520000000000095e+01,4.098634612843648029e+01,3.765533424726049816e+01,9.629506575273950375e+01
1.380000000000000000e+02,3.619142625234108013e-01,2.186674595360133533e-01,2.054889852372190073e-01,5.183395398096025675e-01,6.513142067085587996e+02,3.804318597175560512e+02,3.791696486152249008e+02,9.234587648018926984e+02,6.653440000000000509e+01,3.813968277581763999e+01,3.925091453547848630e+01,9.381788546452152389e+01
1.480000000000000000e+02,3.599291771617707525e-01,1.758622686607923535e-01,2.341248887787863442e-01,4.857334655447551608e-01,6.451795492970547912e+02,3.549645752947745905e+02,3.912531889914159819e+02,8.991059096026936004e+02,6.590720000000000312e+01,3.553717588329157451e+01,4.048543581383617607e+01,9.132896418616383016e+01
1.580000000000000000e+02,3.428135727315248515e-01,9.378021062021726917e-02,2.757272514226656868e-01,4.098998940403840163e-01,5.837084714879968033e+02,1.692265865844501320e+02,4.626510641040295013e+02,7.047658788719641052e+02,5.976960000000000406e+01,1.697117020832682499e+01,4.762915618937685736e+01,7.191004381062315076e+01
1.680000000000000000e+02,3.237962834092831255e-01,3.709357717495753715e-02,2.972611368106925500e-01,3.503314300078737009e-01,5.629901064238331401e+02,4.254105211498771411e+01,5.325580710068884400e+02,5.934221418407778401e+02,5.768639999999999191e+01,4.271770480725761487e+00,5.463055948596847600e+01,6.074224051403150781e+01
1.780000000000000000e+02,3.181001803616700929e-01,4.490493875586975409e-02,2.859771223112813621e-01,3.502232384120588238e-01,5.586440081245727924e+02,4.176756181048866523e+01,5.287652943386387960e+02,5.885227219105067888e+02,5.724720000000000653e+01,4.189299053541058804e+00,5.425035599094883310e+01,6.024404400905117996e+01
1.880000000000000000e+02,3.264411069103275720e-01,4.820683846857848343e-02,2.919560120976898432e-01,3.609262017229653008e-01,5.540751820958010967e+02,3.832823570717945927e+01,5.266568139896922958e+02,5.814935502019098976e+02,5.679760000000000275e+01,3.853514634719841681e+00,5.404096169386386350e+01,5.955423830613614200e+01
1.980000000000000000e+02,3.324765063943878607e-01,3.971602885210724632e-02,3.040653708780213238e-01,3.608876419107543976e-01,5.701306381138941788e+02,4.603402348976162273e+01,5.371998815017102515e+02,6.030613947260781060e+02,5.840559999999999263e+01,4.619586890621280695e+00,5.510094661514609271e+01,6.171025338485389256e+01
2.080000000000000000e+02,3.414700271113625396e-01,3.865544153404191358e-02,3.138175900573397792e-01,3.691224641653853000e-01,6.023085924831041211e+02,5.325596778272284126e+01,5.642115681465456873e+02,6.404056168196625549e+02,6.162239999999999185e+01,5.337304548177854713e+00,5.780432233228889061e+01,6.544047766771109309e+01
2.180000000000000000e+02,3.481639399208545371e-01,4.104477915325620285e-02,3.188022737002745299e-01,3.775256061414345443e-01,6.091958003720581019e+02,5.688716806610492682e+01,5.685011718358853159e+02,6.498904289082308878e+02,6.232639999999999958e+01,5.711517962853656094e+00,5.824062618180047224e+01,6.641217381819953403e+01
2.280000000000000000e+02,3.455835945581778867e-01,3.235034991299391011e-02,3.224415483379354797e-01,3.687256407784202938e-01,6.112862864183753118e+02,4.869901174801287169e+01,5.764491120513688429e+02,6.461234607853817806e+02,6.252880000000000393e+01,4.885809591050393585e+00,5.903370236787279168e+01,6.602389763212721618e+01
2.380000000000000000e+02,3.464663747096304869e-01,3.199759755730578747e-02,3.235766723231206510e-01,3.693560770961403228e-01,6.083433095488599065e+02,5.246748879293811996e+01,5.708103291028423882e+02,6.458762899948774248e+02,6.223120000000001539e+01,5.256056559817448459e+00,5.847124364185728496e+01,6.599115635814274583e+01
2.480000000000000000e+02,3.582483341678041611e-01,4.069612480121411607e-02,3.291360802457479195e-01,3.873605880898604026e-01,6.591644962877287526e+02,5.524129917859514904e+01,6.196472514265285554e+02,6.986817411489289498e+02,6.732480000000001041e+01,5.530804729874305714e+00,6.336830064100927729e+01,7.128129935899075065e+01
