TimestepsMean,DeltaOmega,Wins,ITERATIONS,ReturnsStd,ReturnsMean,RewardStd,Omega,NormDeltaVar,RewardMean,OmegaBefore,ConfortViolation,NormDeltaOmega,TimestepsStd,Traj
94.416,-0.017644957811739637,18.4,1233,652.7930959132956,932.8178431268954,0.9252940896359246,0.2030598135844408,0.12178059311393859,9.87987039407405,0.22070477139618044,0,0.017644957811739637,64.9139965184705,250
73.168,-0.008477504662499802,5.6000000000000005,1234,517.0662830403863,718.863982039125,1.1263662925564104,0.194582308921941,0.11905275179866774,9.824841215273409,0.2030598135844408,0,0.008477504662499802,51.54302839376049,250
60.384,-0.01346996116090432,3.2,1235,398.9318388439923,590.7945551678898,1.2520584036977362,0.18111234776103668,0.11126895339659666,9.783958584523877,0.194582308921941,0,0.01346996116090432,39.75460406041041,250
63.176,-0.015204189987712668,6.4,1236,452.6613853454137,619.1680324409188,1.2050952155760803,0.16590815777332402,0.10618043041629514,9.80068431747687,0.18111234776103668,0,0.015204189987712668,45.02409381653339,250
67.512,-0.017717854640059344,5.6000000000000005,1237,482.15881835575084,662.4741491455284,1.1716840738317784,0.14819030313326467,0.11323376967200845,9.812687361439867,0.16590815777332402,0,0.017717854640059344,48.025928996740916,250
56.848,-0.010850932557414483,0.8,1238,389.0058109582134,555.2929174851356,1.3050260493994768,0.1373393705758502,0.11015077935482351,9.768029086074012,0.14819030313326467,0,0.010850932557414483,38.86655240692182,250
51.392,-0.010340804612059551,3.2,1239,330.330939963355,501.114771658984,1.3542830191832904,0.12699856596379064,0.10272432811647224,9.750832262978363,0.1373393705758502,0,0.010340804612059551,32.847257663311865,250
51.384,-0.011352486326159136,0.0,1240,259.5231335378025,500.65310457384385,1.3759103227137202,0.1156460796376315,0.09551977815459906,9.743365728122448,0.12699856596379064,0,0.011352486326159136,25.95558791474391,250
48.44,-0.004799928262613384,0.0,1241,248.14856821017378,471.2397564707712,1.4157301621985683,0.11084615137501812,0.08693852919216187,9.728318671981238,0.1156460796376315,0,0.004799928262613384,24.81560799174584,250
47.072,-0.0017956337015770651,0.0,1242,235.29699781022867,457.58389667975496,1.4354780613753335,0.10905051767344105,0.08004858183215495,9.720935942380926,0.11084615137501812,0,0.0017956337015770651,23.529785719381298,250
53.0,-0.0016231058575110202,0.0,1243,237.99399725209298,516.8527816083351,1.3556379428792036,0.10742741181593003,0.07477685142800292,9.751939275628963,0.10905051767344105,0,0.0016231058575110202,23.79983193217969,250
50.864,0.0059903937122575,0.0,1244,268.44954999594125,495.51571642182796,1.3828807651285024,0.11341780552818753,0.06549720150073561,9.74197303440209,0.10742741181593003,0,0.0059903937122575,26.845139299321954,250
48.176,0.00895982155690793,0.0,1245,214.05204813280454,468.59035248602936,1.419462707221343,0.12237762708509546,0.0629926740583302,9.726634682954778,0.11341780552818753,0,0.00895982155690793,21.40544379357737,250
52.56,0.011649608971367367,0.0,1246,304.84264077682866,512.4298927740543,1.3610141447996793,0.13402723605646283,0.06211263282424812,9.749427183676833,0.12237762708509546,0,0.011649608971367367,30.4865609736487,250
54.08,0.01439054202450274,0.8,1247,316.72322633472055,527.6622462076342,1.3370626572281423,0.14841777808096557,0.06083897621601865,9.757068162123414,0.13402723605646283,0,0.01439054202450274,31.62672287797141,250
59.064,0.019042430750100037,2.4,1248,377.86913724889877,577.6710469751005,1.2709786308251354,0.1674602088310656,0.06613362900068,9.780425419461945,0.14841777808096557,0,0.019042430750100037,37.6747648167842,250
59.864,0.031108125933762415,2.4,1249,403.03695785296406,585.577976765279,1.2625389228732062,0.19856833476482802,0.06421092500560459,9.78180503750633,0.1674602088310656,0,0.031108125933762415,40.20374987485621,250
73.832,0.03375920067514984,12.8,1250,579.2981794491607,726.3725038331329,1.0786957148920164,0.23232753543997786,0.07806473310010577,9.838179973902008,0.19856833476482802,0,0.03375920067514984,57.5916293917788,250
82.416,0.04602584613343941,12.0,1251,582.0332628687745,811.9896787068735,1.0265228874054941,0.27835338157341727,0.0676086322044329,9.852330599724246,0.23232753543997786,0,0.04602584613343941,57.90449847809754,250
