DualBefore,ConfortViolation,WeightMin,ReturnsStd,RewardMean,Eta,Wins,ITERATIONS,WeightMax,Traj,Omega,WeightMedian,LossReg,DeltaOmega,TimestepsMean,TimestepsStd,Epsilon,NormDeltaOmega,OmegaBefore,ReturnsMean,DualReg,NormDeltaVar,WeightMean,Primal,RewardStd,DualAfter
6.675226792928278,0,0.600243395634623,76.99277475260946,6.410500739294216,13.879705056230883,0.0,0,1.0,2236,7.964769983894123,0.9746129042715669,0.0,-0.03523001610587695,22.366890380313198,11.419774636409109,0.001,0.03523001610587695,8.0,143.38447716546978,0.0001,0.06674112032338118,0.600243395634623,6.523644965830236,1.3934749623902676,6.504381766667727
6.70525060218323,0,0.5970136244667323,79.9731642486964,6.4445557916314415,13.80588176066096,0.0,1,1.0,2190,7.930322512672563,0.9739828632050852,0.0,-0.03444747122155967,22.838739150296938,11.810945572734212,0.001,0.03444747122155967,7.964769983894123,147.1852967495954,0.0001,0.12228145709211609,0.5970136244667323,6.556758852919458,1.385593314297327,6.537700014194099
6.733049263685664,0,0.5932397345224937,85.68190580885688,6.478855401772438,13.674817061174783,0.0,2,1.0,2123,7.89742249251335,0.9742354653470124,0.0,-0.03290002015921356,23.560791705937795,12.619171004756325,0.001,0.03290002015921356,7.930322512672563,152.6486056612651,0.0001,0.024660040090092674,0.5932397345224937,6.589358569121275,1.3707758065643323,6.5706599018616325
6.758846585284724,0,0.591098570709274,84.14118545973759,6.507455429138954,13.622719677339356,0.0,3,1.0,2089,7.864421454229546,0.974364549028719,0.0,-0.033001038283804185,23.934386973180075,12.346568136091124,0.001,0.033001038283804185,7.89742249251335,155.7507649947414,0.0001,0.10008238616028538,0.591098570709274,6.617306995515995,1.3653721431370534,6.598750919764861
6.783856919015665,0,0.5886478127625121,91.75260669101407,6.5345682984485425,13.585932781475591,0.0,4,1.0,2063,7.832635705378876,0.9734087335477237,0.0,-0.03178574885066965,24.242483026188168,13.417180643287185,0.001,0.03178574885066965,7.864421454229546,158.41112001112026,0.0001,0.27043744776777534,0.5886478127625121,6.643971985447799,1.3617982556496397,6.6255160075796455
6.809966608376301,0,0.5865340031217334,94.62789719685829,6.561660197763691,13.574943407016539,0.0,5,1.0,2044,7.800412866852539,0.9722297440160648,0.0,-0.03222283852633723,24.4645129711209,13.795304080722248,0.001,0.03222283852633723,7.832635705378876,160.52862669493953,0.0001,0.052446992488929395,0.5865340031217334,6.670958026160189,1.3613510268000233,6.652531893798882
6.838046848368125,0,0.5817786857065397,99.17676421369636,6.599482381051285,13.363695551888357,0.0,6,1.0,1955,7.769019063299381,0.9739111555936477,0.0,-0.031393803553157795,25.565506653019447,14.403387863946104,0.001,0.031393803553157795,7.800412866852539,168.7067559100754,0.0001,0.5477367252631578,0.5817786857065397,6.706058566888734,1.3370934267496866,6.6882015346327455
6.861846523472331,0,0.582659457936876,95.75991817978625,6.618394409472982,13.48708542898859,0.0,7,1.0,1986,7.737008441210127,0.9726073149610401,0.0,-0.03201062208925354,25.18337531486146,13.843480062633427,0.001,0.03201062208925354,7.769019063299381,166.67454196381058,0.0001,0.18070800019195948,0.582659457936876,6.726616645399854,1.3525971891101396,6.708428275026373
6.887725145997741,0,0.5758336401341713,101.97412467887415,6.653081957383223,13.292027572763546,0.0,8,1.0,1904,7.705583644716989,0.9702557718129106,0.0,-0.03142479649313845,26.261166579085653,14.70643186885561,0.001,0.03142479649313845,7.737008441210127,174.71537776871887,0.0001,0.10877526781524519,0.5758336401341713,6.758801213501971,1.3302151295670976,6.741135214730543
6.910662289133467,0,0.5745617193104094,104.9108560834206,6.676872422186516,13.27941051786838,0.0,9,1.0,1889,7.67547127990249,0.9702669522888938,0.0,-0.030112364814499415,26.48199152542373,15.074662132422997,0.001,0.030112364814499415,7.705583644716989,176.8165690457085,0.0001,0.016589438088362413,0.5745617193104094,6.782460487308137,1.3294413991142067,6.764828013214826
