ReturnsStd,RewardStd,TimestepsStd,Wins,NormDeltaOmega,OmegaBefore,ITERATIONS,ReturnsMean,Omega,TimestepsMean,DeltaOmega,Traj,NormDeltaVar,Theta,ConfortViolation,RewardMean
67.96432887919956,2.6757501751845223,0.0,0.0,0.0008855581767412968,0.90129649,30,1290.5,0.90218205,500.0,0.00088556,20,0.448125150287936,0.05835575,0,2.581
68.99971014431873,2.702817611308613,0.0,0.0,0.0016673450611977003,0.90218205,31,1313.2,0.90384939,500.0,0.00166735,20,0.43155357589730414,0.05671774,0,2.6264
74.83655523873342,2.7517371313408554,0.0,0.0,0.002799561183822852,0.90384939,32,1341.3,0.90664896,500.0,0.00279956,20,0.4906634721004224,0.05490791,0,2.6826
77.97762499589226,2.7053176597213127,0.0,0.0,0.0032679073950924176,0.90664896,33,1315.3,0.90991686,500.0,0.00326791,20,0.424184198015638,0.05338727,0,2.6306
52.65320503065316,2.724355307224078,0.0,0.0,0.003415886939179158,0.90991686,34,1319.8,0.91333275,500.0,0.00341589,20,0.3410619987621857,0.05219351,0,2.6396
69.21531622408439,2.734935436166638,0.0,0.0,0.0035747186749410798,0.91333275,35,1330.2,0.91690747,500.0,0.00357472,20,0.28898305126080714,0.05120183,0,2.6604
47.25875580249654,2.6845921775942063,0.0,0.0,0.0024708431145057386,0.91690747,36,1298.9,0.91937831,500.0,0.00247084,20,0.274096640713239,0.05027771,0,2.5978
60.447994176812855,2.685901532074473,0.0,0.0,0.002426763387687214,0.91937831,37,1301.8,0.92180508,500.0,0.00242676,20,0.3816813205263969,0.04901717,0,2.6036
65.33023802191448,2.7270001393472643,0.0,0.0,0.0033103349847257713,0.92180508,38,1326.6,0.92511541,500.0,0.00331033,20,0.2507245841876866,0.0482055,0,2.6532
76.36825256610236,2.773019949441403,0.0,0.0,0.0030050149009873683,0.92511541,39,1349.7,0.92812043,500.0,0.00300501,20,0.3792538889099504,0.04700195,0,2.6994
