DeltaOmega,ConfortViolation,Omega,ReturnsStd,ITERATIONS,OmegaBefore,Theta,TimestepsMean,RewardMean,Wins,Traj,NormDeltaOmega,TimestepsStd,ReturnsMean,RewardStd,NormDeltaVar
0.00062476,0,0.81356444,80.86804065884124,0,0.81293968,0.18936453,500.0,2.3428,0.0,20,0.0006247573727439226,0.0,1171.4,2.4143090440123856,0.05109738128673058
0.00046393,0,0.81402836,60.6946455628501,0,0.81356444,0.18885961,500.0,2.3888,0.0,20,0.00046392541253670316,0.0,1194.4,2.4788776815325115,0.04703775855276504
0.00033476,0,0.81436312,46.82349837421377,0,0.81402836,0.18831948,500.0,2.3492,0.0,20,0.0003347595840338391,0.0,1174.6,2.4123970154184824,0.05042474226073779
0.00028408,0,0.81464721,48.5258693894298,0,0.81436312,0.18790339,500.0,2.3716,0.0,20,0.0002840846675046249,0.0,1185.8,2.456402540301569,0.03891991121402327
0.00014259,0,0.8147898,52.707779311976324,0,0.81464721,0.18737914,500.0,2.4234,0.0,20,0.0001425898949521942,0.0,1211.7,2.4902073086391825,0.04913234281353951
0.00015816,0,0.81494796,62.120769473663145,0,0.8147898,0.18685824,500.0,2.3418,0.0,20,0.00015815626139203953,0.0,1170.9,2.4251129375763103,0.04892321754365625
0.00011583,0,0.81506379,62.9281336128762,0,0.81494796,0.18647911,500.0,2.375,0.0,20,0.00011583223390509989,0.0,1187.5,2.4391340676559787,0.035673489032046035
6.65591396e-05,0,0.81513035,53.74718597284885,0,0.81506379,0.18607304,500.0,2.3676,0.0,20,6.655913955355697e-05,0.0,1183.8,2.438702573090864,0.03827144213321887
8.20158007e-05,0,0.81521236,54.163087061208024,0,0.81513035,0.18554659,500.0,2.3172,0.0,20,8.201580065769765e-05,0.0,1158.6,2.3854945315384817,0.04971241135438831
-9.7294627e-05,0,0.81511507,56.19065758647073,0,0.81521236,0.18501171,500.0,2.3698,0.0,20,9.729462696328461e-05,0.0,1184.9,2.4515399160527656,0.050619522619648194
-0.00017277,0,0.8149423,59.85273594414878,0,0.81511507,0.18445632,500.0,2.315,0.0,20,0.00017277252099268114,0.0,1157.5,2.3900575306883303,0.05268151383916475
-4.04587028e-05,0,0.81490184,64.98461356351979,0,0.8149423,0.18411386,500.0,2.366,0.0,20,4.0458702826096093e-05,0.0,1183.0,2.450396702576952,0.032544555167785205
-0.00026963,0,0.8146322,68.74009019487828,0,0.81490184,0.18378822,500.0,2.376,0.0,20,0.00026963205063024187,0.0,1188.0,2.4385700728090636,0.030990176212949194
-0.00024999,0,0.81438222,59.924953066314536,0,0.8146322,0.18338905,500.0,2.39,0.0,20,0.00024998548981036706,0.0,1195.0,2.4743281916512205,0.0380454242184598
-0.00025442,0,0.8141278,60.89162503990183,0,0.81438222,0.18304104,500.0,2.3358,0.0,20,0.0002544150821561786,0.0,1167.9,2.4214950671021405,0.03322226515924598
-8.70428759e-05,0,0.81404076,49.73168004401219,0,0.8141278,0.18274421,500.0,2.3388,0.0,20,8.704287589633708e-05,0.0,1169.4,2.410894970752563,0.028375019307897986
2.07169218e-05,0,0.81406148,51.222944077825126,0,0.81404076,0.18232875,500.0,2.3622,0.0,20,2.0716921753538564e-05,0.0,1181.1,2.438772469911861,0.039775307831082074
0.00011038,0,0.81417185,55.99241019995478,0,0.81406148,0.18177159,500.0,2.403,0.0,20,0.00011037550399883855,0.0,1201.5,2.502716723882269,0.05345136108477533
0.00023908,0,0.81441093,67.95726598385194,0,0.81417185,0.18109171,500.0,2.3962,0.0,20,0.00023907761053232335,0.0,1198.1,2.4795615660838104,0.06539845166741287
0.00036778,0,0.81477871,63.736959450541725,0,0.81441093,0.18034773,500.0,2.392,0.0,20,0.0003677830156095796,0.0,1196.0,2.4796644934345453,0.07178428369985923
0.00041669,0,0.8151954,52.75784301883465,0,0.81477871,0.17967145,500.0,2.3582,0.0,20,0.000416687634707702,0.0,1179.1,2.4491820593822746,0.06545184619979594
0.00047301,0,0.81566841,63.73507668466399,0,0.8151954,0.17905234,500.0,2.3584,0.0,20,0.00047300502158531543,0.0,1179.2,2.426097574294983,0.06008839576835712
0.0005078,0,0.81617621,56.91713274577348,0,0.81566841,0.17865065,500.0,2.3436,0.0,20,0.0005078000446157027,0.0,1171.8,2.4244461305626075,0.03907275133567012
0.00026187,0,0.81643807,45.59210457963089,0,0.81617621,0.17817717,500.0,2.4008,0.0,20,0.00026186835292640875,0.0,1200.4,2.480515946330521,0.046144659109046415
0.00036471,0,0.81680278,42.240265150682944,0,0.81643807,0.17780284,500.0,2.3672,0.0,20,0.0003647072690561304,0.0,1183.6,2.453969062559673,0.0365500882346943
0.0001721,0,0.81697488,60.799588814399065,0,0.81680278,0.17740995,500.0,2.3502,0.0,20,0.00017209744608115418,0.0,1175.1,2.4336310237996224,0.038426549319407144
0.00028732,0,0.8172622,64.04092441556415,0,0.81697488,0.17694053,500.0,2.3068,0.0,20,0.00028732237406603467,0.0,1153.4,2.3995569924467306,0.04599940426709637
0.000248,0,0.8175102,60.689043492215305,0,0.8172622,0.17633566,500.0,2.4036,0.0,20,0.00024800276662451104,0.0,1201.8,2.5113157985406773,0.05941480184867487
0.00032499,0,0.81783519,60.80945650143569,0,0.8175102,0.17579446,500.0,2.3582,0.0,20,0.0003249863015596377,0.0,1179.1,2.4527724639680706,0.0532959724341211
0.00018859,0,0.81802378,47.971970983064686,0,0.81783519,0.1751835,500.0,2.3574,0.0,20,0.00018859358399359039,0.0,1178.7,2.42731646886021,0.06032107403587261
0.00016616,0,0.81818995,72.00354157956399,0,0.81802378,0.17448605,500.0,2.3566,0.0,20,0.00016616079706721631,0.0,1178.3,2.4346737851301556,0.06906311103850982
0.0001165,0,0.81830645,71.50216779930521,0,0.81818995,0.1738688,500.0,2.4216,0.0,20,0.0001165030400520628,0.0,1210.8,2.504686295726473,0.06130281544256988
0.00010547,0,0.81841192,69.10745256482834,0,0.81830645,0.17327552,500.0,2.4008,0.0,20,0.00010547052609344298,0.0,1200.4,2.496269088059218,0.059085696714426206
0.00014019,0,0.81855211,58.82652462962605,0,0.81841192,0.17264956,500.0,2.3736,0.0,20,0.0001401934994418319,0.0,1186.8,2.462117592642561,0.06251290641364093
0.00011007,0,0.81866219,56.193504962762375,0,0.81855211,0.17203346,500.0,2.3846,0.0,20,0.00011007461735257351,0.0,1192.3,2.4569254852355615,0.061703771078924774
0.00013936,0,0.81880154,54.49577965310708,0,0.81866219,0.17131221,500.0,2.3918,0.0,20,0.00013935504582829328,0.0,1195.9,2.4765485579733744,0.07245814007058726
0.00035169,0,0.81915323,59.93955288455195,0,0.81880154,0.17074431,500.0,2.353,0.0,20,0.0003516889561372416,0.0,1176.5,2.4284544467623848,0.05722178481850548
0.00031723,0,0.81947046,50.20069720631378,0,0.81915323,0.17021621,500.0,2.4246,0.0,20,0.0003172256408328078,0.0,1212.3,2.532531310763995,0.053347774468402775
0.00019954,0,0.81967,59.63757204984119,0,0.81947046,0.16958493,500.0,2.3728,0.0,20,0.00019954014658940533,0.0,1186.4,2.4469205463193937,0.06394480890804743
0.00026947,0,0.81993947,41.03401028415331,0,0.81967,0.1689825,500.0,2.3742,0.0,20,0.00026947349116079877,0.0,1187.1,2.4526667853583373,0.061197870406619614
0.00015208,0,0.82009155,68.34910387122864,0,0.81993947,0.16852356,500.0,2.344,0.0,20,0.0001520756565569492,0.0,1172.0,2.4229040426727595,0.04673837952094928
0.00027702,0,0.82036857,63.03102410718074,0,0.82009155,0.16798017,500.0,2.3466,0.0,20,0.0002770239380240902,0.0,1173.3,2.4211295793492753,0.055470772848146055
0.00035759,0,0.82072616,48.57777269492705,0,0.82036857,0.16736295,500.0,2.314,0.0,20,0.0003575913996081148,0.0,1157.0,2.3942856972383226,0.06318186776299228
0.00024651,0,0.82097267,53.94849395488256,0,0.82072616,0.16665136,500.0,2.4188,0.0,20,0.0002465109623104311,0.0,1209.4,2.5027597887132513,0.07307272371803464
0.00039387,0,0.82136654,59.34846249061554,0,0.82097267,0.1659451,500.0,2.3912,0.0,20,0.0003938663520168806,0.0,1195.6,2.475270199392382,0.07277245440216973
0.00061577,0,0.82198231,54.84696892263053,0,0.82136654,0.16521001,500.0,2.3618,0.0,20,0.0006157734384011349,0.0,1180.9,2.4330846183394446,0.0760078167100815
0.00049454,0,0.82247685,63.23060967601056,0,0.82198231,0.16451428,500.0,2.3794,0.0,20,0.0004945415555938082,0.0,1189.7,2.4734703636793385,0.07218724528793885
0.00053026,0,0.82300711,54.74842463486963,0,0.82247685,0.16372884,500.0,2.4098,0.0,20,0.0005302584254940346,0.0,1204.9,2.497291324615532,0.08179118373242389
0.00048215,0,0.82348927,55.870833177965046,0,0.82300711,0.16305089,500.0,2.409,0.0,20,0.0004821531583049099,0.0,1204.5,2.4845762214108063,0.07085268224523844
0.00043977,0,0.82392903,45.59210457963089,0,0.82348927,0.16249469,500.0,2.3768,0.0,20,0.0004397653974087534,0.0,1188.4,2.4603296039352127,0.05830522810498806
0.00038656,0,0.82431559,60.79506558924005,0,0.82392903,0.16195383,500.0,2.3612,0.0,20,0.0003865607610635813,0.0,1180.6,2.462505748216641,0.05685164816852861
0.00036256,0,0.82467815,50.50148512667722,0,0.82431559,0.16139437,500.0,2.376,0.0,20,0.00036255961959141825,0.0,1188.0,2.439881964358112,0.05896802660830858
0.00034508,0,0.82502323,60.756810317856555,0,0.82467815,0.16099101,500.0,2.4318,0.0,20,0.0003450788127690174,0.0,1215.9,2.509093214689323,0.042617298006351945
0.00026036,0,0.82528359,62.594808091406435,0,0.82502323,0.1605746,500.0,2.3806,0.0,20,0.0002603620072068047,0.0,1190.3,2.4782945022736906,0.04408704246484518
7.59641362e-05,0,0.82535956,45.93952546555091,0,0.82528359,0.16017042,500.0,2.3412,0.0,20,7.596413616262065e-05,0.0,1170.6,2.4297289066889745,0.042880150226832114
0.00011444,0,0.825474,77.42092740338364,0,0.82535956,0.15954429,500.0,2.416,0.0,20,0.00011443961509549627,0.0,1208.0,2.493781064969417,0.06660101512462546
2.4564508e-05,0,0.82549856,47.763584455105544,0,0.825474,0.15897809,500.0,2.4104,0.0,20,2.456450796617382e-05,0.0,1205.2,2.4802362468119847,0.060409308880892354
0.00012007,0,0.82561863,69.3999279538531,0,0.82549856,0.15832062,500.0,2.319,0.0,20,0.00012007410450765033,0.0,1159.5,2.3985493532550044,0.0703660047129091
0.00023851,0,0.82585714,52.17432318679372,0,0.82561863,0.15770618,500.0,2.3904,0.0,20,0.0002385070957986457,0.0,1195.2,2.4715152922852814,0.06597562205540441
0.0001221,0,0.82597924,70.71209231807528,0,0.82585714,0.15707716,500.0,2.454,0.0,20,0.0001220990197994265,0.0,1227.0,2.5322488029417642,0.06775765362009523
0.00013915,0,0.82611839,47.118892177129965,0,0.82597924,0.15634942,500.0,2.3662,0.0,20,0.00013914861488062424,0.0,1183.1,2.4587593538205406,0.0786677308848418
7.36112048e-05,0,0.826192,71.08101012225417,0,0.82611839,0.15571737,500.0,2.4266,0.0,20,7.361120484428163e-05,0.0,1213.3,2.493514074554222,0.06856671302631767
7.38475056e-05,0,0.82626585,53.520463376170426,0,0.826192,0.15505546,500.0,2.3908,0.0,20,7.384750559580322e-05,0.0,1195.4,2.460909457903724,0.07204911356664212
0.00016143,0,0.82642728,69.53387663578093,0,0.82626585,0.15443581,500.0,2.3904,0.0,20,0.00016143001923751843,0.0,1195.2,2.4679521551278096,0.06767743016981953
0.00013577,0,0.82656305,76.63523993568494,0,0.82642728,0.15381228,500.0,2.4536,0.0,20,0.00013576952329996672,0.0,1226.8,2.5353199088083542,0.06832538204820082
-1.01192934e-05,0,0.82655293,82.80307965287281,0,0.82656305,0.15311525,500.0,2.371,0.0,20,1.0119293411325891e-05,0.0,1185.5,2.4625919272181496,0.07664851757143865
-3.83896383e-05,0,0.82651454,72.23814781678722,0,0.82655293,0.15246166,500.0,2.425,0.0,20,3.838963830249398e-05,0.0,1212.5,2.4912195808479027,0.07213161189559614
-0.00016456,0,0.82634998,54.861553022130174,0,0.82651454,0.15174481,500.0,2.4202,0.0,20,0.00016456195257796846,0.0,1210.1,2.51058398784028,0.07940491781652881
-2.9247811e-05,0,0.82632073,69.70394536896747,0,0.82634998,0.15090725,500.0,2.3968,0.0,20,2.924781103219587e-05,0.0,1198.4,2.461412147528325,0.09316764857763715
1.75445055e-05,0,0.82633827,67.46814062948526,0,0.82632073,0.1501465,500.0,2.393,0.0,20,1.7544505476640992e-05,0.0,1196.5,2.4573870269047977,0.08499232609256424
5.32840043e-05,0,0.82639156,45.18351469286116,0,0.82633827,0.14946136,500.0,2.413,0.0,20,5.328400432891289e-05,0.0,1206.5,2.495802676495079,0.07684912481688144
-1.75371019e-05,0,0.82637402,57.11698521455767,0,0.82639156,0.14892809,500.0,2.421,0.0,20,1.7537101861586635e-05,0.0,1210.5,2.5082182919355325,0.060016790592776204
-6.82990469e-05,0,0.82630572,44.620510978696785,0,0.82637402,0.14839717,500.0,2.3842,0.0,20,6.829904685978772e-05,0.0,1192.1,2.4620297236223614,0.05992786156089025
-0.00015446,0,0.82615126,49.2766679068299,0,0.82630572,0.14789831,500.0,2.3962,0.0,20,0.00015446002686458904,0.0,1198.1,2.4798841827795104,0.056470371493070104
-0.00018321,0,0.82596805,60.568225993502566,0,0.82615126,0.14732566,500.0,2.3666,0.0,20,0.00018321246680363945,0.0,1183.3,2.4474485571713247,0.06501745959662841
-0.00013515,0,0.8258329,44.845847076401625,0,0.82596805,0.14683559,500.0,2.385,0.0,20,0.0001351470468381466,0.0,1192.5,2.483258947431781,0.05580785765657481
-3.94964513e-05,0,0.8257934,71.21404355883746,0,0.8258329,0.1464303,500.0,2.4112,0.0,20,3.9496451311626934e-05,0.0,1205.6,2.4952183391438916,0.04627050735621907
5.12454821e-05,0,0.82584465,47.277373023466524,0,0.8257934,0.1459943,500.0,2.325,0.0,20,5.124548213741864e-05,0.0,1162.5,2.4095590882981064,0.04989428758482006
0.000322,0,0.82616665,73.28703841744459,0,0.82584465,0.14556665,500.0,2.4438,0.0,20,0.0003220032429440689,0.0,1221.9,2.524488375889262,0.049060077135276714
0.00018271,0,0.82634937,67.88188270812765,0,0.82616665,0.14514663,500.0,2.373,0.0,20,0.0001827132008072052,0.0,1186.5,2.4507286671518735,0.048300208554898916
0.00040573,0,0.8267551,56.23664285854909,0,0.82634937,0.14472264,500.0,2.3784,0.0,20,0.00040572966982876935,0.0,1189.2,2.4594335608021614,0.0488751444665958
0.00042588,0,0.82718098,62.863661999600374,0,0.8267551,0.14425079,500.0,2.4368,0.0,20,0.00042588007093014024,0.0,1218.4,2.520874007164976,0.054531719295376035
0.00035671,0,0.82753769,62.54886090089891,0,0.82718098,0.14393506,500.0,2.3836,0.0,20,0.0003567135854521952,0.0,1191.8,2.4685321630475063,0.036571666333756525
0.00038861,0,0.8279263,48.696098406340525,0,0.82753769,0.14362075,500.0,2.4514,0.0,20,0.00038861442904347676,0.0,1225.7,2.5375259683400286,0.03647418008132419
0.00040485,0,0.82833115,64.29269009770861,0,0.8279263,0.14323446,500.0,2.393,0.0,20,0.0004048463392086754,0.0,1196.5,2.492940231934974,0.044918061510159646
0.00039437,0,0.82872552,62.33610510771425,0,0.82833115,0.14288857,500.0,2.4562,0.0,20,0.0003943677920208444,0.0,1228.1,2.5448539368694623,0.040305209427160094
0.00040286,0,0.82912838,50.45354298758413,0,0.82872552,0.14266871,500.0,2.4524,0.0,20,0.0004028578098076441,0.0,1226.2,2.5179623190190914,0.025662567811444603
0.00051383,0,0.82964221,57.16248769953946,0,0.82912838,0.14253616,500.0,2.367,0.0,20,0.0005138305481575678,0.0,1183.5,2.4452629715431424,0.015487357908440913
0.00035789,0,0.8300001,69.26355463012275,0,0.82964221,0.14226738,500.0,2.4288,0.0,20,0.0003578884877960542,0.0,1214.4,2.4948207470678123,0.03144146978766216
0.00036353,0,0.83036363,57.45006527411436,0,0.8300001,0.14214077,500.0,2.4366,0.0,20,0.0003635336253631216,0.0,1218.3,2.519400809716469,0.014827102651619128
0.0003779,0,0.83074153,53.353912696258746,0,0.83036363,0.14201938,500.0,2.4248,0.0,20,0.0003779006236654947,0.0,1212.4,2.5121196149865157,0.014227198438511834
0.00028626,0,0.83102779,63.67134363275209,0,0.83074153,0.14178287,500.0,2.3812,0.0,20,0.0002862582276254022,0.0,1190.6,2.448731622697759,0.02774797654421235
0.00034722,0,0.83137501,58.40239721107345,0,0.83102779,0.14150063,500.0,2.4092,0.0,20,0.0003472193163326365,0.0,1204.6,2.483496599554748,0.033162583831600756
0.00022913,0,0.83160414,61.77993201679653,0,0.83137501,0.1410488,500.0,2.4116,0.0,20,0.00022913279777647677,0.0,1205.8,2.4959538136752455,0.05320640382180031
0.0003373,0,0.83194144,52.66450417501336,0,0.83160414,0.14054691,500.0,2.427,0.0,20,0.00033730123401609635,0.0,1213.5,2.4903957516828528,0.059267272032979434
0.00034691,0,0.83228835,57.08554983531297,0,0.83194144,0.13998832,500.0,2.4364,0.0,20,0.0003469057611449333,0.0,1218.2,2.531235872059338,0.06617215175125679
0.00033305,0,0.83262139,65.45655047434137,0,0.83228835,0.13946154,500.0,2.3584,0.0,20,0.00033304625094421336,0.0,1179.2,2.4448209423186804,0.06260677194159925
0.00049466,0,0.83311606,64.57243994151065,0,0.83262139,0.13889919,500.0,2.392,0.0,20,0.0004946637069488391,0.0,1196.0,2.4683468151781267,0.06705359906961306
0.00047671,0,0.83359277,55.07258846286417,0,0.83311606,0.13832943,500.0,2.4598,0.0,20,0.0004767079988801104,0.0,1229.9,2.5481334266478277,0.06816945786196626
0.00059189,0,0.83418465,57.47138418378315,0,0.83359277,0.13777039,500.0,2.4344,0.0,20,0.000591885818902127,0.0,1217.2,2.515888836971936,0.06711548428895497
0.00069918,0,0.83488383,55.98714138085637,0,0.83418465,0.1373159,500.0,2.3856,0.0,20,0.0006991816186818767,0.0,1192.8,2.454406779651653,0.05473303760060233
0.0007005,0,0.83558434,57.50095651378332,0,0.83488383,0.13689007,500.0,2.4204,0.0,20,0.0007005030074768159,0.0,1210.2,2.506963071128093,0.05142072867787917
0.00065346,0,0.8362378,74.82372618361103,0,0.83558434,0.13644413,500.0,2.3982,0.0,20,0.000653462985305775,0.0,1199.1,2.4861690932034373,0.05399249102745074
0.00074944,0,0.83698724,66.37853568737413,0,0.8362378,0.13604075,500.0,2.3866,0.0,20,0.000749441845105947,0.0,1193.3,2.476235134230996,0.04896844798150113
0.00035177,0,0.83733901,57.77058074833592,0,0.83698724,0.13563044,500.0,2.4328,0.0,20,0.00035177340520009537,0.0,1216.4,2.503734043384001,0.04993492447058756
0.00032472,0,0.83766373,56.69215113223346,0,0.83733901,0.13517384,500.0,2.448,0.0,20,0.00032471638059416996,0.0,1224.0,2.547331152402451,0.055718024459451954
0.00045545,0,0.83811918,64.77430045936428,0,0.83766373,0.13479589,500.0,2.4234,0.0,20,0.0004554522901667468,0.0,1211.7,2.5151406402028496,0.04624121703901807
0.00042027,0,0.83853945,49.965087811390866,0,0.83811918,0.1344002,500.0,2.4054,0.0,20,0.0004202695040624871,0.0,1202.7,2.4737119557458587,0.04852828910783202
0.00024989,0,0.83878934,68.84613278899549,0,0.83853945,0.13403875,500.0,2.4378,0.0,20,0.00024988685129967436,0.0,1218.9,2.5212558696014966,0.04443549347059417
0.00026589,0,0.83905523,68.19816713079612,0,0.83878934,0.13368087,500.0,2.4722,0.0,20,0.0002658923763395604,0.0,1236.1,2.561684438021202,0.04409695636422839
0.00029817,0,0.83935341,71.53712322983083,0,0.83905523,0.1333179,500.0,2.4524,0.0,20,0.00029817424139144677,0.0,1226.2,2.539790196059509,0.04482516003701775
0.00019249,0,0.83954589,72.71389138259622,0,0.83935341,0.13305239,500.0,2.4466,0.0,20,0.0001924868198438512,0.0,1223.3,2.540895204450589,0.03285419101039011
0.00026519,0,0.83981109,50.55007418392183,0,0.83954589,0.13276412,500.0,2.4294,0.0,20,0.00026519360576571227,0.0,1214.7,2.5043992573070297,0.0357342098931106
0.00024518,0,0.84005626,67.78930594127661,0,0.83981109,0.13247693,500.0,2.4598,0.0,20,0.00024517596065531944,0.0,1229.9,2.5453062605509778,0.035666146619529826
0.00027428,0,0.84033054,52.18083939531827,0,0.84005626,0.1321528,500.0,2.4148,0.0,20,0.0002742778867251827,0.0,1207.4,2.4941413271905826,0.04033183256181161
0.00021659,0,0.84054713,71.11476639911011,0,0.84033054,0.13182263,500.0,2.4194,0.0,20,0.0002165881976857742,0.0,1209.7,2.506252908227739,0.04117015632067833
0.00039898,0,0.84094611,67.19940475926852,0,0.84054713,0.13146014,500.0,2.4376,0.0,20,0.0003989801227675116,0.0,1218.8,2.5242238886437947,0.045301712391651705
0.00041656,0,0.84136267,51.97797610526982,0,0.84094611,0.13110244,500.0,2.4634,0.0,20,0.00041656322880134766,0.0,1231.7,2.5473241725387052,0.04480580982880866
0.00054509,0,0.84190776,82.25934597357312,0,0.84136267,0.1305819,500.0,2.434,0.0,20,0.0005450880537970493,0.0,1217.0,2.52405308977446,0.06539010021479186
0.00053976,0,0.84244752,54.073653473757446,0,0.84190776,0.13010624,500.0,2.3996,0.0,20,0.0005397616445109721,0.0,1199.8,2.4860249073571246,0.05994587324082801
0.00039032,0,0.84283785,70.2925316089839,0,0.84244752,0.12951281,500.0,2.4328,0.0,20,0.0003903247524118525,0.0,1216.4,2.5310638395741814,0.07504973685593797
0.00031255,0,0.8431504,54.53769338723449,0,0.84283785,0.12896901,500.0,2.3964,0.0,20,0.00031255227131798957,0.0,1198.2,2.496490945307032,0.06903064364520617
0.00037813,0,0.84352853,47.91440284507363,0,0.8431504,0.12836595,500.0,2.4418,0.0,20,0.0003781324101627126,0.0,1220.9,2.533853342243785,0.07684474776553074
0.00049512,0,0.84402365,41.223658255909314,0,0.84352853,0.12782491,500.0,2.4218,0.0,20,0.0004951170750232547,0.0,1210.9,2.5029751816588193,0.06920303226374003
0.00051965,0,0.8445433,55.326666265011845,0,0.84402365,0.12726907,500.0,2.4672,0.0,20,0.0005196511948545313,0.0,1233.6,2.5476507138930957,0.07135763577700516
0.00052769,0,0.84507099,71.98222002689275,0,0.8445433,0.12675912,500.0,2.4248,0.0,20,0.0005276897608771369,0.0,1212.4,2.507338222099284,0.06570094261570958
0.00061267,0,0.84568366,78.8473842305501,0,0.84507099,0.1262424,500.0,2.4454,0.0,20,0.0006126698730674063,0.0,1222.7,2.5216698515071316,0.06680363441510195
0.00050764,0,0.8461913,64.3467947919708,0,0.84568366,0.12572727,500.0,2.4694,0.0,20,0.0005076416857123789,0.0,1234.7,2.5448111206924575,0.06683181961667017
0.000325,0,0.8465163,41.080895803280626,0,0.8461913,0.12521768,500.0,2.4348,0.0,20,0.00032499955244602585,0.0,1217.4,2.535931576364,0.06634430937247515
0.00031564,0,0.84683194,48.529887698200994,0,0.8465163,0.12469815,500.0,2.499,0.0,20,0.0003156419815296685,0.0,1249.5,2.575771534899786,0.06787622882375999
0.00037495,0,0.84720689,74.95458625060911,0,0.84683194,0.12418819,500.0,2.4422,0.0,20,0.0003749475342531561,0.0,1221.1,2.5317304674866166,0.06686275710778844
0.00038054,0,0.84758743,39.193877072828606,0,0.84720689,0.12368855,500.0,2.4696,0.0,20,0.0003805400962723082,0.0,1234.8,2.5802859996519762,0.06573902627314965
