ConfortViolation,NormDeltaOmega,OmegaBefore,DeltaOmega,TimestepsStd,TimestepsMean,ReturnsMean,NormDeltaVar,RewardStd,Wins,Traj,ReturnsStd,ITERATIONS,RewardMean,Omega
0,0.0264395458845047,0.2795258147458087,0.0264395458845047,61.715544233199466,90.46,892.7750129142009,0.09916584911314422,0.9538215375090138,16.8,250,620.8174238171345,778,9.869279382204299,0.3059653606303134
0,0.01745794721545224,0.5561996481910626,-0.01745794721545224,53.77417967761107,168.56,1677.7017605995782,0.14270551191364866,0.4220877032387817,70.0,250,542.8403384302258,808,9.953142860699918,0.5387417009756104
0,0.013823334972140694,-0.11883334349653235,0.013823334972140694,8.631955514250523,34.312,330.43152035104265,0.05262567099676313,1.671771894731316,0.0,250,86.36322409452762,838,9.630202854716792,-0.10501000852439166
0,0.009982371092083234,0.022492420405795188,0.009982371092083234,14.906239767292085,42.004,407.14695491665293,0.03921721934451761,1.517016697412699,0.0,250,149.08990915193735,868,9.693051969256567,0.03247479149787842
0,0.007804521866856151,0.19113023021996345,0.007804521866856151,41.4602894345903,62.38,610.6970330260399,0.05867460084720713,1.2349259327451938,2.8000000000000003,250,415.7021853536684,898,9.789949230940042,0.1989347520868196
0,0.01964527485433662,0.1871081014279714,-0.01964527485433662,45.927793937876004,67.588,663.0752653060044,0.0973635848387542,1.1733122893657255,5.2,250,461.10478439232725,928,9.810547217050427,0.1674628265736348
0,0.005874908346919561,0.28823411359196704,-0.005874908346919561,67.86491287845288,98.76,977.0215980606752,0.14503678489577654,0.8576348382476634,26.8,250,683.6827354192621,958,9.892887789192743,0.2823592052450475
0,0.02127188332010263,-0.2141891119850146,-0.02127188332010263,6.416878992158104,31.108,298.46162679388465,0.07027640801180145,1.7517521667624432,0.0,250,64.22519235973054,988,9.594368869547536,-0.23546099530511724
0,0.02985298917318685,0.24416043061331158,-0.02985298917318685,58.77885728729336,81.044,798.1872262836744,0.10136715993662081,1.0372743897319423,11.600000000000001,250,590.6521692811428,1018,9.848813314787947,0.21430744144012473
0,0.011895859260152436,0.22339396844531892,0.011895859260152436,60.99954111302805,85.228,840.5396749694892,0.11040167174423783,0.991606884687031,15.2,250,613.4973483776851,1048,9.862248028458831,0.23528982770547135
0,0.05547393589091679,0.20690321973601866,-0.05547393589091679,52.67467687608534,72.804,715.6462480281225,0.16942681989501795,1.1077958423055585,9.2,250,529.4280967845466,1078,9.82976550777598,0.15142928384510188
0,0.03706170104776152,0.2125512240450289,-0.03706170104776152,56.21061821399939,77.12,758.9990939574373,0.10061831898942883,1.0676529348929258,10.8,250,565.020137806189,1108,9.841793230775897,0.1754895229972674
0,0.013487563884792816,0.07047837889179082,0.013487563884792816,18.61496344342368,43.944,426.4097524835771,0.059911631566807795,1.4840504130754126,0.0,250,186.14571073680463,1138,9.703480622691997,0.08396594277658363
0,0.015213288004870568,0.22527532220000546,-0.015213288004870568,63.9961250076909,87.228,860.9987014237643,0.11869790617665296,0.9620393364944952,18.4,250,644.0299658723284,1168,9.870668838260242,0.2100620341951349
0,0.0007515711223660682,0.2059903239961822,-0.0007515711223660682,57.85238885301107,78.348,771.3274047361209,0.09573515867530169,1.0571523572398713,11.200000000000001,250,581.4110490988853,1198,9.844889527953757,0.20523875287381613
0,0.01086156611384334,0.1931513924306036,-0.01086156611384334,60.83931478904081,79.924,787.7021272150096,0.1133728819208244,1.02114905777201,15.6,250,612.1746821392857,1228,9.855639447662897,0.18228982631676027
0,0.03599276630213688,0.18719850800399657,-0.03599276630213688,57.2426727538119,82.696,814.7852101194363,0.12133499279503147,1.034165726235556,10.4,250,575.0566892947711,1258,9.852776556537634,0.15120574170185969
0,0.02566476980375912,0.19812836808628073,0.02566476980375912,67.04536971335156,86.68,855.7828745766121,0.08357485079829859,0.9581024143098141,19.6,250,674.5629544235918,1288,9.8728988760569,0.22379313789003985
0,0.004904915801086623,0.19875934022374828,0.004904915801086623,65.24703101291277,85.788,846.7585662926642,0.1114806640986042,0.9653243990854798,19.2,250,656.6144890139026,1318,9.870361429251927,0.2036642560248349
0,0.004663867077093042,0.006217671397948897,-0.004663867077093042,12.159621704641967,39.14,378.5272881947183,0.07155527815946876,1.5692456573150304,0.0,250,121.63564016617605,1348,9.671111093375531,0.0015538043208558547
0,0.00014235697061598662,0.24574601950067024,-0.00014235697061598662,73.78524513749345,104.64,1036.8882108465905,0.1411768085127358,0.7968230571955308,33.2,250,743.2920287428454,1378,9.909099874298457,0.24560366253005425
0,0.036421322807249246,0.24427223623765776,-0.036421322807249246,72.64608575828431,105.332,1043.8985097936657,0.12568687028457107,0.7918640078606355,33.6,250,732.0451339442496,1408,9.910554340501136,0.2078509134304085
0,0.03159340576850539,0.19101634120044908,-0.03159340576850539,53.07843192860919,71.992,707.6054070793987,0.12322959433714335,1.1139796363382068,9.2,250,533.5293058164681,1438,9.828944981100658,0.1594229354319437
0,0.0020954356118209894,0.1719072093895433,0.0020954356118209894,54.21717941759789,73.884,726.5920484870381,0.12303459850630176,1.1000376939424825,9.2,250,544.792234450866,1468,9.834227281780066,0.17400264500136428
0,0.009965917457963824,0.2202383267019255,0.009965917457963824,69.0938016322738,93.524,924.8997165780152,0.12017253912539194,0.8883169277955427,25.6,250,695.9487119816343,1498,9.889437113233129,0.23020424415988933
0,0.01906008620626365,0.2147505531184973,-0.01906008620626365,68.23959308202241,90.956,899.0893616829741,0.13718062841917344,0.9077609312678379,24.4,250,687.3619003072666,1528,9.884882379205045,0.19569046691223366
0,0.027930995563908767,0.3322745388609766,0.027930995563908767,75.03055334995204,141.992,1413.6018403555079,0.1435788821764153,0.5230259560996706,61.199999999999996,250,756.4217674834035,1558,9.955503411146458,0.36020553442488534
0,0.020997719176210516,0.35753670691376904,-0.020997719176210516,69.6544113750163,153.824,1532.5576391264522,0.06359043535118157,0.459417285756757,67.60000000000001,250,702.3468805090472,1588,9.96305933486616,0.3365389877375585
0,0.038541719468866475,0.46458356619257424,-0.038541719468866475,55.73814909018777,176.356,1758.992557964592,0.08345025768978928,0.30930135064996783,83.2,250,561.9545534013549,1618,9.974101011389415,0.42604184672370776
0,0.02500192399722284,0.44237559066262355,0.02500192399722284,57.285823726293756,173.68,1732.128607156757,0.06462564288899109,0.3296639326382089,81.2,250,577.7328182741744,1648,9.973103449774051,0.4673775146598464
0,0.005039165733459083,0.06337132394790841,0.005039165733459083,20.334374443291836,44.904,436.0348698306554,0.04636806928720189,1.4687892016014839,0.0,250,203.34866934356504,1678,9.71037924974736,0.0684104896813675
0,0.008215308940033639,0.3861863992071418,0.008215308940033639,68.87729948248551,157.204,1566.5630100581154,0.09239854351928793,0.43151464701583386,70.8,250,694.4365082056145,1708,9.965159983576216,0.39440170814717546
0,0.027313583214006926,0.17987409807456828,0.027313583214006926,56.2935767561451,76.904,756.9848798984084,0.050843677728775905,1.0693084281625167,10.8,250,565.9103750277119,1738,9.843244563331016,0.2071876812885752
0,0.03026604808164396,0.24898720358672238,-0.03026604808164396,77.45372822530881,113.772,1129.5693891020119,0.11045235069917092,0.7056007200747334,43.2,250,780.7597147931936,1768,9.928360133442427,0.21872115550507842
0,0.0099896401480703,0.3986021579025464,0.0099896401480703,64.66720331048808,162.604,1620.7565867398266,0.12999688053354946,0.40349428086754086,73.6,250,652.1874769366424,1798,9.967507482840684,0.4085917980506167
0,0.0006068814958978541,0.21229093468941335,0.0006068814958978541,62.65014336775296,83.756,826.2552108368578,0.07686872193370066,0.9862349785963965,17.599999999999998,250,630.6683737162979,1828,9.865027112527555,0.2128978161853112
0,0.02537915860593354,0.39505826475887434,-0.02537915860593354,65.38962718963919,163.284,1627.7322035225345,0.0687380304723495,0.3934589752121828,74.8,250,659.2909362797086,1858,9.968718328326931,0.3696791061529408
0,0.0037151614310045877,0.1289600657744711,0.0037151614310045877,30.536467641166357,55.988,546.7619945468537,0.05913090182022481,1.314851891714012,0.8,250,305.8209126086666,1888,9.765699695414263,0.1326752272054757
0,0.01528634950708202,0.2720563941464302,0.01528634950708202,78.14141652158605,115.532,1147.2746878944831,0.12146445550984077,0.6903572334765253,44.800000000000004,250,787.6537435550397,1918,9.930362911526528,0.2873427436535122
0,0.011354799635925145,0.17039572860949068,0.011354799635925145,58.94445941731929,74.948,737.8225136201866,0.08193416719070844,1.0661340689426695,13.600000000000001,250,593.0614291108386,1948,9.84445900651367,0.18175052824541582
0,0.035172340942620284,0.15263734333529466,-0.035172340942620284,54.26868327129377,71.496,702.7599456013215,0.09963452974443024,1.1203503043934766,8.799999999999999,250,545.3077959335958,1978,9.829360322274274,0.11746500239267438
