ITERATIONS,Wins,TimestepsMean,NormDeltaOmega,ReturnsMean,ReturnsStd,DeltaOmega,OmegaBefore,NormDeltaVar,RewardMean,TimestepsStd,ConfortViolation,Traj,Omega,RewardStd
928,27.200000000000003,102.728,0.03239671366296043,1016.8220559883928,699.1162351515919,0.03239671366296043,0.27301660069644723,0.1613417318126644,9.898197725920808,69.43496249008852,0,250,0.30541331435940766,0.8388796108105396
958,0.0,33.976,0.027103185733794333,327.0873868621195,81.1980559495648,-0.027103185733794333,-0.1279198990590179,0.11008549582493846,9.627012799096995,8.115135488702576,0,250,-0.15502308479281224,1.6796679336653855
988,5.6000000000000005,72.848,0.005522035998824615,715.675913944769,530.5106438141073,-0.005522035998824615,0.19422185687146018,0.09473228462655284,9.824235585668363,52.892730086468404,0,250,0.18869982087263557,1.1287977840534569
1018,22.0,90.864,0.025583598065930996,897.7259151758035,685.4035817411483,0.025583598065930996,0.23240462398379516,0.09485278974732256,9.879885490136946,68.10484200113822,0,250,0.25798822204972616,0.922152223589891
1048,0.0,45.36,0.00010421548568442796,440.6043643149054,203.29636654199427,0.00010421548568442796,0.05795336301450729,0.05409908501202839,9.71350009512578,20.328069263951264,0,250,0.05805757850019172,1.461706466602819
1078,8.799999999999999,74.428,0.01252364122098501,731.8920241897592,548.800973923356,-0.01252364122098501,0.19033347038545362,0.12873826626764426,9.833557588404354,54.63732072494038,0,250,0.1778098291644686,1.0983315918035812
1108,21.2,89.364,0.029875937887098525,882.5369853804187,656.0183510639952,0.029875937887098525,0.25424510789274624,0.14776869042500848,9.875755174124018,65.15218725415133,0,250,0.28412104577984476,0.9343454620006572
1138,36.8,109.28,0.007668776772590646,1083.6670841778596,739.934049325366,0.007668776772590646,0.2632961639251021,0.11561046442193693,9.916426465756402,73.4166302686251,0,250,0.2709649406976927,0.7587867577628609
1168,1.2,52.86,0.015325487292133441,515.5689498353157,335.0415941963689,-0.015325487292133441,0.11965048852059894,0.08452899676846218,9.753479943914408,33.43974282197756,0,250,0.1043250012284655,1.3493620374609254
1198,81.6,174.984,0.003110931573157172,1745.0927619231545,560.9721295765153,0.003110931573157172,0.45321188097801074,0.10732961446445154,9.972870444858696,55.61661392066223,0,250,0.4563228125511679,0.3248996129543795
1228,56.8,139.804,0.08647272976764186,1390.924663589615,730.9578015338511,-0.08647272976764186,0.3540802895574023,0.11749074607901201,9.949104915378777,72.48838240711403,0,250,0.2676075597897604,0.5559321195616416
1258,0.0,44.612,0.0299857689271463,433.0940396845116,174.82531509933986,0.0299857689271463,0.06534995169187957,0.005367099829028129,9.708016670055402,17.480201829498423,0,250,0.09533572061902587,1.4733733585202933
1288,68.0,153.336,0.018049967679380552,1527.5741988044213,706.6389004343948,0.018049967679380552,0.37501562262304655,0.08464612581495005,9.962267170165005,70.08160317800956,0,250,0.3930655903024271,0.4572703193880843
1318,0.0,42.236,0.0054405621305645,409.3912240194285,151.61082164560324,-0.0054405621305645,0.04103202839481162,0.061221936176618294,9.692944976309983,15.159297609058278,0,250,0.03559146626424712,1.5127773458250973
1348,89.60000000000001,186.128,0.033559614883525435,1857.0244290446096,443.7203813088221,-0.033559614883525435,0.5080697607041267,0.15939927687153557,9.97713632040644,43.99308600223449,0,250,0.47451014582060125,0.237007295051565
1378,65.2,148.916,0.0055859560308239575,1483.0227359548624,724.8425252598357,0.0055859560308239575,0.36629693971861893,0.06390115248114919,9.95878707428928,71.89212018016995,0,250,0.3718828957494429,0.4837802225366666
1408,4.3999999999999995,61.252,0.020957244068207176,599.7481890419031,446.8301088773633,-0.020957244068207176,0.1575653234254389,0.08449923047179281,9.791487445992017,44.51494688304143,0,250,0.13660807935723174,1.2361405907609433
1438,44.4,117.024,0.01771611567362752,1162.135964039461,774.8475405319897,0.01771611567362752,0.2664909795305471,0.11515701955746337,9.9307489407255,76.86574935561352,0,250,0.28420709520417464,0.6884418295494849
1468,7.199999999999999,72.556,0.024865173395719226,713.123489904898,525.5495686872284,-0.024865173395719226,0.1630679880460497,0.09545334677999026,9.828594325829675,52.33483413559271,0,250,0.13820281465033046,1.1218091211859633
1498,0.4,46.888,0.002788332148581457,455.8714230356573,247.63530371298958,-0.002788332148581457,0.07834404368122747,0.054700764981468454,9.722560634611357,24.730941267974412,0,250,0.07555571153264601,1.4356495848800428
1528,9.2,71.916,0.012832222381519376,706.9837778058334,559.4088237510409,0.012832222381519376,0.16245222902762602,0.07599763070595171,9.830688272510061,55.674957961367156,0,250,0.1752844514091454,1.1147188641384866
1558,0.0,40.296,0.002424765218061859,390.1004491583467,148.7939472878543,0.002424765218061859,-0.00045225008449944907,0.05808587551077567,9.680872770457283,14.877109396653639,0,250,0.00197251513356241,1.547626680729114
1588,34.8,104.64,0.03632374506198871,1037.1026385470013,749.4262153464334,0.03632374506198871,0.25189993762252016,0.07876078264379502,9.911149068683118,74.37057482633841,0,250,0.2882236826845089,0.7873501153699428
1618,6.800000000000001,68.94,0.004320828486090611,677.0169479931901,528.3795684166066,0.004320828486090611,0.1347811790390761,0.07704761564111104,9.820379286237163,52.62516888333946,0,250,0.13910200752516672,1.1527160168670887
1648,13.600000000000001,79.88,0.000487641517708276,787.0940173933601,609.1253105010541,-0.000487641517708276,0.17891663342004888,0.07281570452637856,9.85345540051778,60.57466136925571,0,250,0.1784289919023406,1.0333093753577842
1678,26.400000000000002,92.292,0.009373493370193081,912.7243836322411,710.8800812854792,0.009373493370193081,0.21192669357755445,0.12466493470958942,9.889528709229849,70.57522749520543,0,250,0.22130018694774753,0.8894008405451169
1708,18.0,84.272,0.004015898817840979,831.5974597721679,653.919361211426,-0.004015898817840979,0.1825601151599962,0.11408837432673725,9.868016182980918,64.98484451008558,0,250,0.17854421634215523,0.9810346682433877
1738,20.4,86.436,0.028782605932959893,853.5269892860466,668.9764240838259,-0.028782605932959893,0.18275068809391504,0.15977193993233313,9.87467015232133,66.45405859689835,0,250,0.15396808216095514,0.9548312283026237
1768,17.2,80.888,0.010929973572998186,797.6190441166032,639.7183056677362,0.010929973572998186,0.18324033401310588,0.09453636887006706,9.860783356203681,63.56183962095496,0,250,0.19417030758610407,1.0057680974060739
1798,42.0,116.88,0.022509178777990413,1160.335336927639,762.5913262072932,-0.022509178777990413,0.27547588327333805,0.1130978178184216,9.927578173576652,75.66379319066684,0,250,0.25296670449534764,0.7034255340434222
1828,4.0,65.868,0.003046598491717567,645.8723369748658,458.1600116242586,0.003046598491717567,0.15232062380655384,0.11656556410545507,9.805555610840859,45.67093798029552,0,250,0.1553672222982714,1.195658663661749
1858,33.6,102.704,0.01916648501051632,1017.7352838054084,736.9171781934899,0.01916648501051632,0.2276188729765707,0.11048806134143371,9.90940259196729,73.11541823719537,0,250,0.24678535798708703,0.8018962565704959
1888,48.8,122.576,0.013633114338689911,1218.178174746702,781.4841070079617,-0.013633114338689911,0.2807969035403573,0.0897626325674031,9.938145923726522,77.5181283571785,0,250,0.2671637892016674,0.6458301749151668
1918,4.0,65.18,0.0014301516439466366,639.0104581916775,483.38180037373985,-0.0014301516439466366,0.14090956017288375,0.09301324422716434,9.80378119348999,48.203937598499145,0,250,0.13947940852893712,1.201829045401591
1948,2.4,59.168,0.036451587363150115,578.8036266529183,376.46670671066835,0.036451587363150115,0.11841129257648993,0.027301582343699577,9.782376058898699,37.533395476561935,0,250,0.15486287993964004,1.270107244367649
1978,47.599999999999994,121.08,0.03657772491936773,1203.0887216830192,780.7926730495763,0.03657772491936773,0.27535764100625476,0.12070661249094936,9.936312534547566,77.44960684212671,0,250,0.3119353659256225,0.6573118894291402
